geo,year,involuntary_part_time
BG41,2008,6006.0
BG41,2009,4780.0
BG41,2010,6922.0
BG41,2011,7064.0
BG41,2012,10190.0
BG41,2013,9807.0
BG41,2014,7846.0
BG41,2015,7315.0
BG41,2016,9808.0
BG41,2017,7997.0
BG41,2018,5419.0
BG41,2019,5788.0
BG41,2020,10956.0
BG41,2021,5204.0
BG41,2022,5929.0
BG41,2023,2262.0
BG42,2008,9560.0
BG42,2009,9477.0
BG42,2010,6977.0
BG42,2011,5412.0
BG42,2012,9897.0
BG42,2013,9967.0
BG42,2014,13893.0
BG42,2015,5621.0
BG42,2016,6678.0
BG42,2017,5485.0
BG42,2018,3095.0
BG42,2019,3881.0
BG42,2020,1739.0
BG42,2021,749.0
BG42,2022,1327.0
BG42,2023,2127.0
CY00,2008,7608.0
CY00,2009,9412.0
CY00,2010,11015.0
CY00,2011,17073.0
CY00,2012,19214.0
CY00,2013,23660.0
CY00,2014,31090.0
CY00,2015,31375.0
CY00,2016,32968.0
CY00,2017,30608.0
CY00,2018,26972.0
CY00,2019,23657.0
CY00,2020,22888.0
CY00,2021,20479.0
CY00,2022,21351.0
CY00,2023,18280.0
CZ01,2008,1571.0
CZ01,2009,2450.0
CZ01,2010,3095.0
CZ01,2011,957.0
CZ01,2012,5491.0
CZ01,2013,4512.0
CZ01,2014,7858.0
CZ01,2015,2573.0
CZ01,2016,4413.0
CZ01,2017,1941.0
CZ01,2018,1040.0
CZ01,2019,2754.0
CZ01,2020,2031.0
CZ01,2021,9553.0
CZ01,2022,10078.0
CZ01,2023,8488.0
CZ02,2008,1949.0
CZ02,2009,2508.0
CZ02,2010,4745.0
CZ02,2011,2368.0
CZ02,2012,5418.0
CZ02,2013,3298.0
CZ02,2014,5307.0
CZ02,2015,3098.0
CZ02,2016,2705.0
CZ02,2017,3828.0
CZ02,2018,1846.0
CZ02,2019,724.0
CZ02,2020,1784.0
CZ02,2021,7073.0
CZ02,2022,3248.0
CZ02,2023,5606.0
CZ03,2008,2702.0
CZ03,2009,3363.0
CZ03,2010,4330.0
CZ03,2011,3713.0
CZ03,2012,6017.0
CZ03,2013,4572.0
CZ03,2014,5548.0
CZ03,2015,4789.0
CZ03,2016,4117.0
CZ03,2017,2477.0
CZ03,2018,1751.0
CZ03,2019,2015.0
CZ03,2020,1666.0
CZ03,2021,4775.0
CZ03,2022,4577.0
CZ03,2023,8610.0
CZ04,2008,1922.0
CZ04,2009,2740.0
CZ04,2010,3180.0
CZ04,2011,3609.0
CZ04,2012,1873.0
CZ04,2013,3220.0
CZ04,2014,3411.0
CZ04,2015,2133.0
CZ04,2016,3306.0
CZ04,2017,2325.0
CZ04,2018,1281.0
CZ04,2019,568.0
CZ04,2020,1059.0
CZ04,2021,6723.0
CZ04,2022,5613.0
CZ04,2023,6594.0
CZ05,2008,3221.0
CZ05,2009,4674.0
CZ05,2010,6032.0
CZ05,2011,5729.0
CZ05,2012,8123.0
CZ05,2013,5080.0
CZ05,2014,7223.0
CZ05,2015,8517.0
CZ05,2016,4489.0
CZ05,2017,3915.0
CZ05,2018,2524.0
CZ05,2019,2999.0
CZ05,2020,341.0
CZ05,2021,10930.0
CZ05,2022,8407.0
CZ05,2023,10069.0
CZ06,2008,5121.0
CZ06,2009,6044.0
CZ06,2010,6507.0
CZ06,2011,7512.0
CZ06,2012,7313.0
CZ06,2013,8313.0
CZ06,2014,9350.0
CZ06,2015,6230.0
CZ06,2016,7043.0
CZ06,2017,5494.0
CZ06,2018,4165.0
CZ06,2019,2476.0
CZ06,2020,602.0
CZ06,2021,8288.0
CZ06,2022,11136.0
CZ06,2023,10485.0
CZ07,2008,4527.0
CZ07,2009,3693.0
CZ07,2010,4070.0
CZ07,2011,5967.0
CZ07,2012,8306.0
CZ07,2013,7300.0
CZ07,2014,8556.0
CZ07,2015,6241.0
CZ07,2016,6337.0
CZ07,2017,3053.0
CZ07,2018,3478.0
CZ07,2019,3062.0
CZ07,2020,1341.0
CZ07,2021,3400.0
CZ07,2022,7472.0
CZ07,2023,6354.0
CZ08,2008,8266.0
CZ08,2009,8152.0
CZ08,2010,7076.0
CZ08,2011,9897.0
CZ08,2012,9178.0
CZ08,2013,6647.0
CZ08,2014,7698.0
CZ08,2015,7512.0
CZ08,2016,7787.0
CZ08,2017,5942.0
CZ08,2018,5212.0
CZ08,2019,5717.0
CZ08,2020,2902.0
CZ08,2021,9923.0
CZ08,2022,12961.0
CZ08,2023,11546.0
DE10,2008,177594.0
DE10,2009,153261.0
DE10,2010,166559.0
DE10,2011,144594.0
DE10,2012,111054.0
DE10,2013,129142.0
DE10,2014,118914.0
DE10,2015,128838.0
DE10,2016,120579.0
DE10,2017,119993.0
DE10,2018,102813.0
DE10,2019,94177.0
DE10,2020,88188.0
DE10,2021,72266.0
DE10,2022,66515.0
DE10,2023,53924.0
DE20,2008,211738.0
DE20,2009,235701.0
DE20,2010,191159.0
DE20,2011,141273.0
DE20,2012,130592.0
DE20,2013,126791.0
DE20,2014,119436.0
DE20,2015,108984.0
DE20,2016,103549.0
DE20,2017,104168.0
DE20,2018,92257.0
DE20,2019,87024.0
DE20,2020,79959.0
DE20,2021,86337.0
DE20,2022,64727.0
DE20,2023,65806.0
DE30,2008,116879.0
DE30,2009,154524.0
DE30,2010,112593.0
DE30,2011,100210.0
DE30,2012,107129.0
DE30,2013,107540.0
DE30,2014,114128.0
DE30,2015,105824.0
DE30,2016,83163.0
DE30,2017,93720.0
DE30,2018,83895.0
DE30,2019,69241.0
DE30,2020,52886.0
DE30,2021,53591.0
DE30,2022,32454.0
DE30,2023,43838.0
DE40,2008,128910.0
DE40,2009,147162.0
DE40,2010,91781.0
DE40,2011,92433.0
DE40,2012,92765.0
DE40,2013,99006.0
DE40,2014,96186.0
DE40,2015,93542.0
DE40,2016,69271.0
DE40,2017,66725.0
DE40,2018,55120.0
DE40,2019,47396.0
DE40,2020,37272.0
DE40,2021,39215.0
DE40,2022,31063.0
DE40,2023,33217.0
DE50,2008,15139.0
DE50,2009,25577.0
DE50,2010,18920.0
DE50,2011,9810.0
DE50,2012,13998.0
DE50,2013,15787.0
DE50,2014,13772.0
DE50,2015,13952.0
DE50,2016,16463.0
DE50,2017,14001.0
DE50,2018,10486.0
DE50,2019,9754.0
DE50,2020,7102.0
DE50,2021,7848.0
DE50,2022,7051.0
DE50,2023,6665.0
DE60,2008,52809.0
DE60,2009,25608.0
DE60,2010,30400.0
DE60,2011,12230.0
DE60,2012,26443.0
DE60,2013,28160.0
DE60,2014,31582.0
DE60,2015,30883.0
DE60,2016,22034.0
DE60,2017,25226.0
DE60,2018,24286.0
DE60,2019,23267.0
DE60,2020,24021.0
DE60,2021,11192.0
DE60,2022,18012.0
DE60,2023,13514.0
DE70,2008,147293.0
DE70,2009,115919.0
DE70,2010,120034.0
DE70,2011,102251.0
DE70,2012,96313.0
DE70,2013,98188.0
DE70,2014,91051.0
DE70,2015,83791.0
DE70,2016,86236.0
DE70,2017,73776.0
DE70,2018,66797.0
DE70,2019,70041.0
DE70,2020,57563.0
DE70,2021,63609.0
DE70,2022,53879.0
DE70,2023,45026.0
DE80,2008,90234.0
DE80,2009,94600.0
DE80,2010,79538.0
DE80,2011,58045.0
DE80,2012,65379.0
DE80,2013,68093.0
DE80,2014,61225.0
DE80,2015,60226.0
DE80,2016,46826.0
DE80,2017,42240.0
DE80,2018,37726.0
DE80,2019,41714.0
DE80,2020,29147.0
DE80,2021,27653.0
DE80,2022,24301.0
DE80,2023,23324.0
DE90,2008,171849.0
DE90,2009,166093.0
DE90,2010,175449.0
DE90,2011,123715.0
DE90,2012,134669.0
DE90,2013,139154.0
DE90,2014,126881.0
DE90,2015,123487.0
DE90,2016,111499.0
DE90,2017,111424.0
DE90,2018,104315.0
DE90,2019,91901.0
DE90,2020,63063.0
DE90,2021,72014.0
DE90,2022,71725.0
DE90,2023,58686.0
DEA0,2008,376868.0
DEA0,2009,370471.0
DEA0,2010,346081.0
DEA0,2011,260048.0
DEA0,2012,261766.0
DEA0,2013,271812.0
DEA0,2014,254049.0
DEA0,2015,269953.0
DEA0,2016,248713.0
DEA0,2017,221568.0
DEA0,2018,203539.0
DEA0,2019,194838.0
DEA0,2020,147443.0
DEA0,2021,151348.0
DEA0,2022,130254.0
DEA0,2023,126157.0
DEB0,2008,82553.0
DEB0,2009,70259.0
DEB0,2010,89800.0
DEB0,2011,58380.0
DEB0,2012,54133.0
DEB0,2013,53078.0
DEB0,2014,51117.0
DEB0,2015,50905.0
DEB0,2016,48795.0
DEB0,2017,44427.0
DEB0,2018,39129.0
DEB0,2019,37771.0
DEB0,2020,32367.0
DEB0,2021,33552.0
DEB0,2022,29277.0
DEB0,2023,19277.0
DEC0,2008,7612.0
DEC0,2009,13094.0
DEC0,2010,14299.0
DEC0,2011,14645.0
DEC0,2012,17224.0
DEC0,2013,12765.0
DEC0,2014,13274.0
DEC0,2015,13294.0
DEC0,2016,11520.0
DEC0,2017,9079.0
DEC0,2018,7763.0
DEC0,2019,7614.0
DEC0,2020,6875.0
DEC0,2021,5559.0
DEC0,2022,7579.0
DEC0,2023,5462.0
DED0,2008,221817.0
DED0,2009,233778.0
DED0,2010,241356.0
DED0,2011,175927.0
DED0,2012,165750.0
DED0,2013,176932.0
DED0,2014,160490.0
DED0,2015,150328.0
DED0,2016,131455.0
DED0,2017,113093.0
DED0,2018,115770.0
DED0,2019,110528.0
DED0,2020,88124.0
DED0,2021,77642.0
DED0,2022,62576.0
DED0,2023,63648.0
DEE0,2008,166651.0
DEE0,2009,120084.0
DEE0,2010,140181.0
DEE0,2011,115830.0
DEE0,2012,101644.0
DEE0,2013,108546.0
DEE0,2014,94983.0
DEE0,2015,90325.0
DEE0,2016,77437.0
DEE0,2017,72535.0
DEE0,2018,57713.0
DEE0,2019,56623.0
DEE0,2020,51200.0
DEE0,2021,44567.0
DEE0,2022,44723.0
DEE0,2023,42577.0
DEF0,2008,70840.0
DEF0,2009,60865.0
DEF0,2010,57636.0
DEF0,2011,62960.0
DEF0,2012,45371.0
DEF0,2013,44910.0
DEF0,2014,46558.0
DEF0,2015,45486.0
DEF0,2016,37523.0
DEF0,2017,38071.0
DEF0,2018,33356.0
DEF0,2019,35424.0
DEF0,2020,35378.0
DEF0,2021,23174.0
DEF0,2022,21973.0
DEF0,2023,16506.0
DEG0,2008,123184.0
DEG0,2009,107845.0
DEG0,2010,92527.0
DEG0,2011,74501.0
DEG0,2012,77387.0
DEG0,2013,83297.0
DEG0,2014,72798.0
DEG0,2015,72033.0
DEG0,2016,63525.0
DEG0,2017,57727.0
DEG0,2018,50754.0
DEG0,2019,44841.0
DEG0,2020,30440.0
DEG0,2021,31139.0
DEG0,2022,22394.0
DEG0,2023,25211.0
DK01,2008,20574.0
DK01,2009,23745.0
DK01,2010,27642.0
DK01,2011,28849.0
DK01,2012,32473.0
DK01,2013,33608.0
DK01,2014,30434.0
DK01,2015,28441.0
DK01,2016,26386.0
DK01,2017,27469.0
DK01,2018,22421.0
DK01,2019,23320.0
DK01,2020,25046.0
DK01,2021,19876.0
DK01,2022,13785.0
DK01,2023,14012.0
DK02,2008,11558.0
DK02,2009,13947.0
DK02,2010,13121.0
DK02,2011,13156.0
DK02,2012,13891.0
DK02,2013,14919.0
DK02,2014,13492.0
DK02,2015,13049.0
DK02,2016,11327.0
DK02,2017,11736.0
DK02,2018,9103.0
DK02,2019,8983.0
DK02,2020,10030.0
DK02,2021,7928.0
DK02,2022,4876.0
DK02,2023,5894.0
DK03,2008,17765.0
DK03,2009,19128.0
DK03,2010,23698.0
DK03,2011,26422.0
DK03,2012,23987.0
DK03,2013,24334.0
DK03,2014,23032.0
DK03,2015,23062.0
DK03,2016,21534.0
DK03,2017,20442.0
DK03,2018,18367.0
DK03,2019,16270.0
DK03,2020,13554.0
DK03,2021,12648.0
DK03,2022,10068.0
DK03,2023,11010.0
DK04,2008,20815.0
DK04,2009,23447.0
DK04,2010,25051.0
DK04,2011,22640.0
DK04,2012,27633.0
DK04,2013,28632.0
DK04,2014,25610.0
DK04,2015,24154.0
DK04,2016,21594.0
DK04,2017,20882.0
DK04,2018,17885.0
DK04,2019,17578.0
DK04,2020,19797.0
DK04,2021,14657.0
DK04,2022,9906.0
DK04,2023,13791.0
DK05,2008,9952.0
DK05,2009,12047.0
DK05,2010,10731.0
DK05,2011,9639.0
DK05,2012,9836.0
DK05,2013,8420.0
DK05,2014,9756.0
DK05,2015,9030.0
DK05,2016,9048.0
DK05,2017,9072.0
DK05,2018,8759.0
DK05,2019,6925.0
DK05,2020,6952.0
DK05,2021,7024.0
DK05,2022,4843.0
DK05,2023,5496.0
EE00,2008,5404.0
EE00,2009,12650.0
EE00,2010,11927.0
EE00,2011,12108.0
EE00,2012,11228.0
EE00,2013,9802.0
EE00,2014,7533.0
EE00,2015,7765.0
EE00,2016,5883.0
EE00,2017,4595.0
EE00,2018,3806.0
EE00,2019,4506.0
EE00,2020,5202.0
EE00,2021,11828.0
EE00,2022,13088.0
EE00,2023,13065.0
EL30,2008,34220.0
EL30,2009,49140.0
EL30,2010,57672.0
EL30,2011,61771.0
EL30,2012,74290.0
EL30,2013,88095.0
EL30,2014,104858.0
EL30,2015,108805.0
EL30,2016,109218.0
EL30,2017,104991.0
EL30,2018,97716.0
EL30,2019,97343.0
EL30,2020,84698.0
EL30,2021,67786.0
EL30,2022,48706.0
EL30,2023,44512.0
EL41,2008,669.0
EL41,2009,641.0
EL41,2010,1353.0
EL41,2011,1874.0
EL41,2012,2692.0
EL41,2013,1869.0
EL41,2014,1772.0
EL41,2015,1912.0
EL41,2016,1897.0
EL41,2017,2927.0
EL41,2018,2252.0
EL41,2019,2167.0
EL41,2020,2455.0
EL41,2021,1239.0
EL41,2022,1297.0
EL41,2023,1780.0
EL42,2008,2242.0
EL42,2009,2938.0
EL42,2010,4394.0
EL42,2011,3180.0
EL42,2012,2862.0
EL42,2013,3692.0
EL42,2014,3723.0
EL42,2015,3818.0
EL42,2016,4939.0
EL42,2017,4194.0
EL42,2018,6282.0
EL42,2019,4506.0
EL42,2020,4685.0
EL42,2021,6779.0
EL42,2022,3852.0
EL42,2023,3435.0
EL43,2008,4435.0
EL43,2009,8222.0
EL43,2010,10073.0
EL43,2011,9356.0
EL43,2012,11663.0
EL43,2013,12485.0
EL43,2014,13334.0
EL43,2015,14586.0
EL43,2016,13739.0
EL43,2017,11454.0
EL43,2018,10623.0
EL43,2019,8069.0
EL43,2020,5785.0
EL43,2021,4224.0
EL43,2022,11456.0
EL43,2023,5421.0
EL51,2008,6391.0
EL51,2009,5970.0
EL51,2010,5354.0
EL51,2011,5973.0
EL51,2012,8233.0
EL51,2013,7091.0
EL51,2014,7814.0
EL51,2015,6936.0
EL51,2016,9765.0
EL51,2017,8538.0
EL51,2018,8008.0
EL51,2019,9506.0
EL51,2020,9908.0
EL51,2021,6676.0
EL51,2022,6584.0
EL51,2023,15241.0
EL52,2008,19973.0
EL52,2009,23463.0
EL52,2010,26068.0
EL52,2011,26794.0
EL52,2012,26228.0
EL52,2013,28251.0
EL52,2014,35932.0
EL52,2015,39136.0
EL52,2016,39584.0
EL52,2017,43092.0
EL52,2018,44117.0
EL52,2019,46478.0
EL52,2020,39958.0
EL52,2021,30240.0
EL52,2022,28428.0
EL52,2023,18118.0
EL53,2008,3825.0
EL53,2009,3327.0
EL53,2010,4347.0
EL53,2011,4932.0
EL53,2012,4766.0
EL53,2013,3727.0
EL53,2014,2596.0
EL53,2015,2666.0
EL53,2016,4303.0
EL53,2017,5304.0
EL53,2018,5297.0
EL53,2019,4623.0
EL53,2020,3402.0
EL53,2021,5092.0
EL53,2022,6078.0
EL53,2023,4905.0
EL54,2008,3990.0
EL54,2009,4482.0
EL54,2010,4347.0
EL54,2011,4061.0
EL54,2012,4554.0
EL54,2013,3943.0
EL54,2014,3672.0
EL54,2015,4526.0
EL54,2016,5269.0
EL54,2017,4010.0
EL54,2018,3639.0
EL54,2019,5533.0
EL54,2020,6030.0
EL54,2021,2090.0
EL54,2022,5252.0
EL54,2023,4177.0
EL61,2008,9039.0
EL61,2009,9516.0
EL61,2010,9157.0
EL61,2011,11091.0
EL61,2012,11508.0
EL61,2013,15419.0
EL61,2014,17120.0
EL61,2015,16724.0
EL61,2016,16824.0
EL61,2017,19544.0
EL61,2018,15774.0
EL61,2019,14746.0
EL61,2020,16700.0
EL61,2021,18477.0
EL61,2022,17488.0
EL61,2023,7783.0
EL62,2008,2079.0
EL62,2009,1774.0
EL62,2010,2216.0
EL62,2011,3060.0
EL62,2012,5055.0
EL62,2013,2613.0
EL62,2014,1432.0
EL62,2015,1490.0
EL62,2016,2282.0
EL62,2017,2589.0
EL62,2018,1678.0
EL62,2019,1506.0
EL62,2020,1253.0
EL62,2021,730.0
EL62,2022,903.0
EL62,2023,614.0
EL63,2008,7646.0
EL63,2009,9306.0
EL63,2010,8069.0
EL63,2011,7542.0
EL63,2012,8598.0
EL63,2013,9263.0
EL63,2014,10479.0
EL63,2015,12725.0
EL63,2016,17072.0
EL63,2017,14368.0
EL63,2018,14043.0
EL63,2019,11841.0
EL63,2020,16267.0
EL63,2021,18488.0
EL63,2022,9104.0
EL63,2023,6561.0
EL64,2008,7610.0
EL64,2009,5504.0
EL64,2010,6857.0
EL64,2011,8151.0
EL64,2012,8673.0
EL64,2013,6095.0
EL64,2014,6818.0
EL64,2015,9044.0
EL64,2016,13172.0
EL64,2017,15160.0
EL64,2018,16356.0
EL64,2019,12307.0
EL64,2020,8745.0
EL64,2021,7816.0
EL64,2022,9516.0
EL64,2023,6496.0
EL65,2008,6248.0
EL65,2009,6221.0
EL65,2010,7681.0
EL65,2011,8005.0
EL65,2012,7916.0
EL65,2013,9518.0
EL65,2014,11864.0
EL65,2015,11635.0
EL65,2016,9325.0
EL65,2017,10215.0
EL65,2018,8709.0
EL65,2019,6882.0
EL65,2020,6123.0
EL65,2021,4544.0
EL65,2022,9897.0
EL65,2023,8049.0
ES11,2008,44536.0
ES11,2009,50910.0
ES11,2010,64477.0
ES11,2011,69962.0
ES11,2012,82805.0
ES11,2013,91830.0
ES11,2014,92660.0
ES11,2015,97463.0
ES11,2016,90578.0
ES11,2017,87662.0
ES11,2018,86152.0
ES11,2019,84647.0
ES11,2020,72386.0
ES11,2021,70815.0
ES11,2022,65711.0
ES11,2023,78999.0
ES12,2008,20085.0
ES12,2009,20854.0
ES12,2010,22623.0
ES12,2011,29515.0
ES12,2012,27170.0
ES12,2013,42869.0
ES12,2014,30929.0
ES12,2015,36932.0
ES12,2016,37250.0
ES12,2017,37194.0
ES12,2018,34967.0
ES12,2019,30129.0
ES12,2020,26421.0
ES12,2021,31290.0
ES12,2022,31677.0
ES12,2023,24472.0
ES13,2008,8078.0
ES13,2009,10507.0
ES13,2010,8760.0
ES13,2011,16786.0
ES13,2012,17834.0
ES13,2013,20818.0
ES13,2014,22594.0
ES13,2015,20616.0
ES13,2016,19537.0
ES13,2017,20778.0
ES13,2018,19698.0
ES13,2019,19625.0
ES13,2020,19484.0
ES13,2021,16824.0
ES13,2022,18745.0
ES13,2023,16399.0
ES21,2008,50187.0
ES21,2009,50802.0
ES21,2010,62342.0
ES21,2011,78504.0
ES21,2012,73858.0
ES21,2013,80235.0
ES21,2014,96873.0
ES21,2015,83125.0
ES21,2016,84106.0
ES21,2017,88897.0
ES21,2018,80453.0
ES21,2019,71371.0
ES21,2020,69819.0
ES21,2021,79744.0
ES21,2022,75360.0
ES21,2023,75383.0
ES22,2008,12079.0
ES22,2009,18330.0
ES22,2010,14240.0
ES22,2011,17314.0
ES22,2012,19654.0
ES22,2013,17630.0
ES22,2014,26016.0
ES22,2015,33730.0
ES22,2016,29055.0
ES22,2017,24563.0
ES22,2018,20577.0
ES22,2019,23623.0
ES22,2020,19496.0
ES22,2021,16878.0
ES22,2022,27671.0
ES22,2023,19242.0
ES23,2008,4648.0
ES23,2009,5871.0
ES23,2010,7490.0
ES23,2011,8463.0
ES23,2012,9683.0
ES23,2013,12298.0
ES23,2014,11643.0
ES23,2015,12327.0
ES23,2016,7787.0
ES23,2017,9706.0
ES23,2018,10667.0
ES23,2019,8265.0
ES23,2020,8869.0
ES23,2021,6459.0
ES23,2022,8193.0
ES23,2023,8267.0
ES24,2008,17029.0
ES24,2009,30363.0
ES24,2010,31547.0
ES24,2011,42943.0
ES24,2012,40509.0
ES24,2013,51412.0
ES24,2014,45069.0
ES24,2015,38065.0
ES24,2016,31566.0
ES24,2017,44857.0
ES24,2018,40080.0
ES24,2019,41660.0
ES24,2020,33379.0
ES24,2021,45846.0
ES24,2022,34509.0
ES24,2023,28331.0
ES30,2008,105587.0
ES30,2009,145177.0
ES30,2010,156739.0
ES30,2011,181548.0
ES30,2012,228719.0
ES30,2013,248455.0
ES30,2014,241937.0
ES30,2015,229549.0
ES30,2016,231884.0
ES30,2017,224649.0
