geo,year,permanent
ES24,2018,359324.0
ES24,2019,381360.0
ES24,2020,367325.0
ES24,2021,370459.0
ES24,2022,388751.0
ES24,2023,454015.0
ES30,2008,2098292.0
ES30,2009,2115303.0
ES30,2010,2123556.0
ES30,2011,1946763.0
ES30,2012,2008010.0
ES30,2013,1956806.0
ES30,2014,1943882.0
ES30,2015,2021076.0
ES30,2016,2037757.0
ES30,2017,2069917.0
ES30,2018,2138316.0
ES30,2019,2208543.0
ES30,2020,2182149.0
ES30,2021,2194046.0
ES30,2022,2387400.0
ES30,2023,2567150.0
ES41,2008,628022.0
ES41,2009,629819.0
ES41,2010,628012.0
ES41,2011,619661.0
ES41,2012,607774.0
ES41,2013,572723.0
ES41,2014,551226.0
ES41,2015,570428.0
ES41,2016,564920.0
ES41,2017,576492.0
ES41,2018,605156.0
ES41,2019,609852.0
ES41,2020,595255.0
ES41,2021,609012.0
ES41,2022,646289.0
ES41,2023,674304.0
ES42,2008,467800.0
ES42,2009,491822.0
ES42,2010,471279.0
ES42,2011,472420.0
ES42,2012,446094.0
ES42,2013,426972.0
ES42,2014,424602.0
ES42,2015,438809.0
ES42,2016,444001.0
ES42,2017,460720.0
ES42,2018,460436.0
ES42,2019,490019.0
ES42,2020,486178.0
ES42,2021,509236.0
ES42,2022,558218.0
ES42,2023,603655.0
ES43,2008,191601.0
ES43,2009,195513.0
ES43,2010,200971.0
ES43,2011,192790.0
ES43,2012,172683.0
ES43,2013,190496.0
ES43,2014,183879.0
ES43,2015,185844.0
ES43,2016,194720.0
ES43,2017,202696.0
ES43,2018,191559.0
ES43,2019,188879.0
ES43,2020,196625.0
ES43,2021,207786.0
ES43,2022,243654.0
ES43,2023,248600.0
ES51,2008,2318101.0
ES51,2009,2233453.0
ES51,2010,2175108.0
ES51,2011,2147651.0
ES51,2012,2038495.0
ES51,2013,2002694.0
ES51,2014,1997481.0
ES51,2015,2035051.0
ES51,2016,2045870.0
ES51,2017,2092262.0
ES51,2018,2232898.0
ES51,2019,2240222.0
ES51,2020,2248858.0
ES51,2021,2336548.0
ES51,2022,2444448.0
ES51,2023,2712172.0
ES52,2008,1268978.0
ES52,2009,1234151.0
ES52,2010,1161415.0
ES52,2011,1121833.0
ES52,2012,1112566.0
ES52,2013,1050509.0
ES52,2014,1076332.0
ES52,2015,1085106.0
ES52,2016,1142991.0
ES52,2017,1163370.0
ES52,2018,1215118.0
ES52,2019,1241606.0
ES52,2020,1268626.0
ES52,2021,1270257.0
ES52,2022,1363718.0
ES52,2023,1603608.0
ES53,2008,311192.0
ES53,2009,296641.0
ES53,2010,309580.0
ES53,2011,281701.0
ES53,2012,276824.0
ES53,2013,280872.0
ES53,2014,293377.0
ES53,2015,289713.0
ES53,2016,293445.0
ES53,2017,310284.0
ES53,2018,321081.0
ES53,2019,343374.0
ES53,2020,336005.0
ES53,2021,315053.0
ES53,2022,347117.0
ES53,2023,419542.0
ES61,2008,1529476.0
ES61,2009,1537050.0
ES61,2010,1522860.0
ES61,2011,1556915.0
ES61,2012,1442059.0
ES61,2013,1429294.0
ES61,2014,1419364.0
ES61,2015,1420214.0
ES61,2016,1463703.0
ES61,2017,1524030.0
ES61,2018,1574653.0
ES61,2019,1671992.0
ES61,2020,1651528.0
ES61,2021,1676812.0
ES61,2022,1919717.0
ES61,2023,2165934.0
ES62,2008,318335.0
ES62,2009,326366.0
ES62,2010,325437.0
ES62,2011,308201.0
ES62,2012,282998.0
ES62,2013,286935.0
ES62,2014,288629.0
ES62,2015,300504.0
ES62,2016,315703.0
ES62,2017,316807.0
ES62,2018,334062.0
ES62,2019,341129.0
ES62,2020,359739.0
ES62,2021,367392.0
ES62,2022,429527.0
ES62,2023,453255.0
ES63,2008,12303.0
ES63,2009,16938.0
ES63,2010,18470.0
ES63,2011,14413.0
ES63,2012,15173.0
ES63,2013,19136.0
ES63,2014,16696.0
ES63,2015,19580.0
ES63,2016,16763.0
ES63,2017,19113.0
ES63,2018,18574.0
ES63,2019,16485.0
ES63,2020,17469.0
ES63,2021,15359.0
ES63,2022,17835.0
ES63,2023,19173.0
ES64,2008,16404.0
ES64,2009,10674.0
ES64,2010,12717.0
ES64,2011,17163.0
ES64,2012,15547.0
ES64,2013,13396.0
ES64,2014,19170.0
ES64,2015,15498.0
ES64,2016,14423.0
ES64,2017,17017.0
ES64,2018,17658.0
ES64,2019,16552.0
ES64,2020,18695.0
ES64,2021,14726.0
ES64,2022,16773.0
ES64,2023,16801.0
ES70,2008,473009.0
ES70,2009,461682.0
ES70,2010,461186.0
ES70,2011,469724.0
ES70,2012,444309.0
ES70,2013,424888.0
ES70,2014,442266.0
ES70,2015,449009.0
ES70,2016,492696.0
ES70,2017,474370.0
ES70,2018,527216.0
ES70,2019,525072.0
ES70,2020,527970.0
ES70,2021,505379.0
ES70,2022,589823.0
ES70,2023,642427.0
FI18,2008,1037371.0
FI18,2009,997331.0
FI18,2010,974162.0
FI18,2011,990842.0
FI18,2012,1005165.0
FI18,2013,981628.0
FI18,2014,965076.0
FI18,2015,953256.0
FI18,2016,953061.0
FI18,2017,984634.0
FI18,2018,990109.0
FI18,2019,1023885.0
FI18,2020,992486.0
FI18,2021,1011534.0
FI18,2022,1001103.0
FI18,2023,1047116.0
FI19,2008,459949.0
FI19,2009,425682.0
FI19,2010,430839.0
FI19,2011,425859.0
FI19,2012,432751.0
FI19,2013,417622.0
FI19,2014,426014.0
FI19,2015,415564.0
FI19,2016,418326.0
FI19,2017,415618.0
FI19,2018,433955.0
FI19,2019,446366.0
FI19,2020,444621.0
FI19,2021,423547.0
FI19,2022,452913.0
FI19,2023,450503.0
FI1D,2008,375312.0
FI1D,2009,368765.0
FI1D,2010,358625.0
FI1D,2011,379587.0
FI1D,2012,370386.0
FI1D,2013,367799.0
FI1D,2014,375203.0
FI1D,2015,366686.0
FI1D,2016,369815.0
FI1D,2017,372559.0
FI1D,2018,382067.0
FI1D,2019,378607.0
FI1D,2020,391368.0
FI1D,2021,365598.0
FI1D,2022,382586.0
FI1D,2023,372469.0
FI20,2008,10360.0
FI20,2009,9830.0
FI20,2010,10225.0
FI20,2011,9757.0
FI20,2012,9725.0
FI20,2013,9977.0
FI20,2014,9179.0
FI20,2015,11576.0
FI20,2016,11091.0
FI20,2017,10168.0
FI20,2018,11432.0
FI20,2019,10760.0
FI20,2020,10249.0
FI20,2021,10485.0
FI20,2022,11330.0
FI20,2023,9388.0
FR10,2008,4193378.0
FR10,2009,4150464.0
FR10,2010,4136169.0
FR10,2011,4070571.0
FR10,2012,4133093.0
FR10,2013,4161474.0
FR10,2014,4077160.0
FR10,2015,4156875.0
FR10,2016,4087708.0
FR10,2017,4053460.0
FR10,2018,4230442.0
FR10,2019,4120883.0
FR10,2020,4156763.0
FR10,2021,4313855.0
FR10,2022,4310439.0
FR10,2023,4228765.0
FR21,2008,403605.0
FR21,2009,390926.0
FR21,2010,408197.0
FR21,2011,384938.0
FR21,2012,381553.0
FR22,2008,631991.0
FR22,2009,603658.0
FR22,2010,595726.0
FR22,2011,597348.0
FR22,2012,588292.0
FR23,2008,583143.0
FR23,2009,578442.0
FR23,2010,556649.0
FR23,2011,575379.0
FR23,2012,561479.0
FR24,2008,831394.0
FR24,2009,818072.0
FR24,2010,810031.0
FR24,2011,771211.0
FR24,2012,745821.0
FR25,2008,463660.0
FR25,2009,436583.0
FR25,2010,420812.0
FR25,2011,416193.0
FR25,2012,399384.0
FR26,2008,517709.0
FR26,2009,516193.0
FR26,2010,491284.0
FR26,2011,478000.0
FR26,2012,478809.0
FR30,2008,1159053.0
FR30,2009,1139972.0
FR30,2010,1122135.0
FR30,2011,1165840.0
FR30,2012,1175596.0
FR41,2008,728731.0
FR41,2009,751697.0
FR41,2010,742258.0
FR41,2011,703848.0
FR41,2012,707456.0
FR42,2008,661297.0
FR42,2009,648628.0
FR42,2010,654016.0
FR42,2011,647617.0
FR42,2012,646847.0
FR43,2008,340912.0
FR43,2009,367066.0
FR43,2010,344396.0
FR43,2011,371329.0
FR43,2012,361733.0
FR51,2008,1094435.0
FR51,2009,1111588.0
FR51,2010,1094353.0
FR51,2011,1096299.0
FR51,2012,1112354.0
FR52,2008,973680.0
FR52,2009,959992.0
FR52,2010,931845.0
FR52,2011,940673.0
FR52,2012,961070.0
FR53,2008,540294.0
FR53,2009,492205.0
FR53,2010,505968.0
FR53,2011,514807.0
FR53,2012,526117.0
FR61,2008,965905.0
FR61,2009,917420.0
FR61,2010,958785.0
FR61,2011,947562.0
FR61,2012,938170.0
FR62,2008,873615.0
FR62,2009,825934.0
FR62,2010,864399.0
FR62,2011,871501.0
FR62,2012,877541.0
FR63,2008,224713.0
FR63,2009,219976.0
FR63,2010,243845.0
FR63,2011,203552.0
FR63,2012,215600.0
FR71,2008,1963601.0
FR71,2009,1925979.0
FR71,2010,1919895.0
FR71,2011,1934173.0
FR71,2012,1964983.0
FR72,2008,397250.0
FR72,2009,382896.0
FR72,2010,384311.0
FR72,2011,373366.0
FR72,2012,362269.0
FR81,2008,670892.0
FR81,2009,660321.0
FR81,2010,637218.0
FR81,2011,650877.0
FR81,2012,634131.0
FR82,2008,1384886.0
FR82,2009,1383768.0
FR82,2010,1369440.0
FR82,2011,1390920.0
FR82,2012,1384669.0
FR83,2008,60166.0
FR83,2009,64167.0
FR83,2010,73521.0
FR83,2011,68121.0
FR83,2012,48663.0
FRB0,2013,758163.0
FRB0,2014,768679.0
FRB0,2015,737747.0
FRB0,2016,789004.0
FRB0,2017,760134.0
FRB0,2018,782951.0
FRB0,2019,737112.0
FRB0,2020,764230.0
FRB0,2021,784277.0
FRB0,2022,837505.0
FRB0,2023,802893.0
FRC1,2013,458960.0
FRC1,2014,445830.0
FRC1,2015,479585.0
FRC1,2016,437162.0
FRC1,2017,422560.0
FRC1,2018,483200.0
FRC1,2019,461842.0
FRC1,2020,468152.0
FRC1,2021,472505.0
FRC1,2022,470528.0
FRC1,2023,423313.0
FRC2,2013,334020.0
FRC2,2014,366602.0
FRC2,2015,378636.0
FRC2,2016,355345.0
FRC2,2017,377218.0
FRC2,2018,338833.0
FRC2,2019,357033.0
FRC2,2020,337393.0
FRC2,2021,359440.0
FRC2,2022,347984.0
FRC2,2023,368724.0
FRD1,2013,406378.0
FRD1,2014,440598.0
FRD1,2015,419631.0
FRD1,2016,398002.0
FRD1,2017,422598.0
FRD1,2018,415063.0
FRD1,2019,376104.0
FRD1,2020,425691.0
FRD1,2021,385806.0
FRD1,2022,384324.0
FRD1,2023,407117.0
FRD2,2013,531110.0
FRD2,2014,537317.0
FRD2,2015,553175.0
FRD2,2016,507885.0
FRD2,2017,533909.0
FRD2,2018,539400.0
FRD2,2019,540283.0
FRD2,2020,601925.0
FRD2,2021,532850.0
FRD2,2022,595625.0
FRD2,2023,547506.0
FRE1,2013,1122779.0
FRE1,2014,1138284.0
FRE1,2015,1124538.0
FRE1,2016,1126755.0
FRE1,2017,1082637.0
FRE1,2018,1128622.0
FRE1,2019,1054346.0
FRE1,2020,1152351.0
FRE1,2021,1176212.0
FRE1,2022,1119226.0
FRE1,2023,1251517.0
FRE2,2013,579323.0
FRE2,2014,572879.0
FRE2,2015,533337.0
FRE2,2016,570976.0
FRE2,2017,569865.0
FRE2,2018,562071.0
FRE2,2019,548393.0
FRE2,2020,554256.0
FRE2,2021,565537.0
FRE2,2022,572512.0
FRE2,2023,600112.0
FRF1,2013,617706.0
FRF1,2014,655713.0
FRF1,2015,605809.0
FRF1,2016,607016.0
FRF1,2017,615672.0
FRF1,2018,647499.0
FRF1,2019,687748.0
FRF1,2020,619925.0
FRF1,2021,634612.0
FRF1,2022,634681.0
FRF1,2023,686892.0
FRF2,2013,363015.0
FRF2,2014,377913.0
FRF2,2015,388698.0
FRF2,2016,368946.0
FRF2,2017,365325.0
FRF2,2018,369167.0
FRF2,2019,358711.0
FRF2,2020,329526.0
FRF2,2021,374705.0
FRF2,2022,388589.0
FRF2,2023,369745.0
FRF3,2013,680727.0
FRF3,2014,673955.0
FRF3,2015,671903.0
FRF3,2016,695682.0
FRF3,2017,670045.0
FRF3,2018,702242.0
FRF3,2019,713008.0
FRF3,2020,694215.0
FRF3,2021,597566.0
FRF3,2022,707507.0
FRF3,2023,682353.0
FRG0,2013,1103155.0
FRG0,2014,1161030.0
FRG0,2015,1098604.0
FRG0,2016,1144095.0
FRG0,2017,1182128.0
FRG0,2018,1120493.0
FRG0,2019,1166580.0
FRG0,2020,1141531.0
FRG0,2021,1218006.0
FRG0,2022,1173321.0
FRG0,2023,1195770.0
FRH0,2013,975199.0
FRH0,2014,935645.0
FRH0,2015,969718.0
FRH0,2016,937075.0
FRH0,2017,958241.0
FRH0,2018,962807.0
FRH0,2019,935065.0
FRH0,2020,908594.0
FRH0,2021,1014971.0
FRH0,2022,966308.0
FRH0,2023,1062834.0
FRI1,2013,1000771.0
FRI1,2014,965850.0
FRI1,2015,946241.0
FRI1,2016,965372.0
FRI1,2017,950587.0
FRI1,2018,973748.0
FRI1,2019,997633.0
FRI1,2020,964518.0
FRI1,2021,1016159.0
FRI1,2022,1029235.0
FRI1,2023,1081454.0
FRI2,2013,211822.0
FRI2,2014,202336.0
FRI2,2015,227557.0
FRI2,2016,220962.0
FRI2,2017,201916.0
FRI2,2018,194265.0
FRI2,2019,182364.0
FRI2,2020,186827.0
FRI2,2021,193670.0
FRI2,2022,201487.0
FRI2,2023,195981.0
FRI3,2013,473183.0
FRI3,2014,500889.0
FRI3,2015,490390.0
FRI3,2016,477493.0
FRI3,2017,508658.0
FRI3,2018,514450.0
FRI3,2019,483652.0
FRI3,2020,531977.0
FRI3,2021,489422.0
FRI3,2022,512825.0
FRI3,2023,513328.0
FRJ1,2013,656203.0
FRJ1,2014,684873.0
FRJ1,2015,649740.0
FRJ1,2016,688141.0
FRJ1,2017,682314.0
FRJ1,2018,703514.0
FRJ1,2019,718073.0
FRJ1,2020,714899.0
FRJ1,2021,753119.0
FRJ1,2022,737156.0
FRJ1,2023,715668.0
FRJ2,2013,945886.0
FRJ2,2014,811575.0
FRJ2,2015,896733.0
FRJ2,2016,866935.0
FRJ2,2017,854342.0
FRJ2,2018,927475.0
FRJ2,2019,875627.0
FRJ2,2020,924602.0
FRJ2,2021,903447.0
FRJ2,2022,942427.0
FRJ2,2023,961724.0
FRK1,2013,386714.0
FRK1,2014,350912.0
FRK1,2015,429108.0
FRK1,2016,364553.0
FRK1,2017,349548.0
FRK1,2018,399060.0
FRK1,2019,381964.0
FRK1,2020,363499.0
FRK1,2021,402856.0
FRK1,2022,403235.0
FRK1,2023,393178.0
FRK2,2013,1992152.0
FRK2,2014,1972526.0
FRK2,2015,1982536.0
FRK2,2016,2015843.0
FRK2,2017,2076669.0
FRK2,2018,2050440.0
FRK2,2019,2054441.0
FRK2,2020,2103478.0
FRK2,2021,2062929.0
FRK2,2022,2185483.0
FRK2,2023,2262394.0
FRL0,2013,1440657.0
FRL0,2014,1419095.0
FRL0,2015,1268803.0
FRL0,2016,1337951.0
FRL0,2017,1346918.0
FRL0,2018,1340669.0
FRL0,2019,1340949.0
FRL0,2020,1455422.0
FRL0,2021,1446731.0
FRL0,2022,1412693.0
FRL0,2023,1399563.0
FRM0,2013,39760.0
FRM0,2014,51925.0
FRM0,2015,61717.0
FRM0,2016,80795.0
FRM0,2017,67609.0
FRM0,2018,103220.0
FRM0,2019,93312.0
FRM0,2020,95804.0
FRM0,2021,95425.0
FRM0,2022,81053.0
FRM0,2023,103068.0
FRY1,2014,70900.0
FRY1,2015,73385.0
FRY1,2016,79305.0
FRY1,2017,69212.0
FRY1,2018,75745.0
FRY1,2019,72111.0
FRY1,2020,77084.0
FRY1,2021,78320.0
FRY1,2022,69510.0
FRY1,2023,74222.0
FRY2,2014,86233.0
FRY2,2015,82845.0
FRY2,2016,76836.0
FRY2,2017,83524.0
FRY2,2018,80450.0
FRY2,2019,87883.0
FRY2,2020,80440.0
FRY2,2021,86195.0
FRY2,2022,78474.0
FRY2,2023,83274.0
FRY3,2014,35233.0
FRY3,2015,41719.0
FRY3,2016,39624.0
FRY3,2017,34440.0
FRY3,2018,38722.0
FRY3,2019,37633.0
FRY3,2020,49978.0
FRY3,2021,40650.0
FRY3,2022,40760.0
FRY3,2023,40355.0
FRY4,2014,165382.0
FRY4,2015,171960.0
FRY4,2016,167837.0
FRY4,2017,161787.0
FRY4,2018,169518.0
FRY4,2019,175205.0
FRY4,2020,170918.0
FRY4,2021,170574.0
FRY4,2022,166364.0
FRY4,2023,187748.0
HR03,2008,397899.0
HR03,2009,389553.0
HR03,2010,377201.0
HR03,2011,370803.0
HR03,2012,365352.0
HR03,2013,346774.0
HR03,2014,344899.0
HR03,2015,331972.0
HR03,2016,318389.0
HR03,2017,342559.0
HR03,2018,330852.0
HR03,2019,341811.0
HR03,2020,348312.0
HR03,2021,350694.0
HR03,2022,347411.0
HR03,2023,393943.0
HR04,2008,828843.0
HR04,2009,830734.0
HR04,2010,771997.0
HR04,2011,724947.0
HR04,2012,715458.0
HR04,2013,708077.0
HR04,2014,731228.0
HR04,2015,711239.0
HR04,2016,715022.0
HR04,2017,735152.0
HR04,2018,770101.0
HR04,2019,787492.0
HR04,2020,803985.0
HR04,2021,827276.0
HR04,2022,828403.0
HR04,2023,833662.0
HU10,2008,1008919.0
HU10,2009,981298.0
HU10,2010,961540.0
HU10,2011,966425.0
HU10,2012,1002276.0
HU10,2013,1004021.0
HU10,2014,1070561.0
HU10,2015,1108009.0
HU10,2016,1176153.0
HU10,2017,1197288.0
HU10,2018,1197534.0
HU10,2019,1201607.0
HU10,2020,1196505.0
HU10,2021,1248248.0
HU10,2022,1266162.0
HU10,2023,1293119.0
HU21,2008,381703.0
HU21,2009,363132.0
HU21,2010,353550.0
HU21,2011,370461.0
HU21,2012,374862.0
HU21,2013,377652.0
HU21,2014,392324.0
HU21,2015,408930.0
HU21,2016,419762.0
HU21,2017,434052.0
HU21,2018,439876.0
HU21,2019,444724.0
HU21,2020,431810.0
HU21,2021,444563.0
HU21,2022,454620.0
HU21,2023,459744.0
HU22,2008,351347.0
HU22,2009,328902.0
HU22,2010,320044.0
HU22,2011,334708.0
HU22,2012,338388.0
HU22,2013,348234.0
HU22,2014,372266.0
HU22,2015,371146.0
HU22,2016,392847.0
HU22,2017,408330.0
HU22,2018,408269.0
HU22,2019,410584.0
HU22,2020,399069.0
HU22,2021,410936.0
HU22,2022,417156.0
HU22,2023,420827.0
HU23,2008,264433.0
HU23,2009,262060.0
HU23,2010,258083.0
HU23,2011,249602.0
HU23,2012,252323.0
HU23,2013,261548.0
HU23,2014,270585.0
HU23,2015,273924.0
HU23,2016,289160.0
HU23,2017,286892.0
HU23,2018,300936.0
HU23,2019,306312.0
HU23,2020,289770.0
HU23,2021,303031.0
HU23,2022,317503.0
HU23,2023,314567.0
HU31,2008,324711.0
HU31,2009,313556.0
HU31,2010,305231.0
HU31,2011,309574.0
HU31,2012,308647.0
HU31,2013,313890.0
HU31,2014,324864.0
HU31,2015,333578.0
HU31,2016,358073.0
HU31,2017,371274.0
HU31,2018,386655.0
HU31,2019,390916.0
HU31,2020,378431.0
HU31,2021,375139.0
HU31,2022,376475.0
HU31,2023,389942.0
HU32,2008,391295.0
HU32,2009,372380.0
HU32,2010,377091.0
HU32,2011,393267.0
HU32,2012,395300.0
HU32,2013,395583.0
HU32,2014,422830.0
HU32,2015,420376.0
HU32,2016,443277.0
HU32,2017,470080.0
HU32,2018,498319.0
HU32,2019,495341.0
HU32,2020,486890.0
HU32,2021,505304.0
HU32,2022,513608.0
HU32,2023,527552.0
HU33,2008,375934.0
HU33,2009,359360.0
HU33,2010,360551.0
HU33,2011,360243.0
HU33,2012,367087.0
HU33,2013,361709.0
HU33,2014,377431.0
HU33,2015,392145.0
HU33,2016,407045.0
HU33,2017,424693.0
HU33,2018,443129.0
HU33,2019,458304.0
HU33,2020,442876.0
HU33,2021,454513.0
HU33,2022,450238.0
HU33,2023,440241.0
IE01,2008,398012.0
IE01,2009,359483.0
IE01,2010,341811.0
IE01,2011,337982.0
IE01,2012,223057.0
IE01,2013,234036.0
IE01,2014,241764.0
IE01,2015,248965.0
IE01,2016,258689.0
IE01,2017,271828.0
IE01,2018,274342.0
IE01,2019,284431.0
IE01,2020,283816.0
IE01,2021,292301.0
IE01,2022,324422.0
IE01,2023,334780.0
IE02,2008,1232750.0
IE02,2009,1121224.0
IE02,2010,1061959.0
IE02,2011,1030258.0
IE02,2012,1141684.0
IE02,2013,1168595.0
IE02,2014,1206428.0
IE02,2015,1264863.0
IE02,2016,1323051.0
IE02,2017,1377921.0
IE02,2018,1420037.0
IE02,2019,1468544.0
IE02,2020,1453612.0
IE02,2021,1514519.0
IE02,2022,1637407.0
IE02,2023,1722269.0
ITC1,2008,1227375.0
ITC1,2009,1208926.0
ITC1,2010,1191169.0
ITC1,2011,1202205.0
ITC1,2012,1175647.0
ITC1,2013,1177448.0
ITC1,2014,1165927.0
ITC1,2015,1176617.0
ITC1,2016,1204592.0
ITC1,2017,1209591.0
ITC1,2018,1169834.0
ITC1,2019,1178174.0
ITC1,2020,1175616.0
ITC1,2021,1162818.0
ITC1,2022,1178147.0
ITC1,2023,1216282.0
ITC2,2008,35015.0
ITC2,2009,37087.0
ITC2,2010,36369.0
ITC2,2011,35611.0
ITC2,2012,35423.0
ITC2,2013,35076.0
ITC2,2014,34544.0
ITC2,2015,34216.0
ITC2,2016,34603.0
ITC2,2017,33821.0
ITC2,2018,33076.0
ITC2,2019,33302.0
ITC2,2020,33777.0
ITC2,2021,33498.0
ITC2,2022,33739.0
ITC2,2023,35565.0
ITC3,2008,389978.0
ITC3,2009,388592.0
ITC3,2010,389441.0
ITC3,2011,393593.0
ITC3,2012,391814.0
ITC3,2013,394705.0
ITC3,2014,387098.0
ITC3,2015,382884.0
ITC3,2016,385663.0
ITC3,2017,378222.0
ITC3,2018,372369.0
ITC3,2019,367967.0
ITC3,2020,362756.0
ITC3,2021,371901.0
ITC3,2022,391873.0
ITC3,2023,399487.0
ITC4,2008,2933219.0
ITC4,2009,2957043.0
ITC4,2010,2921823.0
ITC4,2011,2883574.0
ITC4,2012,2891908.0
ITC4,2013,2958222.0
ITC4,2014,2960279.0
ITC4,2015,2974861.0
ITC4,2016,3045237.0
ITC4,2017,3070516.0
ITC4,2018,3034478.0
ITC4,2019,3078880.0
ITC4,2020,3069202.0
ITC4,2021,3065361.0
ITC4,2022,3135094.0
ITC4,2023,3197686.0
ITF1,2008,317571.0
ITF1,2009,297917.0
ITF1,2010,305418.0
ITF1,2011,313736.0
ITF1,2012,310867.0
ITF1,2013,293990.0
ITF1,2014,282865.0
ITF1,2015,286782.0
ITF1,2016,293252.0
ITF1,2017,297483.0
ITF1,2018,297265.0
ITF1,2019,299817.0
ITF1,2020,293989.0
ITF1,2021,289753.0
ITF1,2022,276961.0
ITF1,2023,305114.0
ITF2,2008,67451.0
ITF2,2009,65788.0
ITF2,2010,65168.0
ITF2,2011,63657.0
ITF2,2012,65370.0
ITF2,2013,59823.0
ITF2,2014,58855.0
ITF2,2015,60245.0
ITF2,2016,64004.0
ITF2,2017,63188.0
ITF2,2018,62838.0
ITF2,2019,60541.0
ITF2,2020,61252.0
ITF2,2021,57261.0
ITF2,2022,57470.0
ITF2,2023,59564.0
ITF3,2008,1022763.0
ITF3,2009,990385.0
ITF3,2010,976452.0
ITF3,2011,966888.0
ITF3,2012,971736.0
ITF3,2013,967022.0
ITF3,2014,960459.0
ITF3,2015,979548.0
ITF3,2016,1013725.0
ITF3,2017,1003146.0
ITF3,2018,972891.0
ITF3,2019,955920.0
ITF3,2020,955551.0
ITF3,2021,906056.0
ITF3,2022,947262.0
ITF3,2023,994765.0
ITF4,2008,771790.0
ITF4,2009,756739.0
ITF4,2010,730897.0
ITF4,2011,729623.0
ITF4,2012,723361.0
ITF4,2013,671665.0
ITF4,2014,684102.0
ITF4,2015,695741.0
ITF4,2016,714780.0
ITF4,2017,713670.0
ITF4,2018,687918.0
ITF4,2019,696269.0
ITF4,2020,701797.0
ITF4,2021,696982.0
ITF4,2022,738218.0
ITF4,2023,759617.0
ITF5,2008,118306.0
ITF5,2009,116319.0
ITF5,2010,110336.0
ITF5,2011,115527.0
ITF5,2012,112920.0
ITF5,2013,108866.0
ITF5,2014,110959.0
ITF5,2015,115577.0
ITF5,2016,114145.0
ITF5,2017,112517.0
ITF5,2018,108842.0
ITF5,2019,107572.0
ITF5,2020,105646.0
ITF5,2021,110185.0
ITF5,2022,110951.0
ITF5,2023,114501.0
ITF6,2008,326841.0
ITF6,2009,328650.0
ITF6,2010,323217.0
ITF6,2011,312768.0
ITF6,2012,300230.0
ITF6,2013,294518.0
ITF6,2014,297132.0
ITF6,2015,286935.0
ITF6,2016,292805.0
ITF6,2017,302091.0
ITF6,2018,284530.0
ITF6,2019,277672.0
ITF6,2020,281047.0
ITF6,2021,285112.0
ITF6,2022,282169.0
ITF6,2023,293877.0
ITG1,2008,904568.0
ITG1,2009,901412.0
ITG1,2010,875800.0
ITG1,2011,867255.0
ITG1,2012,848659.0
ITG1,2013,828345.0
ITG1,2014,799837.0
ITG1,2015,796054.0
ITG1,2016,811864.0
ITG1,2017,801627.0
ITG1,2018,767690.0
ITG1,2019,773083.0
ITG1,2020,774425.0
ITG1,2021,746650.0
ITG1,2022,779460.0
ITG1,2023,824029.0
ITG2,2008,354761.0
ITG2,2009,355413.0
ITG2,2010,353250.0
ITG2,2011,359125.0
ITG2,2012,353793.0
ITG2,2013,334540.0
ITG2,2014,335848.0
ITG2,2015,342068.0
ITG2,2016,341462.0
ITG2,2017,334962.0
ITG2,2018,331171.0
ITG2,2019,328350.0
ITG2,2020,324776.0
ITG2,2021,316185.0
ITG2,2022,329925.0
ITG2,2023,346469.0
ITH1,2008,145817.0
ITH1,2009,145682.0
ITH1,2010,146498.0
ITH1,2011,150813.0
ITH1,2012,153329.0
ITH1,2013,153746.0
ITH1,2014,157307.0
ITH1,2015,158361.0
ITH1,2016,161313.0
ITH1,2017,163440.0
ITH1,2018,162246.0
ITH1,2019,165203.0
ITH1,2020,164432.0
ITH1,2021,160229.0
ITH1,2022,164289.0
ITH1,2023,168874.0
ITH2,2008,148699.0
ITH2,2009,152181.0
ITH2,2010,152096.0
ITH2,2011,151737.0
ITH2,2012,148623.0
ITH2,2013,148390.0
ITH2,2014,149735.0
ITH2,2015,151942.0
ITH2,2016,151002.0
ITH2,2017,149069.0
ITH2,2018,148340.0
ITH2,2019,152729.0
ITH2,2020,152448.0
ITH2,2021,153795.0
ITH2,2022,155971.0
ITH2,2023,158916.0
ITH3,2008,1453967.0
ITH3,2009,1456610.0
ITH3,2010,1420191.0
ITH3,2011,1426796.0
ITH3,2012,1404883.0
ITH3,2013,1352551.0
ITH3,2014,1369422.0
ITH3,2015,1358030.0
ITH3,2016,1376486.0
ITH3,2017,1389555.0
ITH3,2018,1362711.0
ITH3,2019,1404107.0
ITH3,2020,1409319.0
ITH3,2021,1399391.0
ITH3,2022,1405694.0
ITH3,2023,1509353.0
ITH4,2008,346232.0
ITH4,2009,345623.0
ITH4,2010,349550.0
ITH4,2011,350700.0
ITH4,2012,341588.0
ITH4,2013,337967.0
ITH4,2014,337207.0
ITH4,2015,339624.0
ITH4,2016,342365.0
ITH4,2017,335502.0
ITH4,2018,324981.0
ITH4,2019,338937.0
ITH4,2020,352104.0
ITH4,2021,342975.0
ITH4,2022,350822.0
ITH4,2023,355404.0
ITH5,2008,1242526.0
ITH5,2009,1247319.0
ITH5,2010,1233826.0
ITH5,2011,1250536.0
ITH5,2012,1250701.0
ITH5,2013,1220067.0
ITH5,2014,1229003.0
ITH5,2015,1238585.0
ITH5,2016,1252816.0
ITH5,2017,1261115.0
ITH5,2018,1263919.0
