geo,year,temporary
BG34,2011,16763.0
BG34,2012,21562.0
BG34,2013,28566.0
BG34,2014,27221.0
BG34,2015,29872.0
BG34,2016,25513.0
BG34,2017,36063.0
BG34,2018,24524.0
BG34,2019,34300.0
BG34,2020,22218.0
BG34,2021,21969.0
BG34,2022,20416.0
BG34,2023,22717.0
BG41,2008,19325.0
BG41,2009,18548.0
BG41,2010,14472.0
BG41,2011,16374.0
BG41,2012,8524.0
BG41,2013,16116.0
BG41,2014,17541.0
BG41,2015,13551.0
BG41,2016,15558.0
BG41,2017,19391.0
BG41,2018,11218.0
BG41,2019,13438.0
BG41,2020,17725.0
BG41,2021,20110.0
BG41,2022,20609.0
BG41,2023,15213.0
BG42,2008,20434.0
BG42,2009,23934.0
BG42,2010,21431.0
BG42,2011,19975.0
BG42,2012,20308.0
BG42,2013,27484.0
BG42,2014,27397.0
BG42,2015,20858.0
BG42,2016,25539.0
BG42,2017,28408.0
BG42,2018,18875.0
BG42,2019,23138.0
BG42,2020,20228.0
BG42,2021,17040.0
BG42,2022,24868.0
BG42,2023,17616.0
CY00,2008,42320.0
CY00,2009,42053.0
CY00,2010,44616.0
CY00,2011,45926.0
CY00,2012,48196.0
CY00,2013,52303.0
CY00,2014,56208.0
CY00,2015,55520.0
CY00,2016,50882.0
CY00,2017,49789.0
CY00,2018,47365.0
CY00,2019,49043.0
CY00,2020,49489.0
CY00,2021,50527.0
CY00,2022,48371.0
CY00,2023,57278.0
CZ01,2008,28778.0
CZ01,2009,32839.0
CZ01,2010,30982.0
CZ01,2011,16640.0
CZ01,2012,28993.0
CZ01,2013,30781.0
CZ01,2014,18764.0
CZ01,2015,22279.0
CZ01,2016,26435.0
CZ01,2017,33353.0
CZ01,2018,26731.0
CZ01,2019,28434.0
CZ01,2020,17114.0
CZ01,2021,35760.0
CZ01,2022,28534.0
CZ01,2023,23416.0
CZ02,2008,19821.0
CZ02,2009,21208.0
CZ02,2010,24251.0
CZ02,2011,24015.0
CZ02,2012,26164.0
CZ02,2013,27740.0
CZ02,2014,30178.0
CZ02,2015,37734.0
CZ02,2016,29068.0
CZ02,2017,25460.0
CZ02,2018,22295.0
CZ02,2019,20132.0
CZ02,2020,15548.0
CZ02,2021,21849.0
CZ02,2022,17926.0
CZ02,2023,18710.0
CZ03,2008,38700.0
CZ03,2009,38076.0
CZ03,2010,38935.0
CZ03,2011,39059.0
CZ03,2012,39197.0
CZ03,2013,37080.0
CZ03,2014,43361.0
CZ03,2015,36845.0
CZ03,2016,33874.0
CZ03,2017,34601.0
CZ03,2018,25862.0
CZ03,2019,36457.0
CZ03,2020,30570.0
CZ03,2021,29610.0
CZ03,2022,40686.0
CZ03,2023,44124.0
CZ04,2008,25614.0
CZ04,2009,34866.0
CZ04,2010,40263.0
CZ04,2011,35007.0
CZ04,2012,30148.0
CZ04,2013,29305.0
CZ04,2014,30422.0
CZ04,2015,29706.0
CZ04,2016,34747.0
CZ04,2017,41498.0
CZ04,2018,31277.0
CZ04,2019,39110.0
CZ04,2020,34309.0
CZ04,2021,33422.0
CZ04,2022,28512.0
CZ04,2023,34577.0
CZ05,2008,41527.0
CZ05,2009,41189.0
CZ05,2010,50360.0
CZ05,2011,48330.0
CZ05,2012,53447.0
CZ05,2013,61490.0
CZ05,2014,61934.0
CZ05,2015,72139.0
CZ05,2016,66065.0
CZ05,2017,77122.0
CZ05,2018,53092.0
CZ05,2019,51503.0
CZ05,2020,40618.0
CZ05,2021,51811.0
CZ05,2022,51775.0
CZ05,2023,50914.0
CZ06,2008,51173.0
CZ06,2009,52693.0
CZ06,2010,52761.0
CZ06,2011,57104.0
CZ06,2012,59294.0
CZ06,2013,65480.0
CZ06,2014,66301.0
CZ06,2015,71441.0
CZ06,2016,73645.0
CZ06,2017,74350.0
CZ06,2018,59888.0
CZ06,2019,52978.0
CZ06,2020,53338.0
CZ06,2021,58046.0
CZ06,2022,47184.0
CZ06,2023,59028.0
CZ07,2008,38694.0
CZ07,2009,35119.0
CZ07,2010,35634.0
CZ07,2011,34569.0
CZ07,2012,38366.0
CZ07,2013,43745.0
CZ07,2014,54236.0
CZ07,2015,59719.0
CZ07,2016,61672.0
CZ07,2017,47915.0
CZ07,2018,52995.0
CZ07,2019,44712.0
CZ07,2020,36303.0
CZ07,2021,36555.0
CZ07,2022,43039.0
CZ07,2023,52582.0
CZ08,2008,55579.0
CZ08,2009,50183.0
CZ08,2010,50504.0
CZ08,2011,50385.0
CZ08,2012,54021.0
CZ08,2013,47021.0
CZ08,2014,50165.0
CZ08,2015,63073.0
CZ08,2016,66250.0
CZ08,2017,64508.0
CZ08,2018,73442.0
CZ08,2019,66695.0
CZ08,2020,51129.0
CZ08,2021,52701.0
CZ08,2022,58313.0
CZ08,2023,71128.0
DE10,2008,491175.0
DE10,2009,450111.0
DE10,2010,464071.0
DE10,2011,466192.0
DE10,2012,421171.0
DE10,2013,432754.0
DE10,2014,440022.0
DE10,2015,433567.0
DE10,2016,497113.0
DE10,2017,503973.0
DE10,2018,516456.0
DE10,2019,494346.0
DE10,2020,356830.0
DE10,2021,642368.0
DE10,2022,707800.0
DE10,2023,710254.0
DE20,2008,500626.0
DE20,2009,472333.0
DE20,2010,452927.0
DE20,2011,463683.0
DE20,2012,465386.0
DE20,2013,456402.0
DE20,2014,446632.0
DE20,2015,450282.0
DE20,2016,505752.0
DE20,2017,509723.0
DE20,2018,489591.0
DE20,2019,472123.0
DE20,2020,340910.0
DE20,2021,581204.0
DE20,2022,680661.0
DE20,2023,649062.0
DE30,2008,161113.0
DE30,2009,180701.0
DE30,2010,175848.0
DE30,2011,153663.0
DE30,2012,136548.0
DE30,2013,144155.0
DE30,2014,144650.0
DE30,2015,136422.0
DE30,2016,146655.0
DE30,2017,161568.0
DE30,2018,153392.0
DE30,2019,140628.0
DE30,2020,91296.0
DE30,2021,208708.0
DE30,2022,244080.0
DE30,2023,254556.0
DE40,2008,138186.0
DE40,2009,143713.0
DE40,2010,124693.0
DE40,2011,124600.0
DE40,2012,96171.0
DE40,2013,90693.0
DE40,2014,87055.0
DE40,2015,81065.0
DE40,2016,91433.0
DE40,2017,84165.0
DE40,2018,76341.0
DE40,2019,78625.0
DE40,2020,37250.0
DE40,2021,91787.0
DE40,2022,94578.0
DE40,2023,94038.0
DE50,2008,21232.0
DE50,2009,15416.0
DE50,2010,23633.0
DE50,2011,33471.0
DE50,2012,24219.0
DE50,2013,24446.0
DE50,2014,21903.0
DE50,2015,27238.0
DE50,2016,34238.0
DE50,2017,36011.0
DE50,2018,34065.0
DE50,2019,35602.0
DE50,2020,23657.0
DE50,2021,46225.0
DE50,2022,51314.0
DE50,2023,48956.0
DE60,2008,74009.0
DE60,2009,79278.0
DE60,2010,63024.0
DE60,2011,73549.0
DE60,2012,62657.0
DE60,2013,64550.0
DE60,2014,67173.0
DE60,2015,68477.0
DE60,2016,83295.0
DE60,2017,77072.0
DE60,2018,71312.0
DE60,2019,73821.0
DE60,2020,47804.0
DE60,2021,87462.0
DE60,2022,108351.0
DE60,2023,109161.0
DE70,2008,253799.0
DE70,2009,223497.0
DE70,2010,208530.0
DE70,2011,274674.0
DE70,2012,232362.0
DE70,2013,234925.0
DE70,2014,220389.0
DE70,2015,220989.0
DE70,2016,256824.0
DE70,2017,257592.0
DE70,2018,252721.0
DE70,2019,263003.0
DE70,2020,187203.0
DE70,2021,332920.0
DE70,2022,350462.0
DE70,2023,347111.0
DE80,2008,108138.0
DE80,2009,106496.0
DE80,2010,63803.0
DE80,2011,77932.0
DE80,2012,69553.0
DE80,2013,64673.0
DE80,2014,59904.0
DE80,2015,52499.0
DE80,2016,57279.0
DE80,2017,57528.0
DE80,2018,61889.0
DE80,2019,60447.0
DE80,2020,32993.0
DE80,2021,100775.0
DE80,2022,91124.0
DE80,2023,87305.0
DE90,2008,307964.0
DE90,2009,316392.0
DE90,2010,315488.0
DE90,2011,317045.0
DE90,2012,310461.0
DE90,2013,310115.0
DE90,2014,294036.0
DE90,2015,283972.0
DE90,2016,315863.0
DE90,2017,326298.0
DE90,2018,321828.0
DE90,2019,315401.0
DE90,2020,203469.0
DE90,2021,412897.0
DE90,2022,456855.0
DE90,2023,451912.0
DEA0,2008,695301.0
DEA0,2009,705587.0
DEA0,2010,702521.0
DEA0,2011,673417.0
DEA0,2012,658195.0
DEA0,2013,650670.0
DEA0,2014,664491.0
DEA0,2015,688442.0
DEA0,2016,747935.0
DEA0,2017,767434.0
DEA0,2018,754086.0
DEA0,2019,742510.0
DEA0,2020,515805.0
DEA0,2021,1014000.0
DEA0,2022,1098524.0
DEA0,2023,1074646.0
DEB0,2008,153877.0
DEB0,2009,153284.0
DEB0,2010,176605.0
DEB0,2011,163217.0
DEB0,2012,151582.0
DEB0,2013,141598.0
DEB0,2014,152857.0
DEB0,2015,155194.0
DEB0,2016,170226.0
DEB0,2017,162096.0
DEB0,2018,164283.0
DEB0,2019,159309.0
DEB0,2020,112928.0
DEB0,2021,205214.0
DEB0,2022,234292.0
DEB0,2023,241706.0
DEC0,2008,27435.0
DEC0,2009,34118.0
DEC0,2010,24191.0
DEC0,2011,38769.0
DEC0,2012,39100.0
DEC0,2013,34094.0
DEC0,2014,34527.0
DEC0,2015,33146.0
DEC0,2016,42626.0
DEC0,2017,39469.0
DEC0,2018,34556.0
DEC0,2019,28749.0
DEC0,2020,22448.0
DEC0,2021,44549.0
DEC0,2022,55493.0
DEC0,2023,58475.0
DED0,2008,205742.0
DED0,2009,213837.0
DED0,2010,225326.0
DED0,2011,178475.0
DED0,2012,155457.0
DED0,2013,149745.0
DED0,2014,139877.0
DED0,2015,140125.0
DED0,2016,149424.0
DED0,2017,145050.0
DED0,2018,142294.0
DED0,2019,133437.0
DED0,2020,103512.0
DED0,2021,178667.0
DED0,2022,183166.0
DED0,2023,187850.0
DEE0,2008,159310.0
DEE0,2009,119485.0
DEE0,2010,115488.0
DEE0,2011,100705.0
DEE0,2012,85183.0
DEE0,2013,82192.0
DEE0,2014,75672.0
DEE0,2015,79894.0
DEE0,2016,83209.0
DEE0,2017,76091.0
DEE0,2018,72106.0
DEE0,2019,75202.0
DEE0,2020,52736.0
DEE0,2021,93637.0
DEE0,2022,95451.0
DEE0,2023,85118.0
DEF0,2008,102994.0
DEF0,2009,118082.0
DEF0,2010,121486.0
DEF0,2011,89095.0
DEF0,2012,107836.0
DEF0,2013,103271.0
DEF0,2014,97245.0
DEF0,2015,106706.0
DEF0,2016,100369.0
DEF0,2017,105354.0
DEF0,2018,103764.0
DEF0,2019,105235.0
DEF0,2020,69098.0
DEF0,2021,157764.0
DEF0,2022,159304.0
DEF0,2023,139005.0
DEG0,2008,105334.0
DEG0,2009,101252.0
DEG0,2010,95685.0
DEG0,2011,85485.0
DEG0,2012,86686.0
DEG0,2013,81395.0
DEG0,2014,74603.0
DEG0,2015,68894.0
DEG0,2016,76344.0
DEG0,2017,76940.0
DEG0,2018,69757.0
DEG0,2019,76408.0
DEG0,2020,56337.0
DEG0,2021,94499.0
DEG0,2022,88466.0
DEG0,2023,91952.0
DK01,2008,60547.0
DK01,2009,61372.0
DK01,2010,61624.0
DK01,2011,65610.0
DK01,2012,71268.0
DK01,2013,69775.0
DK01,2014,63010.0
DK01,2015,66104.0
DK01,2016,109504.0
DK01,2017,108517.0
DK01,2018,92774.0
DK01,2019,90400.0
DK01,2020,93437.0
DK01,2021,94933.0
DK01,2022,106098.0
DK01,2023,97081.0
DK02,2008,28029.0
DK02,2009,27360.0
DK02,2010,24151.0
DK02,2011,24907.0
DK02,2012,21647.0
DK02,2013,21639.0
DK02,2014,22274.0
DK02,2015,23751.0
DK02,2016,38222.0
DK02,2017,35842.0
DK02,2018,30732.0
DK02,2019,34672.0
DK02,2020,34090.0
DK02,2021,33164.0
DK02,2022,33769.0
DK02,2023,31107.0
DK03,2008,44120.0
DK03,2009,42132.0
DK03,2010,39404.0
DK03,2011,42668.0
DK03,2012,38129.0
DK03,2013,38508.0
DK03,2014,39558.0
DK03,2015,36666.0
DK03,2016,61608.0
DK03,2017,63106.0
DK03,2018,54441.0
DK03,2019,56127.0
DK03,2020,54695.0
DK03,2021,58820.0
DK03,2022,55298.0
DK03,2023,56306.0
DK04,2008,49852.0
DK04,2009,51350.0
DK04,2010,47206.0
DK04,2011,46427.0
DK04,2012,44667.0
DK04,2013,48689.0
DK04,2014,49894.0
DK04,2015,47280.0
DK04,2016,74057.0
DK04,2017,68340.0
DK04,2018,63559.0
DK04,2019,68016.0
DK04,2020,65542.0
DK04,2021,64220.0
DK04,2022,64821.0
DK04,2023,61440.0
DK05,2008,22290.0
DK05,2009,24025.0
DK05,2010,23194.0
DK05,2011,21034.0
DK05,2012,20333.0
DK05,2013,19954.0
DK05,2014,20049.0
DK05,2015,16486.0
DK05,2016,29974.0
DK05,2017,29919.0
DK05,2018,26613.0
DK05,2019,25032.0
DK05,2020,25743.0
DK05,2021,28490.0
DK05,2022,27560.0
DK05,2023,25666.0
EE00,2008,14244.0
EE00,2009,12829.0
EE00,2010,15875.0
EE00,2011,21272.0
EE00,2012,16363.0
EE00,2013,16286.0
EE00,2014,14894.0
EE00,2015,15654.0
EE00,2016,15951.0
EE00,2017,13723.0
EE00,2018,17014.0
EE00,2019,15351.0
EE00,2020,12723.0
EE00,2021,9307.0
EE00,2022,18032.0
EE00,2023,18331.0
EL30,2008,107970.0
EL30,2009,117793.0
EL30,2010,114791.0
EL30,2011,106175.0
EL30,2012,63312.0
EL30,2013,45077.0
EL30,2014,51494.0
EL30,2015,58678.0
EL30,2016,62448.0
EL30,2017,63122.0
EL30,2018,59186.0
EL30,2019,66998.0
EL30,2020,64184.0
EL30,2021,115705.0
EL30,2022,102680.0
EL30,2023,151079.0
EL41,2008,5144.0
EL41,2009,5155.0
EL41,2010,6590.0
EL41,2011,5429.0
EL41,2012,4260.0
EL41,2013,3845.0
EL41,2014,5124.0
EL41,2015,4839.0
EL41,2016,4021.0
EL41,2017,4691.0
EL41,2018,5637.0
EL41,2019,7082.0
EL41,2020,5170.0
EL41,2021,5836.0
EL41,2022,6540.0
EL41,2023,4680.0
EL42,2008,13205.0
EL42,2009,18112.0
EL42,2010,20451.0
EL42,2011,17517.0
EL42,2012,14420.0
EL42,2013,16163.0
EL42,2014,23038.0
EL42,2015,15791.0
EL42,2016,16326.0
EL42,2017,21696.0
EL42,2018,23530.0
EL42,2019,30396.0
EL42,2020,20235.0
EL42,2021,24311.0
EL42,2022,28211.0
EL42,2023,22558.0
EL43,2008,21168.0
EL43,2009,23322.0
EL43,2010,23959.0
EL43,2011,24876.0
EL43,2012,25215.0
EL43,2013,22357.0
EL43,2014,21536.0
EL43,2015,21616.0
EL43,2016,29692.0
EL43,2017,31267.0
EL43,2018,31820.0
EL43,2019,36934.0
EL43,2020,23425.0
EL43,2021,24620.0
EL43,2022,35262.0
EL43,2023,32831.0
EL51,2008,11186.0
EL51,2009,11247.0
EL51,2010,9493.0
EL51,2011,7209.0
EL51,2012,7601.0
EL51,2013,5843.0
EL51,2014,9217.0
EL51,2015,13116.0
EL51,2016,12810.0
EL51,2017,10411.0
EL51,2018,11173.0
EL51,2019,16067.0
EL51,2020,12253.0
EL51,2021,11824.0
EL51,2022,6624.0
EL51,2023,24105.0
EL52,2008,51878.0
EL52,2009,51368.0
EL52,2010,50962.0
EL52,2011,39250.0
EL52,2012,34088.0
EL52,2013,34976.0
EL52,2014,35464.0
EL52,2015,35532.0
EL52,2016,42932.0
EL52,2017,50352.0
EL52,2018,51562.0
EL52,2019,46379.0
EL52,2020,37065.0
EL52,2021,43714.0
EL52,2022,35581.0
EL52,2023,54315.0
EL53,2008,10104.0
EL53,2009,9394.0
EL53,2010,7856.0
EL53,2011,5720.0
EL53,2012,7403.0
EL53,2013,8226.0
EL53,2014,10045.0
EL53,2015,9920.0
EL53,2016,10448.0
EL53,2017,9586.0
EL53,2018,7654.0
EL53,2019,9844.0
EL53,2020,9436.0
EL53,2021,11446.0
EL53,2022,12883.0
EL53,2023,13063.0
EL54,2008,11714.0
EL54,2009,8205.0
EL54,2010,8231.0
EL54,2011,6906.0
EL54,2012,5135.0
EL54,2013,4671.0
EL54,2014,4246.0
EL54,2015,5124.0
EL54,2016,6544.0
EL54,2017,5411.0
EL54,2018,3969.0
EL54,2019,6290.0
EL54,2020,6097.0
EL54,2021,8405.0
EL54,2022,11804.0
EL54,2023,10177.0
EL61,2008,22179.0
EL61,2009,20049.0
EL61,2010,17409.0
EL61,2011,13041.0
EL61,2012,12502.0
EL61,2013,12990.0
EL61,2014,12636.0
EL61,2015,12865.0
EL61,2016,15882.0
EL61,2017,14685.0
EL61,2018,13516.0
EL61,2019,16152.0
EL61,2020,14137.0
EL61,2021,24596.0
EL61,2022,21627.0
EL61,2023,38589.0
EL62,2008,7583.0
EL62,2009,7603.0
EL62,2010,8529.0
EL62,2011,9703.0
EL62,2012,8590.0
EL62,2013,5389.0
EL62,2014,6518.0
EL62,2015,8217.0
EL62,2016,8261.0
EL62,2017,8684.0
EL62,2018,12453.0
EL62,2019,14294.0
EL62,2020,5053.0
EL62,2021,7869.0
EL62,2022,12064.0
EL62,2023,10597.0
EL63,2008,14124.0
EL63,2009,15675.0
EL63,2010,16610.0
EL63,2011,12826.0
EL63,2012,8082.0
EL63,2013,8501.0
EL63,2014,12835.0
EL63,2015,20355.0
EL63,2016,19711.0
EL63,2017,15246.0
EL63,2018,13599.0
EL63,2019,20064.0
EL63,2020,14331.0
EL63,2021,20626.0
EL63,2022,17038.0
EL63,2023,21962.0
EL64,2008,14430.0
EL64,2009,12112.0
EL64,2010,9911.0
EL64,2011,6853.0
EL64,2012,5414.0
EL64,2013,6853.0
EL64,2014,5899.0
EL64,2015,6710.0
EL64,2016,7978.0
EL64,2017,8485.0
EL64,2018,9600.0
EL64,2019,10136.0
EL64,2020,8346.0
EL64,2021,12643.0
EL64,2022,7845.0
EL64,2023,8834.0
EL65,2008,9015.0
EL65,2009,10172.0
EL65,2010,12524.0
EL65,2011,12778.0
EL65,2012,11290.0
EL65,2013,12037.0
EL65,2014,11913.0
EL65,2015,11575.0
EL65,2016,15673.0
EL65,2017,13083.0
EL65,2018,10727.0
EL65,2019,12947.0
EL65,2020,11838.0
EL65,2021,13710.0
EL65,2022,21509.0
EL65,2023,22194.0
ES11,2008,218841.0
ES11,2009,215473.0
ES11,2010,194754.0
ES11,2011,164089.0
ES11,2012,180479.0
ES11,2013,162075.0
ES11,2014,157470.0
ES11,2015,186513.0
ES11,2016,197639.0
ES11,2017,196499.0
ES11,2018,195406.0
ES11,2019,193639.0
ES11,2020,189339.0
ES11,2021,200715.0
ES11,2022,154317.0
ES11,2023,147341.0
ES12,2008,81197.0
ES12,2009,71549.0
ES12,2010,66037.0
ES12,2011,70432.0
ES12,2012,61872.0
ES12,2013,64834.0
ES12,2014,78617.0
ES12,2015,75641.0
ES12,2016,71838.0
ES12,2017,77938.0
ES12,2018,73655.0
ES12,2019,70576.0
ES12,2020,67759.0
ES12,2021,77492.0
ES12,2022,75314.0
ES12,2023,56299.0
ES13,2008,45006.0
ES13,2009,39046.0
ES13,2010,38481.0
ES13,2011,36859.0
ES13,2012,37351.0
ES13,2013,29994.0
ES13,2014,39818.0
ES13,2015,39507.0
ES13,2016,38960.0
ES13,2017,43051.0
ES13,2018,42315.0
ES13,2019,45406.0
ES13,2020,43765.0
ES13,2021,50055.0
ES13,2022,38407.0
ES13,2023,32597.0
ES21,2008,194268.0
ES21,2009,162064.0
ES21,2010,152842.0
ES21,2011,168587.0
ES21,2012,140577.0
ES21,2013,133549.0
ES21,2014,153671.0
ES21,2015,157781.0
ES21,2016,160161.0
ES21,2017,174553.0
ES21,2018,195102.0
ES21,2019,184022.0
ES21,2020,144904.0
ES21,2021,195141.0
ES21,2022,174726.0
ES21,2023,163427.0
ES22,2008,56385.0
ES22,2009,46189.0
ES22,2010,47289.0
ES22,2011,48941.0
ES22,2012,43069.0
ES22,2013,38341.0
ES22,2014,46332.0
ES22,2015,51514.0
ES22,2016,56280.0
ES22,2017,54224.0
ES22,2018,54366.0
ES22,2019,51494.0
ES22,2020,50784.0
ES22,2021,58172.0
ES22,2022,48506.0
ES22,2023,53150.0
ES23,2008,20340.0
ES23,2009,18950.0
ES23,2010,18312.0
ES23,2011,18688.0
ES23,2012,18054.0
ES23,2013,19844.0
ES23,2014,20279.0
ES23,2015,24247.0
ES23,2016,22623.0
ES23,2017,22928.0
ES23,2018,23835.0
ES23,2019,24995.0
ES23,2020,22597.0
ES23,2021,26880.0
ES23,2022,22419.0
ES23,2023,20494.0
ES24,2008,125823.0
ES24,2009,85464.0
ES24,2010,81236.0
ES24,2011,92658.0
ES24,2012,96525.0
ES24,2013,85581.0
ES24,2014,92286.0
ES24,2015,104575.0
ES24,2016,97659.0
ES24,2017,102830.0
ES24,2018,104031.0
ES24,2019,108521.0
ES24,2020,85386.0
ES24,2021,118026.0
ES24,2022,99773.0
ES24,2023,78991.0
ES30,2008,443959.0
ES30,2009,388831.0
ES30,2010,443225.0
ES30,2011,472464.0
ES30,2012,409032.0
ES30,2013,351123.0
ES30,2014,351619.0
ES30,2015,372050.0
ES30,2016,464852.0
ES30,2017,432458.0
