geo,year,temporary
ES30,2018,453932.0
ES30,2019,496602.0
ES30,2020,414360.0
ES30,2021,554873.0
ES30,2022,434924.0
ES30,2023,338077.0
ES41,2008,155585.0
ES41,2009,136108.0
ES41,2010,148786.0
ES41,2011,152652.0
ES41,2012,136058.0
ES41,2013,135927.0
ES41,2014,148465.0
ES41,2015,159753.0
ES41,2016,175002.0
ES41,2017,171283.0
ES41,2018,174791.0
ES41,2019,169624.0
ES41,2020,173802.0
ES41,2021,170356.0
ES41,2022,179003.0
ES41,2023,134102.0
ES42,2008,162024.0
ES42,2009,140991.0
ES42,2010,150842.0
ES42,2011,137989.0
ES42,2012,120495.0
ES42,2013,122875.0
ES42,2014,132494.0
ES42,2015,141879.0
ES42,2016,157907.0
ES42,2017,159560.0
ES42,2018,168118.0
ES42,2019,168860.0
ES42,2020,147940.0
ES42,2021,173982.0
ES42,2022,155537.0
ES42,2023,138287.0
ES43,2008,108603.0
ES43,2009,97513.0
ES43,2010,93306.0
ES43,2011,93207.0
ES43,2012,87284.0
ES43,2013,75619.0
ES43,2014,91134.0
ES43,2015,92209.0
ES43,2016,93271.0
ES43,2017,84561.0
ES43,2018,98380.0
ES43,2019,107175.0
ES43,2020,87067.0
ES43,2021,106562.0
ES43,2022,91624.0
ES43,2023,91473.0
ES51,2008,568953.0
ES51,2009,463900.0
ES51,2010,511264.0
ES51,2011,508777.0
ES51,2012,460825.0
ES51,2013,468575.0
ES51,2014,453679.0
ES51,2015,470830.0
ES51,2016,592364.0
ES51,2017,596859.0
ES51,2018,496119.0
ES51,2019,580358.0
ES51,2020,474753.0
ES51,2021,584079.0
ES51,2022,530643.0
ES51,2023,426729.0
ES52,2008,432203.0
ES52,2009,356396.0
ES52,2010,360960.0
ES52,2011,381538.0
ES52,2012,350446.0
ES52,2013,345247.0
ES52,2014,334079.0
ES52,2015,404784.0
ES52,2016,381539.0
ES52,2017,430278.0
ES52,2018,406678.0
ES52,2019,420341.0
ES52,2020,343998.0
ES52,2021,458548.0
ES52,2022,438878.0
ES52,2023,321201.0
ES53,2008,100962.0
ES53,2009,83866.0
ES53,2010,81490.0
ES53,2011,95920.0
ES53,2012,88531.0
ES53,2013,95971.0
ES53,2014,89019.0
ES53,2015,101032.0
ES53,2016,118922.0
ES53,2017,107287.0
ES53,2018,113633.0
ES53,2019,81662.0
ES53,2020,73491.0
ES53,2021,104070.0
ES53,2022,93844.0
ES53,2023,63784.0
ES61,2008,965358.0
ES61,2009,769992.0
ES61,2010,771656.0
ES61,2011,751260.0
ES61,2012,689163.0
ES61,2013,594476.0
ES61,2014,684778.0
ES61,2015,792058.0
ES61,2016,835341.0
ES61,2017,836411.0
ES61,2018,851918.0
ES61,2019,849577.0
ES61,2020,756301.0
ES61,2021,883645.0
ES61,2022,781969.0
ES61,2023,637158.0
ES62,2008,152193.0
ES62,2009,119840.0
ES62,2010,120128.0
ES62,2011,134256.0
ES62,2012,131137.0
ES62,2013,127304.0
ES62,2014,136615.0
ES62,2015,128925.0
ES62,2016,143777.0
ES62,2017,149808.0
ES62,2018,151200.0
ES62,2019,149720.0
ES62,2020,139399.0
ES62,2021,155004.0
ES62,2022,105518.0
ES62,2023,104466.0
ES63,2008,7423.0
ES63,2009,5970.0
ES63,2010,4992.0
ES63,2011,5895.0
ES63,2012,5142.0
ES63,2013,5139.0
ES63,2014,3532.0
ES63,2015,3699.0
ES63,2016,7068.0
ES63,2017,4380.0
ES63,2018,5006.0
ES63,2019,5228.0
ES63,2020,6830.0
ES63,2021,4932.0
ES63,2022,4525.0
ES63,2023,4208.0
ES64,2008,4788.0
ES64,2009,5429.0
ES64,2010,4166.0
ES64,2011,4868.0
ES64,2012,7224.0
ES64,2013,4459.0
ES64,2014,3503.0
ES64,2015,3678.0
ES64,2016,6536.0
ES64,2017,7107.0
ES64,2018,6473.0
ES64,2019,7563.0
ES64,2020,6935.0
ES64,2021,9381.0
ES64,2022,8105.0
ES64,2023,7716.0
ES70,2008,220505.0
ES70,2009,197032.0
ES70,2010,153426.0
ES70,2011,179190.0
ES70,2012,174360.0
ES70,2013,170589.0
ES70,2014,187438.0
ES70,2015,204659.0
ES70,2016,201377.0
ES70,2017,257342.0
ES70,2018,241067.0
ES70,2019,244628.0
ES70,2020,189321.0
ES70,2021,197345.0
ES70,2022,197136.0
ES70,2023,174802.0
FI18,2008,146283.0
FI18,2009,151685.0
FI18,2010,154178.0
FI18,2011,155979.0
FI18,2012,143716.0
FI18,2013,153111.0
FI18,2014,154471.0
FI18,2015,148527.0
FI18,2016,162299.0
FI18,2017,159536.0
FI18,2018,174128.0
FI18,2019,163232.0
FI18,2020,157415.0
FI18,2021,180283.0
FI18,2022,182974.0
FI18,2023,169686.0
FI19,2008,81815.0
FI19,2009,74972.0
FI19,2010,80723.0
FI19,2011,85504.0
FI19,2012,83203.0
FI19,2013,78167.0
FI19,2014,82152.0
FI19,2015,76034.0
FI19,2016,81672.0
FI19,2017,90174.0
FI19,2018,94110.0
FI19,2019,83288.0
FI19,2020,79439.0
FI19,2021,88188.0
FI19,2022,89683.0
FI19,2023,86461.0
FI1D,2008,90919.0
FI1D,2009,79568.0
FI1D,2010,79369.0
FI1D,2011,79685.0
FI1D,2012,82581.0
FI1D,2013,84449.0
FI1D,2014,82445.0
FI1D,2015,83447.0
FI1D,2016,78481.0
FI1D,2017,83191.0
FI1D,2018,89886.0
FI1D,2019,84499.0
FI1D,2020,72487.0
FI1D,2021,85712.0
FI1D,2022,86954.0
FI1D,2023,89744.0
FI20,2008,1798.0
FI20,2009,1233.0
FI20,2010,1650.0
FI20,2011,2835.0
FI20,2012,2049.0
FI20,2013,3044.0
FI20,2014,2621.0
FI20,2015,1782.0
FI20,2016,2175.0
FI20,2017,1669.0
FI20,2018,2373.0
FI20,2019,1755.0
FI20,2020,2296.0
FI20,2021,1360.0
FI20,2022,1894.0
FI20,2023,2145.0
FR10,2008,575838.0
FR10,2009,546864.0
FR10,2010,532277.0
FR10,2011,539931.0
FR10,2012,549757.0
FR10,2013,595785.0
FR10,2014,555607.0
FR10,2015,528624.0
FR10,2016,564558.0
FR10,2017,698394.0
FR10,2018,614757.0
FR10,2019,622448.0
FR10,2020,572308.0
FR10,2021,628268.0
FR10,2022,688021.0
FR10,2023,613344.0
FR21,2008,77176.0
FR21,2009,74201.0
FR21,2010,68327.0
FR21,2011,67058.0
FR21,2012,76730.0
FR22,2008,112336.0
FR22,2009,85851.0
FR22,2010,97508.0
FR22,2011,98728.0
FR22,2012,87911.0
FR23,2008,104436.0
FR23,2009,81371.0
FR23,2010,96946.0
FR23,2011,95965.0
FR23,2012,105688.0
FR24,2008,119456.0
FR24,2009,119671.0
FR24,2010,139865.0
FR24,2011,142740.0
FR24,2012,146586.0
FR25,2008,70640.0
FR25,2009,79723.0
FR25,2010,85175.0
FR25,2011,76638.0
FR25,2012,84568.0
FR26,2008,81005.0
FR26,2009,79079.0
FR26,2010,79704.0
FR26,2011,89989.0
FR26,2012,79235.0
FR30,2008,208899.0
FR30,2009,211290.0
FR30,2010,202810.0
FR30,2011,233212.0
FR30,2012,211628.0
FR41,2008,126568.0
FR41,2009,113424.0
FR41,2010,122297.0
FR41,2011,138315.0
FR41,2012,112912.0
FR42,2008,85575.0
FR42,2009,86465.0
FR42,2010,87970.0
FR42,2011,104656.0
FR42,2012,97786.0
FR43,2008,70903.0
FR43,2009,60182.0
FR43,2010,62917.0
FR43,2011,65306.0
FR43,2012,54302.0
FR51,2008,223088.0
FR51,2009,182109.0
FR51,2010,213671.0
FR51,2011,203417.0
FR51,2012,223742.0
FR52,2008,167626.0
FR52,2009,172235.0
FR52,2010,176521.0
FR52,2011,177438.0
FR52,2012,169772.0
FR53,2008,98507.0
FR53,2009,98050.0
FR53,2010,96631.0
FR53,2011,95171.0
FR53,2012,96991.0
FR61,2008,164875.0
FR61,2009,158091.0
FR61,2010,149061.0
FR61,2011,157332.0
FR61,2012,170548.0
FR62,2008,152925.0
FR62,2009,146335.0
FR62,2010,176267.0
FR62,2011,146789.0
FR62,2012,154611.0
FR63,2008,42235.0
FR63,2009,33880.0
FR63,2010,36774.0
FR63,2011,34211.0
FR63,2012,37020.0
FR71,2008,378725.0
FR71,2009,329715.0
FR71,2010,373051.0
FR71,2011,347539.0
FR71,2012,360175.0
FR72,2008,73319.0
FR72,2009,77356.0
FR72,2010,84852.0
FR72,2011,69603.0
FR72,2012,79895.0
FR81,2008,121527.0
FR81,2009,132155.0
FR81,2010,129206.0
FR81,2011,136446.0
FR81,2012,127807.0
FR82,2008,243346.0
FR82,2009,231234.0
FR82,2010,233647.0
FR82,2011,243248.0
FR82,2012,266346.0
FR83,2008,8258.0
FR83,2009,7081.0
FR83,2010,6853.0
FR83,2011,12161.0
FR83,2012,6361.0
FRB0,2013,123990.0
FRB0,2014,127232.0
FRB0,2015,121686.0
FRB0,2016,124413.0
FRB0,2017,134820.0
FRB0,2018,127134.0
FRB0,2019,130330.0
FRB0,2020,118859.0
FRB0,2021,110897.0
FRB0,2022,111117.0
FRB0,2023,144467.0
FRC1,2013,87369.0
FRC1,2014,83178.0
FRC1,2015,81964.0
FRC1,2016,82689.0
FRC1,2017,101937.0
FRC1,2018,80660.0
FRC1,2019,81886.0
FRC1,2020,81773.0
FRC1,2021,99209.0
FRC1,2022,75931.0
FRC1,2023,98650.0
FRC2,2013,46824.0
FRC2,2014,61096.0
FRC2,2015,55970.0
FRC2,2016,49461.0
FRC2,2017,77802.0
FRC2,2018,58075.0
FRC2,2019,54870.0
FRC2,2020,51565.0
FRC2,2021,58278.0
FRC2,2022,58382.0
FRC2,2023,78078.0
FRD1,2013,72462.0
FRD1,2014,73094.0
FRD1,2015,83060.0
FRD1,2016,95082.0
FRD1,2017,93117.0
FRD1,2018,94378.0
FRD1,2019,78834.0
FRD1,2020,58388.0
FRD1,2021,99320.0
FRD1,2022,75559.0
FRD1,2023,86727.0
FRD2,2013,87549.0
FRD2,2014,108210.0
FRD2,2015,94589.0
FRD2,2016,125098.0
FRD2,2017,103937.0
FRD2,2018,106573.0
FRD2,2019,116754.0
FRD2,2020,78513.0
FRD2,2021,98757.0
FRD2,2022,118898.0
FRD2,2023,113186.0
FRE1,2013,207510.0
FRE1,2014,227576.0
FRE1,2015,210699.0
FRE1,2016,218748.0
FRE1,2017,257807.0
FRE1,2018,231146.0
FRE1,2019,255160.0
FRE1,2020,239902.0
FRE1,2021,201596.0
FRE1,2022,234606.0
FRE1,2023,199160.0
FRE2,2013,102795.0
FRE2,2014,103052.0
FRE2,2015,116439.0
FRE2,2016,102219.0
FRE2,2017,121527.0
FRE2,2018,105016.0
FRE2,2019,94257.0
FRE2,2020,80003.0
FRE2,2021,106739.0
FRE2,2022,97383.0
FRE2,2023,100777.0
FRF1,2013,97755.0
FRF1,2014,97470.0
FRF1,2015,102368.0
FRF1,2016,95613.0
FRF1,2017,111158.0
FRF1,2018,131959.0
FRF1,2019,89570.0
FRF1,2020,90128.0
FRF1,2021,113420.0
FRF1,2022,121596.0
FRF1,2023,105568.0
FRF2,2013,59717.0
FRF2,2014,62303.0
FRF2,2015,59575.0
FRF2,2016,58354.0
FRF2,2017,69241.0
FRF2,2018,71433.0
FRF2,2019,71961.0
FRF2,2020,60600.0
FRF2,2021,71515.0
FRF2,2022,58815.0
FRF2,2023,71549.0
FRF3,2013,112214.0
FRF3,2014,131642.0
FRF3,2015,121205.0
FRF3,2016,131303.0
FRF3,2017,143480.0
FRF3,2018,127823.0
FRF3,2019,106749.0
FRF3,2020,96580.0
FRF3,2021,144505.0
FRF3,2022,128419.0
FRF3,2023,120686.0
FRG0,2013,200870.0
FRG0,2014,185596.0
FRG0,2015,215685.0
FRG0,2016,226826.0
FRG0,2017,214603.0
FRG0,2018,240266.0
FRG0,2019,229375.0
FRG0,2020,184458.0
FRG0,2021,206096.0
FRG0,2022,240581.0
FRG0,2023,251135.0
FRH0,2013,161054.0
FRH0,2014,196155.0
FRH0,2015,209802.0
FRH0,2016,205773.0
FRH0,2017,197893.0
FRH0,2018,230698.0
FRH0,2019,195457.0
FRH0,2020,184637.0
FRH0,2021,207461.0
FRH0,2022,218232.0
FRH0,2023,225235.0
FRI1,2013,130866.0
FRI1,2014,194347.0
FRI1,2015,180110.0
FRI1,2016,187243.0
FRI1,2017,196084.0
FRI1,2018,193413.0
FRI1,2019,194489.0
FRI1,2020,194962.0
FRI1,2021,207886.0
FRI1,2022,202971.0
FRI1,2023,199087.0
FRI2,2013,37043.0
FRI2,2014,36410.0
FRI2,2015,33256.0
FRI2,2016,42724.0
FRI2,2017,43901.0
FRI2,2018,40424.0
FRI2,2019,44157.0
FRI2,2020,39211.0
FRI2,2021,35186.0
FRI2,2022,39149.0
FRI2,2023,30041.0
FRI3,2013,118273.0
FRI3,2014,89632.0
FRI3,2015,104511.0
FRI3,2016,107384.0
FRI3,2017,99637.0
FRI3,2018,97794.0
FRI3,2019,91920.0
FRI3,2020,91042.0
FRI3,2021,85408.0
FRI3,2022,100386.0
FRI3,2023,83422.0
FRJ1,2013,121112.0
FRJ1,2014,139524.0
FRJ1,2015,123402.0
FRJ1,2016,123084.0
FRJ1,2017,147858.0
FRJ1,2018,129917.0
FRJ1,2019,129277.0
FRJ1,2020,142470.0
FRJ1,2021,131610.0
FRJ1,2022,167801.0
FRJ1,2023,154563.0
FRJ2,2013,137985.0
FRJ2,2014,147610.0
FRJ2,2015,124757.0
FRJ2,2016,161656.0
FRJ2,2017,201529.0
FRJ2,2018,162131.0
FRJ2,2019,182091.0
FRJ2,2020,160560.0
FRJ2,2021,166657.0
FRJ2,2022,179164.0
FRJ2,2023,170623.0
FRK1,2013,56203.0
FRK1,2014,67066.0
FRK1,2015,58949.0
FRK1,2016,91573.0
FRK1,2017,93064.0
FRK1,2018,76478.0
FRK1,2019,63201.0
FRK1,2020,65267.0
FRK1,2021,79355.0
FRK1,2022,76982.0
FRK1,2023,104842.0
FRK2,2013,339061.0
FRK2,2014,348912.0
FRK2,2015,367747.0
FRK2,2016,351231.0
FRK2,2017,393773.0
FRK2,2018,388498.0
FRK2,2019,448157.0
FRK2,2020,334326.0
FRK2,2021,362154.0
FRK2,2022,392278.0
FRK2,2023,369649.0
FRL0,2013,242592.0
FRL0,2014,237051.0
FRL0,2015,242796.0
FRL0,2016,261355.0
FRL0,2017,259370.0
FRL0,2018,238243.0
FRL0,2019,272825.0
FRL0,2020,198787.0
FRL0,2021,250036.0
FRL0,2022,229847.0
FRL0,2023,264911.0
FRM0,2013,14135.0
FRM0,2014,8123.0
FRM0,2015,37245.0
FRM0,2016,14664.0
FRM0,2017,8544.0
FRM0,2018,17261.0
FRM0,2019,15241.0
FRM0,2020,8918.0
FRM0,2021,12767.0
FRM0,2022,9887.0
FRM0,2023,13159.0
FRY1,2014,18196.0
FRY1,2015,17877.0
FRY1,2016,14849.0
FRY1,2017,14708.0
FRY1,2018,14122.0
FRY1,2019,13714.0
FRY1,2020,13481.0
FRY1,2021,12768.0
FRY1,2022,21467.0
FRY1,2023,15675.0
FRY2,2014,18996.0
FRY2,2015,19418.0
FRY2,2016,20081.0
FRY2,2017,19178.0
FRY2,2018,16429.0
FRY2,2019,17973.0
FRY2,2020,17526.0
FRY2,2021,20358.0
FRY2,2022,18804.0
FRY2,2023,17975.0
FRY3,2014,9683.0
FRY3,2015,9842.0
FRY3,2016,10561.0
FRY3,2017,13239.0
FRY3,2018,11654.0
FRY3,2019,12908.0
FRY3,2020,8736.0
FRY3,2021,12695.0
FRY3,2022,10316.0
FRY3,2023,11643.0
FRY4,2014,52867.0
FRY4,2015,52755.0
FRY4,2016,49657.0
FRY4,2017,58325.0
FRY4,2018,44235.0
FRY4,2019,45453.0
FRY4,2020,43289.0
FRY4,2021,51754.0
FRY4,2022,69752.0
FRY4,2023,57929.0
HR03,2008,62688.0
HR03,2009,63222.0
HR03,2010,70362.0
HR03,2011,61301.0
HR03,2012,56340.0
HR03,2013,58144.0
HR03,2014,76430.0
HR03,2015,91876.0
HR03,2016,100429.0
HR03,2017,99295.0
HR03,2018,103113.0
HR03,2019,98299.0
HR03,2020,88979.0
HR03,2021,73166.0
HR03,2022,92237.0
HR03,2023,62778.0
HR04,2008,109057.0
HR04,2009,102884.0
HR04,2010,98350.0
HR04,2011,109947.0
HR04,2012,108526.0
HR04,2013,118950.0
HR04,2014,137484.0
HR04,2015,169005.0
HR04,2016,188104.0
HR04,2017,177687.0
HR04,2018,167270.0
HR04,2019,147878.0
HR04,2020,115018.0
HR04,2021,106575.0
HR04,2022,103959.0
HR04,2023,90479.0
HU10,2008,48350.0
HU10,2009,47952.0
HU10,2010,52989.0
HU10,2011,55224.0
HU10,2012,50785.0
HU10,2013,66311.0
HU10,2014,51905.0
HU10,2015,49117.0
HU10,2016,36508.0
HU10,2017,33099.0
HU10,2018,26224.0
HU10,2019,35157.0
HU10,2020,25557.0
HU10,2021,29374.0
HU10,2022,26445.0
HU10,2023,24932.0
HU21,2008,26690.0
HU21,2009,24475.0
HU21,2010,26532.0
HU21,2011,25563.0
HU21,2012,24281.0
HU21,2013,28124.0
HU21,2014,29610.0
HU21,2015,31563.0
HU21,2016,24281.0
HU21,2017,21008.0
HU21,2018,18195.0
HU21,2019,11687.0
HU21,2020,11201.0
HU21,2021,15312.0
HU21,2022,11420.0
HU21,2023,10987.0
HU22,2008,24855.0
HU22,2009,26036.0
HU22,2010,29236.0
HU22,2011,28665.0
HU22,2012,27645.0
HU22,2013,23212.0
HU22,2014,25262.0
HU22,2015,28689.0
HU22,2016,17036.0
HU22,2017,15748.0
HU22,2018,15121.0
HU22,2019,12386.0
HU22,2020,10363.0
HU22,2021,11398.0
HU22,2022,8400.0
HU22,2023,10477.0
HU23,2008,28621.0
HU23,2009,32180.0
HU23,2010,37118.0
HU23,2011,33332.0
HU23,2012,36768.0
HU23,2013,44891.0
HU23,2014,50285.0
HU23,2015,52544.0
HU23,2016,45145.0
HU23,2017,44137.0
HU23,2018,34793.0
HU23,2019,32147.0
HU23,2020,30676.0
HU23,2021,25695.0
HU23,2022,21679.0
HU23,2023,23929.0
HU31,2008,41501.0
HU31,2009,41759.0
HU31,2010,53983.0
HU31,2011,46712.0
HU31,2012,52967.0
HU31,2013,61534.0
HU31,2014,69933.0
HU31,2015,84416.0
HU31,2016,76032.0
HU31,2017,67943.0
HU31,2018,62012.0
HU31,2019,54181.0
HU31,2020,47705.0
HU31,2021,51726.0
HU31,2022,51900.0
HU31,2023,44566.0
HU32,2008,54378.0
HU32,2009,61330.0
HU32,2010,66939.0
HU32,2011,59935.0
HU32,2012,73272.0
HU32,2013,84741.0
HU32,2014,95001.0
HU32,2015,108611.0
HU32,2016,110881.0
HU32,2017,104387.0
HU32,2018,79943.0
HU32,2019,77694.0
HU32,2020,63373.0
HU32,2021,60489.0
HU32,2022,62180.0
HU32,2023,54027.0
HU33,2008,38951.0
HU33,2009,41353.0
HU33,2010,49343.0
HU33,2011,48519.0
HU33,2012,54746.0
HU33,2013,67067.0
HU33,2014,68704.0
HU33,2015,68557.0
HU33,2016,65761.0
HU33,2017,60804.0
HU33,2018,48949.0
HU33,2019,35683.0
HU33,2020,36449.0
HU33,2021,35338.0
HU33,2022,34071.0
HU33,2023,31544.0
IE01,2008,20211.0
IE01,2009,15727.0
IE01,2010,20563.0
IE01,2011,19873.0
IE01,2012,19322.0
IE01,2013,23840.0
IE01,2014,22813.0
IE01,2015,23083.0
IE01,2016,22084.0
IE01,2017,21931.0
IE01,2018,23951.0
IE01,2019,22315.0
IE01,2020,20562.0
IE01,2021,34520.0
IE01,2022,30712.0
IE01,2023,34325.0
IE02,2008,54704.0
IE02,2009,49210.0
IE02,2010,55356.0
IE02,2011,56488.0
IE02,2012,100066.0
IE02,2013,111935.0
IE02,2014,112625.0
IE02,2015,107801.0
IE02,2016,104026.0
IE02,2017,100328.0
IE02,2018,109592.0
IE02,2019,109170.0
IE02,2020,95141.0
IE02,2021,169312.0
IE02,2022,151833.0
IE02,2023,164725.0
ITC1,2008,154408.0
ITC1,2009,142590.0
ITC1,2010,153503.0
ITC1,2011,167100.0
ITC1,2012,167617.0
ITC1,2013,151592.0
ITC1,2014,153934.0
ITC1,2015,154567.0
ITC1,2016,147652.0
ITC1,2017,176939.0
ITC1,2018,202948.0
ITC1,2019,193931.0
ITC1,2020,171668.0
ITC1,2021,187781.0
ITC1,2022,182685.0
ITC1,2023,172028.0
ITC2,2008,5358.0
ITC2,2009,4641.0
ITC2,2010,4968.0
ITC2,2011,5204.0
ITC2,2012,5390.0
ITC2,2013,5196.0
ITC2,2014,5458.0
ITC2,2015,5809.0
ITC2,2016,6026.0
ITC2,2017,6887.0
ITC2,2018,7241.0
ITC2,2019,7541.0
ITC2,2020,6635.0
ITC2,2021,6866.0
ITC2,2022,7909.0
ITC2,2023,7291.0
ITC3,2008,58563.0
ITC3,2009,59771.0
ITC3,2010,52369.0
ITC3,2011,52453.0
ITC3,2012,51216.0
ITC3,2013,43135.0
ITC3,2014,47908.0
ITC3,2015,51360.0
ITC3,2016,48004.0
ITC3,2017,59464.0
ITC3,2018,66319.0
ITC3,2019,65309.0
ITC3,2020,61020.0
ITC3,2021,67135.0
ITC3,2022,74695.0
ITC3,2023,71419.0
ITC4,2008,313772.0
ITC4,2009,285652.0
ITC4,2010,290886.0
ITC4,2011,318533.0
ITC4,2012,329577.0
ITC4,2013,311318.0
ITC4,2014,332631.0
ITC4,2015,337953.0
ITC4,2016,348707.0
ITC4,2017,390166.0
ITC4,2018,437580.0
ITC4,2019,440216.0
ITC4,2020,376483.0
ITC4,2021,392753.0
ITC4,2022,405688.0
ITC4,2023,392583.0
ITF1,2008,54153.0
ITF1,2009,49370.0
ITF1,2010,44473.0
ITF1,2011,48009.0
ITF1,2012,53633.0
ITF1,2013,49573.0
ITF1,2014,54610.0
ITF1,2015,56215.0
ITF1,2016,54453.0
ITF1,2017,61617.0
ITF1,2018,66071.0
ITF1,2019,74015.0
ITF1,2020,62799.0
ITF1,2021,72755.0
ITF1,2022,85925.0
ITF1,2023,76432.0
ITF2,2008,12670.0
ITF2,2009,10085.0
ITF2,2010,9169.0
ITF2,2011,8771.0
ITF2,2012,8358.0
ITF2,2013,8557.0
ITF2,2014,8151.0
ITF2,2015,10144.0
ITF2,2016,9091.0
ITF2,2017,9709.0
ITF2,2018,11949.0
ITF2,2019,12463.0
ITF2,2020,9717.0
ITF2,2021,12784.0
ITF2,2022,14917.0
ITF2,2023,14346.0
ITF3,2008,174842.0
ITF3,2009,161487.0
ITF3,2010,148680.0
ITF3,2011,158580.0
ITF3,2012,168784.0
ITF3,2013,177275.0
ITF3,2014,172327.0
ITF3,2015,186552.0
ITF3,2016,189063.0
ITF3,2017,213589.0
ITF3,2018,218747.0
ITF3,2019,240918.0
ITF3,2020,211908.0
ITF3,2021,262088.0
ITF3,2022,267517.0
ITF3,2023,242341.0
ITF4,2008,174061.0
ITF4,2009,171359.0
ITF4,2010,169709.0
ITF4,2011,170931.0
ITF4,2012,177091.0
ITF4,2013,161588.0
ITF4,2014,157242.0
ITF4,2015,167574.0
ITF4,2016,182086.0
ITF4,2017,186776.0
ITF4,2018,208752.0
ITF4,2019,196619.0
ITF4,2020,183067.0
ITF4,2021,217391.0
ITF4,2022,212726.0
ITF4,2023,203491.0
ITF5,2008,21646.0
ITF5,2009,20503.0
ITF5,2010,20298.0
ITF5,2011,20448.0
ITF5,2012,19831.0
ITF5,2013,18272.0
ITF5,2014,19437.0
ITF5,2015,19486.0
ITF5,2016,21747.0
ITF5,2017,21731.0
ITF5,2018,27739.0
ITF5,2019,30049.0
ITF5,2020,28863.0
ITF5,2021,30566.0
ITF5,2022,29579.0
ITF5,2023,31226.0
ITF6,2008,93133.0
ITF6,2009,87736.0
ITF6,2010,83767.0
ITF6,2011,86011.0
ITF6,2012,89110.0
ITF6,2013,80923.0
ITF6,2014,85171.0
ITF6,2015,82299.0
ITF6,2016,91277.0
ITF6,2017,84720.0
ITF6,2018,100171.0
ITF6,2019,105472.0
ITF6,2020,93372.0
ITF6,2021,100453.0
ITF6,2022,104940.0
ITF6,2023,99523.0
ITG1,2008,214532.0
ITG1,2009,195153.0
ITG1,2010,201921.0
ITG1,2011,203321.0
ITG1,2012,194555.0
ITG1,2013,176254.0
ITG1,2014,187319.0
ITG1,2015,206350.0
ITG1,2016,194634.0
ITG1,2017,219299.0
ITG1,2018,234542.0
ITG1,2019,242374.0
ITG1,2020,223332.0
ITG1,2021,245496.0
ITG1,2022,247964.0
ITG1,2023,268315.0
ITG2,2008,73666.0
ITG2,2009,69266.0
ITG2,2010,71128.0
ITG2,2011,72266.0
ITG2,2012,75615.0
ITG2,2013,63728.0
ITG2,2014,62672.0
ITG2,2015,70639.0
ITG2,2016,70279.0
ITG2,2017,76341.0
ITG2,2018,91427.0
ITG2,2019,101302.0
ITG2,2020,72290.0
ITG2,2021,86114.0
ITG2,2022,91550.0
ITG2,2023,81792.0
ITH1,2008,22338.0
ITH1,2009,25043.0
ITH1,2010,26676.0
ITH1,2011,25141.0
ITH1,2012,27874.0
ITH1,2013,27283.0
ITH1,2014,27185.0
ITH1,2015,29445.0
ITH1,2016,31580.0
ITH1,2017,31951.0
ITH1,2018,35130.0
ITH1,2019,34967.0
ITH1,2020,30465.0
ITH1,2021,31102.0
ITH1,2022,34136.0
ITH1,2023,38386.0
ITH2,2008,26212.0
ITH2,2009,25412.0
ITH2,2010,25922.0
ITH2,2011,28401.0
ITH2,2012,30425.0
ITH2,2013,30740.0
ITH2,2014,31841.0
ITH2,2015,30730.0
ITH2,2016,30791.0
ITH2,2017,36554.0
ITH2,2018,41637.0
ITH2,2019,40406.0
ITH2,2020,35648.0
ITH2,2021,37088.0
ITH2,2022,39146.0
ITH2,2023,36389.0
ITH3,2008,196308.0
ITH3,2009,173016.0
ITH3,2010,161889.0
ITH3,2011,179799.0
ITH3,2012,191205.0
ITH3,2013,192199.0
ITH3,2014,194164.0
ITH3,2015,199670.0
ITH3,2016,222034.0
ITH3,2017,254233.0
ITH3,2018,279137.0
ITH3,2019,255572.0
ITH3,2020,225012.0
ITH3,2021,244391.0
ITH3,2022,254225.0
ITH3,2023,232422.0
ITH4,2008,50701.0
ITH4,2009,46611.0
ITH4,2010,47594.0
ITH4,2011,49104.0
ITH4,2012,46943.0
ITH4,2013,47266.0
ITH4,2014,46003.0
ITH4,2015,47017.0
ITH4,2016,52501.0
ITH4,2017,61449.0
ITH4,2018,69760.0
ITH4,2019,64628.0
ITH4,2020,54938.0
ITH4,2021,63985.0
ITH4,2022,64706.0
ITH4,2023,57777.0
ITH5,2008,170886.0
ITH5,2009,159473.0
ITH5,2010,180465.0
ITH5,2011,198460.0
ITH5,2012,210530.0
ITH5,2013,199233.0
ITH5,2014,201910.0
ITH5,2015,215987.0
ITH5,2016,226408.0
ITH5,2017,250356.0
ITH5,2018,274826.0
ITH5,2019,265641.0
ITH5,2020,231792.0
ITH5,2021,246819.0
ITH5,2022,260373.0
ITH5,2023,252121.0
ITI1,2008,148326.0
ITI1,2009,134330.0
ITI1,2010,148784.0
ITI1,2011,149341.0
ITI1,2012,147399.0
ITI1,2013,141317.0
ITI1,2014,158702.0
ITI1,2015,161916.0
ITI1,2016,158459.0
ITI1,2017,176542.0
ITI1,2018,187076.0
ITI1,2019,198613.0
ITI1,2020,159963.0
ITI1,2021,175853.0
ITI1,2022,213900.0
ITI1,2023,202822.0
ITI2,2008,40576.0
ITI2,2009,41261.0
ITI2,2010,37430.0
ITI2,2011,37976.0
ITI2,2012,37925.0
ITI2,2013,31985.0
ITI2,2014,35925.0
ITI2,2015,36358.0
ITI2,2016,37227.0
ITI2,2017,44854.0
ITI2,2018,46194.0
ITI2,2019,48343.0
ITI2,2020,40221.0
