,0
nuts_label,1.0
persons_per_skill_level,0.09165597851075673
NUTS_name,0.028192532003968734
Country_code,0.023292113350918374
year,0.0
skill_level,0.0
age,0.0
geo,0.0
nuts_level,0.0
