geo,nuts_level,n_variants,labels_joined
at,0,0,—
be,0,0,—
bg,0,0,—
ch,0,0,—
cy,0,0,—
cz,0,0,—
de,0,0,—
dk,0,0,—
ee,0,0,—
el,0,0,—
es,0,0,—
fi,0,0,—
fr,0,0,—
hr,0,0,—
hu,0,0,—
ie,0,0,—
is,0,0,—
it,0,0,—
lt,0,0,—
lu,0,0,—
lv,0,0,—
me,0,0,—
mk,0,0,—
mt,0,0,—
nl,0,0,—
no,0,0,—
pl,0,0,—
pt,0,0,—
ro,0,0,—
rs,0,0,—
se,0,0,—
si,0,0,—
sk,0,0,—
tr,0,0,—
uk,0,0,—
