geo,year,EU_labor_market_workforce_education__geo_label,EU_labor_market_workforce_education__Country_code,EU_labor_market_workforce_education__education_level,EU_labor_market_workforce_education__education_level_pct,EU_labor_market_workforce_education__education_level_pct_diff,_row_order_,__conflict_file
EE00,2008,Eesti,EE,low,11.6,,1666,EU_labor_market_workforce_education
EE00,2008,Eesti,EE,medium,54.2,,7939,EU_labor_market_workforce_education
EE00,2008,Eesti,EE,high,34.2,,14212,EU_labor_market_workforce_education
EE00,2009,Eesti,EE,low,11.2,-3.448275862068969,1667,EU_labor_market_workforce_education
EE00,2009,Eesti,EE,medium,52.7,-2.7675276752767526,7940,EU_labor_market_workforce_education
EE00,2009,Eesti,EE,high,36.1,5.555555555555551,14213,EU_labor_market_workforce_education
EE00,2010,Eesti,EE,low,10.7,-4.464285714285714,1668,EU_labor_market_workforce_education
EE00,2010,Eesti,EE,medium,53.8,2.0872865275142205,7941,EU_labor_market_workforce_education
EE00,2010,Eesti,EE,high,35.5,-1.6620498614958488,14214,EU_labor_market_workforce_education
EE00,2011,Eesti,EE,low,10.9,1.8691588785046829,1669,EU_labor_market_workforce_education
EE00,2011,Eesti,EE,medium,52.1,-3.159851301115234,7942,EU_labor_market_workforce_education
EE00,2011,Eesti,EE,high,36.9,3.943661971830982,14215,EU_labor_market_workforce_education
EE00,2012,Eesti,EE,low,10.0,-8.256880733944957,1670,EU_labor_market_workforce_education
EE00,2012,Eesti,EE,medium,52.3,0.3838771593090129,7943,EU_labor_market_workforce_education
EE00,2012,Eesti,EE,high,37.6,1.8970189701897096,14216,EU_labor_market_workforce_education
EE00,2013,Eesti,EE,low,9.4,-5.9999999999999964,1671,EU_labor_market_workforce_education
EE00,2013,Eesti,EE,medium,53.2,1.7208413001912155,7944,EU_labor_market_workforce_education
EE00,2013,Eesti,EE,high,37.4,-0.5319148936170288,14217,EU_labor_market_workforce_education
EE00,2014,Eesti,EE,low,11.8,25.531914893617024,1672,EU_labor_market_workforce_education
EE00,2014,Eesti,EE,medium,50.6,-4.8872180451127845,7945,EU_labor_market_workforce_education
EE00,2014,Eesti,EE,high,37.6,0.5347593582887776,14218,EU_labor_market_workforce_education
EE00,2015,Eesti,EE,low,12.3,4.23728813559322,1673,EU_labor_market_workforce_education
EE00,2015,Eesti,EE,medium,51.1,0.9881422924901186,7946,EU_labor_market_workforce_education
EE00,2015,Eesti,EE,high,36.7,-2.393617021276592,14219,EU_labor_market_workforce_education
EE00,2016,Eesti,EE,low,11.4,-7.317073170731709,1674,EU_labor_market_workforce_education
EE00,2016,Eesti,EE,medium,50.9,-0.3913894324853284,7947,EU_labor_market_workforce_education
EE00,2016,Eesti,EE,high,37.7,2.7247956403269757,14220,EU_labor_market_workforce_education
EE00,2017,Eesti,EE,low,11.9,4.385964912280701,1675,EU_labor_market_workforce_education
EE00,2017,Eesti,EE,medium,49.6,-2.554027504911586,7948,EU_labor_market_workforce_education
EE00,2017,Eesti,EE,high,38.4,1.8567639257294315,14221,EU_labor_market_workforce_education
EE00,2018,Eesti,EE,low,12.0,0.8403361344537785,1676,EU_labor_market_workforce_education
EE00,2018,Eesti,EE,medium,49.0,-1.2096774193548416,7949,EU_labor_market_workforce_education
EE00,2018,Eesti,EE,high,39.1,1.822916666666674,14222,EU_labor_market_workforce_education
EE00,2019,Eesti,EE,low,11.0,-8.333333333333332,1677,EU_labor_market_workforce_education
EE00,2019,Eesti,EE,medium,49.5,1.020408163265306,7950,EU_labor_market_workforce_education
EE00,2019,Eesti,EE,high,39.5,1.0230179028132955,14223,EU_labor_market_workforce_education
EE00,2020,Eesti,EE,low,10.7,-2.7272727272727337,1678,EU_labor_market_workforce_education
EE00,2020,Eesti,EE,medium,49.2,-0.6060606060606003,7951,EU_labor_market_workforce_education
EE00,2020,Eesti,EE,high,40.1,1.5189873417721556,14224,EU_labor_market_workforce_education
EE00,2021,Eesti,EE,low,10.5,-1.8691588785046664,1679,EU_labor_market_workforce_education
EE00,2021,Eesti,EE,medium,48.3,-1.8292682926829384,7952,EU_labor_market_workforce_education
EE00,2021,Eesti,EE,high,41.2,2.743142144638407,14225,EU_labor_market_workforce_education
EE00,2022,Eesti,EE,low,10.2,-2.857142857142864,1680,EU_labor_market_workforce_education
EE00,2022,Eesti,EE,medium,47.7,-1.2422360248447089,7953,EU_labor_market_workforce_education
EE00,2022,Eesti,EE,high,42.1,2.184466019417472,14226,EU_labor_market_workforce_education
EE00,2023,Eesti,EE,low,10.6,3.921568627450984,1681,EU_labor_market_workforce_education
EE00,2023,Eesti,EE,medium,47.8,0.209643605870009,7954,EU_labor_market_workforce_education
EE00,2023,Eesti,EE,high,41.6,-1.187648456057007,14227,EU_labor_market_workforce_education
EE00,2024,Eesti,EE,low,11.2,5.660377358490563,1682,EU_labor_market_workforce_education
EE00,2024,Eesti,EE,medium,47.0,-1.673640167364011,7955,EU_labor_market_workforce_education
EE00,2024,Eesti,EE,high,41.8,0.4807692307692204,14228,EU_labor_market_workforce_education
ie,2008,Ireland,IE,low,29.6,,1683,EU_labor_market_workforce_education
ie,2008,Ireland,IE,medium,34.5,,7956,EU_labor_market_workforce_education
ie,2008,Ireland,IE,high,35.9,,14229,EU_labor_market_workforce_education
ie,2009,Ireland,IE,low,28.5,-3.7162162162162207,1684,EU_labor_market_workforce_education
ie,2009,Ireland,IE,medium,34.4,-0.2898550724637722,7957,EU_labor_market_workforce_education
ie,2009,Ireland,IE,high,37.1,3.342618384401122,14230,EU_labor_market_workforce_education
ie,2010,Ireland,IE,low,26.9,-5.614035087719303,1685,EU_labor_market_workforce_education
ie,2010,Ireland,IE,medium,34.3,-0.2906976744186088,7958,EU_labor_market_workforce_education
ie,2010,Ireland,IE,high,38.7,4.312668463611864,14231,EU_labor_market_workforce_education
ie,2011,Ireland,IE,low,26.1,-2.973977695167276,1686,EU_labor_market_workforce_education
ie,2011,Ireland,IE,medium,34.7,1.1661807580175094,7959,EU_labor_market_workforce_education
ie,2011,Ireland,IE,high,39.2,1.2919896640826871,14232,EU_labor_market_workforce_education
ie,2012,Ireland,IE,low,25.1,-3.8314176245210727,1687,EU_labor_market_workforce_education
ie,2012,Ireland,IE,medium,34.2,-1.440922190201729,7960,EU_labor_market_workforce_education
ie,2012,Ireland,IE,high,40.8,4.0816326530612095,14233,EU_labor_market_workforce_education
ie,2013,Ireland,IE,low,22.9,-8.764940239043835,1688,EU_labor_market_workforce_education
ie,2013,Ireland,IE,medium,34.5,0.877192982456132,7961,EU_labor_market_workforce_education
ie,2013,Ireland,IE,high,42.6,4.411764705882364,14234,EU_labor_market_workforce_education
ie,2014,Ireland,IE,low,19.7,-13.973799126637552,1689,EU_labor_market_workforce_education
ie,2014,Ireland,IE,medium,37.0,7.246376811594203,7962,EU_labor_market_workforce_education
ie,2014,Ireland,IE,high,43.3,1.6431924882629008,14235,EU_labor_market_workforce_education
ie,2015,Ireland,IE,low,18.9,-4.0609137055837605,1690,EU_labor_market_workforce_education
ie,2015,Ireland,IE,medium,36.5,-1.351351351351351,7963,EU_labor_market_workforce_education
ie,2015,Ireland,IE,high,44.5,2.7713625866050875,14236,EU_labor_market_workforce_education
ie,2016,Ireland,IE,low,18.6,-1.5873015873015723,1691,EU_labor_market_workforce_education
ie,2016,Ireland,IE,medium,36.3,-0.5479452054794599,7964,EU_labor_market_workforce_education
ie,2016,Ireland,IE,high,45.1,1.348314606741576,14237,EU_labor_market_workforce_education
ie,2017,Ireland,IE,low,17.5,-5.913978494623663,1692,EU_labor_market_workforce_education
ie,2017,Ireland,IE,medium,36.0,-0.8264462809917278,7965,EU_labor_market_workforce_education
ie,2017,Ireland,IE,high,46.5,3.104212860310418,14238,EU_labor_market_workforce_education
ie,2018,Ireland,IE,low,16.8,-3.999999999999996,1693,EU_labor_market_workforce_education
ie,2018,Ireland,IE,medium,36.2,0.5555555555555635,7966,EU_labor_market_workforce_education
ie,2018,Ireland,IE,high,46.9,0.8602150537634378,14239,EU_labor_market_workforce_education
ie,2019,Ireland,IE,low,16.3,-2.976190476190476,1694,EU_labor_market_workforce_education
ie,2019,Ireland,IE,medium,36.4,0.552486187845292,7967,EU_labor_market_workforce_education
ie,2019,Ireland,IE,high,47.3,0.8528784648187604,14240,EU_labor_market_workforce_education
ie,2020,Ireland,IE,low,14.5,-11.042944785276076,1695,EU_labor_market_workforce_education
ie,2020,Ireland,IE,medium,35.5,-2.4725274725274686,7968,EU_labor_market_workforce_education
ie,2020,Ireland,IE,high,49.9,5.49682875264271,14241,EU_labor_market_workforce_education
ie,2021,Ireland,IE,low,12.5,-13.79310344827586,1696,EU_labor_market_workforce_education
ie,2021,Ireland,IE,medium,34.6,-2.535211267605629,7969,EU_labor_market_workforce_education
ie,2021,Ireland,IE,high,52.9,6.012024048096193,14242,EU_labor_market_workforce_education
ie,2022,Ireland,IE,low,12.2,-2.4000000000000057,1697,EU_labor_market_workforce_education
ie,2022,Ireland,IE,medium,34.2,-1.1560693641618456,7970,EU_labor_market_workforce_education
ie,2022,Ireland,IE,high,53.7,1.5122873345935808,14243,EU_labor_market_workforce_education
ie,2023,Ireland,IE,low,11.7,-4.0983606557377055,1698,EU_labor_market_workforce_education
ie,2023,Ireland,IE,medium,33.7,-1.461988304093567,7971,EU_labor_market_workforce_education
ie,2023,Ireland,IE,high,54.5,1.4897579143389146,14244,EU_labor_market_workforce_education
ie,2024,Ireland,IE,low,10.6,-9.4017094017094,1699,EU_labor_market_workforce_education
ie,2024,Ireland,IE,medium,32.8,-2.67062314540061,7972,EU_labor_market_workforce_education
ie,2024,Ireland,IE,high,56.6,3.853211009174314,14245,EU_labor_market_workforce_education
IE0,2008,Ireland,IE,low,29.6,,1700,EU_labor_market_workforce_education
IE0,2008,Ireland,IE,medium,34.5,,7973,EU_labor_market_workforce_education
IE0,2008,Ireland,IE,high,35.9,,14246,EU_labor_market_workforce_education
IE0,2009,Ireland,IE,low,28.5,-3.7162162162162207,1701,EU_labor_market_workforce_education
IE0,2009,Ireland,IE,medium,34.4,-0.2898550724637722,7974,EU_labor_market_workforce_education
IE0,2009,Ireland,IE,high,37.1,3.342618384401122,14247,EU_labor_market_workforce_education
IE0,2010,Ireland,IE,low,26.9,-5.614035087719303,1702,EU_labor_market_workforce_education
IE0,2010,Ireland,IE,medium,34.3,-0.2906976744186088,7975,EU_labor_market_workforce_education
IE0,2010,Ireland,IE,high,38.7,4.312668463611864,14248,EU_labor_market_workforce_education
IE0,2011,Ireland,IE,low,26.1,-2.973977695167276,1703,EU_labor_market_workforce_education
IE0,2011,Ireland,IE,medium,34.7,1.1661807580175094,7976,EU_labor_market_workforce_education
IE0,2011,Ireland,IE,high,39.2,1.2919896640826871,14249,EU_labor_market_workforce_education
IE0,2012,Ireland,IE,low,25.1,-3.8314176245210727,1704,EU_labor_market_workforce_education
IE0,2012,Ireland,IE,medium,34.2,-1.440922190201729,7977,EU_labor_market_workforce_education
IE0,2012,Ireland,IE,high,40.8,4.0816326530612095,14250,EU_labor_market_workforce_education
IE0,2013,Ireland,IE,low,22.9,-8.764940239043835,1705,EU_labor_market_workforce_education
IE0,2013,Ireland,IE,medium,34.5,0.877192982456132,7978,EU_labor_market_workforce_education
IE0,2013,Ireland,IE,high,42.6,4.411764705882364,14251,EU_labor_market_workforce_education
IE0,2014,Ireland,IE,low,19.7,-13.973799126637552,1706,EU_labor_market_workforce_education
IE0,2014,Ireland,IE,medium,37.0,7.246376811594203,7979,EU_labor_market_workforce_education
IE0,2014,Ireland,IE,high,43.3,1.6431924882629008,14252,EU_labor_market_workforce_education
IE0,2015,Ireland,IE,low,18.9,-4.0609137055837605,1707,EU_labor_market_workforce_education
IE0,2015,Ireland,IE,medium,36.5,-1.351351351351351,7980,EU_labor_market_workforce_education
IE0,2015,Ireland,IE,high,44.5,2.7713625866050875,14253,EU_labor_market_workforce_education
IE0,2016,Ireland,IE,low,18.6,-1.5873015873015723,1708,EU_labor_market_workforce_education
IE0,2016,Ireland,IE,medium,36.3,-0.5479452054794599,7981,EU_labor_market_workforce_education
IE0,2016,Ireland,IE,high,45.1,1.348314606741576,14254,EU_labor_market_workforce_education
IE0,2017,Ireland,IE,low,17.5,-5.913978494623663,1709,EU_labor_market_workforce_education
IE0,2017,Ireland,IE,medium,36.0,-0.8264462809917278,7982,EU_labor_market_workforce_education
IE0,2017,Ireland,IE,high,46.5,3.104212860310418,14255,EU_labor_market_workforce_education
IE0,2018,Ireland,IE,low,16.8,-3.999999999999996,1710,EU_labor_market_workforce_education
IE0,2018,Ireland,IE,medium,36.2,0.5555555555555635,7983,EU_labor_market_workforce_education
IE0,2018,Ireland,IE,high,46.9,0.8602150537634378,14256,EU_labor_market_workforce_education
IE0,2019,Ireland,IE,low,16.3,-2.976190476190476,1711,EU_labor_market_workforce_education
IE0,2019,Ireland,IE,medium,36.4,0.552486187845292,7984,EU_labor_market_workforce_education
IE0,2019,Ireland,IE,high,47.3,0.8528784648187604,14257,EU_labor_market_workforce_education
IE0,2020,Ireland,IE,low,14.5,-11.042944785276076,1712,EU_labor_market_workforce_education
IE0,2020,Ireland,IE,medium,35.5,-2.4725274725274686,7985,EU_labor_market_workforce_education
IE0,2020,Ireland,IE,high,49.9,5.49682875264271,14258,EU_labor_market_workforce_education
IE0,2021,Ireland,IE,low,12.5,-13.79310344827586,1713,EU_labor_market_workforce_education
IE0,2021,Ireland,IE,medium,34.6,-2.535211267605629,7986,EU_labor_market_workforce_education
IE0,2021,Ireland,IE,high,52.9,6.012024048096193,14259,EU_labor_market_workforce_education
IE0,2022,Ireland,IE,low,12.2,-2.4000000000000057,1714,EU_labor_market_workforce_education
IE0,2022,Ireland,IE,medium,34.2,-1.1560693641618456,7987,EU_labor_market_workforce_education
IE0,2022,Ireland,IE,high,53.7,1.5122873345935808,14260,EU_labor_market_workforce_education
IE0,2023,Ireland,IE,low,11.7,-4.0983606557377055,1715,EU_labor_market_workforce_education
IE0,2023,Ireland,IE,medium,33.7,-1.461988304093567,7988,EU_labor_market_workforce_education
IE0,2023,Ireland,IE,high,54.5,1.4897579143389146,14261,EU_labor_market_workforce_education
IE0,2024,Ireland,IE,low,10.6,-9.4017094017094,1716,EU_labor_market_workforce_education
IE0,2024,Ireland,IE,medium,32.8,-2.67062314540061,7989,EU_labor_market_workforce_education
IE0,2024,Ireland,IE,high,56.6,3.853211009174314,14262,EU_labor_market_workforce_education
IE04,2008,Northern and Western,IE,low,,,1717,EU_labor_market_workforce_education
IE04,2008,Northern and Western,IE,medium,,,7990,EU_labor_market_workforce_education
IE04,2008,Northern and Western,IE,high,,,14263,EU_labor_market_workforce_education
IE04,2009,Northern and Western,IE,low,,,1718,EU_labor_market_workforce_education
IE04,2009,Northern and Western,IE,medium,,,7991,EU_labor_market_workforce_education
IE04,2009,Northern and Western,IE,high,,,14264,EU_labor_market_workforce_education
IE04,2010,Northern and Western,IE,low,,,1719,EU_labor_market_workforce_education
IE04,2010,Northern and Western,IE,medium,,,7992,EU_labor_market_workforce_education
IE04,2010,Northern and Western,IE,high,,,14265,EU_labor_market_workforce_education
IE04,2011,Northern and Western,IE,low,,,1720,EU_labor_market_workforce_education
IE04,2011,Northern and Western,IE,medium,,,7993,EU_labor_market_workforce_education
IE04,2011,Northern and Western,IE,high,,,14266,EU_labor_market_workforce_education
IE04,2012,Northern and Western,IE,low,28.5,,1721,EU_labor_market_workforce_education
IE04,2012,Northern and Western,IE,medium,34.8,,7994,EU_labor_market_workforce_education
IE04,2012,Northern and Western,IE,high,36.7,,14267,EU_labor_market_workforce_education
IE04,2013,Northern and Western,IE,low,26.6,-6.666666666666661,1722,EU_labor_market_workforce_education
IE04,2013,Northern and Western,IE,medium,34.8,0.0,7995,EU_labor_market_workforce_education
IE04,2013,Northern and Western,IE,high,38.6,5.1771117166212495,14268,EU_labor_market_workforce_education
IE04,2014,Northern and Western,IE,low,23.0,-13.53383458646617,1723,EU_labor_market_workforce_education
IE04,2014,Northern and Western,IE,medium,38.7,11.206896551724157,7996,EU_labor_market_workforce_education
IE04,2014,Northern and Western,IE,high,38.4,-0.518134715025914,14269,EU_labor_market_workforce_education
IE04,2015,Northern and Western,IE,low,21.8,-5.217391304347823,1724,EU_labor_market_workforce_education
IE04,2015,Northern and Western,IE,medium,39.0,0.775193798449605,7997,EU_labor_market_workforce_education
IE04,2015,Northern and Western,IE,high,39.2,2.0833333333333446,14270,EU_labor_market_workforce_education
IE04,2016,Northern and Western,IE,low,22.2,1.8348623853210944,1725,EU_labor_market_workforce_education
IE04,2016,Northern and Western,IE,medium,37.9,-2.820512820512824,7998,EU_labor_market_workforce_education
IE04,2016,Northern and Western,IE,high,39.9,1.785714285714275,14271,EU_labor_market_workforce_education
IE04,2017,Northern and Western,IE,low,20.3,-8.558558558558554,1726,EU_labor_market_workforce_education
IE04,2017,Northern and Western,IE,medium,38.2,0.7915567282322014,7999,EU_labor_market_workforce_education
IE04,2017,Northern and Western,IE,high,41.5,4.010025062656646,14272,EU_labor_market_workforce_education
IE04,2018,Northern and Western,IE,low,19.7,-2.9556650246305485,1727,EU_labor_market_workforce_education
IE04,2018,Northern and Western,IE,medium,39.1,2.356020942408373,8000,EU_labor_market_workforce_education
IE04,2018,Northern and Western,IE,high,41.2,-0.7228915662650535,14273,EU_labor_market_workforce_education
IE04,2019,Northern and Western,IE,low,18.8,-4.568527918781719,1728,EU_labor_market_workforce_education
IE04,2019,Northern and Western,IE,medium,38.7,-1.0230179028132955,8001,EU_labor_market_workforce_education
IE04,2019,Northern and Western,IE,high,42.5,3.1553398058252355,14274,EU_labor_market_workforce_education
IE04,2020,Northern and Western,IE,low,14.9,-20.744680851063837,1729,EU_labor_market_workforce_education
IE04,2020,Northern and Western,IE,medium,38.7,0.0,8002,EU_labor_market_workforce_education
IE04,2020,Northern and Western,IE,high,46.4,9.17647058823529,14275,EU_labor_market_workforce_education
IE04,2021,Northern and Western,IE,low,14.3,-4.02684563758389,1730,EU_labor_market_workforce_education
IE04,2021,Northern and Western,IE,medium,37.0,-4.3927648578811445,8003,EU_labor_market_workforce_education
IE04,2021,Northern and Western,IE,high,48.7,4.956896551724147,14276,EU_labor_market_workforce_education
IE04,2022,Northern and Western,IE,low,13.8,-3.496503496503496,1731,EU_labor_market_workforce_education
IE04,2022,Northern and Western,IE,medium,36.6,-1.0810810810810774,8004,EU_labor_market_workforce_education
IE04,2022,Northern and Western,IE,high,49.6,1.8480492813141651,14277,EU_labor_market_workforce_education
IE04,2023,Northern and Western,IE,low,13.3,-3.6231884057971016,1732,EU_labor_market_workforce_education
IE04,2023,Northern and Western,IE,medium,34.6,-5.46448087431694,8005,EU_labor_market_workforce_education
IE04,2023,Northern and Western,IE,high,52.0,4.838709677419352,14278,EU_labor_market_workforce_education
IE04,2024,Northern and Western,IE,low,12.7,-4.511278195488732,1733,EU_labor_market_workforce_education
IE04,2024,Northern and Western,IE,medium,33.3,-3.757225433526024,8006,EU_labor_market_workforce_education
IE04,2024,Northern and Western,IE,high,54.0,3.8461538461538463,14279,EU_labor_market_workforce_education
IE05,2008,Southern,IE,low,,,1734,EU_labor_market_workforce_education
IE05,2008,Southern,IE,medium,,,8007,EU_labor_market_workforce_education
IE05,2008,Southern,IE,high,,,14280,EU_labor_market_workforce_education
IE05,2009,Southern,IE,low,,,1735,EU_labor_market_workforce_education
IE05,2009,Southern,IE,medium,,,8008,EU_labor_market_workforce_education
IE05,2009,Southern,IE,high,,,14281,EU_labor_market_workforce_education
IE05,2010,Southern,IE,low,,,1736,EU_labor_market_workforce_education
IE05,2010,Southern,IE,medium,,,8009,EU_labor_market_workforce_education
IE05,2010,Southern,IE,high,,,14282,EU_labor_market_workforce_education
IE05,2011,Southern,IE,low,,,1737,EU_labor_market_workforce_education
IE05,2011,Southern,IE,medium,,,8010,EU_labor_market_workforce_education
IE05,2011,Southern,IE,high,,,14283,EU_labor_market_workforce_education
IE05,2012,Southern,IE,low,25.8,,1738,EU_labor_market_workforce_education
IE05,2012,Southern,IE,medium,36.9,,8011,EU_labor_market_workforce_education
IE05,2012,Southern,IE,high,37.3,,14284,EU_labor_market_workforce_education
IE05,2013,Southern,IE,low,24.0,-6.976744186046514,1739,EU_labor_market_workforce_education
IE05,2013,Southern,IE,medium,36.9,0.0,8012,EU_labor_market_workforce_education
IE05,2013,Southern,IE,high,39.1,4.825737265415561,14285,EU_labor_market_workforce_education
IE05,2014,Southern,IE,low,20.8,-13.33333333333333,1740,EU_labor_market_workforce_education
IE05,2014,Southern,IE,medium,40.3,9.214092140921403,8013,EU_labor_market_workforce_education
IE05,2014,Southern,IE,high,38.9,-0.5115089514066569,14286,EU_labor_market_workforce_education
IE05,2015,Southern,IE,low,20.5,-1.4423076923076956,1741,EU_labor_market_workforce_education
IE05,2015,Southern,IE,medium,39.3,-2.481389578163772,8014,EU_labor_market_workforce_education
IE05,2015,Southern,IE,high,40.3,3.598971722365035,14287,EU_labor_market_workforce_education
IE05,2016,Southern,IE,low,19.5,-4.878048780487805,1742,EU_labor_market_workforce_education
IE05,2016,Southern,IE,medium,39.7,1.01781170483462,8015,EU_labor_market_workforce_education
IE05,2016,Southern,IE,high,40.9,1.4888337468982666,14288,EU_labor_market_workforce_education
IE05,2017,Southern,IE,low,18.1,-7.179487179487172,1743,EU_labor_market_workforce_education
IE05,2017,Southern,IE,medium,39.3,-1.0075566750629863,8016,EU_labor_market_workforce_education
IE05,2017,Southern,IE,high,42.6,4.156479217603919,14289,EU_labor_market_workforce_education
IE05,2018,Southern,IE,low,17.9,-1.1049723756906231,1744,EU_labor_market_workforce_education
IE05,2018,Southern,IE,medium,39.6,0.7633587786259651,8017,EU_labor_market_workforce_education
IE05,2018,Southern,IE,high,42.5,-0.234741784037562,14290,EU_labor_market_workforce_education
IE05,2019,Southern,IE,low,17.4,-2.7932960893854752,1745,EU_labor_market_workforce_education
IE05,2019,Southern,IE,medium,39.4,-0.5050505050505122,8018,EU_labor_market_workforce_education
IE05,2019,Southern,IE,high,43.2,1.6470588235294186,14291,EU_labor_market_workforce_education
IE05,2020,Southern,IE,low,15.9,-8.620689655172404,1746,EU_labor_market_workforce_education
IE05,2020,Southern,IE,medium,38.6,-2.030456852791871,8019,EU_labor_market_workforce_education
IE05,2020,Southern,IE,high,45.6,5.555555555555552,14292,EU_labor_market_workforce_education
IE05,2021,Southern,IE,low,13.7,-13.83647798742139,1747,EU_labor_market_workforce_education
IE05,2021,Southern,IE,medium,36.8,-4.663212435233172,8020,EU_labor_market_workforce_education
IE05,2021,Southern,IE,high,49.4,8.333333333333327,14293,EU_labor_market_workforce_education
IE05,2022,Southern,IE,low,12.8,-6.569343065693421,1748,EU_labor_market_workforce_education
IE05,2022,Southern,IE,medium,36.6,-0.5434782608695536,8021,EU_labor_market_workforce_education
IE05,2022,Southern,IE,high,50.5,2.2267206477732824,14294,EU_labor_market_workforce_education
IE05,2023,Southern,IE,low,12.6,-1.5625000000000084,1749,EU_labor_market_workforce_education
IE05,2023,Southern,IE,medium,37.0,1.092896174863384,8022,EU_labor_market_workforce_education
IE05,2023,Southern,IE,high,50.4,-0.1980198019802008,14295,EU_labor_market_workforce_education
IE05,2024,Southern,IE,low,11.4,-9.523809523809518,1750,EU_labor_market_workforce_education
IE05,2024,Southern,IE,medium,35.3,-4.594594594594603,8023,EU_labor_market_workforce_education
IE05,2024,Southern,IE,high,53.3,5.753968253968251,14296,EU_labor_market_workforce_education
IE06,2008,Eastern and Midland,IE,low,,,1751,EU_labor_market_workforce_education
IE06,2008,Eastern and Midland,IE,medium,,,8024,EU_labor_market_workforce_education
IE06,2008,Eastern and Midland,IE,high,,,14297,EU_labor_market_workforce_education
IE06,2009,Eastern and Midland,IE,low,,,1752,EU_labor_market_workforce_education
IE06,2009,Eastern and Midland,IE,medium,,,8025,EU_labor_market_workforce_education
IE06,2009,Eastern and Midland,IE,high,,,14298,EU_labor_market_workforce_education
IE06,2010,Eastern and Midland,IE,low,,,1753,EU_labor_market_workforce_education
IE06,2010,Eastern and Midland,IE,medium,,,8026,EU_labor_market_workforce_education
IE06,2010,Eastern and Midland,IE,high,,,14299,EU_labor_market_workforce_education
IE06,2011,Eastern and Midland,IE,low,,,1754,EU_labor_market_workforce_education
IE06,2011,Eastern and Midland,IE,medium,,,8027,EU_labor_market_workforce_education
IE06,2011,Eastern and Midland,IE,high,,,14300,EU_labor_market_workforce_education
IE06,2012,Eastern and Midland,IE,low,23.3,,1755,EU_labor_market_workforce_education
IE06,2012,Eastern and Midland,IE,medium,32.1,,8028,EU_labor_market_workforce_education
IE06,2012,Eastern and Midland,IE,high,44.6,,14301,EU_labor_market_workforce_education
IE06,2013,Eastern and Midland,IE,low,20.9,-10.300429184549364,1756,EU_labor_market_workforce_education
IE06,2013,Eastern and Midland,IE,medium,32.7,1.869158878504677,8029,EU_labor_market_workforce_education
IE06,2013,Eastern and Midland,IE,high,46.4,4.035874439461877,14302,EU_labor_market_workforce_education
IE06,2014,Eastern and Midland,IE,low,17.8,-14.832535885167456,1757,EU_labor_market_workforce_education
IE06,2014,Eastern and Midland,IE,medium,34.3,4.892966360856251,8030,EU_labor_market_workforce_education
IE06,2014,Eastern and Midland,IE,high,47.9,3.2327586206896552,14303,EU_labor_market_workforce_education
IE06,2015,Eastern and Midland,IE,low,16.9,-5.056179775280911,1758,EU_labor_market_workforce_education
IE06,2015,Eastern and Midland,IE,medium,33.8,-1.457725947521866,8031,EU_labor_market_workforce_education
IE06,2015,Eastern and Midland,IE,high,49.2,2.7139874739039755,14304,EU_labor_market_workforce_education
IE06,2016,Eastern and Midland,IE,low,16.8,-0.5917159763313483,1759,EU_labor_market_workforce_education
IE06,2016,Eastern and Midland,IE,medium,33.6,-0.5917159763313483,8032,EU_labor_market_workforce_education
IE06,2016,Eastern and Midland,IE,high,49.6,0.8130081300812979,14305,EU_labor_market_workforce_education
IE06,2017,Eastern and Midland,IE,low,16.1,-4.166666666666663,1760,EU_labor_market_workforce_education
IE06,2017,Eastern and Midland,IE,medium,33.2,-1.1904761904761862,8033,EU_labor_market_workforce_education
IE06,2017,Eastern and Midland,IE,high,50.7,2.2177419354838737,14306,EU_labor_market_workforce_education
IE06,2018,Eastern and Midland,IE,low,15.1,-6.211180124223612,1761,EU_labor_market_workforce_education
IE06,2018,Eastern and Midland,IE,medium,33.1,-0.3012048192771127,8034,EU_labor_market_workforce_education
IE06,2018,Eastern and Midland,IE,high,51.7,1.9723865877712032,14307,EU_labor_market_workforce_education
IE06,2019,Eastern and Midland,IE,low,14.8,-1.9867549668874105,1762,EU_labor_market_workforce_education
IE06,2019,Eastern and Midland,IE,medium,33.6,1.510574018126888,8035,EU_labor_market_workforce_education
IE06,2019,Eastern and Midland,IE,high,51.5,-0.3868471953578391,14308,EU_labor_market_workforce_education
IE06,2020,Eastern and Midland,IE,low,13.5,-8.783783783783788,1763,EU_labor_market_workforce_education
IE06,2020,Eastern and Midland,IE,medium,32.6,-2.976190476190476,8036,EU_labor_market_workforce_education
IE06,2020,Eastern and Midland,IE,high,53.9,4.660194174757279,14309,EU_labor_market_workforce_education
IE06,2021,Eastern and Midland,IE,low,11.2,-17.03703703703704,1764,EU_labor_market_workforce_education
IE06,2021,Eastern and Midland,IE,medium,32.3,-0.9202453987730193,8037,EU_labor_market_workforce_education
IE06,2021,Eastern and Midland,IE,high,56.5,4.823747680890541,14310,EU_labor_market_workforce_education
IE06,2022,Eastern and Midland,IE,low,11.2,0.0,1765,EU_labor_market_workforce_education
IE06,2022,Eastern and Midland,IE,medium,31.8,-1.5479876160990602,8038,EU_labor_market_workforce_education
IE06,2022,Eastern and Midland,IE,high,57.0,0.8849557522123894,14311,EU_labor_market_workforce_education
IE06,2023,Eastern and Midland,IE,low,10.7,-4.464285714285714,1766,EU_labor_market_workforce_education
