,0
nuts_label,1.0
sector_employment_pct_diff,0.27280382261600294
sector_employment_pct,0.21393462276214834
sector_employment,0.21009830562659845
total_employment,0.0457960358056266
nace_r2,0.0
geo,0.0
geo_label,0.0
year,0.0
nuts_level,0.0
Country_code,0.0
