geo,year,involuntary_temporary
ES30,2015,222969.0
ES30,2016,278365.0
ES30,2017,272867.0
ES30,2018,284248.0
ES30,2019,315345.0
ES30,2020,259958.0
ES30,2021,248358.0
ES30,2022,186709.0
ES30,2023,119090.0
ES41,2008,94214.0
ES41,2009,75497.0
ES41,2010,89192.0
ES41,2011,93892.0
ES41,2012,86044.0
ES41,2013,81373.0
ES41,2014,104101.0
ES41,2015,106589.0
ES41,2016,115145.0
ES41,2017,113632.0
ES41,2018,119866.0
ES41,2019,115058.0
ES41,2020,120830.0
ES41,2021,85679.0
ES41,2022,85552.0
ES41,2023,53959.0
ES42,2008,91140.0
ES42,2009,89046.0
ES42,2010,93366.0
ES42,2011,90780.0
ES42,2012,84103.0
ES42,2013,81083.0
ES42,2014,82979.0
ES42,2015,95236.0
ES42,2016,113018.0
ES42,2017,106990.0
ES42,2018,102589.0
ES42,2019,112061.0
ES42,2020,104090.0
ES42,2021,88263.0
ES42,2022,74567.0
ES42,2023,54540.0
ES43,2008,66972.0
ES43,2009,62496.0
ES43,2010,56486.0
ES43,2011,65796.0
ES43,2012,60700.0
ES43,2013,49444.0
ES43,2014,63591.0
ES43,2015,63434.0
ES43,2016,65695.0
ES43,2017,56708.0
ES43,2018,67237.0
ES43,2019,79141.0
ES43,2020,58104.0
ES43,2021,52859.0
ES43,2022,38718.0
ES43,2023,49577.0
ES51,2008,305280.0
ES51,2009,252385.0
ES51,2010,310113.0
ES51,2011,328069.0
ES51,2012,292856.0
ES51,2013,303845.0
ES51,2014,271627.0
ES51,2015,298287.0
ES51,2016,385430.0
ES51,2017,352167.0
ES51,2018,279724.0
ES51,2019,370827.0
ES51,2020,288394.0
ES51,2021,230436.0
ES51,2022,219916.0
ES51,2023,152615.0
ES52,2008,256701.0
ES52,2009,232288.0
ES52,2010,219563.0
ES52,2011,251548.0
ES52,2012,230211.0
ES52,2013,232565.0
ES52,2014,213283.0
ES52,2015,263499.0
ES52,2016,253860.0
ES52,2017,279974.0
ES52,2018,260126.0
ES52,2019,249026.0
ES52,2020,223076.0
ES52,2021,210325.0
ES52,2022,175281.0
ES52,2023,123355.0
ES53,2008,63880.0
ES53,2009,53650.0
ES53,2010,53854.0
ES53,2011,56749.0
ES53,2012,57942.0
ES53,2013,60610.0
ES53,2014,59889.0
ES53,2015,75188.0
ES53,2016,77714.0
ES53,2017,68541.0
ES53,2018,69411.0
ES53,2019,46681.0
ES53,2020,46005.0
ES53,2021,44544.0
ES53,2022,28168.0
ES53,2023,21586.0
ES61,2008,576645.0
ES61,2009,476702.0
ES61,2010,500350.0
ES61,2011,502834.0
ES61,2012,474222.0
ES61,2013,405444.0
ES61,2014,459879.0
ES61,2015,541345.0
ES61,2016,585946.0
ES61,2017,577343.0
ES61,2018,598577.0
ES61,2019,606809.0
ES61,2020,531337.0
ES61,2021,519465.0
ES61,2022,422852.0
ES61,2023,352881.0
ES62,2008,84929.0
ES62,2009,77619.0
ES62,2010,75666.0
ES62,2011,79406.0
ES62,2012,74002.0
ES62,2013,86418.0
ES62,2014,90116.0
ES62,2015,90282.0
ES62,2016,90685.0
ES62,2017,94838.0
ES62,2018,100844.0
ES62,2019,86493.0
ES62,2020,93942.0
ES62,2021,76021.0
ES62,2022,49671.0
ES62,2023,40799.0
ES63,2008,4397.0
ES63,2009,2936.0
ES63,2010,3302.0
ES63,2011,4017.0
ES63,2012,3946.0
ES63,2013,2676.0
ES63,2014,2114.0
ES63,2015,2239.0
ES63,2016,4506.0
ES63,2017,3230.0
ES63,2018,2201.0
ES63,2019,3056.0
ES63,2020,4758.0
ES63,2021,2686.0
ES63,2022,1151.0
ES63,2023,2633.0
ES64,2008,2508.0
ES64,2009,2713.0
ES64,2010,2874.0
ES64,2011,3034.0
ES64,2012,5099.0
ES64,2013,4459.0
ES64,2014,2679.0
ES64,2015,2321.0
ES64,2016,5002.0
ES64,2017,4353.0
ES64,2018,4859.0
ES64,2019,5657.0
ES64,2020,5283.0
ES64,2021,6365.0
ES64,2022,4002.0
ES64,2023,5141.0
ES70,2008,150398.0
ES70,2009,134039.0
ES70,2010,99456.0
ES70,2011,126030.0
ES70,2012,124563.0
ES70,2013,129041.0
ES70,2014,129967.0
ES70,2015,144795.0
ES70,2016,134949.0
ES70,2017,196127.0
ES70,2018,171392.0
ES70,2019,170977.0
ES70,2020,136593.0
ES70,2021,133024.0
ES70,2022,121638.0
ES70,2023,110368.0
FI18,2008,54112.0
FI18,2009,60406.0
FI18,2010,59989.0
FI18,2011,62678.0
FI18,2012,54792.0
FI18,2013,61383.0
FI18,2014,68490.0
FI18,2015,63700.0
FI18,2016,69783.0
FI18,2017,71314.0
FI18,2018,73694.0
FI18,2019,73281.0
FI18,2020,67589.0
FI18,2021,23980.0
FI18,2022,27847.0
FI18,2023,16269.0
FI19,2008,35101.0
FI19,2009,33613.0
FI19,2010,33675.0
FI19,2011,33912.0
FI19,2012,39937.0
FI19,2013,34511.0
FI19,2014,34678.0
FI19,2015,35021.0
FI19,2016,36371.0
FI19,2017,39264.0
FI19,2018,43966.0
FI19,2019,36555.0
FI19,2020,37145.0
FI19,2021,17321.0
FI19,2022,14582.0
FI19,2023,7843.0
FI1D,2008,43899.0
FI1D,2009,43130.0
FI1D,2010,39235.0
FI1D,2011,35960.0
FI1D,2012,39786.0
FI1D,2013,38494.0
FI1D,2014,39301.0
FI1D,2015,37592.0
FI1D,2016,37790.0
FI1D,2017,44590.0
FI1D,2018,43323.0
FI1D,2019,42460.0
FI1D,2020,36502.0
FI1D,2021,20340.0
FI1D,2022,11858.0
FI1D,2023,10230.0
FI20,2008,662.0
FI20,2009,811.0
FI20,2010,947.0
FI20,2011,1121.0
FI20,2012,950.0
FI20,2013,837.0
FI20,2014,1526.0
FI20,2015,662.0
FI20,2016,557.0
FI20,2017,952.0
FI20,2018,907.0
FI20,2019,354.0
FI20,2020,925.0
FI20,2021,262.0
FI20,2022,504.0
FI20,2023,452.0
FR10,2008,198854.0
FR10,2009,178831.0
FR10,2010,182642.0
FR10,2011,193274.0
FR10,2012,198045.0
FR10,2013,245996.0
FR10,2014,201818.0
FR10,2015,216132.0
FR10,2016,214340.0
FR10,2017,260197.0
FR10,2018,218318.0
FR10,2019,200852.0
FR10,2020,174292.0
FR10,2021,139245.0
FR10,2022,124508.0
FR10,2023,89805.0
FR21,2008,25200.0
FR21,2009,23478.0
FR21,2010,22856.0
FR21,2011,18545.0
FR21,2012,27062.0
FR22,2008,34572.0
FR22,2009,38216.0
FR22,2010,39523.0
FR22,2011,31153.0
FR22,2012,26999.0
FR23,2008,31368.0
FR23,2009,18022.0
FR23,2010,31109.0
FR23,2011,33124.0
FR23,2012,32731.0
FR24,2008,35784.0
FR24,2009,35929.0
FR24,2010,43621.0
FR24,2011,44103.0
FR24,2012,41108.0
FR25,2008,19858.0
FR25,2009,23929.0
FR25,2010,22979.0
FR25,2011,23257.0
FR25,2012,32669.0
FR26,2008,26989.0
FR26,2009,30434.0
FR26,2010,25787.0
FR26,2011,34756.0
FR26,2012,30273.0
FR30,2008,76219.0
FR30,2009,82250.0
FR30,2010,73561.0
FR30,2011,73150.0
FR30,2012,77887.0
FR41,2008,29774.0
FR41,2009,31230.0
FR41,2010,40460.0
FR41,2011,46342.0
FR41,2012,36441.0
FR42,2008,27364.0
FR42,2009,27183.0
FR42,2010,23296.0
FR42,2011,34190.0
FR42,2012,25402.0
FR43,2008,28145.0
FR43,2009,20738.0
FR43,2010,21528.0
FR43,2011,19384.0
FR43,2012,16505.0
FR51,2008,77282.0
FR51,2009,53301.0
FR51,2010,61263.0
FR51,2011,69549.0
FR51,2012,69734.0
FR52,2008,43776.0
FR52,2009,46047.0
FR52,2010,56095.0
FR52,2011,58186.0
FR52,2012,48389.0
FR53,2008,34323.0
FR53,2009,35949.0
FR53,2010,34875.0
FR53,2011,31469.0
FR53,2012,39212.0
FR61,2008,48908.0
FR61,2009,64550.0
FR61,2010,56615.0
FR61,2011,67869.0
FR61,2012,63961.0
FR62,2008,51856.0
FR62,2009,45779.0
FR62,2010,58670.0
FR62,2011,50619.0
FR62,2012,42961.0
FR63,2008,10868.0
FR63,2009,9453.0
FR63,2010,10666.0
FR63,2011,13570.0
FR63,2012,13905.0
FR71,2008,106426.0
FR71,2009,100345.0
FR71,2010,123952.0
FR71,2011,113526.0
FR71,2012,111497.0
FR72,2008,27718.0
FR72,2009,17680.0
FR72,2010,23700.0
FR72,2011,24210.0
FR72,2012,28646.0
FR81,2008,50106.0
FR81,2009,50068.0
FR81,2010,52000.0
FR81,2011,50564.0
FR81,2012,50837.0
FR82,2008,103869.0
FR82,2009,91931.0
FR82,2010,91414.0
FR82,2011,93534.0
FR82,2012,94448.0
FR83,2008,2658.0
FR83,2009,3053.0
FR83,2010,2688.0
FR83,2011,5491.0
FR83,2012,3394.0
FRB0,2013,40546.0
FRB0,2014,52640.0
FRB0,2015,33874.0
FRB0,2016,47351.0
FRB0,2017,64119.0
FRB0,2018,41471.0
FRB0,2019,41608.0
FRB0,2020,40167.0
FRB0,2021,32784.0
FRB0,2022,25491.0
FRB0,2023,22725.0
FRC1,2013,33132.0
FRC1,2014,30923.0
FRC1,2015,25720.0
FRC1,2016,29555.0
FRC1,2017,46926.0
FRC1,2018,26471.0
FRC1,2019,21814.0
FRC1,2020,34043.0
FRC1,2021,20925.0
FRC1,2022,16561.0
FRC1,2023,13663.0
FRC2,2013,17607.0
FRC2,2014,19951.0
FRC2,2015,20737.0
FRC2,2016,20631.0
FRC2,2017,26920.0
FRC2,2018,23151.0
FRC2,2019,20062.0
FRC2,2020,11334.0
FRC2,2021,15836.0
FRC2,2022,11982.0
FRC2,2023,12927.0
FRD1,2013,24380.0
FRD1,2014,28895.0
FRD1,2015,26710.0
FRD1,2016,29356.0
FRD1,2017,29984.0
FRD1,2018,29907.0
FRD1,2019,23911.0
FRD1,2020,17880.0
FRD1,2021,28993.0
FRD1,2022,12233.0
FRD1,2023,14923.0
FRD2,2013,35624.0
FRD2,2014,43999.0
FRD2,2015,31380.0
FRD2,2016,38328.0
FRD2,2017,34289.0
FRD2,2018,50570.0
FRD2,2019,48737.0
FRD2,2020,34287.0
FRD2,2021,33168.0
FRD2,2022,17105.0
FRD2,2023,23271.0
FRE1,2013,78860.0
FRE1,2014,72745.0
FRE1,2015,75271.0
FRE1,2016,80802.0
FRE1,2017,94237.0
FRE1,2018,100007.0
FRE1,2019,112066.0
FRE1,2020,87372.0
FRE1,2021,48932.0
FRE1,2022,58313.0
FRE1,2023,37689.0
FRE2,2013,42527.0
FRE2,2014,36176.0
FRE2,2015,36673.0
FRE2,2016,48178.0
FRE2,2017,49531.0
FRE2,2018,34866.0
FRE2,2019,35328.0
FRE2,2020,36545.0
FRE2,2021,27760.0
FRE2,2022,26290.0
FRE2,2023,19095.0
FRF1,2013,34043.0
FRF1,2014,24427.0
FRF1,2015,37804.0
FRF1,2016,28538.0
FRF1,2017,37192.0
FRF1,2018,43160.0
FRF1,2019,30160.0
FRF1,2020,27704.0
FRF1,2021,29791.0
FRF1,2022,19778.0
FRF1,2023,15737.0
FRF2,2013,21535.0
FRF2,2014,29366.0
FRF2,2015,23150.0
FRF2,2016,23610.0
FRF2,2017,28891.0
FRF2,2018,27282.0
FRF2,2019,36365.0
FRF2,2020,17423.0
FRF2,2021,24481.0
FRF2,2022,16475.0
FRF2,2023,10750.0
FRF3,2013,37383.0
FRF3,2014,49717.0
FRF3,2015,55232.0
FRF3,2016,49937.0
FRF3,2017,45544.0
FRF3,2018,44246.0
FRF3,2019,45355.0
FRF3,2020,36322.0
FRF3,2021,45005.0
FRF3,2022,22824.0
FRF3,2023,23622.0
FRG0,2013,51494.0
FRG0,2014,68330.0
FRG0,2015,80961.0
FRG0,2016,88638.0
FRG0,2017,71917.0
FRG0,2018,77067.0
FRG0,2019,58474.0
FRG0,2020,47601.0
FRG0,2021,45800.0
FRG0,2022,25193.0
FRG0,2023,36347.0
FRH0,2013,53075.0
FRH0,2014,76905.0
FRH0,2015,68169.0
FRH0,2016,68545.0
FRH0,2017,61800.0
FRH0,2018,73964.0
FRH0,2019,60355.0
FRH0,2020,57307.0
FRH0,2021,27459.0
FRH0,2022,26445.0
FRH0,2023,30475.0
FRI1,2013,58921.0
FRI1,2014,77268.0
FRI1,2015,67009.0
FRI1,2016,90865.0
FRI1,2017,72418.0
FRI1,2018,77266.0
FRI1,2019,79248.0
FRI1,2020,56163.0
FRI1,2021,42940.0
FRI1,2022,32802.0
FRI1,2023,32109.0
FRI2,2013,12840.0
FRI2,2014,11757.0
FRI2,2015,12663.0
FRI2,2016,17777.0
FRI2,2017,21046.0
FRI2,2018,15235.0
FRI2,2019,16217.0
FRI2,2020,14281.0
FRI2,2021,4184.0
FRI2,2022,6924.0
FRI2,2023,4720.0
FRI3,2013,33918.0
FRI3,2014,31111.0
FRI3,2015,40903.0
FRI3,2016,35663.0
FRI3,2017,30805.0
FRI3,2018,36163.0
FRI3,2019,21019.0
FRI3,2020,19693.0
FRI3,2021,17162.0
FRI3,2022,15179.0
FRI3,2023,17557.0
FRJ1,2013,51658.0
FRJ1,2014,54648.0
FRJ1,2015,50682.0
FRJ1,2016,46655.0
FRJ1,2017,68754.0
FRJ1,2018,56723.0
FRJ1,2019,54024.0
FRJ1,2020,73405.0
FRJ1,2021,42601.0
FRJ1,2022,44037.0
FRJ1,2023,45764.0
FRJ2,2013,49554.0
FRJ2,2014,67763.0
FRJ2,2015,45313.0
FRJ2,2016,76795.0
FRJ2,2017,78282.0
FRJ2,2018,51896.0
FRJ2,2019,49455.0
FRJ2,2020,72975.0
FRJ2,2021,44185.0
FRJ2,2022,28910.0
FRJ2,2023,29850.0
FRK1,2013,20516.0
FRK1,2014,24858.0
FRK1,2015,23379.0
FRK1,2016,38952.0
FRK1,2017,45986.0
FRK1,2018,24253.0
FRK1,2019,24799.0
FRK1,2020,19724.0
FRK1,2021,16300.0
FRK1,2022,15691.0
FRK1,2023,17998.0
FRK2,2013,108968.0
FRK2,2014,116725.0
FRK2,2015,138236.0
FRK2,2016,124963.0
FRK2,2017,158610.0
FRK2,2018,142725.0
FRK2,2019,139930.0
FRK2,2020,120985.0
FRK2,2021,85743.0
FRK2,2022,62541.0
FRK2,2023,36233.0
FRL0,2013,105558.0
FRL0,2014,85011.0
FRL0,2015,95850.0
FRL0,2016,99528.0
FRL0,2017,117290.0
FRL0,2018,116406.0
FRL0,2019,88054.0
FRL0,2020,73848.0
FRL0,2021,77063.0
FRL0,2022,39393.0
FRL0,2023,49069.0
FRM0,2013,4065.0
FRM0,2014,2898.0
FRM0,2015,21916.0
FRM0,2016,5877.0
FRM0,2017,1485.0
FRM0,2018,4995.0
FRM0,2019,5778.0
FRM0,2020,7589.0
FRM0,2021,3535.0
FRM0,2022,3911.0
FRM0,2023,3952.0
FRY1,2014,11768.0
FRY1,2015,8870.0
FRY1,2016,7493.0
FRY1,2017,7106.0
FRY1,2018,8598.0
FRY1,2019,6354.0
FRY1,2020,7643.0
FRY1,2021,7517.0
FRY1,2022,9455.0
FRY1,2023,4307.0
FRY2,2014,12619.0
FRY2,2015,9206.0
FRY2,2016,10958.0
FRY2,2017,9195.0
FRY2,2018,9995.0
FRY2,2019,9353.0
FRY2,2020,9518.0
FRY2,2021,8739.0
FRY2,2022,8313.0
FRY2,2023,5413.0
FRY3,2014,4770.0
FRY3,2015,5794.0
FRY3,2016,4208.0
FRY3,2017,6196.0
FRY3,2018,6079.0
FRY3,2019,4763.0
FRY3,2020,4951.0
FRY3,2021,5868.0
FRY3,2022,4090.0
FRY3,2023,3216.0
FRY4,2014,23121.0
FRY4,2015,23238.0
FRY4,2016,24172.0
FRY4,2017,28750.0
FRY4,2018,23696.0
FRY4,2019,23377.0
FRY4,2020,22474.0
FRY4,2021,18426.0
FRY4,2022,19156.0
FRY4,2023,19693.0
HR03,2008,17452.0
HR03,2009,18416.0
HR03,2010,18380.0
HR03,2011,14240.0
HR03,2012,16740.0
HR03,2013,17031.0
HR03,2014,20223.0
HR03,2015,22698.0
HR03,2016,52241.0
HR03,2017,54777.0
HR03,2018,58093.0
HR03,2019,57577.0
HR03,2020,52122.0
HR03,2021,37181.0
HR03,2022,41746.0
HR03,2023,22231.0
HR04,2008,29872.0
HR04,2009,27772.0
HR04,2010,25168.0
HR04,2011,30461.0
HR04,2012,31866.0
HR04,2013,35961.0
HR04,2014,38888.0
HR04,2015,46459.0
HR04,2016,87923.0
HR04,2017,92805.0
HR04,2018,90420.0
HR04,2019,75059.0
HR04,2020,56433.0
HR04,2021,38240.0
HR04,2022,36783.0
HR04,2023,34502.0
HU10,2008,19459.0
HU10,2009,18217.0
HU10,2010,18454.0
HU10,2011,22999.0
HU10,2012,21675.0
HU10,2013,30240.0
HU10,2014,21242.0
HU10,2015,22692.0
HU10,2016,15626.0
HU10,2017,15913.0
HU10,2018,10531.0
HU10,2019,11615.0
HU10,2020,7231.0
HU10,2021,4637.0
HU10,2022,5241.0
HU10,2023,4279.0
HU21,2008,9538.0
HU21,2009,9816.0
HU21,2010,9910.0
HU21,2011,9763.0
HU21,2012,10965.0
HU21,2013,12827.0
HU21,2014,14884.0
HU21,2015,15701.0
HU21,2016,13160.0
HU21,2017,10227.0
HU21,2018,7714.0
HU21,2019,5250.0
HU21,2020,4704.0
HU21,2021,2561.0
HU21,2022,2203.0
HU21,2023,1671.0
HU22,2008,7121.0
HU22,2009,10912.0
HU22,2010,11966.0
HU22,2011,12593.0
HU22,2012,12996.0
HU22,2013,10851.0
HU22,2014,13322.0
HU22,2015,14027.0
HU22,2016,9009.0
HU22,2017,8472.0
HU22,2018,6585.0
HU22,2019,5978.0
HU22,2020,4636.0
HU22,2021,1752.0
HU22,2022,925.0
HU22,2023,1601.0
HU23,2008,14194.0
HU23,2009,16653.0
HU23,2010,20485.0
HU23,2011,18635.0
HU23,2012,21774.0
HU23,2013,26433.0
HU23,2014,29914.0
HU23,2015,33496.0
HU23,2016,29572.0
HU23,2017,29834.0
HU23,2018,23716.0
HU23,2019,22826.0
HU23,2020,20173.0
HU23,2021,5171.0
HU23,2022,3640.0
HU23,2023,4845.0
HU31,2008,17007.0
HU31,2009,21343.0
HU31,2010,29227.0
HU31,2011,23019.0
HU31,2012,28981.0
HU31,2013,34377.0
HU31,2014,40518.0
HU31,2015,52078.0
HU31,2016,47623.0
HU31,2017,43168.0
HU31,2018,38700.0
HU31,2019,32756.0
HU31,2020,28534.0
HU31,2021,9286.0
HU31,2022,7744.0
HU31,2023,7589.0
HU32,2008,26283.0
HU32,2009,29003.0
HU32,2010,38824.0
HU32,2011,34223.0
HU32,2012,44355.0
HU32,2013,53099.0
HU32,2014,57271.0
HU32,2015,69785.0
HU32,2016,78433.0
HU32,2017,70640.0
HU32,2018,55615.0
HU32,2019,51112.0
HU32,2020,42774.0
HU32,2021,10880.0
HU32,2022,10932.0
HU32,2023,7793.0
HU33,2008,17068.0
HU33,2009,21354.0
HU33,2010,26752.0
HU33,2011,24929.0
HU33,2012,30396.0
HU33,2013,37014.0
HU33,2014,39054.0
HU33,2015,38864.0
HU33,2016,38475.0
HU33,2017,34183.0
HU33,2018,24988.0
HU33,2019,20499.0
HU33,2020,20315.0
HU33,2021,9000.0
HU33,2022,7063.0
HU33,2023,7671.0
IE01,2008,5001.0
IE01,2009,5095.0
IE01,2010,7955.0
IE01,2011,8392.0
IE01,2012,8843.0
IE01,2013,10857.0
IE01,2014,9463.0
IE01,2015,8998.0
IE01,2016,9621.0
IE01,2017,9209.0
IE01,2018,8896.0
IE01,2019,6739.0
IE01,2020,6966.0
IE01,2021,5651.0
IE01,2022,4846.0
IE01,2023,3411.0
IE02,2008,10249.0
IE02,2009,13327.0
IE02,2010,17028.0
IE02,2011,19339.0
IE02,2012,39467.0
IE02,2013,42635.0
IE02,2014,40796.0
IE02,2015,39393.0
IE02,2016,39835.0
IE02,2017,33720.0
IE02,2018,28733.0
IE02,2019,23849.0
IE02,2020,23042.0
IE02,2021,17409.0
IE02,2022,20164.0
IE02,2023,15964.0
ITC1,2008,56806.0
ITC1,2009,52548.0
ITC1,2010,58561.0
ITC1,2011,70403.0
ITC1,2012,64847.0
ITC1,2013,67497.0
ITC1,2014,67008.0
ITC1,2015,68698.0
ITC1,2016,67849.0
ITC1,2017,71605.0
ITC1,2018,103241.0
ITC1,2019,97935.0
ITC1,2020,82291.0
ITC1,2021,59096.0
ITC1,2022,61827.0
ITC1,2023,58536.0
ITC2,2008,2599.0
ITC2,2009,2258.0
ITC2,2010,2515.0
ITC2,2011,2702.0
ITC2,2012,2516.0
ITC2,2013,2839.0
ITC2,2014,3201.0
ITC2,2015,3384.0
ITC2,2016,3546.0
ITC2,2017,3971.0
ITC2,2018,4169.0
ITC2,2019,4177.0
ITC2,2020,3767.0
ITC2,2021,2269.0
ITC2,2022,2377.0
ITC2,2023,2071.0
ITC3,2008,24814.0
ITC3,2009,22719.0
ITC3,2010,22095.0
ITC3,2011,25160.0
ITC3,2012,22324.0
ITC3,2013,17501.0
ITC3,2014,22748.0
ITC3,2015,23691.0
ITC3,2016,22323.0
ITC3,2017,27179.0
ITC3,2018,36081.0
ITC3,2019,35452.0
ITC3,2020,32462.0
ITC3,2021,20178.0
ITC3,2022,22648.0
ITC3,2023,19377.0
ITC4,2008,111012.0
ITC4,2009,107623.0
ITC4,2010,118112.0
ITC4,2011,128848.0
ITC4,2012,134738.0
ITC4,2013,131645.0
ITC4,2014,131733.0
ITC4,2015,149798.0
ITC4,2016,150850.0
ITC4,2017,172134.0
ITC4,2018,209198.0
ITC4,2019,208077.0
ITC4,2020,176483.0
ITC4,2021,136215.0
ITC4,2022,143322.0
ITC4,2023,131096.0
ITF1,2008,25578.0
ITF1,2009,25053.0
ITF1,2010,22183.0
ITF1,2011,24581.0
ITF1,2012,27903.0
ITF1,2013,28966.0
ITF1,2014,31959.0
ITF1,2015,34150.0
ITF1,2016,31392.0
ITF1,2017,33968.0
ITF1,2018,39385.0
ITF1,2019,50404.0
ITF1,2020,41504.0
ITF1,2021,32090.0
ITF1,2022,39941.0
ITF1,2023,33771.0
ITF2,2008,6487.0
ITF2,2009,5142.0
ITF2,2010,5071.0
ITF2,2011,5389.0
ITF2,2012,5292.0
ITF2,2013,5405.0
ITF2,2014,4939.0
ITF2,2015,5653.0
ITF2,2016,6000.0
ITF2,2017,5253.0
ITF2,2018,6665.0
ITF2,2019,7780.0
ITF2,2020,6170.0
ITF2,2021,4182.0
ITF2,2022,5752.0
ITF2,2023,5643.0
ITF3,2008,96843.0
ITF3,2009,94109.0
ITF3,2010,93316.0
ITF3,2011,100369.0
ITF3,2012,102796.0
ITF3,2013,110076.0
ITF3,2014,109020.0
ITF3,2015,121458.0
ITF3,2016,115257.0
ITF3,2017,129680.0
ITF3,2018,144169.0
ITF3,2019,151147.0
ITF3,2020,139296.0
ITF3,2021,92075.0
ITF3,2022,88951.0
ITF3,2023,81229.0
ITF4,2008,98366.0
ITF4,2009,106796.0
ITF4,2010,105060.0
ITF4,2011,106725.0
ITF4,2012,115666.0
ITF4,2013,107860.0
ITF4,2014,105530.0
ITF4,2015,112017.0
ITF4,2016,110115.0
ITF4,2017,109920.0
ITF4,2018,138843.0
ITF4,2019,131761.0
ITF4,2020,122533.0
ITF4,2021,72022.0
ITF4,2022,71314.0
ITF4,2023,68737.0
ITF5,2008,13388.0
ITF5,2009,12982.0
ITF5,2010,12308.0
ITF5,2011,12885.0
ITF5,2012,12829.0
ITF5,2013,11549.0
ITF5,2014,11793.0
ITF5,2015,12296.0
ITF5,2016,13049.0
ITF5,2017,14244.0
ITF5,2018,18065.0
ITF5,2019,21052.0
ITF5,2020,20055.0
ITF5,2021,11517.0
ITF5,2022,11388.0
ITF5,2023,10205.0
ITF6,2008,61372.0
ITF6,2009,60038.0
ITF6,2010,59285.0
ITF6,2011,60770.0
ITF6,2012,62878.0
ITF6,2013,60217.0
ITF6,2014,63076.0
ITF6,2015,61336.0
ITF6,2016,67832.0
ITF6,2017,64626.0
ITF6,2018,75155.0
ITF6,2019,74390.0
ITF6,2020,67213.0
ITF6,2021,25617.0
ITF6,2022,24304.0
ITF6,2023,26881.0
ITG1,2008,146702.0
ITG1,2009,138692.0
ITG1,2010,143745.0
ITG1,2011,144878.0
ITG1,2012,137641.0
ITG1,2013,128316.0
ITG1,2014,135739.0
ITG1,2015,145236.0
ITG1,2016,137163.0
ITG1,2017,154414.0
ITG1,2018,166731.0
ITG1,2019,175621.0
ITG1,2020,166237.0
ITG1,2021,73196.0
ITG1,2022,76627.0
ITG1,2023,84304.0
ITG2,2008,40055.0
ITG2,2009,41737.0
ITG2,2010,39666.0
ITG2,2011,41977.0
ITG2,2012,46073.0
ITG2,2013,42055.0
ITG2,2014,39211.0
ITG2,2015,46846.0
ITG2,2016,48471.0
ITG2,2017,47059.0
ITG2,2018,59514.0
ITG2,2019,68940.0
ITG2,2020,49147.0
ITG2,2021,32119.0
ITG2,2022,32742.0
ITG2,2023,32125.0
ITH1,2008,8847.0
ITH1,2009,10304.0
ITH1,2010,9748.0
ITH1,2011,9799.0
ITH1,2012,10630.0
ITH1,2013,12085.0
ITH1,2014,13156.0
ITH1,2015,13276.0
ITH1,2016,13497.0
ITH1,2017,14389.0
ITH1,2018,16133.0
ITH1,2019,15325.0
ITH1,2020,13833.0
ITH1,2021,5577.0
ITH1,2022,6587.0
ITH1,2023,7616.0
ITH2,2008,11603.0
ITH2,2009,11982.0
ITH2,2010,11294.0
ITH2,2011,14325.0
ITH2,2012,14698.0
ITH2,2013,15900.0
ITH2,2014,17571.0
ITH2,2015,17902.0
ITH2,2016,17588.0
ITH2,2017,21124.0
ITH2,2018,22981.0
ITH2,2019,24040.0
ITH2,2020,20291.0
ITH2,2021,11484.0
ITH2,2022,10283.0
ITH2,2023,9171.0
ITH3,2008,85216.0
ITH3,2009,64090.0
ITH3,2010,59322.0
ITH3,2011,74286.0
ITH3,2012,79092.0
ITH3,2013,86453.0
ITH3,2014,74938.0
ITH3,2015,81549.0
ITH3,2016,90754.0
ITH3,2017,105657.0
ITH3,2018,138143.0
ITH3,2019,123080.0
ITH3,2020,103199.0
ITH3,2021,72548.0
ITH3,2022,86835.0
ITH3,2023,80424.0
ITH4,2008,23546.0
ITH4,2009,20095.0
ITH4,2010,20106.0
ITH4,2011,23174.0
ITH4,2012,20148.0
ITH4,2013,22440.0
ITH4,2014,23225.0
ITH4,2015,21123.0
ITH4,2016,27570.0
ITH4,2017,31217.0
ITH4,2018,40311.0
ITH4,2019,35796.0
ITH4,2020,28902.0
ITH4,2021,22128.0
ITH4,2022,23845.0
ITH4,2023,23506.0
ITH5,2008,65681.0
ITH5,2009,73404.0
ITH5,2010,83247.0
ITH5,2011,89188.0
ITH5,2012,102030.0
ITH5,2013,103483.0
ITH5,2014,109720.0
ITH5,2015,112191.0
ITH5,2016,110247.0
ITH5,2017,120043.0
ITH5,2018,149788.0
ITH5,2019,145959.0
ITH5,2020,130200.0
ITH5,2021,85096.0
ITH5,2022,90996.0
ITH5,2023,85009.0
ITI1,2008,61220.0
ITI1,2009,58742.0
ITI1,2010,66573.0
ITI1,2011,72148.0
ITI1,2012,68664.0
ITI1,2013,65596.0
ITI1,2014,75355.0
ITI1,2015,80785.0
ITI1,2016,77221.0
ITI1,2017,85136.0
ITI1,2018,104683.0
ITI1,2019,111267.0
ITI1,2020,85625.0
ITI1,2021,52124.0
ITI1,2022,63871.0
ITI1,2023,60020.0
ITI2,2008,13737.0
ITI2,2009,16731.0
ITI2,2010,14441.0
ITI2,2011,15391.0
ITI2,2012,14628.0
ITI2,2013,15434.0
ITI2,2014,18024.0
ITI2,2015,17636.0
ITI2,2016,17743.0
ITI2,2017,22596.0
ITI2,2018,24433.0
