Avg_expenditure_per_journey,Avg_expenditure_per_stay,Avg_duration_of_stay,Year,Region
425.2,89.28510317922041,4.762272594863933,2024,Western Greece
372.87654678804574,76.6411988466967,4.865223305469171,2023,Western Greece
378.8055818663002,74.07462528411384,5.1138373014158125,2022,Western Greece
364.8173807408627,54.049352325584906,6.749708646706059,2021,Western Greece
371.2965281139773,52.72208637202154,7.0425234216644395,2020,Western Greece
315.01081021201804,56.80509014616747,5.545468010022535,2019,Western Greece
302.9048924454362,66.52559899255918,4.553208043708344,2018,Western Greece
281.8832736758977,56.35365304004611,5.002040834435089,2017,Western Greece
283.4547614734829,53.08073489795071,5.340068520498691,2016,Western Greece
