NUTS2,NUTS3,Hotel_Arrivals_Natives,Hotel_Arrivals_Foreign,Hotel_Arrivals_Total,Hotel_Beds
ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,5106,635,5741,985
ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΣΤΟΡΙΑΣ,53714,15868,69582,1958
ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΦΛΩΡΙΝΑΣ,17542,1894,19436,1160
ΘΕΣΣΑΛΙΑ,ΣΥΝΟΛΟ,627866,475189,1103055,31025
ΘΕΣΣΑΛΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΡΙΣΑΣ,110924,20052,130976,2764
ΘΕΣΣΑΛΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΡΔΙΤΣΑΣ,67273,7582,74855,1952
ΘΕΣΣΑΛΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΑΓΝΗΣΙΑΣ,269359,68320,337679,10414
ΘΕΣΣΑΛΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΠΟΡΑΔΩΝ,37612,117613,155225,11434
ΘΕΣΣΑΛΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΤΡΙΚΑΛΩΝ,142698,261622,404320,4461
ΗΠΕΙΡΟΣ,ΣΥΝΟΛΟ,438731,181522,620253,17670
ΗΠΕΙΡΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΙΩΑΝΝΙΝΩΝ,321702,81207,402909,8021
ΗΠΕΙΡΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,27255,3224,30479,727
ΗΠΕΙΡΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΕΣΠΡΩΤΙΑΣ,33795,44853,78648,3289
ΗΠΕΙΡΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΡΕΒΕΖΑΣ,55979,52238,108217,5633
ΙΟΝΙΑ ΝΗΣΙΑ,ΣΥΝΟΛΟ,291559,1957792,2249351,108834
ΙΟΝΙΑ ΝΗΣΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΡΚΥΡΑΣ,139911,1076863,1216774,53514
ΙΟΝΙΑ ΝΗΣΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΖΑΚΥΝΘΟΥ,80884,644605,725489,37928
ΙΟΝΙΑ ΝΗΣΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΙΘΑΚΗΣ,3800,3582,7382,267
ΙΟΝΙΑ ΝΗΣΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΦΑΛΛΗΝΙΑΣ,36135,164654,200789,11064
ΙΟΝΙΑ ΝΗΣΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΕΥΚΑΔΑΣ,30829,68088,98917,6061
ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΣΥΝΟΛΟ,412311,290833,703144,20022
ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,220841,77284,298125,7578
ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΙΤ/ΝΙΑΣ,94316,19036,113352,3395
ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΛΕΙΑΣ,97154,194513,291667,9049
ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΣΥΝΟΛΟ,421381,355892,777273,29190
ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΦΘΙΩΤΙΔΑΣ,84479,22747,107226,5242
ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,56749,31722,88471,1552
ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΒΟΙΑΣ,175551,88889,264440,17076
ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΡΥΤΑΝΙΑΣ,39347,1537,40884,1604
ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΦΩΚΙΔΑΣ,65255,210997,276252,3716
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΣΥΝΟΛΟ,887776,657247,1545023,40607
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,63025,12688,75713,3531
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΓΟΛΙΔΑΣ,216092,221398,437490,11392
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΟΡΙΝΘΙΑΣ,155982,198977,354959,8001
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΚΩΝΙΑΣ,140175,80485,220660,6809
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΕΣΣΗΝΙΑΣ,312502,143699,456201,10874
ΑΤΤΙΚΗ,ΣΥΝΟΛΟ,1327170,3424862,4752032,62686
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,694191,2416899,3111090,30043
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,85956,61175,147131,2075
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,9440,1304,10744,677
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,158767,191814,350581,5205
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,156904,485102,642006,12407
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,20513,45051,65564,1159
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΕΙΡΑΙΩΣ,104298,158774,263072,3050
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΗΣΩΝ,97101,64743,161844,8070
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΣΥΝΟΛΟ,130688,258360,389048,24687
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΕΣΒΟΥ,48811,72297,121108,7313
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΙΚΑΡΙΑΣ,7576,2359,9935,942
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΗΜΝΟΥ,17695,15348,33043,1895
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΑΜΟΥ,28493,141223,169716,11648
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΧΙΟΥ,28113,27133,55246,2889
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΣΥΝΟΛΟ,641703,4877492,5519195,239453
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΥΡΟΥ,47526,19967,67493,2459
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΔΡΟΥ,20062,8953,29015,1452
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΗΡΑΣ,73862,528415,602277,17748
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΛΥΜΝΟΥ,34401,48468,82869,5574
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΡΠΑΘΟΥ,9504,78955,88459,6040
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΑΣ-ΚΥΘΝΟΥ,8369,4005,12374,527
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΩ,74209,1154572,1228781,61911
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΗΛΟΥ,21003,39045,60048,2778
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΥΚΟΝΟΥ,44801,499148,543949,13739
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΑΞΟΥ,40061,100431,140492,6916
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΑΡΟΥ,31364,111042,142406,7575
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΡΟΔΟΥ,181396,2275244,2456640,110394
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΤΗΝΟΥ,55145,9247,64392,2340
ΚΡΗΤΗ,ΣΥΝΟΛΟ,435829,4687528,5123357,209557
ΚΡΗΤΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΡΑΚΛΕΙΟΥ,172394,1972517,2144911,89022
ΚΡΗΤΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΣΙΘΙΟΥ,58038,774752,832790,29505
ΚΡΗΤΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΡΕΘΥΜΝΟΥ,75918,809680,885598,36452
ΚΡΗΤΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΧΑΝΙΩΝ,129479,1130579,1260058,54578
