Year,NUTS,NUTS_el,GFCF_GHI,GFCF_Total
2017,Notio Aigaio,Νότιο Αιγαίο,249.67157047025748,796.6020307273322
2017,Kriti,Κρήτη,284.3417922038207,1523.0144092555545
2017,VOREIA ELLADA,ΒΟΡΕΙΑ ΕΛΛΑΔΑ,758.5443594434721,5778.29911882079
2017,"Anatoliki Makedonia, Thraki","Ανατολική Μακεδονία, Θράκη",113.90576498181552,1178.3123674935102
2017,Kentriki Makedonia,Κεντρική Μακεδονία,567.8528337135463,3051.621491044641
2017,Dytiki Makedonia,Δυτική Μακεδονία,23.358489859547557,894.5007585252316
2017,Ipeiros,Ήπειρος,53.42727088856282,653.8645017574061
2017,KENTRIKI ELLADA,ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ,559.4885595551116,5761.628723351905
2017,Thessalia,Θεσσαλία,151.77891477145326,1370.3590604382446
2017,Ionia Nisia,Ιόνια Νησιά,148.98317160144188,478.7407598881129
2017,Dytiki Ellada,Δυτική Ελλάδα,83.00071697725986,1136.5379745519535
2017,Sterea Ellada,Στερεά Ελλάδα,96.9176680072078,1537.7807661725185
2017,Peloponnisos,Πελοπόννησος,78.80808819774879,1238.210162301076
2018,ELLADA,ΕΛΛΑΔΑ,3914.2349457656396,20465.654693120974
2018,ATTIKI,ATTΙΚΗ,2213.907420892292,7434.338137047565
2018,Attiki,Αττική,2213.907420892292,7434.338137047565
2018,"NISIA AIGAIOU, KRITI","ΝΗΣΙΑ ΑΙΓΑΙΟΥ, ΚΡΗΤΗ",512.726372075656,2580.8919172792753
2018,Voreio Aigaio,Βόρειο Αιγαίο,19.784628691607264,391.61747908410734
2018,Notio Aigaio,Νότιο Αιγαίο,194.2229672563907,767.426471292173
2018,Kriti,Κρήτη,298.7187761276579,1421.8479669029946
2018,VOREIA ELLADA,ΒΟΡΕΙΑ ΕΛΛΑΔΑ,678.9792266415997,5184.48214719293
2018,"Anatoliki Makedonia, Thraki","Ανατολική Μακεδονία, Θράκη",111.56905355091415,1003.2712661113878
2018,Kentriki Makedonia,Κεντρική Μακεδονία,488.2294546383184,2815.4469752163245
2018,Dytiki Makedonia,Δυτική Μακεδονία,17.640891637237267,754.2000928757741
2018,Ipeiros,Ήπειρος,61.53982681512989,611.5638129894439
2018,KENTRIKI ELLADA,ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ,508.6219261560921,5265.942491601201
2018,Thessalia,Θεσσαλία,120.24168144870534,1302.2930904783882
2018,Ionia Nisia,Ιόνια Νησιά,167.68592743389016,505.04970522591606
2018,Dytiki Ellada,Δυτική Ελλάδα,71.41412739597287,1020.7503810221647
2018,Sterea Ellada,Στερεά Ελλάδα,81.14572293180277,1371.2203849920713
2018,Peloponnisos,Πελοπόννησος,68.13446694572093,1066.6289298826616
2019,ELLADA,ΕΛΛΑΔΑ,3907.306273546596,20315.23697266518
2019,ATTIKI,ATTΙΚΗ,1830.3220668150677,7269.12727619816
2019,Attiki,Αττική,1830.3220668150677,7269.12727619816
2019,"NISIA AIGAIOU, KRITI","ΝΗΣΙΑ ΑΙΓΑΙΟΥ, ΚΡΗΤΗ",795.9199831885896,2763.651931203087
2019,Voreio Aigaio,Βόρειο Αιγαίο,59.834334348289964,391.10263884141125
2019,Notio Aigaio,Νότιο Αιγαίο,402.77090831162764,940.6689908237539
2019,Kriti,Κρήτη,333.314740528672,1431.8803015379217
2019,VOREIA ELLADA,ΒΟΡΕΙΑ ΕΛΛΑΔΑ,680.6265932107844,5235.651171165086
2019,"Anatoliki Makedonia, Thraki","Ανατολική Μακεδονία, Θράκη",92.30377476809034,1089.9938673995582
2019,Kentriki Makedonia,Κεντρική Μακεδονία,501.74249205911553,2790.347032218688
2019,Dytiki Makedonia,Δυτική Μακεδονία,36.47050947549054,761.6993264723724
2019,Ipeiros,Ήπειρος,50.109816908087986,593.6109450744675
2019,KENTRIKI ELLADA,ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ,600.4376303321545,5046.806594098848
2019,Thessalia,Θεσσαλία,123.28465766882336,1233.002990686094
2019,Ionia Nisia,Ιόνια Νησιά,155.73809764167066,422.3190394934489
2019,Dytiki Ellada,Δυτική Ελλάδα,162.38555641879847,1050.8938901687334
2019,Sterea Ellada,Στερεά Ελλάδα,74.00098425231769,1265.6534916400226
2019,Peloponnisos,Πελοπόννησος,85.02833435054418,1074.9371821105494
2020,ELLADA,ΕΛΛΑΔΑ,2977.9138894171683,20607.13620932214
2020,ATTIKI,ATTΙΚΗ,1575.7168964699408,7539.063666054519
2020,Attiki,Αττική,1575.7168964699408,7539.063666054519
2020,"NISIA AIGAIOU, KRITI","ΝΗΣΙΑ ΑΙΓΑΙΟΥ, ΚΡΗΤΗ",420.1770350548562,2382.3912190521073
2020,Voreio Aigaio,Βόρειο Αιγαίο,18.503678513061278,377.07841575875693
2020,Notio Aigaio,Νότιο Αιγαίο,145.28604852893488,653.1554630132547
2020,Kriti,Κρήτη,256.38730801286005,1352.1573402800962
2020,VOREIA ELLADA,ΒΟΡΕΙΑ ΕΛΛΑΔΑ,597.434767505145,5242.615055852844
2020,"Anatoliki Makedonia, Thraki","Ανατολική Μακεδονία, Θράκη",88.98538245507939,1071.8645231961411
2020,Kentriki Makedonia,Κεντρική Μακεδονία,435.9655181882155,2837.0569898320164
2020,Dytiki Makedonia,Δυτική Μακεδονία,19.65987263021949,694.5819841250515
2020,Ipeiros,Ήπειρος,52.82399423163057,639.1115586996359
2020,KENTRIKI ELLADA,ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ,384.5851903872266,5443.066268362669
2020,Thessalia,Θεσσαλία,84.55971158551333,1247.5315220199222
2020,Ionia Nisia,Ιόνια Νησιά,67.03931367150615,380.63713050627456
2020,Dytiki Ellada,Δυτική Ελλάδα,72.40511766081329,1025.8649299707556
2020,Sterea Ellada,Στερεά Ελλάδα,54.4408369575104,1577.8097933501926
2020,Peloponnisos,Πελοπόννησος,106.14021051188335,1211.2228925155234
2021,ELLADA,ΕΛΛΑΔΑ,4043.7341982644757,25455.68989889376
2021,ATTIKI,ATTΙΚΗ,2093.838937026928,8804.953744330294
2021,Attiki,Αττική,2093.838937026928,8804.953744330294
2021,"NISIA AIGAIOU, KRITI","ΝΗΣΙΑ ΑΙΓΑΙΟΥ, ΚΡΗΤΗ",665.3495443276714,3332.6524022835697
2021,Voreio Aigaio,Βόρειο Αιγαίο,32.097786130275196,495.9418726069864
2021,Notio Aigaio,Νότιο Αιγαίο,262.7085342515156,963.6161461804111
2021,Kriti,Κρήτη,370.54322394588075,1873.0943834961724
2021,VOREIA ELLADA,ΒΟΡΕΙΑ ΕΛΛΑΔΑ,764.7774476673516,6720.28376192381
2021,"Anatoliki Makedonia, Thraki","Ανατολική Μακεδονία, Θράκη",86.98639634524379,1293.1393453887242
2021,Kentriki Makedonia,Κεντρική Μακεδονία,580.2077502989206,3732.4940591432287
2021,Dytiki Makedonia,Δυτική Μακεδονία,31.690750691564705,834.3624296129983
2021,Ipeiros,Ήπειρος,65.89255033162249,860.2879277788587
2021,KENTRIKI ELLADA,ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ,519.768269242525,6597.799990356087
2021,Thessalia,Θεσσαλία,122.99736128259751,1615.9772740854462
2021,Ionia Nisia,Ιόνια Νησιά,92.8736581298335,503.4654991850063
2021,Dytiki Ellada,Δυτική Ελλάδα,122.87195257433284,1296.8946198225844
2021,Sterea Ellada,Στερεά Ελλάδα,69.59439124517596,1779.1498662636143
2021,Peloponnisos,Πελοπόννησος,111.43090601058513,1402.3127309994354
2022,ELLADA,ΕΛΛΑΔΑ,5000.040548359042,31042.49669424309
2022,ATTIKI,ATTΙΚΗ,2699.7195733221074,10797.684966857692
2022,Attiki,Αττική,2699.7195733221074,10797.684966857692
2022,"NISIA AIGAIOU, KRITI","ΝΗΣΙΑ ΑΙΓΑΙΟΥ, ΚΡΗΤΗ",723.2385419305135,3997.360385201995
2022,Voreio Aigaio,Βόρειο Αιγαίο,38.97026146772347,594.2113242981007
2022,Notio Aigaio,Νότιο Αιγαίο,302.5323879131306,1249.647130181064
2022,Kriti,Κρήτη,381.73589254965947,2153.50193072283
2022,VOREIA ELLADA,ΒΟΡΕΙΑ ΕΛΛΑΔΑ,959.9983005939418,8197.640259730122
2022,"Anatoliki Makedonia, Thraki","Ανατολική Μακεδονία, Θράκη",95.41524801928206,1520.5005962824237
2022,Kentriki Makedonia,Κεντρική Μακεδονία,744.2203238910702,4585.917486644178
2022,Dytiki Makedonia,Δυτική Μακεδονία,43.276333090698145,1039.6321419763299
2022,Ipeiros,Ήπειρος,77.08639559289142,1051.590034827191
2022,KENTRIKI ELLADA,ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ,617.0841325124794,8049.811082453279
2022,Thessalia,Θεσσαλία,147.39313802688386,1989.7521623105183
2022,Ionia Nisia,Ιόνια Νησιά,120.48586314492897,658.7902268780123
2022,Dytiki Ellada,Δυτική Ελλάδα,131.82000666390405,1469.9869716897051
2022,Sterea Ellada,Στερεά Ελλάδα,94.59641065065092,2229.3071180943157
2022,Peloponnisos,Πελοπόννησος,122.7887140261116,1701.9746034807279
