NUTS code,NUTS name,Year,Period,age,isco08_1d,value
IT,Italy,2018,A,30 - 64 years,ISCO 6-8_skilled manual,4327.563
IT,Italy,2018,A,30 - 64 years,ISCO_9_elementary occupations,2184.834
IT,Italy,2018,A,30 - 64 years,Not stated,2.907
IT,Italy,2018,A,15 - 29 years,ISCO_4-5_low skilled non-manual,1148.836
IT,Italy,2018,A,15 - 29 years,ISCO_0_armed forces occupations,15.858
IT,Italy,2018,A,15 - 29 years,ISCO_9_elementary occupations,277.642
IT,Italy,2018,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,703.286
IT,Italy,2018,A,15 - 29 years,ISCO 6-8_skilled manual,607.046
IT,Italy,2018,A,15 - 29 years,Not stated,0.0
IT,Italy,2018,A,15 - 64 years,ISCO_9_elementary occupations,2463.308
IT,Italy,2018,A,15 - 64 years,ISCO_4-5_low skilled non-manual,6619.277
IT,Italy,2018,A,15 - 64 years,ISCO 6-8_skilled manual,4934.608
IT,Italy,2018,A,15 - 64 years,ISCO_0_armed forces occupations,231.564
IT,Italy,2018,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,8097.787
IT,Italy,2018,A,15 - 64 years,Not stated,2.907
IT,Italy,2017,A,30 - 64 years,ISCO_9_elementary occupations,2217.533
IT,Italy,2017,A,30 - 64 years,ISCO 6-8_skilled manual,4369.007
IT,Italy,2017,A,30 - 64 years,ISCO_0_armed forces occupations,214.049
IT,Italy,2017,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,7349.333
IT,Italy,2017,A,30 - 64 years,ISCO_4-5_low skilled non-manual,5530.736
IT,Italy,2017,A,15 - 64 years,ISCO_0_armed forces occupations,236.998
IT,Italy,2017,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,8035.321
IT,Italy,2017,A,15 - 64 years,ISCO_4-5_low skilled non-manual,6681.127
IT,Italy,2017,A,15 - 64 years,ISCO_9_elementary occupations,2517.751
IT,Italy,2017,A,15 - 64 years,ISCO 6-8_skilled manual,4968.874
IT,Italy,2017,A,15 - 29 years,ISCO 6-8_skilled manual,598.42
IT,Italy,2017,A,15 - 29 years,ISCO_0_armed forces occupations,17.04
IT,Italy,2017,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,685.984
IT,Italy,2017,A,15 - 29 years,ISCO_4-5_low skilled non-manual,1150.391
IT,Italy,2017,A,15 - 29 years,ISCO_9_elementary occupations,298.806
IT,Italy,2016,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,7929.073
IT,Italy,2016,A,15 - 64 years,ISCO_0_armed forces occupations,231.205
IT,Italy,2016,A,15 - 64 years,ISCO 6-8_skilled manual,4965.783
IT,Italy,2016,A,15 - 64 years,ISCO_4-5_low skilled non-manual,6585.011
IT,Italy,2016,A,15 - 64 years,ISCO_9_elementary occupations,2525.943
IT,Italy,2016,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,657.574
IT,Italy,2016,A,15 - 29 years,ISCO_0_armed forces occupations,10.094
IT,Italy,2016,A,15 - 29 years,ISCO 6-8_skilled manual,608.95
IT,Italy,2016,A,15 - 29 years,ISCO_9_elementary occupations,297.962
IT,Italy,2016,A,15 - 29 years,ISCO_4-5_low skilled non-manual,1137.655
IT,Italy,2016,A,30 - 64 years,ISCO_4-5_low skilled non-manual,5447.358
IT,Italy,2016,A,30 - 64 years,ISCO 6-8_skilled manual,4356.835
IT,Italy,2016,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,7270.057
IT,Italy,2016,A,30 - 64 years,ISCO_0_armed forces occupations,214.544
IT,Italy,2016,A,30 - 64 years,ISCO_9_elementary occupations,2226.538
IT,Italy,2015,A,30 - 64 years,ISCO 6-8_skilled manual,4387.632
IT,Italy,2015,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,7160.73
IT,Italy,2015,A,30 - 64 years,ISCO_9_elementary occupations,2185.264
IT,Italy,2015,A,30 - 64 years,ISCO_0_armed forces occupations,222.464
IT,Italy,2015,A,30 - 64 years,ISCO_4-5_low skilled non-manual,5383.77
IT,Italy,2015,A,15 - 64 years,ISCO 6-8_skilled manual,5000.303
IT,Italy,2015,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,7786.195
IT,Italy,2015,A,15 - 64 years,ISCO_4-5_low skilled non-manual,6464.22
IT,Italy,2015,A,15 - 64 years,ISCO_9_elementary occupations,2472.73
IT,Italy,2015,A,15 - 64 years,ISCO_0_armed forces occupations,247.281
IT,Italy,2015,A,15 - 29 years,ISCO_9_elementary occupations,285.928
IT,Italy,2015,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,624.313
IT,Italy,2015,A,15 - 29 years,ISCO_4-5_low skilled non-manual,1080.45
IT,Italy,2015,A,15 - 29 years,ISCO 6-8_skilled manual,612.674
IT,Italy,2015,A,15 - 29 years,ISCO_0_armed forces occupations,15.33
IT,Italy,2014,A,15 - 29 years,ISCO 6-8_skilled manual,614.825
IT,Italy,2014,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,627.072
IT,Italy,2014,A,15 - 29 years,ISCO_4-5_low skilled non-manual,1060.673
IT,Italy,2014,A,15 - 29 years,ISCO_9_elementary occupations,289.157
IT,Italy,2014,A,15 - 29 years,ISCO_0_armed forces occupations,17.848
IT,Italy,2014,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,7080.588
IT,Italy,2014,A,30 - 64 years,ISCO 6-8_skilled manual,4409.569
IT,Italy,2014,A,30 - 64 years,ISCO_0_armed forces occupations,207.88
IT,Italy,2014,A,30 - 64 years,ISCO_4-5_low skilled non-manual,5345.672
IT,Italy,2014,A,30 - 64 years,ISCO_9_elementary occupations,2141.882
IT,Italy,2014,A,15 - 64 years,ISCO_4-5_low skilled non-manual,6406.342
IT,Italy,2014,A,15 - 64 years,ISCO 6-8_skilled manual,5024.391
IT,Italy,2014,A,15 - 64 years,ISCO_0_armed forces occupations,232.885
IT,Italy,2014,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,7709.044
IT,Italy,2014,A,15 - 64 years,ISCO_9_elementary occupations,2432.643
IT,Italy,2013,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,7665.068
IT,Italy,2013,A,15 - 64 years,ISCO 6-8_skilled manual,5082.475
IT,Italy,2013,A,15 - 64 years,ISCO_4-5_low skilled non-manual,6386.603
IT,Italy,2013,A,15 - 64 years,Not stated,0.0
IT,Italy,2013,A,15 - 64 years,ISCO_0_armed forces occupations,239.943
IT,Italy,2013,A,15 - 64 years,ISCO_9_elementary occupations,2378.43
IT,Italy,2013,A,30 - 64 years,ISCO 6-8_skilled manual,4438.47
IT,Italy,2013,A,30 - 64 years,ISCO_9_elementary occupations,2093.147
IT,Italy,2013,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,7005.982
IT,Italy,2013,A,30 - 64 years,ISCO_0_armed forces occupations,211.822
IT,Italy,2013,A,30 - 64 years,Not stated,0.0
IT,Italy,2013,A,30 - 64 years,ISCO_4-5_low skilled non-manual,5300.253
IT,Italy,2013,A,15 - 29 years,ISCO_4-5_low skilled non-manual,1086.348
IT,Italy,2013,A,15 - 29 years,ISCO_0_armed forces occupations,19.297
IT,Italy,2013,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,659.088
IT,Italy,2013,A,15 - 29 years,ISCO_9_elementary occupations,283.55
IT,Italy,2013,A,15 - 29 years,ISCO 6-8_skilled manual,644.004
IT,Italy,2012,A,15 - 29 years,ISCO_0_armed forces occupations,24.573
IT,Italy,2012,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,717.002
IT,Italy,2012,A,15 - 29 years,ISCO_4-5_low skilled non-manual,1186.428
IT,Italy,2012,A,15 - 29 years,ISCO_9_elementary occupations,311.433
IT,Italy,2012,A,15 - 29 years,ISCO 6-8_skilled manual,750.168
IT,Italy,2012,A,30 - 64 years,ISCO_4-5_low skilled non-manual,5287.958
IT,Italy,2012,A,30 - 64 years,ISCO_9_elementary occupations,2053.76
IT,Italy,2012,A,30 - 64 years,ISCO_0_armed forces occupations,230.528
IT,Italy,2012,A,30 - 64 years,ISCO 6-8_skilled manual,4622.558
IT,Italy,2012,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,6952.231
IT,Italy,2012,A,15 - 64 years,ISCO_0_armed forces occupations,264.351
IT,Italy,2012,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,7669.229
IT,Italy,2012,A,15 - 64 years,ISCO_9_elementary occupations,2366.74
IT,Italy,2012,A,15 - 64 years,ISCO 6-8_skilled manual,5372.725
IT,Italy,2012,A,15 - 64 years,ISCO_4-5_low skilled non-manual,6474.386
IT,Italy,2011,A,15 - 64 years,ISCO_4-5_low skilled non-manual,6385.624
IT,Italy,2011,A,15 - 64 years,ISCO_0_armed forces occupations,236.735
IT,Italy,2011,A,15 - 64 years,ISCO 6-8_skilled manual,5648.889
IT,Italy,2011,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,7682.951
IT,Italy,2011,A,15 - 64 years,ISCO_9_elementary occupations,2257.859
IT,Italy,2011,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,752.61
IT,Italy,2011,A,15 - 29 years,ISCO_0_armed forces occupations,30.526
IT,Italy,2011,A,15 - 29 years,ISCO 6-8_skilled manual,826.496
IT,Italy,2011,A,15 - 29 years,ISCO_4-5_low skilled non-manual,1197.695
IT,Italy,2011,A,15 - 29 years,ISCO_9_elementary occupations,297.153
IT,Italy,2011,A,30 - 64 years,ISCO 6-8_skilled manual,4822.395
IT,Italy,2011,A,30 - 64 years,ISCO_4-5_low skilled non-manual,5187.928
IT,Italy,2011,A,30 - 64 years,ISCO_0_armed forces occupations,200.166
IT,Italy,2011,A,30 - 64 years,ISCO_9_elementary occupations,1960.168
IT,Italy,2011,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,6930.343
IT,Italy,2010,A,15 - 29 years,Not stated,412.458
IT,Italy,2010,A,15 - 64 years,Not stated,5260.136
IT,Italy,2010,A,30 - 64 years,Not stated,4894.6
IT,Italy,2009,A,15 - 29 years,Not stated,621.975
IT,Italy,2009,A,15 - 64 years,Not stated,3599.96
IT,Italy,2009,A,30 - 64 years,Not stated,3398.378
IT,Italy,2008,A,15 - 29 years,Not stated,568.717
IT,Italy,2008,A,30 - 64 years,Not stated,4065.526
IT,Italy,2008,A,15 - 64 years,Not stated,5146.197
IT,Italy,2024,A,15-29 years,Armed forces,19.037
IT,Italy,2024,A,15-29 years,ISCO_1-3,927.525
IT,Italy,2024,A,15-29 years,ISCO_4-5,1137.209
IT,Italy,2024,A,15-29 years,ISCO_9,261.128
IT,Italy,2024,A,15-29 years,ISCO_6-8,677.384
IT,Italy,2024,A,15-64 years,Armed forces,231.622
IT,Italy,2024,A,15-64 years,ISCO_1-3,8608.273
IT,Italy,2024,A,15-64 years,ISCO_6-8,5018.897
IT,Italy,2024,A,15-64 years,ISCO_9,2409.261
IT,Italy,2024,A,15-64 years,ISCO_4-5,6879.507
IT,Italy,2024,A,30-64 years,Armed forces,207.019
IT,Italy,2024,A,30-64 years,ISCO_1-3,7680.747
IT,Italy,2024,A,30-64 years,ISCO_4-5,5742.297
IT,Italy,2024,A,30-64 years,ISCO_6-8,4341.517
IT,Italy,2024,A,30-64 years,ISCO_9,2146.451
LT,Lithuania,2012,A,30 - 64 years,ISCO 6-8_skilled manual,330.207
LT,Lithuania,2012,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,437.238
LT,Lithuania,2012,A,30 - 64 years,ISCO_0_armed forces occupations,0.0
LT,Lithuania,2012,A,30 - 64 years,ISCO_4-5_low skilled non-manual,173.07
LT,Lithuania,2012,A,30 - 64 years,ISCO_9_elementary occupations,76.192
LT,Lithuania,2012,A,15 - 29 years,ISCO_9_elementary occupations,17.082
LT,Lithuania,2012,A,15 - 29 years,ISCO_4-5_low skilled non-manual,51.574
LT,Lithuania,2012,A,15 - 29 years,ISCO 6-8_skilled manual,61.588
LT,Lithuania,2012,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
LT,Lithuania,2012,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,92.988
LT,Lithuania,2012,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,530.227
LT,Lithuania,2012,A,15 - 64 years,ISCO 6-8_skilled manual,391.795
LT,Lithuania,2012,A,15 - 64 years,ISCO_0_armed forces occupations,4.503
LT,Lithuania,2012,A,15 - 64 years,ISCO_4-5_low skilled non-manual,224.645
LT,Lithuania,2012,A,15 - 64 years,ISCO_9_elementary occupations,93.274
LT,Lithuania,2011,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,87.956
LT,Lithuania,2011,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
LT,Lithuania,2011,A,15 - 29 years,ISCO 6-8_skilled manual,52.279
LT,Lithuania,2011,A,15 - 29 years,ISCO_4-5_low skilled non-manual,49.753
LT,Lithuania,2011,A,15 - 29 years,ISCO_9_elementary occupations,15.727
LT,Lithuania,2011,A,30 - 64 years,ISCO_9_elementary occupations,77.176
LT,Lithuania,2011,A,30 - 64 years,ISCO_0_armed forces occupations,0.0
LT,Lithuania,2011,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,437.232
LT,Lithuania,2011,A,30 - 64 years,ISCO 6-8_skilled manual,328.772
LT,Lithuania,2011,A,30 - 64 years,ISCO_4-5_low skilled non-manual,172.454
LT,Lithuania,2011,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,525.188
LT,Lithuania,2011,A,15 - 64 years,ISCO 6-8_skilled manual,381.051
LT,Lithuania,2011,A,15 - 64 years,ISCO_0_armed forces occupations,0.0
LT,Lithuania,2011,A,15 - 64 years,ISCO_4-5_low skilled non-manual,222.207
LT,Lithuania,2011,A,15 - 64 years,ISCO_9_elementary occupations,92.904
LT,Lithuania,2010,A,30 - 64 years,Not stated,422.2
LT,Lithuania,2010,A,15 - 64 years,Not stated,217.219
LT,Lithuania,2010,A,15 - 29 years,Not stated,0.0
LT,Lithuania,2009,A,15 - 64 years,Not stated,231.189
LT,Lithuania,2009,A,30 - 64 years,Not stated,87.874
LT,Lithuania,2009,A,15 - 29 years,Not stated,21.649
LT,Lithuania,2008,A,15 - 64 years,Not stated,0.0
LT,Lithuania,2008,A,30 - 64 years,Not stated,104.287
LT,Lithuania,2008,A,15 - 29 years,Not stated,58.346
LT,Lithuania,2023,A,15 - 64 years,ISCO_9_elementary occupations,138.471
LT,Lithuania,2023,A,15 - 64 years,ISCO_4-5_low skilled non-manual,222.26
LT,Lithuania,2023,A,15 - 64 years,ISCO_0_armed forces occupations,3.972
LT,Lithuania,2023,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,654.064
LT,Lithuania,2023,A,15 - 64 years,ISCO 6-8_skilled manual,348.517
LT,Lithuania,2023,A,30 - 64 years,ISCO 6-8_skilled manual,313.928
LT,Lithuania,2023,A,30 - 64 years,ISCO_9_elementary occupations,117.528
LT,Lithuania,2023,A,30 - 64 years,ISCO_4-5_low skilled non-manual,179.429
LT,Lithuania,2023,A,30 - 64 years,ISCO_0_armed forces occupations,2.042
LT,Lithuania,2023,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,562.097
LT,Lithuania,2023,A,15 - 29 years,ISCO_4-5_low skilled non-manual,42.831
LT,Lithuania,2023,A,15 - 29 years,ISCO_9_elementary occupations,20.943
LT,Lithuania,2023,A,15 - 29 years,ISCO 6-8_skilled manual,34.589
LT,Lithuania,2023,A,15 - 29 years,ISCO_0_armed forces occupations,1.929
LT,Lithuania,2023,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,91.968
LT,Lithuania,2022,A,15 - 29 years,ISCO_9_elementary occupations,21.347
LT,Lithuania,2022,A,15 - 29 years,ISCO_4-5_low skilled non-manual,44.283
LT,Lithuania,2022,A,15 - 29 years,ISCO 6-8_skilled manual,44.672
LT,Lithuania,2022,A,15 - 29 years,ISCO_0_armed forces occupations,1.513
LT,Lithuania,2022,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,90.724
LT,Lithuania,2022,A,30 - 64 years,ISCO_9_elementary occupations,110.74
LT,Lithuania,2022,A,30 - 64 years,ISCO_4-5_low skilled non-manual,181.449
LT,Lithuania,2022,A,30 - 64 years,ISCO 6-8_skilled manual,315.715
LT,Lithuania,2022,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,541.278
LT,Lithuania,2022,A,30 - 64 years,ISCO_0_armed forces occupations,1.496
LT,Lithuania,2022,A,15 - 64 years,ISCO_4-5_low skilled non-manual,225.733
LT,Lithuania,2022,A,15 - 64 years,ISCO_0_armed forces occupations,4.141
LT,Lithuania,2022,A,15 - 64 years,ISCO 6-8_skilled manual,360.387
LT,Lithuania,2022,A,15 - 64 years,ISCO_9_elementary occupations,132.087
LT,Lithuania,2022,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,632.002
LT,Lithuania,2021,A,30 - 64 years,ISCO 6-8_skilled manual,313.026
LT,Lithuania,2021,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,507.698
LT,Lithuania,2021,A,30 - 64 years,ISCO_4-5_low skilled non-manual,178.089
LT,Lithuania,2021,A,30 - 64 years,ISCO_0_armed forces occupations,1.593
LT,Lithuania,2021,A,30 - 64 years,ISCO_9_elementary occupations,102.228
LT,Lithuania,2021,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,593.036
LT,Lithuania,2021,A,15 - 64 years,ISCO 6-8_skilled manual,362.275
LT,Lithuania,2021,A,15 - 64 years,ISCO_9_elementary occupations,126.667
LT,Lithuania,2021,A,15 - 64 years,ISCO_0_armed forces occupations,3.387
LT,Lithuania,2021,A,15 - 64 years,ISCO_4-5_low skilled non-manual,223.667
LT,Lithuania,2021,A,15 - 29 years,ISCO 6-8_skilled manual,49.248
LT,Lithuania,2021,A,15 - 29 years,ISCO_4-5_low skilled non-manual,45.578
LT,Lithuania,2021,A,15 - 29 years,ISCO_9_elementary occupations,24.439
LT,Lithuania,2021,A,15 - 29 years,ISCO_0_armed forces occupations,1.794
LT,Lithuania,2021,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,85.338
LT,Lithuania,2020,A,15 - 64 years,ISCO_4-5_low skilled non-manual,239.553
LT,Lithuania,2020,A,15 - 64 years,ISCO_0_armed forces occupations,5.091
LT,Lithuania,2020,A,15 - 64 years,ISCO_9_elementary occupations,112.439
LT,Lithuania,2020,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,571.701
LT,Lithuania,2020,A,15 - 64 years,ISCO 6-8_skilled manual,367.744
LT,Lithuania,2020,A,15 - 29 years,ISCO_4-5_low skilled non-manual,52.624
LT,Lithuania,2020,A,15 - 29 years,ISCO_9_elementary occupations,16.203
LT,Lithuania,2020,A,15 - 29 years,ISCO_0_armed forces occupations,2.804
LT,Lithuania,2020,A,15 - 29 years,ISCO 6-8_skilled manual,56.735
LT,Lithuania,2020,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,80.679
LT,Lithuania,2020,A,30 - 64 years,ISCO 6-8_skilled manual,311.009
LT,Lithuania,2020,A,30 - 64 years,ISCO_9_elementary occupations,96.236
LT,Lithuania,2020,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,491.022
LT,Lithuania,2020,A,30 - 64 years,ISCO_4-5_low skilled non-manual,186.929
LT,Lithuania,2020,A,30 - 64 years,ISCO_0_armed forces occupations,2.287
LT,Lithuania,2019,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,481.183
LT,Lithuania,2019,A,30 - 64 years,ISCO 6-8_skilled manual,327.476
LT,Lithuania,2019,A,30 - 64 years,ISCO_4-5_low skilled non-manual,191.15
LT,Lithuania,2019,A,30 - 64 years,ISCO_0_armed forces occupations,2.297
LT,Lithuania,2019,A,30 - 64 years,ISCO_9_elementary occupations,95.863
LT,Lithuania,2019,A,15 - 29 years,ISCO_4-5_low skilled non-manual,58.068
LT,Lithuania,2019,A,15 - 29 years,ISCO_0_armed forces occupations,2.661
LT,Lithuania,2019,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,84.971
LT,Lithuania,2019,A,15 - 29 years,ISCO_9_elementary occupations,21.36
LT,Lithuania,2019,A,15 - 29 years,ISCO 6-8_skilled manual,58.132
LT,Lithuania,2019,A,15 - 64 years,ISCO_4-5_low skilled non-manual,249.218
LT,Lithuania,2019,A,15 - 64 years,ISCO_0_armed forces occupations,6.102
LT,Lithuania,2019,A,15 - 64 years,ISCO 6-8_skilled manual,385.608
LT,Lithuania,2019,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,566.155
LT,Lithuania,2019,A,15 - 64 years,ISCO_9_elementary occupations,117.223
LT,Lithuania,2018,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,558.437
LT,Lithuania,2018,A,15 - 64 years,ISCO_9_elementary occupations,114.944
LT,Lithuania,2018,A,15 - 64 years,ISCO_0_armed forces occupations,4.578
LT,Lithuania,2018,A,15 - 64 years,ISCO 6-8_skilled manual,396.637
LT,Lithuania,2018,A,15 - 64 years,ISCO_4-5_low skilled non-manual,248.627
LT,Lithuania,2018,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,470.717
LT,Lithuania,2018,A,30 - 64 years,ISCO 6-8_skilled manual,329.86
LT,Lithuania,2018,A,30 - 64 years,ISCO_0_armed forces occupations,2.033
LT,Lithuania,2018,A,30 - 64 years,ISCO_4-5_low skilled non-manual,187.835
LT,Lithuania,2018,A,30 - 64 years,ISCO_9_elementary occupations,96.207
LT,Lithuania,2018,A,15 - 29 years,ISCO_9_elementary occupations,18.737
LT,Lithuania,2018,A,15 - 29 years,ISCO 6-8_skilled manual,66.779
LT,Lithuania,2018,A,15 - 29 years,ISCO_0_armed forces occupations,2.546
LT,Lithuania,2018,A,15 - 29 years,ISCO_4-5_low skilled non-manual,60.792
LT,Lithuania,2018,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,87.721
LT,Lithuania,2017,A,15 - 29 years,ISCO_4-5_low skilled non-manual,58.881
LT,Lithuania,2017,A,15 - 29 years,ISCO 6-8_skilled manual,72.313
LT,Lithuania,2017,A,15 - 29 years,ISCO_0_armed forces occupations,1.798
LT,Lithuania,2017,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,86.445
LT,Lithuania,2017,A,15 - 29 years,ISCO_9_elementary occupations,20.891
LT,Lithuania,2017,A,30 - 64 years,ISCO_4-5_low skilled non-manual,185.779
LT,Lithuania,2017,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,460.639
LT,Lithuania,2017,A,30 - 64 years,ISCO 6-8_skilled manual,321.92
LT,Lithuania,2017,A,30 - 64 years,ISCO_0_armed forces occupations,1.937
LT,Lithuania,2017,A,30 - 64 years,ISCO_9_elementary occupations,94.249
LT,Lithuania,2017,A,15 - 64 years,ISCO_4-5_low skilled non-manual,244.661
LT,Lithuania,2017,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,547.083
LT,Lithuania,2017,A,15 - 64 years,ISCO_9_elementary occupations,115.14
LT,Lithuania,2017,A,15 - 64 years,ISCO_0_armed forces occupations,3.735
LT,Lithuania,2017,A,15 - 64 years,ISCO 6-8_skilled manual,394.233
LT,Lithuania,2016,A,30 - 64 years,ISCO_0_armed forces occupations,1.888
LT,Lithuania,2016,A,30 - 64 years,ISCO_4-5_low skilled non-manual,180.234
LT,Lithuania,2016,A,30 - 64 years,ISCO 6-8_skilled manual,323.03
LT,Lithuania,2016,A,30 - 64 years,ISCO_9_elementary occupations,96.44
LT,Lithuania,2016,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,468.579
LT,Lithuania,2016,A,15 - 64 years,ISCO_9_elementary occupations,120.437
LT,Lithuania,2016,A,15 - 64 years,ISCO_4-5_low skilled non-manual,241.634
LT,Lithuania,2016,A,15 - 64 years,ISCO_0_armed forces occupations,3.384
LT,Lithuania,2016,A,15 - 64 years,ISCO 6-8_skilled manual,395.695
LT,Lithuania,2016,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,555.926
LT,Lithuania,2016,A,15 - 29 years,ISCO_0_armed forces occupations,1.496
LT,Lithuania,2016,A,15 - 29 years,ISCO_4-5_low skilled non-manual,61.4
LT,Lithuania,2016,A,15 - 29 years,ISCO 6-8_skilled manual,72.665
LT,Lithuania,2016,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,87.347
LT,Lithuania,2016,A,15 - 29 years,ISCO_9_elementary occupations,23.997
LT,Lithuania,2015,A,15 - 64 years,ISCO 6-8_skilled manual,408.284
LT,Lithuania,2015,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,543.065
LT,Lithuania,2015,A,15 - 64 years,ISCO_9_elementary occupations,110.886
LT,Lithuania,2015,A,15 - 64 years,ISCO_0_armed forces occupations,3.873
LT,Lithuania,2015,A,15 - 64 years,ISCO_4-5_low skilled non-manual,233.953
LT,Lithuania,2015,A,30 - 64 years,ISCO_9_elementary occupations,88.234
LT,Lithuania,2015,A,30 - 64 years,ISCO 6-8_skilled manual,333.615
LT,Lithuania,2015,A,30 - 64 years,ISCO_0_armed forces occupations,2.594
LT,Lithuania,2015,A,30 - 64 years,ISCO_4-5_low skilled non-manual,179.645
LT,Lithuania,2015,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,446.473
LT,Lithuania,2015,A,15 - 29 years,ISCO 6-8_skilled manual,74.67
LT,Lithuania,2015,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
LT,Lithuania,2015,A,15 - 29 years,ISCO_4-5_low skilled non-manual,54.307
LT,Lithuania,2015,A,15 - 29 years,ISCO_9_elementary occupations,22.653
LT,Lithuania,2015,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,96.591
LT,Lithuania,2014,A,30 - 64 years,ISCO_0_armed forces occupations,2.572
LT,Lithuania,2014,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,446.612
LT,Lithuania,2014,A,30 - 64 years,ISCO_4-5_low skilled non-manual,169.33
LT,Lithuania,2014,A,30 - 64 years,ISCO 6-8_skilled manual,336.198
LT,Lithuania,2014,A,30 - 64 years,ISCO_9_elementary occupations,80.749
LT,Lithuania,2014,A,15 - 64 years,ISCO_9_elementary occupations,99.322
LT,Lithuania,2014,A,15 - 64 years,ISCO_4-5_low skilled non-manual,225.005
LT,Lithuania,2014,A,15 - 64 years,ISCO_0_armed forces occupations,3.901
LT,Lithuania,2014,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,548.989
LT,Lithuania,2014,A,15 - 64 years,ISCO 6-8_skilled manual,410.006
LT,Lithuania,2014,A,15 - 29 years,ISCO_4-5_low skilled non-manual,55.675
LT,Lithuania,2014,A,15 - 29 years,ISCO 6-8_skilled manual,73.808
LT,Lithuania,2014,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,102.377
LT,Lithuania,2014,A,15 - 29 years,ISCO_9_elementary occupations,18.573
LT,Lithuania,2014,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
LT,Lithuania,2013,A,30 - 64 years,ISCO_0_armed forces occupations,3.225
LT,Lithuania,2013,A,30 - 64 years,ISCO_4-5_low skilled non-manual,171.02
LT,Lithuania,2013,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,445.187
LT,Lithuania,2013,A,30 - 64 years,ISCO 6-8_skilled manual,329.267
LT,Lithuania,2013,A,30 - 64 years,ISCO_9_elementary occupations,76.896
LT,Lithuania,2013,A,15 - 64 years,ISCO_9_elementary occupations,96.385
LT,Lithuania,2013,A,15 - 64 years,ISCO_0_armed forces occupations,4.641
LT,Lithuania,2013,A,15 - 64 years,ISCO 6-8_skilled manual,395.171
LT,Lithuania,2013,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,540.926
LT,Lithuania,2013,A,15 - 64 years,ISCO_4-5_low skilled non-manual,226.184
