NUTS code,NUTS name,Year,Period,age,isco08_1d,value
AT,Austria,2023,A,15 - 29 years,ISCO_4-5_low skilled non-manual,311.131
AT,Austria,2023,A,15 - 29 years,ISCO 6-8_skilled manual,199.383
AT,Austria,2023,A,15 - 29 years,ISCO_9_elementary occupations,46.213
AT,Austria,2023,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2023,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,393.741
AT,Austria,2023,A,15 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2023,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1167.262
AT,Austria,2023,A,15 - 64 years,ISCO_9_elementary occupations,343.442
AT,Austria,2023,A,15 - 64 years,ISCO 6-8_skilled manual,866.838
AT,Austria,2023,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,2006.812
AT,Austria,2023,A,30 - 64 years,ISCO 6-8_skilled manual,667.457
AT,Austria,2023,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1613.071
AT,Austria,2023,A,30 - 64 years,ISCO_9_elementary occupations,293.221
AT,Austria,2023,A,30 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2023,A,30 - 64 years,ISCO_4-5_low skilled non-manual,856.13
AT,Austria,2022,A,30 - 64 years,ISCO_9_elementary occupations,296.438
AT,Austria,2022,A,30 - 64 years,ISCO 6-8_skilled manual,689.845
AT,Austria,2022,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1548.669
AT,Austria,2022,A,30 - 64 years,ISCO_4-5_low skilled non-manual,866.913
AT,Austria,2022,A,30 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2022,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2022,A,15 - 29 years,ISCO_4-5_low skilled non-manual,299.715
AT,Austria,2022,A,15 - 29 years,ISCO 6-8_skilled manual,210.587
AT,Austria,2022,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,381.398
AT,Austria,2022,A,15 - 29 years,ISCO_9_elementary occupations,47.518
AT,Austria,2022,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,1930.067
AT,Austria,2022,A,15 - 64 years,ISCO 6-8_skilled manual,900.434
AT,Austria,2022,A,15 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2022,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1166.628
AT,Austria,2022,A,15 - 64 years,ISCO_9_elementary occupations,348.071
AT,Austria,2021,A,15 - 29 years,ISCO_9_elementary occupations,50.811
AT,Austria,2021,A,15 - 29 years,ISCO_4-5_low skilled non-manual,295.87
AT,Austria,2021,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2021,A,15 - 29 years,ISCO 6-8_skilled manual,204.738
AT,Austria,2021,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,362.807
AT,Austria,2021,A,30 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2021,A,30 - 64 years,ISCO_9_elementary occupations,285.042
AT,Austria,2021,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1491.267
AT,Austria,2021,A,30 - 64 years,ISCO_4-5_low skilled non-manual,832.924
AT,Austria,2021,A,30 - 64 years,ISCO 6-8_skilled manual,691.524
AT,Austria,2021,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,1854.076
AT,Austria,2021,A,15 - 64 years,ISCO 6-8_skilled manual,896.259
AT,Austria,2021,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1128.792
AT,Austria,2021,A,15 - 64 years,ISCO_0_armed forces occupations,3.513
AT,Austria,2021,A,15 - 64 years,ISCO_9_elementary occupations,339.231
AT,Austria,2020,A,30 - 64 years,ISCO_9_elementary occupations,281.823
AT,Austria,2020,A,30 - 64 years,ISCO 6-8_skilled manual,701.714
AT,Austria,2020,A,30 - 64 years,ISCO_4-5_low skilled non-manual,819.584
AT,Austria,2020,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1492.452
AT,Austria,2020,A,30 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2020,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,1842.284
AT,Austria,2020,A,15 - 64 years,ISCO_9_elementary occupations,338.903
AT,Austria,2020,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1119.75
AT,Austria,2020,A,15 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2020,A,15 - 64 years,ISCO 6-8_skilled manual,911.249
AT,Austria,2020,A,15 - 29 years,ISCO_9_elementary occupations,50.573
AT,Austria,2020,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2020,A,15 - 29 years,ISCO_4-5_low skilled non-manual,300.166
AT,Austria,2020,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,349.835
AT,Austria,2020,A,15 - 29 years,ISCO 6-8_skilled manual,209.536
AT,Austria,2019,A,15 - 64 years,ISCO_9_elementary occupations,354.24
AT,Austria,2019,A,15 - 64 years,ISCO_0_armed forces occupations,4.268
AT,Austria,2019,A,15 - 64 years,ISCO 6-8_skilled manual,941.444
AT,Austria,2019,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,1800.942
AT,Austria,2019,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1173.166
AT,Austria,2019,A,30 - 64 years,ISCO 6-8_skilled manual,723.188
AT,Austria,2019,A,30 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2019,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1451.057
AT,Austria,2019,A,30 - 64 years,ISCO_4-5_low skilled non-manual,847.273
AT,Austria,2019,A,30 - 64 years,ISCO_9_elementary occupations,296.296
AT,Austria,2019,A,15 - 29 years,ISCO_4-5_low skilled non-manual,325.893
AT,Austria,2019,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,349.886
AT,Austria,2019,A,15 - 29 years,ISCO_9_elementary occupations,51.428
AT,Austria,2019,A,15 - 29 years,ISCO 6-8_skilled manual,218.256
AT,Austria,2019,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2018,A,15 - 29 years,ISCO 6-8_skilled manual,216.405
AT,Austria,2018,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2018,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,347.515
AT,Austria,2018,A,15 - 29 years,ISCO_4-5_low skilled non-manual,332.508
AT,Austria,2018,A,15 - 29 years,ISCO_9_elementary occupations,49.511
AT,Austria,2018,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1165.765
AT,Austria,2018,A,15 - 64 years,ISCO_9_elementary occupations,350.204
AT,Austria,2018,A,15 - 64 years,ISCO 6-8_skilled manual,933.274
AT,Austria,2018,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,1779.917
AT,Austria,2018,A,15 - 64 years,ISCO_0_armed forces occupations,4.75
AT,Austria,2018,A,30 - 64 years,ISCO 6-8_skilled manual,716.87
AT,Austria,2018,A,30 - 64 years,ISCO_4-5_low skilled non-manual,833.259
AT,Austria,2018,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1432.401
AT,Austria,2018,A,30 - 64 years,ISCO_0_armed forces occupations,3.57
AT,Austria,2018,A,30 - 64 years,ISCO_9_elementary occupations,292.184
AT,Austria,2017,A,15 - 29 years,ISCO 6-8_skilled manual,214.537
AT,Austria,2017,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2017,A,15 - 29 years,ISCO_4-5_low skilled non-manual,337.509
AT,Austria,2017,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,347.165
AT,Austria,2017,A,15 - 29 years,ISCO_9_elementary occupations,53.159
AT,Austria,2017,A,15 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2017,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,1747.422
AT,Austria,2017,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1175.101
AT,Austria,2017,A,15 - 64 years,ISCO 6-8_skilled manual,915.319
AT,Austria,2017,A,15 - 64 years,ISCO_9_elementary occupations,337.289
AT,Austria,2017,A,30 - 64 years,ISCO 6-8_skilled manual,700.784
AT,Austria,2017,A,30 - 64 years,ISCO_4-5_low skilled non-manual,837.592
AT,Austria,2017,A,30 - 64 years,ISCO_9_elementary occupations,281.284
AT,Austria,2017,A,30 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2017,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1400.256
AT,Austria,2016,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2016,A,15 - 29 years,ISCO 6-8_skilled manual,230.091
AT,Austria,2016,A,15 - 29 years,ISCO_9_elementary occupations,50.673
AT,Austria,2016,A,15 - 29 years,ISCO_4-5_low skilled non-manual,346.918
AT,Austria,2016,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,340.799
AT,Austria,2016,A,15 - 64 years,ISCO_0_armed forces occupations,3.573
AT,Austria,2016,A,15 - 64 years,ISCO 6-8_skilled manual,937.659
AT,Austria,2016,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1165.459
AT,Austria,2016,A,15 - 64 years,ISCO_9_elementary occupations,337.092
AT,Austria,2016,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,1690.309
AT,Austria,2016,A,30 - 64 years,ISCO_4-5_low skilled non-manual,818.539
AT,Austria,2016,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1349.51
AT,Austria,2016,A,30 - 64 years,ISCO 6-8_skilled manual,707.569
AT,Austria,2016,A,30 - 64 years,ISCO_9_elementary occupations,283.238
AT,Austria,2016,A,30 - 64 years,ISCO_0_armed forces occupations,3.177
AT,Austria,2015,A,30 - 64 years,ISCO 6-8_skilled manual,714.91
AT,Austria,2015,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1332.608
AT,Austria,2015,A,30 - 64 years,ISCO_9_elementary occupations,273.197
AT,Austria,2015,A,30 - 64 years,ISCO_4-5_low skilled non-manual,785.209
AT,Austria,2015,A,30 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2015,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,1657.71
AT,Austria,2015,A,15 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2015,A,15 - 64 years,ISCO 6-8_skilled manual,950.321
AT,Austria,2015,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1123.635
AT,Austria,2015,A,15 - 64 years,ISCO_9_elementary occupations,325.334
AT,Austria,2015,A,15 - 29 years,ISCO 6-8_skilled manual,235.412
AT,Austria,2015,A,15 - 29 years,ISCO_4-5_low skilled non-manual,338.424
AT,Austria,2015,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,325.104
AT,Austria,2015,A,15 - 29 years,ISCO_9_elementary occupations,48.959
AT,Austria,2015,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2014,A,15 - 64 years,ISCO 6-8_skilled manual,936.271
AT,Austria,2014,A,15 - 64 years,ISCO_0_armed forces occupations,3.41
AT,Austria,2014,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,1636.222
AT,Austria,2014,A,15 - 64 years,ISCO_9_elementary occupations,326.884
AT,Austria,2014,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1123.865
AT,Austria,2014,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,317.216
AT,Austria,2014,A,15 - 29 years,ISCO_4-5_low skilled non-manual,342.235
AT,Austria,2014,A,15 - 29 years,ISCO_9_elementary occupations,52.318
AT,Austria,2014,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2014,A,15 - 29 years,ISCO 6-8_skilled manual,230.673
AT,Austria,2014,A,30 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2014,A,30 - 64 years,ISCO 6-8_skilled manual,705.599
AT,Austria,2014,A,30 - 64 years,ISCO_4-5_low skilled non-manual,781.627
AT,Austria,2014,A,30 - 64 years,ISCO_9_elementary occupations,271.111
AT,Austria,2014,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1319.004
AT,Austria,2013,A,15 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2013,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,1611.734
AT,Austria,2013,A,15 - 64 years,ISCO_9_elementary occupations,326.917
AT,Austria,2013,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1139.108
AT,Austria,2013,A,15 - 64 years,ISCO 6-8_skilled manual,941.8
AT,Austria,2013,A,30 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2013,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1289.385
AT,Austria,2013,A,30 - 64 years,ISCO_9_elementary occupations,273.045
AT,Austria,2013,A,30 - 64 years,ISCO 6-8_skilled manual,701.355
AT,Austria,2013,A,30 - 64 years,ISCO_4-5_low skilled non-manual,797.093
AT,Austria,2013,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2013,A,15 - 29 years,ISCO 6-8_skilled manual,240.447
AT,Austria,2013,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,322.349
AT,Austria,2013,A,15 - 29 years,ISCO_4-5_low skilled non-manual,342.014
AT,Austria,2013,A,15 - 29 years,ISCO_9_elementary occupations,47.254
AT,Austria,2012,A,15 - 29 years,ISCO_9_elementary occupations,49.401
AT,Austria,2012,A,15 - 29 years,ISCO 6-8_skilled manual,252.535
AT,Austria,2012,A,15 - 29 years,ISCO_4-5_low skilled non-manual,349.992
AT,Austria,2012,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,308.948
AT,Austria,2012,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2012,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1240.384
AT,Austria,2012,A,30 - 64 years,ISCO 6-8_skilled manual,702.262
AT,Austria,2012,A,30 - 64 years,ISCO_9_elementary occupations,284.716
AT,Austria,2012,A,30 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2012,A,30 - 64 years,ISCO_4-5_low skilled non-manual,808.767
AT,Austria,2012,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,1549.33
AT,Austria,2012,A,15 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2012,A,15 - 64 years,ISCO_9_elementary occupations,340.745
AT,Austria,2012,A,15 - 64 years,ISCO 6-8_skilled manual,954.799
AT,Austria,2012,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1158.759
AT,Austria,2011,A,15 - 64 years,ISCO_9_elementary occupations,342.518
AT,Austria,2011,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1155.577
AT,Austria,2011,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,1511.792
AT,Austria,2011,A,15 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2011,A,15 - 64 years,ISCO 6-8_skilled manual,963.517
AT,Austria,2011,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,301.97
AT,Austria,2011,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2011,A,15 - 29 years,ISCO 6-8_skilled manual,254.993
AT,Austria,2011,A,15 - 29 years,ISCO_9_elementary occupations,57.495
AT,Austria,2011,A,15 - 29 years,ISCO_4-5_low skilled non-manual,349.963
AT,Austria,2011,A,30 - 64 years,ISCO 6-8_skilled manual,708.525
AT,Austria,2011,A,30 - 64 years,ISCO_0_armed forces occupations,0.0
AT,Austria,2011,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1209.821
AT,Austria,2011,A,30 - 64 years,ISCO_4-5_low skilled non-manual,805.613
AT,Austria,2011,A,30 - 64 years,ISCO_9_elementary occupations,284.032
AT,Austria,2010,A,30 - 64 years,Not stated,579.913
AT,Austria,2010,A,15 - 29 years,Not stated,286.892
AT,Austria,2010,A,15 - 64 years,Not stated,929.369
AT,Austria,2009,A,15 - 29 years,Not stated,164.68
AT,Austria,2009,A,15 - 64 years,Not stated,819.154
AT,Austria,2009,A,30 - 64 years,Not stated,641.213
AT,Austria,2008,A,15 - 64 years,Not stated,754.585
AT,Austria,2008,A,15 - 29 years,Not stated,249.913
AT,Austria,2008,A,30 - 64 years,Not stated,721.647
AT,Austria,2024,A,15-64 years,Armed forces,3.15
AT,Austria,2024,A,15-64 years,ISCO_1-3,2017.246
AT,Austria,2024,A,15-64 years,ISCO_9,336.391
AT,Austria,2024,A,15-64 years,ISCO_6-8,841.929
AT,Austria,2024,A,15-64 years,ISCO_4-5,1187.995
AT,Austria,2024,A,30-64 years,ISCO_4-5,883.108
AT,Austria,2024,A,30-64 years,ISCO_1-3,1634.623
AT,Austria,2024,A,30-64 years,Armed forces,0.0
AT,Austria,2024,A,30-64 years,ISCO_6-8,654.912
AT,Austria,2024,A,30-64 years,ISCO_9,282.774
AT,Austria,2024,A,15-29 years,ISCO_1-3,382.622
AT,Austria,2024,A,15-29 years,ISCO_6-8,187.015
AT,Austria,2024,A,15-29 years,Armed forces,0.0
AT,Austria,2024,A,15-29 years,ISCO_4-5,304.888
AT,Austria,2024,A,15-29 years,ISCO_9,47.4
BE,Belgium,2023,A,15 - 29 years,ISCO_9_elementary occupations,95.172
BE,Belgium,2023,A,15 - 29 years,ISCO_4-5_low skilled non-manual,284.843
BE,Belgium,2023,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
BE,Belgium,2023,A,15 - 29 years,ISCO 6-8_skilled manual,150.014
BE,Belgium,2023,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,375.899
BE,Belgium,2023,A,15 - 64 years,ISCO_9_elementary occupations,446.063
BE,Belgium,2023,A,15 - 64 years,ISCO_0_armed forces occupations,15.541
BE,Belgium,2023,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,2419.386
BE,Belgium,2023,A,15 - 64 years,ISCO 6-8_skilled manual,800.352
BE,Belgium,2023,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1265.973
BE,Belgium,2023,A,30 - 64 years,ISCO_4-5_low skilled non-manual,981.132
BE,Belgium,2023,A,30 - 64 years,ISCO_0_armed forces occupations,4.913
BE,Belgium,2023,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,2043.488
BE,Belgium,2023,A,30 - 64 years,ISCO_9_elementary occupations,349.171
BE,Belgium,2023,A,30 - 64 years,ISCO 6-8_skilled manual,650.338
BE,Belgium,2022,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1275.929
BE,Belgium,2022,A,15 - 64 years,ISCO_0_armed forces occupations,16.762
BE,Belgium,2022,A,15 - 64 years,ISCO_9_elementary occupations,437.945
BE,Belgium,2022,A,15 - 64 years,ISCO 6-8_skilled manual,767.121
BE,Belgium,2022,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,2418.34
BE,Belgium,2022,A,15 - 29 years,ISCO_9_elementary occupations,92.774
BE,Belgium,2022,A,15 - 29 years,ISCO_4-5_low skilled non-manual,284.457
BE,Belgium,2022,A,15 - 29 years,ISCO 6-8_skilled manual,143.719
BE,Belgium,2022,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,382.263
BE,Belgium,2022,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
BE,Belgium,2022,A,30 - 64 years,ISCO 6-8_skilled manual,623.402
BE,Belgium,2022,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,2036.076
BE,Belgium,2022,A,30 - 64 years,ISCO_4-5_low skilled non-manual,991.47
BE,Belgium,2022,A,30 - 64 years,ISCO_9_elementary occupations,343.554
BE,Belgium,2022,A,30 - 64 years,ISCO_0_armed forces occupations,9.554
BE,Belgium,2021,A,30 - 64 years,ISCO_9_elementary occupations,341.612
BE,Belgium,2021,A,30 - 64 years,ISCO_4-5_low skilled non-manual,933.47
BE,Belgium,2021,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1990.157
BE,Belgium,2021,A,30 - 64 years,ISCO 6-8_skilled manual,631.03
BE,Belgium,2021,A,30 - 64 years,ISCO_0_armed forces occupations,5.422
BE,Belgium,2021,A,15 - 64 years,ISCO_0_armed forces occupations,9.238
BE,Belgium,2021,A,15 - 64 years,ISCO 6-8_skilled manual,768.969
BE,Belgium,2021,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,2380.637
BE,Belgium,2021,A,15 - 64 years,ISCO_9_elementary occupations,424.092
BE,Belgium,2021,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1200.834
BE,Belgium,2021,A,15 - 29 years,ISCO 6-8_skilled manual,137.938
BE,Belgium,2021,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,390.481
BE,Belgium,2021,A,15 - 29 years,ISCO_9_elementary occupations,82.482
BE,Belgium,2021,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
BE,Belgium,2021,A,15 - 29 years,ISCO_4-5_low skilled non-manual,267.364
BE,Belgium,2020,A,30 - 64 years,ISCO_0_armed forces occupations,5.141
BE,Belgium,2020,A,30 - 64 years,ISCO_4-5_low skilled non-manual,886.564
BE,Belgium,2020,A,30 - 64 years,ISCO 6-8_skilled manual,662.91
BE,Belgium,2020,A,30 - 64 years,ISCO_9_elementary occupations,354.439
BE,Belgium,2020,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1954.154
BE,Belgium,2020,A,15 - 29 years,ISCO_9_elementary occupations,81.985
BE,Belgium,2020,A,15 - 29 years,ISCO_4-5_low skilled non-manual,253.457
BE,Belgium,2020,A,15 - 29 years,ISCO 6-8_skilled manual,143.684
BE,Belgium,2020,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,381.598
BE,Belgium,2020,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
BE,Belgium,2020,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1140.02
BE,Belgium,2020,A,15 - 64 years,ISCO_0_armed forces occupations,11.384
BE,Belgium,2020,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,2335.753
BE,Belgium,2020,A,15 - 64 years,ISCO_9_elementary occupations,436.423
BE,Belgium,2020,A,15 - 64 years,ISCO 6-8_skilled manual,806.595
BE,Belgium,2019,A,15 - 64 years,ISCO 6-8_skilled manual,833.632
BE,Belgium,2019,A,15 - 64 years,ISCO_0_armed forces occupations,13.715
BE,Belgium,2019,A,15 - 64 years,ISCO_9_elementary occupations,472.005
BE,Belgium,2019,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1177.73
BE,Belgium,2019,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,2265.671
BE,Belgium,2019,A,30 - 64 years,ISCO_9_elementary occupations,372.723
BE,Belgium,2019,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1887.684
BE,Belgium,2019,A,30 - 64 years,ISCO_4-5_low skilled non-manual,903.973
BE,Belgium,2019,A,30 - 64 years,ISCO 6-8_skilled manual,673.059
BE,Belgium,2019,A,30 - 64 years,ISCO_0_armed forces occupations,9.62
BE,Belgium,2019,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
BE,Belgium,2019,A,15 - 29 years,ISCO_4-5_low skilled non-manual,273.757
BE,Belgium,2019,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,377.987
BE,Belgium,2019,A,15 - 29 years,ISCO_9_elementary occupations,99.283
BE,Belgium,2019,A,15 - 29 years,ISCO 6-8_skilled manual,160.575
BE,Belgium,2018,A,30 - 64 years,ISCO_9_elementary occupations,360.419
BE,Belgium,2018,A,30 - 64 years,ISCO_4-5_low skilled non-manual,907.039
BE,Belgium,2018,A,30 - 64 years,ISCO_0_armed forces occupations,8.257
BE,Belgium,2018,A,30 - 64 years,ISCO 6-8_skilled manual,674.141
BE,Belgium,2018,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1860.118
BE,Belgium,2018,A,15 - 29 years,ISCO_4-5_low skilled non-manual,260.145
BE,Belgium,2018,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
BE,Belgium,2018,A,15 - 29 years,ISCO_9_elementary occupations,92.487
BE,Belgium,2018,A,15 - 29 years,ISCO 6-8_skilled manual,162.057
BE,Belgium,2018,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,358.532
BE,Belgium,2018,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1167.188
BE,Belgium,2018,A,15 - 64 years,ISCO_9_elementary occupations,452.906
BE,Belgium,2018,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,2218.653
BE,Belgium,2018,A,15 - 64 years,ISCO_0_armed forces occupations,16.49
BE,Belgium,2018,A,15 - 64 years,ISCO 6-8_skilled manual,836.194
BE,Belgium,2017,A,30 - 64 years,ISCO 6-8_skilled manual,656.765
BE,Belgium,2017,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1838.253
BE,Belgium,2017,A,30 - 64 years,ISCO_9_elementary occupations,366.613
BE,Belgium,2017,A,30 - 64 years,ISCO_4-5_low skilled non-manual,864.236
BE,Belgium,2017,A,30 - 64 years,ISCO_0_armed forces occupations,9.355
BE,Belgium,2017,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,2180.825
BE,Belgium,2017,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1109.969
BE,Belgium,2017,A,15 - 64 years,ISCO 6-8_skilled manual,824.216
BE,Belgium,2017,A,15 - 64 years,ISCO_9_elementary occupations,449.588
BE,Belgium,2017,A,15 - 64 years,ISCO_0_armed forces occupations,16.371
BE,Belgium,2017,A,15 - 29 years,ISCO 6-8_skilled manual,167.449
BE,Belgium,2017,A,15 - 29 years,ISCO_4-5_low skilled non-manual,245.733
BE,Belgium,2017,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
BE,Belgium,2017,A,15 - 29 years,ISCO_9_elementary occupations,82.976
BE,Belgium,2017,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,342.573
BE,Belgium,2016,A,30 - 64 years,ISCO_9_elementary occupations,391.057
BE,Belgium,2016,A,30 - 64 years,ISCO 6-8_skilled manual,672.315
BE,Belgium,2016,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1753.9
BE,Belgium,2016,A,30 - 64 years,ISCO_0_armed forces occupations,17.987
BE,Belgium,2016,A,30 - 64 years,ISCO_4-5_low skilled non-manual,856.468
BE,Belgium,2016,A,15 - 29 years,ISCO_4-5_low skilled non-manual,247.718
BE,Belgium,2016,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
BE,Belgium,2016,A,15 - 29 years,ISCO_9_elementary occupations,91.906
BE,Belgium,2016,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,324.001
BE,Belgium,2016,A,15 - 29 years,ISCO 6-8_skilled manual,174.178
BE,Belgium,2016,A,15 - 64 years,ISCO_0_armed forces occupations,23.547
BE,Belgium,2016,A,15 - 64 years,ISCO_1-3_highly skilled non-manual,2077.901
BE,Belgium,2016,A,15 - 64 years,ISCO 6-8_skilled manual,846.493
BE,Belgium,2016,A,15 - 64 years,ISCO_4-5_low skilled non-manual,1104.188
BE,Belgium,2016,A,15 - 64 years,ISCO_9_elementary occupations,482.966
BE,Belgium,2015,A,15 - 29 years,ISCO 6-8_skilled manual,174.174
BE,Belgium,2015,A,15 - 29 years,ISCO_1-3_highly skilled non-manual,340.366
BE,Belgium,2015,A,15 - 29 years,ISCO_0_armed forces occupations,0.0
BE,Belgium,2015,A,15 - 29 years,ISCO_4-5_low skilled non-manual,233.996
BE,Belgium,2015,A,15 - 29 years,ISCO_9_elementary occupations,83.033
BE,Belgium,2015,A,30 - 64 years,ISCO_1-3_highly skilled non-manual,1709.174
BE,Belgium,2015,A,30 - 64 years,ISCO_0_armed forces occupations,12.485
BE,Belgium,2015,A,30 - 64 years,ISCO_9_elementary occupations,389.796
BE,Belgium,2015,A,30 - 64 years,ISCO 6-8_skilled manual,682.421
