Avg_expenditure_per_journey,Avg_expenditure_per_stay,Avg_duration_of_stay,Year,Region
751.9534606994116,110.93188321276085,6.778515237654525,2024,South Aegean
767.2778034151809,105.4584054297032,7.275643892858168,2023,South Aegean
702.9669277923684,91.62452208663044,7.672257511233918,2022,South Aegean
861.2879667103346,104.34211125595331,8.254461754157703,2021,South Aegean
799.1418414075681,92.21067681133236,8.666478427901056,2020,South Aegean
750.6911528835798,97.32795707087031,7.7130063701733365,2019,South Aegean
665.8323347331986,86.40832873602128,7.705649958435446,2018,South Aegean
625.5028082698839,79.06229364089941,7.911518619873525,2017,South Aegean
600.0374481512584,78.41001580178317,7.6525612450853835,2016,South Aegean
