geo,year,greek_tourism_Stays__Hotel_Stays_Natives,greek_tourism_Stays__Hotel_Stays_Foreign,greek_tourism_Stays__Hotel_Stays_Total,greek_tourism_Stays__Hotel_Beds,greek_tourism_Stays__Hotel_Occupancy,greek_tourism_Stays__Hotel_Stays_Natives_pct_diff,greek_tourism_Stays__Hotel_Stays_Foreign_pct_diff,greek_tourism_Stays__Hotel_Stays_Total_pct_diff,greek_tourism_Stays__Hotel_Occupancy_pct_diff,_row_order_,__conflict_file
EL412,2016,101513,590020,691533,9454,38.8,15.044538634148552,-16.80039257602635,-13.276523702031604,-12.415349887133184,746,greek_tourism_Stays
EL412,2017,34847,11781,46628,1037,23.1,19.033304867634502,19.7864768683274,19.22270519048837,14.925373134328357,414,greek_tourism_Stays
EL412,2017,108417,741378,849795,10417,44.5,6.801099366583591,25.65302871089116,22.885675737817284,14.690721649484544,747,greek_tourism_Stays
EL412,2018,30134,11910,42044,942,20.1,-13.524837145234883,1.0949834479246243,-9.831002830917049,-12.987012987012983,415,greek_tourism_Stays
EL412,2018,137558,935725,1073283,11648,45.3,26.87862604573084,26.21429284386642,26.299048594072687,1.7977528089887576,748,greek_tourism_Stays
EL412,2019,29935,17065,47000,1022,21.2,-0.6603836198314197,43.28295549958018,11.787651032251926,5.472636815920387,416,greek_tourism_Stays
EL412,2019,148040,897559,1045599,13387,42.9,7.620058448072813,-4.078762456918432,-2.5793756166826456,-5.298013245033109,749,greek_tourism_Stays
EL412,2020,12687,4359,17046,867,13.3,-57.61817270753299,-74.45648989159098,-63.731914893617024,-37.264150943396224,417,greek_tourism_Stays
EL412,2020,110240,103788,214028,5206,24.2,-25.53363955687652,-88.4366375915121,-79.53058486092661,-43.58974358974359,750,greek_tourism_Stays
EL412,2021,15102,11309,26411,793,18.4,19.03523291558288,159.44023858683184,54.93957526692479,38.34586466165412,418,greek_tourism_Stays
EL412,2021,117319,387703,505022,7594,36.5,6.421444121915821,273.5528192083863,135.96071542041227,50.82644628099175,751,greek_tourism_Stays
EL412,2022,29222,15678,44900,1096,22.3,93.49754999337836,38.63294721018657,70.00492219151111,21.195652173913057,419,greek_tourism_Stays
EL412,2022,139829,799505,939334,10723,46.3,19.18700295774768,106.21584047582814,85.9986297626638,26.84931506849314,752,greek_tourism_Stays
EL412,2023,30477,21192,51669,949,25.2,4.294709465471221,35.17030233448144,15.075723830734963,13.004484304932728,420,greek_tourism_Stays
EL412,2023,150653,875268,1025921,10688,46.8,7.740883507712992,9.476238422523936,9.217913968833235,1.0799136069114472,753,greek_tourism_Stays
EL421,2015,45251,80572,125823,3279,19.8,,,,,439,greek_tourism_Stays
EL421,2015,23567,270542,294109,4173,41.4,,,,,457,greek_tourism_Stays
EL421,2015,176561,5619748,5796309,50426,66.5,,,,,538,greek_tourism_Stays
EL421,2015,325471,9808975,10134446,87051,62.8,,,,,736,greek_tourism_Stays
EL421,2016,59141,82338,141479,3403,21.3,30.695454244105104,2.1918284267487467,12.442876103733022,7.575757575757576,440,greek_tourism_Stays
EL421,2016,25525,284902,310427,4287,42.1,8.308227606398779,5.307863474063177,5.548283119523714,1.6908212560386542,458,greek_tourism_Stays
EL421,2016,169418,4730652,4900070,47372,59.5,-4.045627290284944,-15.820922931063814,-15.462236399060162,-10.526315789473683,539,greek_tourism_Stays
EL421,2016,376062,10557226,10933288,89323,64.3,15.543934789889114,7.628228229758971,7.882443697465061,2.388535031847134,737,greek_tourism_Stays
EL421,2017,65549,82120,147669,3382,21.8,10.83512284202161,-0.2647623211639826,4.3752076279871925,2.3474178403755865,441,greek_tourism_Stays
EL421,2017,24186,325275,349461,4579,44.0,-5.245837414299706,14.170837691557098,12.574292828909856,4.513064133016624,459,greek_tourism_Stays
EL421,2017,176915,5835235,6012150,49729,65.8,4.425149629909455,23.34948755478103,22.69518598713896,10.588235294117643,540,greek_tourism_Stays
EL421,2017,427483,11459047,11886530,91321,66.4,13.673543192345944,8.54221554033228,8.718712980029428,3.265940902021786,738,greek_tourism_Stays
EL421,2018,99008,230524,329532,5574,26.7,51.04425696806969,180.71602532878717,123.15584178128113,22.47706422018348,442,greek_tourism_Stays
EL421,2018,39354,536920,576274,6040,45.6,62.713966757628384,65.066482207363,64.90366593124841,3.63636363636364,460,greek_tourism_Stays
EL421,2018,257632,7981305,8238937,61911,67.0,45.62473504225193,36.777781871681256,37.03811448483488,1.8237082066869343,541,greek_tourism_Stays
EL421,2018,594332,14735326,15329658,110394,65.7,39.03055794031576,28.591199599757296,28.966637025271464,-1.0542168674698835,739,greek_tourism_Stays
EL421,2019,86198,236861,323059,5306,26.4,-12.938348416289594,2.7489545557078654,-1.9643008873189856,-1.1235955056179805,443,greek_tourism_Stays
EL421,2019,45304,522207,567511,6483,41.3,15.119174670935609,-2.740259256500037,-1.5206308110378048,-9.429824561403516,461,greek_tourism_Stays
EL421,2019,238493,8345642,8584135,65040,65.7,-7.428813190907961,4.56488005407637,4.189836625768591,-1.9402985074626824,542,greek_tourism_Stays
EL421,2019,609361,14493694,15103055,114555,61.3,2.5287213207432884,-1.6398144160502457,-1.4781999702798327,-6.697108066971088,740,greek_tourism_Stays
EL421,2020,49707,68019,117726,3912,21.7,-42.3339288614585,-71.28315763253555,-63.55897839094406,-17.8030303030303,444,greek_tourism_Stays
EL421,2020,36224,58004,94228,3709,19.8,-20.04238036376479,-88.89252729281684,-83.39626897099792,-52.05811138014528,462,greek_tourism_Stays
EL421,2020,101278,2413382,2514660,38221,51.4,-57.53418339322328,-71.08212885239985,-70.70572631954181,-21.765601217656016,543,greek_tourism_Stays
EL421,2020,205837,3731516,3937353,67638,43.1,-66.22084445837525,-74.25421014132077,-73.93008897868675,-29.690048939641105,741,greek_tourism_Stays
EL421,2021,47166,143836,191002,3417,33.0,-5.111956062526405,111.46444375836164,62.2428350576763,52.073732718894014,445,greek_tourism_Stays
EL421,2021,20219,158002,178221,2841,43.0,-44.18341431095406,172.39845527894627,89.13804813855755,117.17171717171718,463,greek_tourism_Stays
EL421,2021,113902,4459459,4573361,48553,56.5,12.464701119690355,84.78048647085294,81.86796624593384,9.922178988326852,544,greek_tourism_Stays
EL421,2021,426407,8022445,8448852,92093,50.8,107.15760528962235,114.99157447000093,114.58203011007647,17.865429234338738,742,greek_tourism_Stays
EL421,2022,73643,217543,291186,5289,30.1,56.13577577068227,51.24377763564058,52.45180678736349,-8.787878787878784,446,greek_tourism_Stays
EL421,2022,44825,503756,548581,6456,50.5,121.69741332410108,218.82887558385332,207.8094051767188,17.441860465116278,464,greek_tourism_Stays
EL421,2022,203888,7670321,7874209,59163,60.9,79.00300258116627,72.00115529708873,72.17554004593121,7.787610619469023,545,greek_tourism_Stays
EL421,2022,447354,13559213,14006567,105755,57.6,4.912442806989566,69.01596707736856,65.78071198311912,13.385826771653552,743,greek_tourism_Stays
EL421,2023,84294,264490,348784,4935,34.0,14.463017530518854,21.580561084475253,19.78048395183834,12.956810631229231,447,greek_tourism_Stays
EL421,2023,51113,562121,613234,6282,52.3,14.027886224205243,11.585966221742272,11.785497492621872,3.564356435643558,465,greek_tourism_Stays
EL421,2023,232313,8298228,8530541,58330,64.7,13.941477674017108,8.186189339403136,8.335211828896083,6.239737274220039,546,greek_tourism_Stays
EL421,2023,492737,13388546,13881283,103754,57.2,10.144762313514576,-1.2586792463544898,-0.8944661457729078,-0.694444444444442,744,greek_tourism_Stays
EL611,2015,127972,5686,133658,1939,23.1,,,,,448,greek_tourism_Stays
EL611,2015,173395,241731,415126,3947,30.9,,,,,790,greek_tourism_Stays
EL611,2016,175393,5150,180543,2015,31.0,37.055762197980805,-9.426661976785086,35.07833425608643,34.19913419913419,449,greek_tourism_Stays
EL611,2016,179998,179291,359289,4130,25.6,3.808068283399176,-25.830365157964845,-13.450614994001825,-17.15210355987054,791,greek_tourism_Stays
EL611,2017,157317,9705,167022,2008,27.9,-10.305998529017693,88.44660194174757,-7.489074624881607,-10.000000000000004,450,greek_tourism_Stays
EL611,2017,200073,256272,456345,4148,31.2,11.152901698907764,42.936343709388645,27.01335136895368,21.874999999999996,792,greek_tourism_Stays
EL611,2018,118707,13669,132376,1952,22.3,-24.542802112931213,40.844925296239055,-20.74337512423513,-20.07168458781361,451,greek_tourism_Stays
EL611,2018,236222,353387,589609,4461,37.3,18.06790521459667,37.89528313666729,29.202467431438933,19.551282051282044,793,greek_tourism_Stays
EL611,2019,140859,27575,168434,1969,27.7,18.6610730622457,101.73385031823834,27.239076569770955,24.21524663677129,452,greek_tourism_Stays
EL611,2019,246958,372763,619721,4602,38.0,4.544877276460279,5.482940798614551,5.107113358174654,1.876675603217166,794,greek_tourism_Stays
EL611,2020,64067,3330,67397,1321,19.6,-54.51692827579352,-87.92384406165004,-59.98610731799992,-29.24187725631768,453,greek_tourism_Stays
EL611,2020,91573,37373,128946,4272,12.4,-62.91960576292325,-89.9740585841406,-79.19289486720638,-67.36842105263158,795,greek_tourism_Stays
EL611,2021,71245,4245,75490,1180,24.8,11.203895921457224,27.47747747747748,12.007952876240784,26.53061224489796,454,greek_tourism_Stays
EL611,2021,116349,67997,184346,3275,18.4,27.05600995926747,81.94150857570973,42.96372124765406,48.38709677419353,796,greek_tourism_Stays
EL611,2022,116792,19969,136761,1996,34.6,63.93010035791985,370.412249705536,81.16439263478607,39.51612903225807,455,greek_tourism_Stays
EL611,2022,213925,249832,463757,4673,34.6,83.86492363492596,267.4162095386561,151.56878912479797,88.04347826086959,797,greek_tourism_Stays
EL611,2023,115069,27200,142269,1466,37.4,-1.475272278923214,36.21112724723321,4.0274639699914445,8.09248554913294,456,greek_tourism_Stays
EL611,2023,235588,292340,527928,4844,38.3,10.126446184410424,17.014633833936404,13.83720353547224,10.693641618497098,798,greek_tourism_Stays
EL653,2015,181683,75948,257631,4359,20.8,,,,,547,greek_tourism_Stays
EL653,2015,352528,275018,627546,7805,31.7,,,,,610,greek_tourism_Stays
EL653,2016,230404,89487,319891,4911,24.6,26.816488058871773,17.82667088007584,24.16634644122796,18.26923076923077,548,greek_tourism_Stays
EL653,2016,380033,360676,740709,7975,36.5,7.802217128852177,31.146324967820288,18.032622309758967,15.141955835962149,611,greek_tourism_Stays
EL653,2017,233875,111021,344896,5310,24.4,1.5064842624259995,24.06383050051963,7.816725071977642,-0.8130081300813123,549,greek_tourism_Stays
EL653,2017,394955,441721,836676,9610,37.6,3.92650111963961,22.47030575918553,12.956100168892238,3.0136986301369904,612,greek_tourism_Stays
EL653,2018,307212,178040,485252,6809,24.2,31.357349011223945,60.366056872123295,40.69516607904992,-0.8196721311475381,550,greek_tourism_Stays
EL653,2018,694189,599316,1293505,10874,40.5,75.76407438822145,35.67749778706469,54.60046660834063,7.712765957446805,613,greek_tourism_Stays
EL653,2019,285912,184930,470842,7611,22.1,-6.933322917073552,3.869916872612896,-2.969591057842111,-8.677685950413215,551,greek_tourism_Stays
EL653,2019,581777,637545,1219322,11301,36.1,-16.19328453778438,6.378771799851831,-5.735037746278522,-10.864197530864194,614,greek_tourism_Stays
EL653,2020,222035,53222,275257,6221,22.1,-22.34148968913512,-71.22046179635538,-41.53941237187846,0.0,552,greek_tourism_Stays
EL653,2020,364690,135741,500431,9517,24.9,-37.31446928977942,-78.70879702609228,-58.95825712978196,-31.024930747922447,615,greek_tourism_Stays
EL653,2021,229047,103808,332855,5551,26.8,3.158060666111199,95.04716094847994,20.92517174858405,21.26696832579185,553,greek_tourism_Stays
EL653,2021,393775,305700,699475,9590,33.8,7.97526666483863,125.20830110283552,39.774514368614255,35.7429718875502,616,greek_tourism_Stays
EL653,2022,279629,162827,442456,6895,26.9,22.08367714923138,56.8539996917386,32.92755103573628,0.373134328358201,554,greek_tourism_Stays
EL653,2022,521939,626510,1148449,11755,41.3,32.547520792330644,104.94275433431469,64.18728331963258,22.18934911242604,617,greek_tourism_Stays
EL653,2023,320592,214560,535152,6606,30.7,14.649052852171984,31.771757755163456,20.95033178440342,14.126394052044612,555,greek_tourism_Stays
EL653,2023,610211,716323,1326534,11857,44.2,16.912321171631167,14.33544556351854,15.506565811803572,7.021791767554493,618,greek_tourism_Stays
EL411,2015,116539,467484,584023,7148,39.8,,,,,574,greek_tourism_Stays
EL411,2015,37142,104170,141312,1778,37.7,,,,,592,greek_tourism_Stays
EL411,2016,109367,356496,465863,6922,31.0,-6.15416298406542,-23.74156120851195,-20.232079900962805,-22.11055276381909,575,greek_tourism_Stays
EL411,2016,41187,92230,133417,1788,35.0,10.89063593775241,-11.462033214937122,-5.58692821557971,-7.161803713527859,593,greek_tourism_Stays
EL411,2017,134514,384029,518543,7282,32.5,22.99322464728849,7.7232283111170945,11.308045498354668,4.838709677419355,576,greek_tourism_Stays
EL411,2017,47686,99479,147165,1797,36.2,15.779250734455047,7.859698579637862,10.30453390497463,3.4285714285714364,594,greek_tourism_Stays
EL411,2018,133719,463702,597421,7313,33.8,-0.5910165484633569,20.746610282035995,15.211467515712291,3.999999999999991,577,greek_tourism_Stays
EL411,2018,56964,105973,162937,1895,33.8,19.456444239399403,6.528010936981675,10.71722216559644,-6.6298342541436615,595,greek_tourism_Stays
EL411,2019,139863,411283,551146,7394,31.3,4.59470980189801,-11.30445846686018,-7.745794004562946,-7.396449704142002,578,greek_tourism_Stays
EL411,2019,59346,118220,177566,1941,37.6,4.181588371603118,11.556717277042264,8.978316772740385,11.242603550295872,596,greek_tourism_Stays
EL411,2020,74315,52020,126335,3900,17.2,-46.86586159313042,-87.35177481199077,-77.0777616094465,-45.04792332268371,579,greek_tourism_Stays
EL411,2020,36393,26489,62882,1568,24.0,-38.67657466383581,-77.59346980206395,-64.58668889314396,-36.17021276595745,597,greek_tourism_Stays
EL411,2021,107538,148407,255945,5187,24.3,44.70564488999529,185.2883506343714,102.59231408556614,41.27906976744188,580,greek_tourism_Stays
EL411,2021,32241,38746,70987,1570,24.0,-11.408787404171132,46.272037449507344,12.889221080754428,0.0,598,greek_tourism_Stays
EL411,2022,144082,334946,479028,7041,31.5,33.98240621919694,125.69420579891784,87.16052276856355,29.629629629629623,581,greek_tourism_Stays
EL411,2022,50846,95359,146205,2161,32.4,57.70602648801216,146.11314716357816,105.96024624226972,34.99999999999999,599,greek_tourism_Stays
EL411,2023,180897,386694,567591,7063,36.2,25.55142210685582,15.44965457118461,18.488063328239683,14.920634920634928,582,greek_tourism_Stays
EL411,2023,55563,106142,161705,2504,37.4,9.277032608268104,11.307794754559088,10.601552614479669,15.432098765432102,600,greek_tourism_Stays
EL613,2015,439257,112985,552242,9908,21.6,,,,,601,greek_tourism_Stays
EL613,2015,112063,562435,674498,9243,44.7,,,,,763,greek_tourism_Stays
EL613,2016,474030,118324,592354,9864,23.2,7.916322335216058,4.725406027348763,7.263482313913102,7.407407407407398,602,greek_tourism_Stays
EL613,2016,137051,559778,696829,9236,45.6,22.29817156420942,-0.472410145172331,3.310758519669444,2.013422818791943,764,greek_tourism_Stays
EL613,2017,503232,134276,637508,9783,24.2,6.160369596860958,13.48162671985396,7.622806632520418,4.310344827586207,603,greek_tourism_Stays
EL613,2017,131624,579725,711349,9335,45.1,-3.959839767677726,3.563376910132231,2.0837249884835445,-1.0964912280701753,765,greek_tourism_Stays
EL613,2018,554457,177440,731897,10414,23.9,10.179201640595192,32.14572969108404,14.80593184712976,-1.2396694214876065,604,greek_tourism_Stays
EL613,2018,132417,756067,888484,11434,42.0,0.6024737130006685,30.41821553322696,24.90127911896973,-6.8736141906873645,766,greek_tourism_Stays
EL613,2019,544029,181302,725331,10490,23.7,-1.8807590128720533,2.1765103697024344,-0.8971207697257948,-0.8368200836820056,605,greek_tourism_Stays
EL613,2019,148796,724090,872886,11868,40.5,12.36925772370617,-4.229387078129319,-1.7555746642595702,-3.571428571428571,767,greek_tourism_Stays
EL613,2020,343038,57504,400542,8734,22.8,-36.94490551055183,-68.28275474070887,-44.77803926758956,-3.797468354430374,606,greek_tourism_Stays
EL613,2020,109007,104768,213775,7383,23.9,-26.740638189198638,-85.53108039055918,-75.5094021441517,-40.98765432098766,768,greek_tourism_Stays
EL613,2021,406778,137636,544414,7497,33.1,18.58103183903824,139.350306065665,35.919329308786594,45.17543859649123,607,greek_tourism_Stays
EL613,2021,129856,302137,431993,8287,35.4,19.12629464162852,188.3867211362248,102.078353408958,48.11715481171549,769,greek_tourism_Stays
EL613,2022,496663,214354,711017,9600,31.0,22.096819395345864,55.739777383824,30.602262248950247,-6.344410876132935,608,greek_tourism_Stays
EL613,2022,132094,749194,881288,10891,48.6,1.7234475110892065,147.964996011743,104.00515749097788,37.28813559322035,770,greek_tourism_Stays
EL613,2023,573510,221315,794825,9664,35.8,15.472664563295432,3.247431818393872,11.787059943714423,15.483870967741924,609,greek_tourism_Stays
EL613,2023,139693,806825,946518,10643,47.6,5.752721546777295,7.692400099306722,7.401666651537295,-2.05761316872428,771,greek_tourism_Stays
EL307,2015,168962,128486,297448,6607,22.4,,,,,646,greek_tourism_Stays
EL307,2015,186011,197237,383248,2931,37.2,,,,,682,greek_tourism_Stays
EL307,2016,185199,133169,318368,6705,23.5,9.609853103064594,3.644755070591348,7.033162098921491,4.910714285714293,647,greek_tourism_Stays
EL307,2016,190355,202342,392697,2797,40.0,2.3353457591217723,2.5882567672394123,2.465505364672484,7.526881720430099,683,greek_tourism_Stays
EL307,2017,187194,145635,332829,6683,24.1,1.0772196394148996,9.361037478692488,4.542227862096693,2.553191489361708,648,greek_tourism_Stays
EL307,2017,193282,217831,411113,2867,40.7,1.537653331932442,7.654861571003549,4.689620750858805,1.750000000000007,684,greek_tourism_Stays
EL307,2018,239078,209183,448261,8070,23.7,27.716700321591503,43.63511518522333,34.68207397792861,-1.659751037344407,649,greek_tourism_Stays
EL307,2018,194679,270901,465580,3050,43.2,0.7227781169482932,24.3629235508261,13.248668857467411,6.142506142506142,685,greek_tourism_Stays
EL307,2019,220303,196215,416518,8042,22.0,-7.853085603861501,-6.1993565442698495,-7.081365543734565,-7.172995780590714,650,greek_tourism_Stays
EL307,2019,194520,285915,480435,3195,42.7,-0.0816729077096142,5.5422460603689165,3.19064392800378,-1.1574074074074074,686,greek_tourism_Stays
EL307,2020,129821,59850,189671,6222,20.8,-41.071615002973175,-69.49774482073235,-54.46271229574712,-5.454545454545452,651,greek_tourism_Stays
EL307,2020,94913,88531,183444,2906,24.0,-51.206559736788,-69.03590227864925,-61.81710325017953,-43.79391100702576,687,greek_tourism_Stays
EL307,2021,195066,130320,325386,5110,36.5,50.25766247371381,117.74436090225564,71.5528467715149,75.48076923076923,652,greek_tourism_Stays
EL307,2021,117381,140176,257557,2563,33.7,23.67220507201332,58.335498300030494,40.400885283792334,40.41666666666668,688,greek_tourism_Stays
EL307,2022,216028,181109,397137,7899,28.3,10.746106446023395,38.97252915899325,22.05104091755638,-22.46575342465753,653,greek_tourism_Stays
EL307,2022,198266,270883,469149,3445,46.0,68.90808563566506,93.24492067115628,82.15346505822012,36.49851632047477,689,greek_tourism_Stays
EL307,2023,239189,225415,464604,7301,31.5,10.721295387634935,24.463720742757125,16.988344072700354,11.307420494699643,654,greek_tourism_Stays
EL307,2023,234177,348688,582865,3581,54.6,18.11253568438361,28.72273269271235,24.23878128270549,18.695652173913047,690,greek_tourism_Stays
