geo,year,greek_tourism_Turnover__Turnover_Catering,greek_tourism_Turnover__Turnover_Accomodation,greek_tourism_Turnover__Turnover_Catering_pct_diff,greek_tourism_Turnover__Turnover_Accomodation_pct_diff,_row_order_,__conflict_file
EL623,2021,36479.0,43094.0,73.65990669332572,97.38011267347592,290,greek_tourism_Turnover
EL623,2022,6267.0,2956.0,83.51390922401171,69.7874784606548,231,greek_tourism_Turnover
EL623,2022,68761.0,92920.0,88.49475040434223,115.62166426880772,291,greek_tourism_Turnover
EL623,2023,7620.0,3456.0,21.589277166108182,16.914749661705006,232,greek_tourism_Turnover
EL623,2023,75480.0,101763.0,9.771527464696558,9.516788635385277,292,greek_tourism_Turnover
EL623,2024,8341.0,3838.0,9.461942257217848,11.05324074074074,233,greek_tourism_Turnover
EL623,2024,75940.0,109407.0,0.6094329623741388,7.51157100321335,293,greek_tourism_Turnover
EL412,2019,3901.0,2332.0,,,234,greek_tourism_Turnover
EL412,2019,23516.0,45920.0,,,432,greek_tourism_Turnover
EL412,2020,2457.0,1028.0,-37.016149705203794,-55.91766723842196,235,greek_tourism_Turnover
EL412,2020,11383.0,14547.0,-51.5946589556047,-68.3209930313589,433,greek_tourism_Turnover
EL412,2021,4845.0,2019.0,97.1916971916972,96.40077821011673,236,greek_tourism_Turnover
EL412,2021,19905.0,30240.0,74.86602828779759,107.87791297174677,434,greek_tourism_Turnover
EL412,2022,6415.0,2616.0,32.404540763673886,29.569093610698367,237,greek_tourism_Turnover
EL412,2022,34056.0,54689.0,71.0926902788244,80.84986772486774,435,greek_tourism_Turnover
EL412,2023,7924.0,3208.0,23.52299298519096,22.629969418960243,238,greek_tourism_Turnover
EL412,2023,41011.0,59493.0,20.422245712943383,8.784216204355538,436,greek_tourism_Turnover
EL412,2024,9087.0,3869.0,14.67693084300858,20.604738154613468,239,greek_tourism_Turnover
EL412,2024,47262.0,68562.0,15.242252078710589,15.243810196157533,437,greek_tourism_Turnover
EL421,2019,20463.0,11722.0,,,252,greek_tourism_Turnover
EL421,2019,9893.0,24985.0,,,264,greek_tourism_Turnover
EL421,2019,48520.0,324232.0,,,312,greek_tourism_Turnover
EL421,2019,144652.0,814992.0,,,426,greek_tourism_Turnover
EL421,2020,12898.0,4562.0,-36.969163856717,-61.081726667804126,253,greek_tourism_Turnover
EL421,2020,3384.0,4165.0,-65.79399575457394,-83.32999799879927,265,greek_tourism_Turnover
EL421,2020,23678.0,89952.0,-51.199505358615006,-72.25690246490167,313,greek_tourism_Turnover
EL421,2020,74633.0,225749.0,-48.40513784807676,-72.30046429903607,427,greek_tourism_Turnover
EL421,2021,21741.0,9076.0,68.56101721197085,98.94782989916705,254,greek_tourism_Turnover
EL421,2021,8748.0,14890.0,158.51063829787233,257.5030012004802,266,greek_tourism_Turnover
EL421,2021,44857.0,221564.0,89.44589914688741,146.31358946993953,314,greek_tourism_Turnover
EL421,2021,129950.0,604741.0,74.11868744389211,167.88202827033564,428,greek_tourism_Turnover
EL421,2022,32253.0,17902.0,48.351041810404304,97.24548259144998,255,greek_tourism_Turnover
EL421,2022,14320.0,28801.0,63.69455875628716,93.42511752854264,267,greek_tourism_Turnover
EL421,2022,83925.0,409161.0,87.09454488708562,84.6694408838981,315,greek_tourism_Turnover
EL421,2022,228815.0,1051481.0,76.07926125432859,73.87294726172031,429,greek_tourism_Turnover
EL421,2023,42163.0,22625.0,30.72582395436084,26.38252709194504,256,greek_tourism_Turnover
EL421,2023,15774.0,34751.0,10.153631284916202,20.659004895663344,268,greek_tourism_Turnover
EL421,2023,96623.0,446349.0,15.130175752159666,9.088842778270656,316,greek_tourism_Turnover
EL421,2023,246534.0,1087198.0,7.743810501933877,3.3968279027390893,430,greek_tourism_Turnover
EL421,2024,43784.0,24482.0,3.844603088015559,8.207734806629833,257,greek_tourism_Turnover
EL421,2024,18418.0,37082.0,16.761759857994168,6.707720641132629,269,greek_tourism_Turnover
EL421,2024,108640.0,496001.0,12.43699740227482,11.124030747240388,317,greek_tourism_Turnover
EL421,2024,288283.0,1347443.0,16.934378219637047,23.937222106736765,431,greek_tourism_Turnover
EL611,2019,22928.0,6435.0,,,258,greek_tourism_Turnover
EL611,2019,43964.0,18951.0,,,462,greek_tourism_Turnover
EL611,2020,17498.0,3073.0,-23.682833217027216,-52.245532245532246,259,greek_tourism_Turnover
EL611,2020,29743.0,6761.0,-32.34692020744245,-64.32378238615377,463,greek_tourism_Turnover
EL611,2021,22268.0,4063.0,27.260258315236022,32.21607549625773,260,greek_tourism_Turnover
EL611,2021,37905.0,10874.0,27.44175100023535,60.8341961248336,464,greek_tourism_Turnover
EL611,2022,31227.0,6443.0,40.23262080114963,58.57740585774059,261,greek_tourism_Turnover
EL611,2022,59929.0,18502.0,58.10315261838808,70.14897921647967,465,greek_tourism_Turnover
EL611,2023,35841.0,7060.0,14.77567489672399,9.576284339593355,262,greek_tourism_Turnover
EL611,2023,67918.0,24635.0,13.330774750120977,33.147767808885526,466,greek_tourism_Turnover
EL611,2024,36565.0,7904.0,2.020032923188527,11.954674220963172,263,greek_tourism_Turnover
EL611,2024,70250.0,25122.0,3.4335522247416006,1.976862187943982,467,greek_tourism_Turnover
EL653,2019,41572.0,22413.0,,,318,greek_tourism_Turnover
EL653,2019,91228.0,42906.0,,,360,greek_tourism_Turnover
EL653,2020,35129.0,14526.0,-15.498412392956798,-35.18939900950341,319,greek_tourism_Turnover
EL653,2020,71231.0,22203.0,-21.91980532292717,-48.25199272828975,361,greek_tourism_Turnover
EL653,2021,40994.0,21933.0,16.69560761763785,50.99132589838909,320,greek_tourism_Turnover
EL653,2021,91959.0,35666.0,29.09968974182589,60.63595009683376,362,greek_tourism_Turnover
EL653,2022,59153.0,32273.0,44.29672635019759,47.1435736105412,321,greek_tourism_Turnover
EL653,2022,136352.0,52664.0,48.27477462782327,47.65883474457466,363,greek_tourism_Turnover
EL653,2023,71403.0,36943.0,20.70900884147888,14.470300250983795,322,greek_tourism_Turnover
EL653,2023,155507.0,58630.0,14.048198779629196,11.328421692237582,364,greek_tourism_Turnover
EL653,2024,75124.0,41482.0,5.211265633096648,12.286495411850687,323,greek_tourism_Turnover
EL653,2024,163596.0,64704.0,5.201695100542097,10.359884018420605,365,greek_tourism_Turnover
EL411,2019,54890.0,20349.0,,,336,greek_tourism_Turnover
EL411,2019,8125.0,5134.0,,,348,greek_tourism_Turnover
EL411,2020,,,,,337,greek_tourism_Turnover
EL411,2020,6294.0,3474.0,-22.53538461538461,-32.33346318659914,349,greek_tourism_Turnover
EL411,2021,,,,,338,greek_tourism_Turnover
EL411,2021,7991.0,,26.962186209088017,,350,greek_tourism_Turnover
EL411,2022,60976.0,21040.0,,,339,greek_tourism_Turnover
EL411,2022,11883.0,7282.0,48.7047928920035,,351,greek_tourism_Turnover
EL411,2023,78650.0,27664.0,28.985174494883232,31.482889733840302,340,greek_tourism_Turnover
EL411,2023,15263.0,,28.443995624000674,,352,greek_tourism_Turnover
EL411,2024,85927.0,34902.0,9.252383979656708,26.16396761133603,341,greek_tourism_Turnover
EL411,2024,19049.0,14614.0,24.80508419052611,,353,greek_tourism_Turnover
EL613,2019,77956.0,35871.0,,,354,greek_tourism_Turnover
EL613,2019,37078.0,58731.0,,,444,greek_tourism_Turnover
EL613,2020,64078.0,21090.0,-17.802350043614346,-41.2059881241114,355,greek_tourism_Turnover
EL613,2020,16536.0,16504.0,-55.40212524947408,-71.89899712247365,445,greek_tourism_Turnover
EL613,2021,81123.0,29672.0,26.60039327070133,40.69227121858701,356,greek_tourism_Turnover
EL613,2021,30895.0,42060.0,86.8347847121432,154.84730974309258,446,greek_tourism_Turnover
EL613,2022,117149.0,41378.0,44.40910715826584,39.451334591534106,357,greek_tourism_Turnover
EL613,2022,56095.0,77786.0,81.56659653665642,84.94056110318593,447,greek_tourism_Turnover
EL613,2023,131276.0,45086.0,12.059001784052787,8.961283773986176,358,greek_tourism_Turnover
EL613,2023,59695.0,85127.0,6.417684285586951,9.437430900161983,448,greek_tourism_Turnover
EL613,2024,139327.0,45580.0,6.132880343703342,1.095683804285144,359,greek_tourism_Turnover
EL613,2024,60564.0,95026.0,1.455733310997571,11.628507993938468,449,greek_tourism_Turnover
