geo,nuts_label,nuts_level,year,Hotel_Arrivals_Natives,Hotel_Arrivals_Foreign,Hotel_Arrivals_Total,Hotel_Beds,Hotel_Arrivals_Natives_pct_diff,Hotel_Arrivals_Foreign_pct_diff,Hotel_Arrivals_Total_pct_diff,Hotel_Beds_pct_diff
EL422,Νάξος,3,2015,13252,34551,47803,2761,,,,
EL422,Πάρος,3,2015,15823,59845,75668,5908,,,,
EL422,Σύρος,3,2015,25543,4094,29637,1378,,,,
EL422,Τήνος,3,2015,43921,2088,46009,1638,,,,
EL422,Άνδρος,3,2016,17972,4365,22337,1321,54.332331472735085,-10.681399631675877,35.11371884829422,-2.9390154298310067
EL422,Θήρα,3,2016,21589,174774,196348,8964,27.64737184414356,-11.915369728247722,-8.814883271644785,1.276691899220427
EL422,Μήλος,3,2016,12296,12194,24490,1813,6.931037481520132,14.71307619943556,10.669257535360838,2.140845070422535
EL422,Μύκονος,3,2016,33208,288717,321950,10344,23.93819511831007,21.63009272326676,21.873663250898108,16.08124789585905
EL422,Νάξος,3,2016,28673,21838,50511,2731,116.36734077875036,-36.79488292668808,5.664916427839257,-1.0865628395508875
EL422,Πάρος,3,2016,21601,53128,74766,5801,36.51646337609809,-11.223995321246552,-1.1920494793043297,-1.8111035883547733
EL422,Σύρος,3,2016,27314,3766,31080,1465,6.933406412715813,-8.01172447484123,4.868913857677903,6.313497822931785
EL422,Τήνος,3,2016,31539,2889,34428,1563,-28.191525693859436,38.362068965517246,-25.17116216392445,-4.5787545787545785
EL422,Άνδρος,3,2017,19757,6477,26234,1348,9.932116625862452,48.38487972508591,17.44638939875543,2.043906131718395
EL422,Θήρα,3,2017,20466,196739,217205,9247,-5.2017230997267125,12.567658805085424,10.62246623342229,3.1570727353859884
EL422,Μήλος,3,2017,8354,12821,21175,1801,-32.05920624593364,5.141873052320813,-13.536137198856675,-0.6618863761720905
EL422,Μύκονος,3,2017,31768,355542,387310,11264,-4.336304504938569,23.145502343124928,20.301289020034165,8.894044856921887
EL422,Νάξος,3,2017,20807,30061,50868,2885,-27.433473999930246,37.65454711969961,0.7067767416998277,5.638960087879898
EL422,Πάρος,3,2017,24582,67412,91994,5981,13.8002870237489,26.886011142900166,23.0425594521574,3.102913290811929
