,0
Hotel_Arrivals_Natives_pct_diff,0.1123882503192848
Hotel_Arrivals_Foreign_pct_diff,0.1123882503192848
Hotel_Arrivals_Total_pct_diff,0.1123882503192848
Hotel_Beds_pct_diff,0.1123882503192848
year,0.0
nuts_level,0.0
nuts_label,0.0
geo,0.0
Hotel_Beds,0.0
Hotel_Arrivals_Total,0.0
Hotel_Arrivals_Foreign,0.0
Hotel_Arrivals_Natives,0.0
