geo,year,greek_tourism_GVA__GVA_GHI,greek_tourism_GVA__GVA_total,greek_tourism_GVA__GVA_GHI_pct,greek_tourism_GVA__GVA_GHI_pct_diff,_row_order_,__conflict_file
EL651,2000,253.929958,961.445604,26.411266216575264,,483,greek_tourism_GVA
EL651,2000,188.208969,974.478321,19.31381796229821,,506,greek_tourism_GVA
EL651,2001,275.764303,1075.08399,25.650489223637308,8.5985699253335,484,greek_tourism_GVA
EL651,2001,198.633516,1032.467047,19.2387269479604,5.538815209173156,507,greek_tourism_GVA
EL651,2002,294.573363,1200.109765,24.54553504945441,6.820701517701509,485,greek_tourism_GVA
EL651,2002,167.869548,1087.480624,15.436555309145442,-15.487803176176964,508,greek_tourism_GVA
EL651,2003,317.175621,1283.332453,24.715000408393788,7.672879098711993,486,greek_tourism_GVA
EL651,2003,188.046688,1221.687337,15.392374325641388,12.019535550307182,509,greek_tourism_GVA
EL651,2004,338.440234,1314.393179,25.748781978425043,6.704365528774356,487,greek_tourism_GVA
EL651,2004,210.059485,1308.139246,16.057884177262885,11.706027494618787,510,greek_tourism_GVA
EL651,2005,378.528086,1380.467809,27.420276194212946,11.844883667111516,488,greek_tourism_GVA
EL651,2005,198.702486,1321.3291,15.038076887885085,-5.4065632884894494,511,greek_tourism_GVA
EL651,2006,389.062589,1525.958856,25.496269933505992,2.7830175328126194,489,greek_tourism_GVA
EL651,2006,210.923931,1478.124356,14.269701337632243,6.1506251109510615,512,greek_tourism_GVA
EL651,2007,445.296045,1646.863678,27.03903492126201,14.453575745880824,490,greek_tourism_GVA
EL651,2007,236.638989,1511.472076,15.656193240846878,12.191626563227668,513,greek_tourism_GVA
EL651,2008,445.839093,1741.498141,25.600893994867604,0.1219521273762938,491,greek_tourism_GVA
EL651,2008,259.514851,1514.765876,17.13234072088379,9.666987716888872,514,greek_tourism_GVA
EL651,2009,403.790829,1718.80931,23.49247392661609,-9.431264476397097,492,greek_tourism_GVA
EL651,2009,254.341689,1529.830518,16.62548145088056,-1.9933972873097805,515,greek_tourism_GVA
EL651,2010,381.237207,1613.916236,23.621870732577477,-5.585471580881289,493,greek_tourism_GVA
EL651,2010,239.789725,1446.928426,16.572328021980542,-5.721423042055838,516,greek_tourism_GVA
EL651,2011,311.705571,1433.42477,21.7455130903033,-18.2384181615306,494,greek_tourism_GVA
EL651,2011,207.725643,1348.676333,15.402186419178452,-13.371749769511606,517,greek_tourism_GVA
EL651,2012,290.149573,1324.786275,21.901613752754194,-6.915499755376539,495,greek_tourism_GVA
EL651,2012,181.642871,1313.982395,13.82384358353599,-12.556356366652324,518,greek_tourism_GVA
EL651,2013,293.087632,1278.899326,22.917177766969907,1.0126015246625952,496,greek_tourism_GVA
EL651,2013,183.317175,1331.858042,13.764017576882264,0.9217559658589508,519,greek_tourism_GVA
EL651,2014,293.47979,1262.54679,23.245062466160164,0.1338023025140804,497,greek_tourism_GVA
EL651,2014,183.07761,1300.825159,14.073959804155356,-0.1306833361358524,520,greek_tourism_GVA
EL651,2015,289.865975,1286.062923,22.539019655728,-1.2313675841188207,498,greek_tourism_GVA
EL651,2015,179.830547,1315.227875,13.67295739531068,-1.773599185613138,521,greek_tourism_GVA
EL651,2016,285.145689,1259.737329,22.63532900357516,-1.628437418362051,499,greek_tourism_GVA
EL651,2016,180.848864,1304.66621,13.86169601188644,0.5662647514495944,522,greek_tourism_GVA
EL651,2017,293.530314,1287.495032,22.79855896174052,2.940470546619406,500,greek_tourism_GVA
EL651,2017,186.720516,1344.077997,13.89208932939626,3.246717657015536,523,greek_tourism_GVA
EL651,2018,303.266598,1294.731908,23.423119189860884,3.316960305503578,501,greek_tourism_GVA
EL651,2018,191.518191,1315.421584,14.559453283229692,2.569441806812487,524,greek_tourism_GVA
EL651,2019,293.781333,1305.037895,22.511325849277352,-3.1276985538644686,502,greek_tourism_GVA
EL651,2019,188.198528,1361.33688,13.82453753842326,-1.7333408292270216,525,greek_tourism_GVA
EL651,2020,219.106617,1224.882564,17.887969299234797,-25.418468640415632,503,greek_tourism_GVA
EL651,2020,152.791223,1250.788014,12.215596990842288,-18.813805493739043,526,greek_tourism_GVA
EL651,2021,251.785606,1290.536656,19.51014756763329,14.914651801684291,504,greek_tourism_GVA
EL651,2021,176.643348,1376.229705,12.83530993105544,15.6109261590242,527,greek_tourism_GVA
EL651,2022,312.234382,1505.606065,20.73811930347132,24.008034835795968,505,greek_tourism_GVA
EL651,2022,213.001259,1689.025868,12.61089383149696,20.58266637926269,528,greek_tourism_GVA
EL541,2000,107.972217,511.332772,21.11584136836823,,529,greek_tourism_GVA
EL541,2000,147.591697,510.432093,28.915050410045435,,1426,greek_tourism_GVA
EL541,2001,109.054534,554.133404,19.680194915663304,1.0024032386035042,530,greek_tourism_GVA
EL541,2001,151.395171,535.505809,28.271433933221815,2.577024370144612,1427,greek_tourism_GVA
EL541,2002,113.446496,614.711391,18.455245447045893,4.027308025542516,531,greek_tourism_GVA
EL541,2002,142.152049,544.730588,26.095844832565195,-6.105295128600898,1428,greek_tourism_GVA
EL541,2003,130.403408,663.902569,19.641949600589665,14.947056628351058,532,greek_tourism_GVA
EL541,2003,156.515037,599.773977,26.09566986931813,10.10396128725517,1429,greek_tourism_GVA
EL541,2004,135.863627,666.23176,20.392847528013377,4.18717507751024,533,greek_tourism_GVA
EL541,2004,153.345446,599.952709,25.55958889753092,-2.0251031854530352,1430,greek_tourism_GVA
EL541,2005,143.439748,696.896425,20.58264942311908,5.5762687683878776,534,greek_tourism_GVA
EL541,2005,165.517774,590.321739,28.03856999750436,7.937847727150628,1431,greek_tourism_GVA
EL541,2006,145.595394,750.884463,19.38985305652809,1.5028233317866606,535,greek_tourism_GVA
EL541,2006,158.88399,642.172011,24.741656017144606,-4.007898269584022,1432,greek_tourism_GVA
EL541,2007,168.870239,763.947302,22.10495914546734,15.985976177240882,536,greek_tourism_GVA
EL541,2007,181.476539,682.468845,26.59118292791813,14.2195252020043,1433,greek_tourism_GVA
EL541,2008,173.937911,767.219452,22.67120711637014,3.000926646405715,537,greek_tourism_GVA
EL541,2008,206.002275,696.990868,29.55595036576577,13.514549117558383,1434,greek_tourism_GVA
EL541,2009,164.170756,777.826479,21.10634703656058,-5.615311201478096,538,greek_tourism_GVA
EL541,2009,195.700441,710.526354,27.543023548427037,-5.000835063593343,1435,greek_tourism_GVA
EL541,2010,166.043992,771.662725,21.517689868977406,1.1410290393010014,539,greek_tourism_GVA
EL541,2010,192.396116,681.818695,28.218075774528295,-1.6884606815985692,1436,greek_tourism_GVA
EL541,2011,147.483673,708.055992,20.8293799736674,-11.177952768083289,540,greek_tourism_GVA
EL541,2011,179.584546,649.459208,27.651397314548504,-6.658954591370242,1437,greek_tourism_GVA
EL541,2012,128.179076,647.526794,19.795177155248343,-13.089311248710224,541,greek_tourism_GVA
EL541,2012,154.249319,569.657175,27.077569768168026,-14.10768775170664,1438,greek_tourism_GVA
EL541,2013,120.702995,632.267165,19.09050503990667,-5.832528391763416,542,greek_tourism_GVA
EL541,2013,162.155202,571.283874,28.38434784875444,5.12539248228382,1439,greek_tourism_GVA
EL541,2014,122.701537,609.904585,20.118152907474865,1.6557517897546787,543,greek_tourism_GVA
EL541,2014,163.07317,574.182627,28.400923736064204,0.5661045644406782,1440,greek_tourism_GVA
EL541,2015,117.62177,595.849259,19.740189019854096,-4.139937546177603,544,greek_tourism_GVA
EL541,2015,158.285949,571.13928,27.714071600888666,-2.935627608146709,1441,greek_tourism_GVA
EL541,2016,116.704885,587.032782,19.880471513429043,-0.7795198116811144,545,greek_tourism_GVA
EL541,2016,156.113625,551.161935,28.324456949299304,-1.372404824132542,1442,greek_tourism_GVA
EL541,2017,120.164106,581.06957,20.6798139506772,2.964075582611644,546,greek_tourism_GVA
EL541,2017,160.261478,549.927386,29.142298070603815,2.6569449015100366,1443,greek_tourism_GVA
EL541,2018,124.572351,597.256222,20.85743880287278,3.6685206146334526,547,greek_tourism_GVA
EL541,2018,168.726129,556.75462,30.30529481731108,5.281775199901735,1444,greek_tourism_GVA
EL541,2019,116.534483,595.073038,19.58322349667605,-6.452369193867106,548,greek_tourism_GVA
EL541,2019,169.921811,551.935207,30.78655045826783,0.7086525407099248,1445,greek_tourism_GVA
