,0
Avg_duration_of_stay_pct_diff,0.1111111111111111
Avg_expenditure_per_stay_pct_diff,0.1111111111111111
Avg_expenditure_per_journey_pct_diff,0.1111111111111111
geo,0.0
nuts_label,0.0
nuts_level,0.0
Avg_expenditure_per_stay,0.0
Avg_expenditure_per_journey,0.0
year,0.0
Avg_duration_of_stay,0.0
