,0
Turnover_Accomodation_pct_diff,0.19047619047619047
Turnover_Catering_pct_diff,0.17261904761904762
Turnover_Accomodation,0.013888888888888888
Turnover_Catering,0.003968253968253968
year,0.0
geo,0.0
nuts_level,0.0
nuts_label,0.0
