,0
nuts_label,1.0
part_time_employment_diff,0.10322245322245323
part_time_employment_pct,0.08336798336798337
part_time_employment,0.06340956340956341
population,0.056133056133056136
geo,0.0
year,0.0
geo_label,0.0
nuts_level,0.0
Country_code,0.0
