,0
GFCF_pct_diff,0.043478260869565216
geo,0.0
nuts_label,0.0
nuts_level,0.0
NUTS_label_el,0.0
year,0.0
GFCF_GHI,0.0
GFCF_Total,0.0
GFCF_pct,0.0
