,0
nuts_label,1.0
total_employment_pct_diff,0.08696343402225755
employed_pct,0.04340222575516693
population,0.03545310015898251
total_employment,0.028139904610492844
geo,0.0
geo_label,0.0
year,0.0
nuts_level,0.0
Country_code,0.0
