geo,NUTS_label,NUTS_level,Year,Avg_expenditure_per_journey,Avg_expenditure_per_stay,Avg_duration_of_stay,Avg_expenditure_per_journey_pct_diff,Avg_expenditure_per_stay_pct_diff,Avg_duration_of_stay_pct_diff
EL42,South Aegean,2,2021,861.2879667103346,104.34211125595333,8.254461754157703,7.776607616153022,13.156214512385029,-4.754141802475365
EL42,South Aegean,2,2022,702.9669277923684,91.62452208663044,7.672257511233918,-18.38189374950505,-12.188357141946636,-7.053206620413896
EL42,South Aegean,2,2023,767.2778034151809,105.4584054297032,7.275643892858168,9.148492351521774,15.098450750982273,-5.169451335477441
EL42,South Aegean,2,2024,751.9534606994116,110.93188321276084,6.778515237654525,-1.9972352448565651,5.190176886095779,-6.832778823763336
EL61,Thessaly,2,2016,421.9738032475237,58.86487415047894,7.168516187919012,NA,NA,NA
EL61,Thessaly,2,2017,417.6008371355462,57.62995235291075,7.246246441056692,-1.036312225622296,-2.097892529951401,1.0843283477364134
EL61,Thessaly,2,2018,400.6877924763951,64.13268714962317,6.24779360237285,-4.050050468088845,11.283602590700355,-13.77889707182304
EL61,Thessaly,2,2019,440.335449176359,72.62563314973812,6.063085856593965,9.894900080416006,13.242772722591054,-2.9563676000554038
EL61,Thessaly,2,2020,492.9199421636915,63.54958058840676,7.756462554115014,11.941916801313857,-12.497037433902339,27.929287784691393
EL61,Thessaly,2,2021,653.5633818499465,74.27064478700017,8.799753707865236,32.59016849290056,16.87039332018696,13.45060517563805
EL61,Thessaly,2,2022,357.1469431021362,52.038611591102594,6.863114371852306,-45.35389328404347,-29.933809326223752,-22.00788113287714
EL61,Thessaly,2,2023,406.08835069234925,62.16636416625073,6.532284075780148,13.70343734853608,19.461996132271427,-4.820410649558633
EL61,Thessaly,2,2024,343.50816852966466,59.48038412863843,5.775150472914875,-15.410484456397288,-4.3206323445733785,-11.59064110013998
EL63,Western Greece,2,2016,283.4547614734829,53.08073489795071,5.340068520498691,NA,NA,NA
EL63,Western Greece,2,2017,281.8832736758977,56.35365304004611,5.002040834435089,-0.5544051507253266,6.165924696385009,-6.330025256530501
EL63,Western Greece,2,2018,302.9048924454362,66.52559899255918,4.553208043708344,7.457561598248143,18.05019799743003,-8.972993335777801
EL63,Western Greece,2,2019,315.01081021201804,56.80509014616747,5.545468010022535,3.996606878432165,-14.611681809101693,21.792546195759783
EL63,Western Greece,2,2020,371.2965281139773,52.72208637202154,7.0425234216644395,17.867868681737026,-7.187742794949867,26.99601564622173
EL63,Western Greece,2,2021,364.8173807408627,54.049352325584906,6.749708646706059,-1.7450061830703882,2.5174761563831307,-4.157810452679699
EL63,Western Greece,2,2022,378.8055818663002,74.07462528411384,5.1138373014158125,3.8343022739296573,37.04997765357075,-24.236177158381082
EL63,Western Greece,2,2023,372.87654678804574,76.6411988466967,4.865223305469171,-1.5651921096419104,3.464848526386392,-4.861593775731001
EL63,Western Greece,2,2024,425.2,89.28510317922041,4.762272594863933,14.032379795046875,16.497529426457664,-2.116053141682273
EL53,Western Macedonia,2,2016,205.07325069863063,45.91537229355063,4.466331001032429,NA,NA,NA
EL53,Western Macedonia,2,2017,202.7497253652395,52.30722558664594,3.876132276015832,-1.133022139881965,13.92094406254683,-13.214397340460598
EL53,Western Macedonia,2,2018,173.55764342711703,46.015755820536654,3.771700373758914,-14.398087043291904,-12.027917167366457,-2.6942295778476537
EL53,Western Macedonia,2,2019,248.36378026743765,49.74306346190922,4.992932943456977,43.101608988908836,8.100068280762839,32.378833117143145
EL53,Western Macedonia,2,2020,370.0843087817918,41.73983062567498,8.866454492849469,49.008969175491565,-16.0891434488403,77.58008355526934
EL53,Western Macedonia,2,2021,428.0094155848833,37.768160353298306,11.332546027688773,15.651867811895043,-9.515300404534045,27.81372798820694
EL53,Western Macedonia,2,2022,279.9473871759959,50.15045457031182,5.582150542294781,-34.59317085502844,32.785007533289,-50.7423086687146
EL53,Western Macedonia,2,2023,246.3769520668213,55.28391380016759,4.456575794495838,-11.991694385084479,10.23611704786956,-20.1638192891915
EL53,Western Macedonia,2,2024,234.5,60.15804231455519,3.898065677966102,-4.820642502144473,8.816540254378344,-12.5322701168806
