NUTS_name,NUTS_level,year,Hotel_Arrivals_Natives,Hotel_Arrivals_Foreign,Hotel_Arrivals_Total,Hotel_Beds,Hotel_Arrivals_Natives_pct_diff,Hotel_Arrivals_Foreign_pct_diff,Hotel_Arrivals_Total_pct_diff,Hotel_Beds_pct_diff
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΓΟΛΙΔΑΣ,3,2022,197098,157123,354221,11387,21.808293677770223,102.57206951678614,47.97805943836841,33.46225972808251
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΓΟΛΙΔΑΣ,3,2023,227216,182077,409293,11977,15.280723295010604,15.881825066985739,15.547356029145645,5.181347150259067
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,3,2015,45326,5758,51084,3154,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,3,2016,46567,4260,50827,2967,2.73794290252835,-26.015977770059045,-0.5030929449534101,-5.928979074191503
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,3,2017,53099,5860,58959,2971,14.027100736573109,37.558685446009385,15.999370413362977,0.13481631277384565
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,3,2018,63025,12688,75713,3531,18.693384056196916,116.51877133105802,28.416357129530688,18.848872433524065
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,3,2019,66123,10904,77027,3733,4.915509718365728,-14.060529634300126,1.7355011688877737,5.720758991787029
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,3,2020,30205,3953,34158,3139,-54.31997943227016,-63.747248716067496,-55.65451075596869,-15.912135012054648
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,3,2021,38794,8558,47352,2207,28.43568945538818,116.49380217556286,38.62638327770947,-29.6909843899331
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,3,2022,60804,8165,68969,3506,56.73557766664948,-4.592194437952793,45.65171481669201,58.858178522881744
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,3,2023,70472,9873,80345,3182,15.900269719097428,20.91855480710349,16.49436703446476,-9.241300627495722
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,3,2015,27952,2429,30381,662,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,3,2016,28849,2460,31309,678,3.209072696050372,1.2762453684643886,3.0545406668641584,2.416918429003021
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,3,2017,29292,2882,32174,721,1.535581822593504,17.154471544715445,2.762783864064646,6.342182890855458
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,3,2018,27255,3224,30479,727,-6.954117165096273,11.86675919500347,-5.268229004786473,0.8321775312066574
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,3,2019,27758,4054,31812,758,1.845532929737663,25.744416873449133,4.373503067685948,4.264099037138927
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,3,2020,15908,1634,17542,710,-42.69039556163989,-59.69412925505674,-44.85728655853137,-6.33245382585752
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,3,2021,18248,1878,20126,584,14.709580085491577,14.932680538555692,14.730361418310341,-17.74647887323944
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,3,2022,27452,3946,31398,758,50.438404208680396,110.1171458998935,56.00715492397893,29.794520547945208
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,3,2023,35319,5591,40910,796,28.657292729127203,41.68778509883426,30.294923243518696,5.013192612137203
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,3,2015,182785,42521,225306,7197,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,3,2016,199057,47125,246182,7154,8.902262220641738,10.827591072646458,9.26562097769256,-0.5974711685424483
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,3,2017,210834,56698,267532,7199,5.916395806226357,20.314058355437666,8.672445589035755,0.6290187307799833
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,3,2018,220841,77284,298125,7578,4.746388153713347,36.30815901795478,11.435267556778255,5.264620086123073
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,3,2019,216460,82877,299337,7919,-1.983780185744495,7.236944257543605,0.40654088050314463,4.499868039060438
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,3,2020,112014,21328,133342,6599,-48.251871015430105,-74.26547775619291,-55.45422049395832,-16.668771309508777
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,3,2021,126389,40812,167201,5896,12.833217276411876,91.35408852213052,25.392599481033734,-10.653129262009395
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,3,2022,212196,73782,285978,7632,67.89119306268742,80.78506321670098,71.03845072696934,29.443690637720486
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,3,2023,258639,100788,359427,7568,21.886840468246337,36.60242335528991,25.68344418102092,-0.8385744234800839
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,3,2015,28150,7239,35389,1166,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,3,2016,34485,18794,53279,1131,22.5044404973357,159.62149468158586,50.55243154652575,-3.0017152658662094
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,3,2017,37135,23595,60730,1146,7.684500507467015,25.545386825582632,13.984872088440097,1.3262599469496021
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,3,2018,56749,31722,88471,1552,52.818096135721014,34.44373808010172,45.67923596245678,35.42757417102967
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,3,2019,47471,31622,79093,1628,-16.349186769810924,-0.3152386356471849,-10.600083643227725,4.896907216494846
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,3,2020,27651,5869,33520,1542,-41.75180636599187,-81.44013661374993,-57.61951120832438,-5.282555282555283
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,3,2021,26602,10021,36623,1023,-3.7937145130375027,70.74459021979894,9.257159904534607,-33.65758754863813
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,3,2022,45716,30615,76331,1685,71.8517404706413,205.50843229218643,108.42366818665865,64.71163245356793
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,3,2023,51370,42819,94189,1681,12.367661212704524,39.86281234688878,23.39547497085064,-0.2373887240356083
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2015,74103,49234,123337,1971,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2016,74967,52546,127513,1917,1.1659446985951984,6.727058536783524,3.385845285680696,-2.73972602739726
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2017,79315,60838,140153,1980,5.79988528285779,15.780459026376889,9.912714782022224,3.286384976525822
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2018,85956,61175,147131,2075,8.372943327239488,0.5539301094710544,4.978844548457757,4.797979797979798
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2019,89538,61529,151067,2232,4.167248359625855,0.5786677564364527,2.6751670280226465,7.566265060240964
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2020,38381,13241,51622,2234,-57.134401036431456,-78.4800663101952,-65.8284072630025,0.08960573476702509
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2021,58844,23729,82573,2036,53.31544253667179,79.20851899403368,59.956995079617215,-8.863025962399282
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2022,93292,52603,145895,2233,58.541227652776826,121.68232963883855,76.68608382885446,9.675834970530452
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2023,100917,61920,162837,2076,8.173262444796983,17.711917571241184,11.612461016484458,-7.03090013434841
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,3,2015,3531,177,3708,1109,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,3,2016,2363,99,2462,1109,-33.07844803171906,-44.06779661016949,-33.60302049622438,0
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,3,2017,6418,937,7355,1154,171.60389335590352,846.4646464646465,198.7408610885459,4.05770964833183
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,3,2018,5106,635,5741,985,-20.442505453412277,-32.230522945570975,-21.94425560842964,-14.644714038128251
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,3,2019,6785,946,7731,1031,32.88288288288289,48.976377952755904,34.66295070545201,4.67005076142132
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,3,2020,3931,524,4455,640,-42.06337509211496,-44.60887949260042,-42.374854481955765,-37.92434529582929
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,3,2021,3653,80,3733,377,-7.071991859577715,-84.7328244274809,-16.206509539842873,-41.09375
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,3,2022,5916,820,6736,1313,61.949082945524225,925,80.44468256094294,248.27586206896552
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,3,2023,7221,1902,9123,1168,22.058823529411764,131.95121951219514,35.43646080760095,-11.043412033511043
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,3,2015,25610,2468,28078,1177,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,3,2016,29772,3780,33552,1224,16.25146427176884,53.16045380875203,19.49569057625187,3.993203058623619
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,3,2017,35453,5701,41154,2796,19.081687491602846,50.82010582010582,22.65736766809728,128.4313725490196
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,3,2018,32743,5140,37883,2771,-7.643922940230728,-9.840378880898088,-7.948194586188463,-0.8941344778254651
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,3,2019,33774,6199,39973,2800,3.148764621445805,20.603112840466924,5.516986511099966,1.0465535907614578
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,3,2020,11918,956,12874,2765,-64.71250074021437,-84.57815776738184,-67.7932604508043,-1.25
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,3,2021,17749,1799,19548,979,48.92599429434469,88.17991631799164,51.84091968308218,-64.59312839059675
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,3,2022,29215,5230,34445,1204,64.60082258155389,190.7170650361312,76.207284632699,22.982635342185905
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,3,2023,33283,6429,39712,1181,13.924353927776828,22.925430210325047,15.291043692843665,-1.910299003322259
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,3,2015,11686,18236,29922,1116,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,3,2016,21701,33632,55333,1143,85.70083861030294,84.42640930028516,84.92413608715995,2.4193548387096775
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,3,2017,23654,38221,61875,1165,8.999585272568085,13.644743101807801,11.822962788932463,1.9247594050743655
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,3,2018,20513,45051,65564,1159,-13.278938023167328,17.869757463174697,5.962020202020202,-0.5150214592274678
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,3,2019,24481,43897,68378,1248,19.34383074148101,-2.5615413642316485,4.291989506436459,7.679033649698015
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,3,2020,16516,15308,31824,1153,-32.53543564396879,-65.12745745722943,-53.45871479130715,-7.612179487179486
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,3,2021,18135,31499,49634,1031,9.802615645434729,105.76822576430625,55.9640522875817,-10.581092801387685
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,3,2022,20275,39349,59624,1153,11.80038599393438,24.921426077018317,20.127332070757948,11.833171677982541
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,3,2023,18706,35674,54380,1263,-7.7385943279901355,-9.339500368497292,-8.79511606064672,9.540329575021683
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2015,7708,1193,8901,597,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2016,5710,985,6695,605,-25.921120913336793,-17.435037720033527,-24.78373216492529,1.340033500837521
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2017,7000,1181,8181,605,22.59194395796848,19.898477157360407,22.19566840926064,0
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2018,9440,1304,10744,677,34.85714285714286,10.414902624894157,31.328688424397992,11.900826446280991
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2019,9752,1379,11131,677,3.305084745762712,5.751533742331288,3.6020104244229336,0
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2020,5616,302,5918,664,-42.41181296144381,-78.10007251631616,-46.833168628155605,-1.9202363367799113
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2021,8185,326,8511,549,45.74430199430199,7.9470198675496695,43.815478202095306,-17.319277108433734
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2022,5786,1033,6819,664,-29.30971288943189,216.87116564417178,-19.88015509340853,20.9471766848816
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,3,2023,6274,1555,7829,563,8.434151399930867,50.5324298160697,14.81155594661974,-15.210843373493976
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΒΡΟΥ,3,2015,91142,46496,137638,4696,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΒΡΟΥ,3,2016,90739,42734,133473,5202,-0.4421671677163108,-8.091018582243633,-3.026053851407315,10.775127768313459
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΒΡΟΥ,3,2017,92688,51370,144058,5048,2.1479187559924617,20.20873309308747,7.9304428611029945,-2.960399846212995
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΒΡΟΥ,3,2018,102550,57029,159579,3971,10.639996547557397,11.016157290247227,10.77413264101959,-21.335182250396194
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΒΡΟΥ,3,2019,100431,57805,158236,4116,-2.0663091175036565,1.360711217100072,-0.841589432193459,3.6514731805590532
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΒΡΟΥ,3,2020,62703,11285,73988,3429,-37.56609015144726,-80.47746734711531,-53.241992972522056,-16.690962099125365
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΒΡΟΥ,3,2021,68138,17749,85887,3205,8.667846833484841,57.279574656623836,16.082337676379954,-6.532516768737241
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΒΡΟΥ,3,2022,97956,53640,151596,3861,43.761190525110806,202.21420925122544,76.50633972545322,20.46801872074883
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΒΡΟΥ,3,2023,98358,74083,172441,3944,0.41038833762097265,38.11148396718866,13.750362806406502,2.14970214970215
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΒΟΙΑΣ,3,2015,143446,44818,188264,13315,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΒΟΙΑΣ,3,2016,152411,69426,221549,14535,6.2497385775832015,54.906510776919994,17.679960056091446,9.162598573037927
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΒΟΙΑΣ,3,2017,160341,76936,237277,14637,5.203036526234984,10.81727306772679,7.0991067438805855,0.7017543859649122
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΒΟΙΑΣ,3,2018,175551,88889,264440,17076,9.486032892398075,15.536289903296247,11.447801514685366,16.663250666120106
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΒΟΙΑΣ,3,2019,194567,101242,295809,17229,10.832179822387795,13.897107628615466,11.862426259264861,0.8959943780744906
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΒΟΙΑΣ,3,2020,121849,28428,150277,12280,-37.37427210164108,-71.92074435510955,-49.19796219858084,-28.724824423936386
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΒΟΙΑΣ,3,2021,143296,53777,197073,11381,17.601293404131344,89.16912902771915,31.139828450128764,-7.32084690553746
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΒΟΙΑΣ,3,2022,192070,99527,291597,16277,34.037237606074136,85.07354445208918,47.963952444018204,43.01906686582902
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΒΟΙΑΣ,3,2023,218946,122283,341229,16668,13.992815119487686,22.864147417283753,17.02075124229673,2.402162560668428
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΡΥΤΑΝΙΑΣ,3,2015,33617,1404,35021,1380,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΡΥΤΑΝΙΑΣ,3,2016,36237,1376,37997,1445,7.793675818782164,-1.9943019943019942,8.497758487764484,4.710144927536232
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΡΥΤΑΝΙΑΣ,3,2017,34514,1083,35597,1444,-4.754808621022712,-21.293604651162788,-6.316288128010106,-0.06920415224913494
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΡΥΤΑΝΙΑΣ,3,2018,39347,1537,40884,1604,14.003013269977401,41.92059095106187,14.852375200157317,11.080332409972298
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΡΥΤΑΝΙΑΣ,3,2019,41082,2045,43127,1659,4.409484840013215,33.05139882888744,5.486253791214167,3.4289276807980054
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΡΥΤΑΝΙΑΣ,3,2020,15860,138,15998,1594,-61.394284601528646,-93.25183374083129,-62.904908757854706,-3.918022905364678
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΡΥΤΑΝΙΑΣ,3,2021,19160,843,20003,1359,20.80706179066835,510.8695652173913,25.03437929741218,-14.742785445420326
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΡΥΤΑΝΙΑΣ,3,2022,36624,1728,38352,1876,91.1482254697286,104.98220640569396,91.73124031395291,38.042678440029434
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΡΥΤΑΝΙΑΣ,3,2023,41759,2254,44013,1730,14.020860637833115,30.439814814814813,14.760638297872342,-7.782515991471215
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΖΑΚΥΝΘΟΥ,3,2015,42750,373602,416352,27883,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΖΑΚΥΝΘΟΥ,3,2016,45642,411474,457054,29810,6.764912280701754,10.136990701334575,9.775862731534856,6.911021052254061
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΖΑΚΥΝΘΟΥ,3,2017,51646,500662,552308,31176,13.15455063318873,21.675245580522706,20.8408634428317,4.582354914458236
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΖΑΚΥΝΘΟΥ,3,2018,80884,644605,725489,37928,56.61232234829415,28.7505342925966,31.355873896449083,21.65768539902489
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΖΑΚΥΝΘΟΥ,3,2019,81424,639510,720934,39334,0.6676227684090796,-0.7904065280287929,-0.6278523864593398,3.707023834634043
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΖΑΚΥΝΘΟΥ,3,2020,32794,177154,209948,23500,-59.724405580664175,-72.29847852261888,-70.87833282935748,-40.25524991101846
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΖΑΚΥΝΘΟΥ,3,2021,39978,367553,407531,29032,21.90644630115265,107.47654583018165,94.1104463962505,23.540425531914895
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΖΑΚΥΝΘΟΥ,3,2022,66698,580561,647259,37074,66.83676021811996,57.9530026962098,58.824482063941154,27.700468448608433
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΖΑΚΥΝΘΟΥ,3,2023,76441,699635,776076,37925,14.607634411826442,20.51016172288528,19.90192488632835,2.2954091816367264
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΛΕΙΑΣ,3,2015,95732,198376,294108,8659,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΛΕΙΑΣ,3,2016,91785,128474,220259,8490,-4.122968286466385,-35.23712545872485,-25.10948359106179,-1.9517265273126225
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΛΕΙΑΣ,3,2017,90557,151639,242196,8589,-1.3379092444299179,18.03088562666376,9.959638425671596,1.1660777385159011
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΛΕΙΑΣ,3,2018,97154,194513,291667,9049,7.284914473756861,28.273729053871367,20.426018596508612,5.355687507276749
