NUTS_label,year,NUTS_level,Hotel_Stays_Natives,Hotel_Stays_Foreign,Hotel_Stays_Total,Hotel_Beds,Hotel_Occupancy,Hotel_Stays_Natives_pct_diff,Hotel_Stays_Foreign_pct_diff,Hotel_Stays_Total_pct_diff,Hotel_Occupancy_pct_diff
ΜΥΚΟΝΟΥ,2024,3,134032,1778161,1912193,17349,46.1,NA,NA,NA,NA
ΝΑΞΟΥ,2024,3,109225,509717,618942,7879,40.4,NA,NA,NA,NA
ΝΗΣΩΝ,2024,3,275548,245891,521439,7777,32.8,NA,NA,NA,NA
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,2024,3,295372,577156,872528,6281,46.7,NA,NA,NA,NA
ΞΑΝΘΗΣ,2024,3,126221,34804,161025,1191,38.8,NA,NA,NA,NA
ΠΑΡΟΥ,2024,3,131007,534585,665592,7681,43.7,NA,NA,NA,NA
ΠΕΙΡΑΙΩΣ,2024,3,241428,403460,644888,4032,51.8,NA,NA,NA,NA
ΠΕΛΛΑΣ,2024,3,156502,25749,182251,2588,22.9,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΙΤ/ΝΙΑΣ,2015,3,228698,101579,330277,3776,30.8,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΙΤ/ΝΙΑΣ,2016,3,215056,125858,340914,3537,32.8,-5.965071841467787,23.90159383337107,3.2206299560671803,6.493506493506482
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΙΤ/ΝΙΑΣ,2017,3,207622,131181,338803,3464,31.9,-3.456774049549885,4.229369607017432,-0.6192177499310676,-2.743902439024386
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΙΤ/ΝΙΑΣ,2018,3,203016,86762,289778,3395,25.6,-2.218454691699338,-33.86084875096241,-14.470060772779462,-19.749216300940432
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΙΤ/ΝΙΑΣ,2019,3,199982,123109,323091,3604,26.3,-1.4944634905623202,41.892764113321505,11.496041797513959,2.7343749999999973
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΙΤ/ΝΙΑΣ,2020,3,114889,18989,133878,3124,20.5,-42.550329529657674,-84.57545752138348,-58.56337688143588,-22.0532319391635
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΙΤ/ΝΙΑΣ,2021,3,118154,54679,172833,2647,27.1,2.8418734604705413,187.9509189530781,29.097387173396676,32.19512195121952
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΙΤ/ΝΙΑΣ,2022,3,210020,111432,321452,4412,30.4,77.75107063662678,103.79304669068563,85.98994405003674,12.177121771217701
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΙΤ/ΝΙΑΣ,2023,3,229535,147167,376702,4198,38.7,9.291972193124465,32.06888505994687,17.187636101190844,27.302631578947384
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,2015,3,244365,675765,920130,9027,33.5,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,2016,3,233406,699874,933280,8902,34.1,-4.484684795285741,3.567660355301029,1.4291458815602143,1.7910447761194073
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,2017,3,266023,1018295,1284318,10888,40,13.974362270035904,45.4969037283854,37.61336362077833,17.30205278592375
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,2018,3,309597,1251882,1561479,12407,42.1,16.379786710171675,22.939030438134335,21.580402984307625,5.2500000000000036
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,2019,3,361353,1181840,1543193,12904,39.3,16.717216252095465,-5.594936263960981,-1.1710692234733864,-6.65083135391925
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,2020,3,161735,269047,430782,10242,22,-55.24182724372013,-77.23490489406349,-72.08502112179099,-44.02035623409669
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,2021,3,208398,554147,762545,9394,31.8,28.851516369369644,105.96661549840734,77.01412779549749,44.54545454545455
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,2022,3,277764,1044376,1322140,12772,38.7,33.285348227910056,88.46551546791736,73.3851772682268,21.698113207547177
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,2023,3,314549,1184064,1498613,12647,40.9,13.24325686554053,13.37525948508966,13.347527493306307,5.6847545219638125
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΔΡΟΥ,2015,3,38081,21425,59506,1361,19.5,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΔΡΟΥ,2016,3,56566,17247,73813,1321,23.2,48.541267298652876,-19.500583430571762,24.0429536517326,18.97435897435897
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΔΡΟΥ,2017,3,60402,26024,86426,1348,26.1,6.781458826857123,50.89000985678669,17.08777586603986,12.500000000000009
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΔΡΟΥ,2018,3,56389,35581,91970,1452,24.6,-6.643819741068177,36.72379342145712,6.414736306204151,-5.747126436781609
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΔΡΟΥ,2019,3,59581,38382,97963,1439,26,5.660678501126106,7.872178971923217,6.516255300641513,5.6910569105691
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΔΡΟΥ,2020,3,23256,8692,31948,958,19.9,-60.96742250046155,-77.35396800583607,-67.38768718801997,-23.461538461538467
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΔΡΟΥ,2021,3,35147,20476,55623,1067,29.6,51.13089095287238,135.57294063506674,74.10479529235006,48.74371859296484
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΔΡΟΥ,2022,3,51548,34787,86335,1331,37.9,46.66401115315674,69.89158038679429,55.21456951261169,28.040540540540533
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΔΡΟΥ,2023,3,55796,37454,93250,1384,37.4,8.240862885077986,7.666657084543077,8.009497886141194,-1.3192612137203166
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΓΟΛΙΔΑΣ,2015,3,409304,441883,851187,9750,35,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΓΟΛΙΔΑΣ,2016,3,429544,539136,968680,9873,38.8,4.944979770537302,22.008767026565856,13.803429798622394,10.857142857142849
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΓΟΛΙΔΑΣ,2017,3,474394,554242,1028636,10644,39,10.441305198070513,2.8018904320987654,6.189453689556923,0.5154639175257806
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΓΟΛΙΔΑΣ,2018,3,501107,758153,1259260,11392,40.9,5.630973410287651,36.79096856607764,22.42037027675485,4.871794871794869
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΓΟΛΙΔΑΣ,2019,3,522140,705603,1227743,11517,39,4.197307161943457,-6.931318612470043,-2.502819115988755,-4.645476772616133
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΓΟΛΙΔΑΣ,2020,3,272344,108394,380738,8229,24.9,-47.8408089784349,-84.63810386293709,-68.98878674119909,-36.15384615384616
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΓΟΛΙΔΑΣ,2021,3,409818,238976,648794,8532,36.7,50.47807185030696,120.46976769931914,70.4043200310975,47.38955823293175
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΓΟΛΙΔΑΣ,2022,3,460836,537870,998706,11387,43.6,12.44894074930823,125.07281065881092,53.932681251676186,18.801089918256125
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΓΟΛΙΔΑΣ,2023,3,517542,603192,1120734,11977,43.4,12.305028253001067,12.14457024931675,12.218610882481931,-0.45871559633028175
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,2015,3,93520,17181,110701,3154,12.4,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,2016,3,98355,11414,109769,2967,12.4,5.170017108639864,-33.56614865258134,-0.8419074805105645,0
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,2017,3,97834,14548,112382,2971,12.4,-0.5297137918763661,27.457508323111966,2.3804534977999254,0
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,2018,3,113040,28994,142034,3531,12.2,15.542653883108121,99.29887269727797,26.385008275346582,-1.6129032258064602
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,2019,3,126952,22970,149922,3733,12.1,12.307147912243453,-20.776712423259987,5.553599842291282,-0.8196721311475381
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,2020,3,59371,8864,68235,3139,10.8,-53.23350557691096,-61.410535481062254,-54.48633289310442,-10.743801652892554
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,2021,3,72185,18642,90827,2207,16.7,21.582927691970827,110.31137184115522,33.10910822891478,54.62962962962962
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,2022,3,115275,18795,134070,3506,16.7,59.69384221098566,0.8207273897650467,47.61029209376066,0
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,2023,3,131758,22362,154120,3182,18.5,14.298850574712644,18.97845171588188,14.954874319385395,10.77844311377246
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,2015,3,48776,4453,53229,662,22.9,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,2016,3,49565,5401,54966,678,23.5,1.6175988190913566,21.289018639119696,3.26325874992955,2.620087336244548
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,2017,3,50597,6251,56848,721,22.4,2.082114395238576,15.737826328457693,3.4239347960557436,-4.6808510638297935
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,2018,3,44650,6339,50989,727,19.9,-11.753661284265865,1.407774756039034,-10.306431184914157,-11.160714285714286
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,2019,3,46980,8005,54985,758,20.8,5.218365061590145,26.281747909764945,7.836984447625958,4.522613065326644
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,2020,3,31361,2793,34154,710,17.7,-33.24606215410813,-65.10930668332293,-37.88487769391652,-14.903846153846159
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,2021,3,30069,3967,34036,584,22.4,-4.119766589075604,42.03365556749015,-0.34549393921649,26.55367231638418
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,2022,3,47410,8206,55616,758,25.1,57.6706907446207,106.85656667506933,63.40345516511928,12.053571428571443
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,2023,3,57750,11319,69069,796,30.6,21.809744779582367,37.93565683646112,24.189082278481013,21.91235059760956
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,2015,3,427432,141074,568506,7197,29.4,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,2016,3,462203,180743,642946,7154,33,8.134861217690768,28.119284914300298,13.093969104987458,12.244897959183678
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,2017,3,472774,213552,686326,7199,34.5,2.2870903044766044,18.15229358813343,6.74706740534975,4.545454545454546
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,2018,3,458345,284050,742395,7578,33.3,-3.051986784383236,33.012100097400165,8.16944134420086,-3.4782608695652257
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,2019,3,447474,321336,768810,7919,33.2,-2.371794172511972,13.126562224960395,3.5580789202513485,-0.30030030030028326
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,2020,3,250065,65445,315510,6599,23.6,-44.116306198795904,-79.63346777205167,-58.96125180473719,-28.915662650602414
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,2021,3,276129,131340,407469,5896,28.3,10.422890048587368,100.68760027504011,29.1461443377389,19.91525423728813
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,2022,3,436222,256359,692581,7632,35.9,57.97761191327242,95.18730013704888,69.97145795140244,26.855123674911653
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,2023,3,511575,327378,838953,7568,40.4,17.27400268670539,27.70294781926907,21.134278878571607,12.534818941504177
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,2015,3,59239,18666,77905,1166,19.3,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,2016,3,68454,27409,95863,1131,24.3,15.555630581204948,46.83917282760098,23.051152044156346,25.906735751295333
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,2017,3,77853,29835,107688,1146,26.8,13.730388289946532,8.851107300521727,12.335311851287775,10.2880658436214
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,2018,3,114376,43185,157561,1552,29.5,46.91277150527276,44.746103569632986,46.312495356957136,10.07462686567164
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,2019,3,101315,45197,146512,1628,26.3,-11.419353710568652,4.659025124464513,-7.012522134284499,-10.847457627118642
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,2020,3,56681,12598,69279,1542,22.5,-44.05468094556581,-72.12646857092285,-52.71445342361035,-14.448669201520914
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,2021,3,63144,22975,86119,1023,34.4,11.402409978652459,82.37021749484045,24.307510212329856,52.888888888888886
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,2022,3,97393,42607,140000,1685,29.9,54.23951602685925,85.449401523395,62.56575204078077,-13.08139534883721
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,2023,3,108286,56824,165110,1681,35,11.184582054151736,33.36775647194123,17.935714285714287,17.056856187290975
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,2015,3,123353,107204,230557,1971,33.1,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,2016,3,125735,108513,234248,1917,34.6,1.9310434282100961,1.221036528487743,1.6009056328803724,4.531722054380665
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,2017,3,134108,113230,247338,1980,35.8,6.65924364735356,4.346944605715445,5.58809466889792,3.468208092485537
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,2018,3,153768,121273,275041,2075,37.3,14.659826408566229,7.103241190497219,11.200462524965836,4.189944134078213
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,2019,3,154637,119940,274577,2232,35.2,0.5651370896415379,-1.0991729403906887,-0.16870212077472085,-5.63002680965146
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,2020,3,69423,31092,100515,2234,18.7,-55.105828488654076,-74.07703851925963,-63.39278235249128,-46.87500000000001
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,2021,3,106447,54217,160664,2036,26.4,53.33102862163837,74.37604528496075,59.84081977814256,41.17647058823529
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,2022,3,163089,118207,281296,2233,36.4,53.211457344969794,118.02571149270524,75.08340387392322,37.878787878787875
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,2023,3,176167,137344,313511,2076,42.1,8.018934446835777,16.18939656703918,11.452349126898357,15.659340659340668
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,2015,3,7057,296,7353,1109,2.2,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,2016,3,4243,160,4403,1109,1.3,-39.875301119455855,-45.94594594594595,-40.119679042567654,-40.909090909090914
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,2017,3,11592,9981,21573,1154,6,173.2029224605232,6138.125,389.96138996138995,361.53846153846155
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,2018,3,8420,876,9296,985,3,-27.363699102829536,-91.22332431620079,-56.909099337134386,-50
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,2019,3,12120,1530,13650,1031,4.3,43.942992874109265,74.65753424657534,46.83734939759036,43.33333333333333
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,2020,3,7732,986,8718,640,7.7,-36.20462046204621,-35.55555555555556,-36.13186813186813,79.06976744186048
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,2021,3,6061,306,6367,377,7.2,-21.61148473874806,-68.96551724137932,-26.9671943106217,-6.493506493506493
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,2022,3,9873,1036,10909,1313,6.5,62.893911895726774,238.56209150326796,71.33657923668918,-9.722222222222223
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΓΡΕΒΕΝΩΝ,2023,3,12221,2010,14231,1168,9.3,23.782031803909653,94.01544401544402,30.45192043267027,43.07692307692309
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,2015,3,49237,5883,55120,1177,14.2,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,2016,3,53164,8037,61201,1224,14.8,7.975709324288645,36.613972463029064,11.032293178519593,4.225352112676067
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,2017,3,71873,13044,84917,2796,11.7,35.19110676397562,62.29936543486375,38.75100080064051,-20.945945945945954
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,2018,3,62914,18908,81822,2771,11.7,-12.465042505530588,44.95553511192886,-3.644735447554671,0
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,2019,3,71106,15724,86830,2800,13.1,13.020949232285343,-16.83943304421409,6.120603260736721,11.96581196581197
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,2020,3,21567,2580,24147,2765,5.5,-69.66922622563497,-83.59196133299415,-72.19048715881607,-58.01526717557252
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,2021,3,33673,6193,39866,979,14.5,56.13205360040803,140.03875968992247,65.0971135130658,163.63636363636365
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,2022,3,62526,13828,76354,1204,20.9,85.68586107563924,123.28435330211529,91.52661415742737,44.13793103448275
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,2023,3,74101,16968,91069,1181,24.7,18.512298883664396,22.707549898756145,19.27207480944024,18.181818181818183
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,2015,3,30864,117108,147972,1116,41.4,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,2016,3,34815,114481,149296,1143,41.5,12.801321928460341,-2.2432284728626564,0.894763874246479,0.24154589371981022
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,2017,3,34577,122683,157260,1165,42.8,-0.683613385035186,7.164507647557236,5.334369306612367,3.132530120481921
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,2018,3,28852,132096,160948,1159,42.8,-16.557249038378114,7.6726196783580445,2.34516088007122,0
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,2019,3,33101,127391,160492,1248,39.8,14.72688201857757,-3.561803536821705,-0.2833213211720556,-7.009345794392524
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,2020,3,23924,32414,56338,1153,26.7,-27.72423793843086,-74.55550235102952,-64.89669267003963,-32.914572864321606
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,2021,3,25986,48375,74361,1031,30.7,8.61896004012707,49.24106867402974,31.9908409954205,14.981273408239701
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,2022,3,28843,117983,146826,1153,45.7,10.99438159008697,143.89250645994832,97.45027635454069,48.85993485342021
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,2023,3,33904,130316,164220,1263,53.4,17.54671844121624,10.453200884873244,11.846675656900004,16.849015317286643
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,2015,3,12150,2121,14271,597,6.9,NA,NA,NA,NA
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,2016,3,10396,1970,12366,605,6,-14.436213991769547,-7.119283356907119,-13.348749211688038,-13.04347826086957
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,2017,3,13822,2772,16594,605,7.9,32.954982685648325,40.71065989847716,34.19052240012939,31.66666666666667
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,2018,3,19471,2749,22220,677,9.1,40.8696281290696,-0.8297258297258298,33.903820658069186,15.189873417721508
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,2019,3,20238,2930,23168,677,9.4,3.939191618304145,6.584212440887595,4.266426642664267,3.2967032967033045
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,2020,3,8980,647,9627,664,5.6,-55.628026484830514,-77.91808873720136,-58.44699585635359,-40.425531914893625
