geo,NUTS_level,year,GDP,GDP_pct_diff
MK00,2,2019,111.1,3.9
MK00,2,2020,105.9,-4.7
MK00,2,2021,110.7,4.5
MK00,2,2022,113.8,2.8
MK00,2,2023,116.1,2.1
AL,0,2008,85.4,NA
AL,0,2009,88.2,3.4
AL,0,2010,91.5,3.7
AL,0,2011,93.8,2.5
AL,0,2012,95.2,1.4
AL,0,2013,96.1,1
AL,0,2014,97.8,1.8
AL,0,2015,100,2.2
AL,0,2016,103.3,3.3
AL,0,2017,107.2,3.8
AL,0,2018,111.6,4
AL,0,2019,113.9,2.1
AL,0,2020,110.1,-3.3
AL,0,2021,119.9,8.9
AL,0,2022,125.8,4.9
AL,0,2023,NA,NA
AL0,1,2008,85.4,NA
AL0,1,2009,88.2,3.4
AL0,1,2010,91.5,3.7
AL0,1,2011,93.8,2.5
AL0,1,2012,95.2,1.4
AL0,1,2013,96.1,1
AL0,1,2014,97.8,1.8
AL0,1,2015,100,2.2
AL0,1,2016,103.3,3.3
AL0,1,2017,107.2,3.8
AL0,1,2018,111.6,4
AL0,1,2019,113.9,2.1
AL0,1,2020,110.1,-3.3
AL0,1,2021,119.9,8.9
AL0,1,2022,NA,NA
AL0,1,2023,NA,NA
AL01,2,2008,86.7,NA
AL01,2,2009,90.2,4.1
AL01,2,2010,96.3,6.7
AL01,2,2011,95.4,-0.9
AL01,2,2012,97.5,2.1
AL01,2,2013,97,-0.5
AL01,2,2014,95.9,-1.1
AL01,2,2015,100,4.3
AL01,2,2016,103.8,3.8
AL01,2,2017,106.3,2.4
AL01,2,2018,109,2.5
AL01,2,2019,111.2,2.1
AL01,2,2020,105.2,-5.4
AL01,2,2021,114.4,8.7
AL01,2,2022,NA,NA
AL01,2,2023,NA,NA
AL02,2,2008,85.9,NA
AL02,2,2009,89.5,4.2
AL02,2,2010,91.4,2.1
AL02,2,2011,90.6,-0.9
AL02,2,2012,91.5,1
AL02,2,2013,92.9,1.6
AL02,2,2014,95.3,2.6
AL02,2,2015,100,4.9
AL02,2,2016,103.3,3.3
AL02,2,2017,110.6,7.1
AL02,2,2018,116,4.9
AL02,2,2019,118.6,2.2
AL02,2,2020,115.6,-2.6
AL02,2,2021,127.8,10.6
AL02,2,2022,NA,NA
AL02,2,2023,NA,NA
AL03,2,2008,83.5,NA
AL03,2,2009,84.6,1.3
AL03,2,2010,87.8,3.8
AL03,2,2011,97.7,11.2
AL03,2,2012,99.2,1.6
AL03,2,2013,100.5,1.4
AL03,2,2014,103.2,2.7
AL03,2,2015,100,-3.1
AL03,2,2016,103,3
AL03,2,2017,102.6,-0.4
AL03,2,2018,106.4,3.7
AL03,2,2019,108.4,1.8
AL03,2,2020,105.3,-2.9
AL03,2,2021,111.6,6
AL03,2,2022,NA,NA
AL03,2,2023,NA,NA
RS,0,2008,102.1,5.2
RS,0,2009,98.9,-3.1
RS,0,2010,100.5,1.6
RS,0,2011,100.5,0.1
RS,0,2012,100.1,-0.4
RS,0,2013,100.5,0.5
RS,0,2014,98.7,-1.8
RS,0,2015,100,1.3
RS,0,2016,103,3
RS,0,2017,105.4,2.4
RS,0,2018,110.3,4.6
RS,0,2019,115.5,4.8
RS,0,2020,114.5,-1
RS,0,2021,123.5,7.9
RS,0,2022,126.8,2.6
RS,0,2023,131.7,3.8
RS1,1,2008,105.2,6.1
RS1,1,2009,99.6,-5.4
RS1,1,2010,101.6,2
RS1,1,2011,101.3,-0.2
RS1,1,2012,102.5,1.1
RS1,1,2013,102.6,0.1
RS1,1,2014,98.8,-3.7
RS1,1,2015,100,1.2
RS1,1,2016,103.9,3.9
RS1,1,2017,106.4,2.4
RS1,1,2018,111.8,5.1
RS1,1,2019,117.8,5.3
RS1,1,2020,116.5,-1.1
RS1,1,2021,122.8,5.4
RS1,1,2022,125.6,2.2
RS1,1,2023,133.8,6.6
RS11,2,2008,108.7,8.2
RS11,2,2009,103.7,-4.6
RS11,2,2010,105.8,2
RS11,2,2011,102.7,-2.9
RS11,2,2012,104.1,1.3
RS11,2,2013,103.2,-0.9
RS11,2,2014,97.2,-5.7
RS11,2,2015,100,2.8
RS11,2,2016,104.2,4.2
RS11,2,2017,107.2,2.9
RS11,2,2018,114.5,6.8
RS11,2,2019,121.7,6.3
RS11,2,2020,119.9,-1.5
RS11,2,2021,124.9,4.1
RS11,2,2022,126.7,1.4
RS11,2,2023,139.7,10.3
RS12,2,2008,99.9,2.7
RS12,2,2009,93.2,-6.7
RS12,2,2010,95.2,2.1
RS12,2,2011,99.3,4.3
RS12,2,2012,100.2,0.9
RS12,2,2013,101.7,1.6
RS12,2,2014,101.3,-0.4
RS12,2,2015,100,-1.3
RS12,2,2016,103.4,3.4
RS12,2,2017,105.1,1.6
RS12,2,2018,107.6,2.4
RS12,2,2019,111.6,3.7
RS12,2,2020,111,-0.6
RS12,2,2021,119.6,7.8
RS12,2,2022,123.9,3.6
RS12,2,2023,124.6,0.6
RS2,1,2008,96,3.2
RS2,1,2009,97.5,1.6
RS2,1,2010,98.3,0.7
RS2,1,2011,98.9,0.7
RS2,1,2012,95.3,-3.7
RS2,1,2013,96.5,1.3
RS2,1,2014,98.6,2.2
RS2,1,2015,100,1.4
RS2,1,2016,101.1,1.1
RS2,1,2017,103.4,2.3
RS2,1,2018,107.2,3.7
RS2,1,2019,111,3.5
RS2,1,2020,110.4,-0.5
RS2,1,2021,125.2,13.4
RS2,1,2022,129.5,3.4
RS2,1,2023,127.7,-1.4
RS21,2,2008,93.1,2.5
RS21,2,2009,95,2
RS21,2,2010,94.8,-0.2
RS21,2,2011,95.2,0.4
RS21,2,2012,92.4,-3
RS21,2,2013,93.6,1.4
RS21,2,2014,98.1,4.8
RS21,2,2015,100,1.9
RS21,2,2016,100.6,0.6
RS21,2,2017,101.7,1.1
RS21,2,2018,102.8,1
RS21,2,2019,106.7,3.8
RS21,2,2020,105.2,-1.4
RS21,2,2021,114.9,9.2
RS21,2,2022,119,3.6
RS21,2,2023,115.6,-2.9
RS22,2,2008,100,4.1
RS22,2,2009,101.1,1.2
RS22,2,2010,103.1,1.9
RS22,2,2011,104.1,1
RS22,2,2012,99.3,-4.6
RS22,2,2013,100.4,1.1
RS22,2,2014,99.2,-1.2
RS22,2,2015,100,0.8
RS22,2,2016,101.7,1.7
RS22,2,2017,105.7,4
RS22,2,2018,113.4,7.2
RS22,2,2019,116.9,3.1
RS22,2,2020,117.7,0.7
RS22,2,2021,139.7,18.7
RS22,2,2022,144.2,3.2
RS22,2,2023,144.5,0.2
RSZ,1,2008,74.2,1.7
RSZ,1,2009,77,3.8
RSZ,1,2010,80.3,4.3
RSZ,1,2011,77.3,-3.7
RSZ,1,2012,89.8,16.1
RSZ,1,2013,83.8,-6.7
RSZ,1,2014,84,0.3
RSZ,1,2015,100,19
RSZ,1,2016,97.3,-2.7
RSZ,1,2017,96.7,-0.7
RSZ,1,2018,77.7,-19.6
RSZ,1,2019,70.5,-9.3
RSZ,1,2020,63.8,-9.5
RSZ,1,2021,64.1,0.4
RSZ,1,2022,62.1,-3
RSZ,1,2023,57.3,-7.7
RSZZ,2,2008,74.2,1.7
RSZZ,2,2009,77,3.8
RSZZ,2,2010,80.3,4.3
RSZZ,2,2011,77.3,-3.7
RSZZ,2,2012,89.8,16.1
RSZZ,2,2013,83.8,-6.7
RSZZ,2,2014,84,0.3
RSZZ,2,2015,100,19
RSZZ,2,2016,97.3,-2.7
RSZZ,2,2017,96.7,-0.7
RSZZ,2,2018,77.7,-19.6
RSZZ,2,2019,70.5,-9.3
RSZZ,2,2020,63.8,-9.5
RSZZ,2,2021,64.1,0.4
RSZZ,2,2022,62.1,-3
RSZZ,2,2023,57.3,-7.7
TR,0,2008,65.3,NA
TR,0,2009,65.5,0.4
TR,0,2010,71.1,8.4
TR,0,2011,79,11.2
TR,0,2012,82.8,4.8
TR,0,2013,89.8,8.5
TR,0,2014,94.3,4.9
TR,0,2015,100,6.1
TR,0,2016,103.3,3.3
TR,0,2017,111.1,7.5
TR,0,2018,114.4,3
TR,0,2019,115.4,0.8
TR,0,2020,117.5,1.9
TR,0,2021,130.9,11.4
TR,0,2022,138.2,5.5
TR,0,2023,145.3,5.1
TR1,1,2008,61.7,NA
TR1,1,2009,61.6,-0.1
TR1,1,2010,66.8,8.5
TR1,1,2011,75.4,12.8
TR1,1,2012,80.3,6.5
TR1,1,2013,88,9.7
TR1,1,2014,93.4,6.1
TR1,1,2015,100,7
TR1,1,2016,102.6,2.6
TR1,1,2017,111.3,8.4
TR1,1,2018,114.2,2.6
TR1,1,2019,115.4,1.1
TR1,1,2020,115.4,0
TR1,1,2021,130.3,13
TR1,1,2022,140.8,8.1
TR1,1,2023,148.1,5.2
TR10,2,2008,61.7,NA
TR10,2,2009,61.6,-0.1
TR10,2,2010,66.8,8.5
TR10,2,2011,75.4,12.8
TR10,2,2012,80.3,6.5
TR10,2,2013,88,9.7
TR10,2,2014,93.4,6.1
TR10,2,2015,100,7
TR10,2,2016,102.6,2.6
TR10,2,2017,111.3,8.4
TR10,2,2018,114.2,2.6
TR10,2,2019,115.4,1.1
TR10,2,2020,115.4,0
TR10,2,2021,130.3,13
TR10,2,2022,140.8,8.1
TR10,2,2023,148.1,5.2
TR2,1,2008,70,NA
TR2,1,2009,70.2,0.3
TR2,1,2010,75.7,7.8
TR2,1,2011,82,8.3
TR2,1,2012,85.4,4.1
TR2,1,2013,89.1,4.4
TR2,1,2014,95.3,6.9
TR2,1,2015,100,4.9
TR2,1,2016,106.1,6.1
TR2,1,2017,113.6,7.1
TR2,1,2018,117.9,3.8
TR2,1,2019,119.4,1.3
TR2,1,2020,125.2,4.9
TR2,1,2021,141.3,12.9
TR2,1,2022,142.5,0.9
TR2,1,2023,145.6,2.2
TR21,2,2008,67.6,NA
TR21,2,2009,67,-0.9
TR21,2,2010,71.9,7.4
TR21,2,2011,78.7,9.4
TR21,2,2012,82.6,4.9
TR21,2,2013,87.6,6.2
TR21,2,2014,94.1,7.4
TR21,2,2015,100,6.3
TR21,2,2016,105.7,5.7
TR21,2,2017,114.4,8.3
TR21,2,2018,118.4,3.5
TR21,2,2019,120.2,1.5
TR21,2,2020,125.9,4.8
TR21,2,2021,147.1,16.8
TR21,2,2022,147.6,0.4
TR21,2,2023,149.6,1.3
TR22,2,2008,73.1,NA
TR22,2,2009,74.4,1.9
TR22,2,2010,80.6,8.3
TR22,2,2011,86.2,7
TR22,2,2012,89,3.2
TR22,2,2013,91,2.3
TR22,2,2014,96.9,6.4
TR22,2,2015,100,3.2
TR22,2,2016,106.5,6.5
TR22,2,2017,112.5,5.5
TR22,2,2018,117.1,4.2
TR22,2,2019,118.4,1.1
TR22,2,2020,124.3,5
TR22,2,2021,133.7,7.5
TR22,2,2022,135.8,1.6
TR22,2,2023,140.4,3.4
TR3,1,2008,68.8,NA
TR3,1,2009,68.5,-0.4
TR3,1,2010,74.8,9.3
TR3,1,2011,82.7,10.5
TR3,1,2012,85.7,3.6
TR3,1,2013,91.1,6.4
TR3,1,2014,95.8,5.1
TR3,1,2015,100,4.4
TR3,1,2016,105.6,5.6
TR3,1,2017,113.8,7.8
TR3,1,2018,118.7,4.4
TR3,1,2019,117.8,-0.8
TR3,1,2020,118.7,0.8
TR3,1,2021,133.1,12.1
TR3,1,2022,138.7,4.2
TR3,1,2023,140.8,1.5
TR31,2,2008,68.2,NA
TR31,2,2009,67.7,-0.7
TR31,2,2010,74.2,9.6
TR31,2,2011,82.8,11.6
TR31,2,2012,86.2,4.1
TR31,2,2013,91.8,6.5
TR31,2,2014,95.4,3.9
TR31,2,2015,100,4.8
TR31,2,2016,105.6,5.6
TR31,2,2017,114.2,8.1
TR31,2,2018,118.4,3.7
TR31,2,2019,116.6,-1.6
TR31,2,2020,118.3,1.5
TR31,2,2021,135,14.1
TR31,2,2022,141.2,4.6
TR31,2,2023,142.9,1.2
TR32,2,2008,68.2,NA
TR32,2,2009,69,1.2
TR32,2,2010,74.7,8.2
TR32,2,2011,82.4,10.3
TR32,2,2012,84.5,2.6
TR32,2,2013,89.7,6.2
TR32,2,2014,96.3,7.3
TR32,2,2015,100,3.8
TR32,2,2016,104.4,4.4
TR32,2,2017,112,7.3
TR32,2,2018,118.8,6
TR32,2,2019,120.5,1.4
TR32,2,2020,117.1,-2.9
TR32,2,2021,132.9,13.6
TR32,2,2022,142.9,7.5
TR32,2,2023,146,2.2
TR33,2,2008,70.4,NA
TR33,2,2009,69.4,-1.5
TR33,2,2010,76.2,9.8
TR33,2,2011,82.8,8.7
TR33,2,2012,85.9,3.8
TR33,2,2013,91.3,6.3
TR33,2,2014,95.9,5
TR33,2,2015,100,4.2
TR33,2,2016,106.7,6.7
TR33,2,2017,114.8,7.6
TR33,2,2018,119.3,3.9
TR33,2,2019,117.4,-1.6
TR33,2,2020,121.3,3.4
TR33,2,2021,129.8,7
TR33,2,2022,130,0.1
TR33,2,2023,131.7,1.3
TR4,1,2008,66.8,NA
TR4,1,2009,64.7,-3.1
TR4,1,2010,69.9,8
TR4,1,2011,79.5,13.8
TR4,1,2012,82.1,3.2
TR4,1,2013,89,8.3
TR4,1,2014,93.1,4.6
TR4,1,2015,100,7.4
TR4,1,2016,102.7,2.7
TR4,1,2017,112,9.1
TR4,1,2018,115.1,2.8
TR4,1,2019,112.3,-2.4
TR4,1,2020,114.4,1.9
TR4,1,2021,130.5,14
TR4,1,2022,134.5,3
TR4,1,2023,143.8,6.9
TR41,2,2008,68.2,NA
TR41,2,2009,66.7,-2.2
TR41,2,2010,72.4,8.6
TR41,2,2011,81.9,13.1
TR41,2,2012,84.7,3.4
TR41,2,2013,91.5,8.1
TR41,2,2014,94.5,3.3
TR41,2,2015,100,5.8
TR41,2,2016,103,3
TR41,2,2017,111.6,8.4
TR41,2,2018,115.2,3.2
TR41,2,2019,113.3,-1.6
TR41,2,2020,112.3,-0.9
TR41,2,2021,126.8,12.9
TR41,2,2022,131.2,3.4
TR41,2,2023,137.3,4.7
TR42,2,2008,65.5,NA
TR42,2,2009,62.9,-3.9
TR42,2,2010,67.6,7.4
TR42,2,2011,77.4,14.5
TR42,2,2012,79.8,3.1
TR42,2,2013,86.7,8.6
TR42,2,2014,91.8,5.9
TR42,2,2015,100,8.9
TR42,2,2016,102.4,2.4
TR42,2,2017,112.4,9.8
TR42,2,2018,115.1,2.4
TR42,2,2019,111.5,-3.1
TR42,2,2020,116.4,4.4
TR42,2,2021,133.9,15
TR42,2,2022,137.5,2.7
TR42,2,2023,149.6,8.8
TR5,1,2008,66,NA
TR5,1,2009,67.4,2
TR5,1,2010,71.9,6.6
TR5,1,2011,80,11.3
TR5,1,2012,83,3.7
TR5,1,2013,92.7,11.7
TR5,1,2014,95.3,2.8
TR5,1,2015,100,4.9
TR5,1,2016,105.9,5.9
TR5,1,2017,110.9,4.7
TR5,1,2018,113.7,2.5
TR5,1,2019,118,3.8
TR5,1,2020,124,5.1
TR5,1,2021,135.4,9.1
TR5,1,2022,143.9,6.3
TR5,1,2023,155.7,8.2
TR51,2,2008,67.3,NA
TR51,2,2009,68.4,1.6
TR51,2,2010,73.4,7.3
TR51,2,2011,81.1,10.5
TR51,2,2012,83.3,2.6
TR51,2,2013,93.2,12
TR51,2,2014,95.2,2.1
TR51,2,2015,100,5.1
TR51,2,2016,106.5,6.5
TR51,2,2017,110.7,3.9
TR51,2,2018,112.7,1.9
TR51,2,2019,118.3,4.9
TR51,2,2020,124.3,5.1
TR51,2,2021,136.8,10
TR51,2,2022,145.3,6.3
TR51,2,2023,159.2,9.6
TR52,2,2008,61.1,NA
TR52,2,2009,63.5,3.9
TR52,2,2010,66,3.9
TR52,2,2011,75.7,14.8
TR52,2,2012,81.9,8.2
TR52,2,2013,90.7,10.8
TR52,2,2014,95.8,5.6
TR52,2,2015,100,4.4
TR52,2,2016,103.9,3.9
TR52,2,2017,111.7,7.5
TR52,2,2018,117.4,5.1
TR52,2,2019,117,-0.3
TR52,2,2020,122.9,5.1
TR52,2,2021,130,5.8
TR52,2,2022,138.4,6.4
TR52,2,2023,142.9,3.3
TR6,1,2008,66.6,NA
TR6,1,2009,67.9,2.1
TR6,1,2010,73.4,8.1
TR6,1,2011,80.4,9.5
TR6,1,2012,83.4,3.7
TR6,1,2013,90,7.9
TR6,1,2014,94.8,5.4
TR6,1,2015,100,5.4
TR6,1,2016,100.9,0.9
TR6,1,2017,108.3,7.3
TR6,1,2018,114,5.3
TR6,1,2019,115.6,1.4
TR6,1,2020,110.8,-4.2
TR6,1,2021,128.1,15.6
TR6,1,2022,139,8.5
TR6,1,2023,145.6,4.7
TR61,2,2008,63.5,NA
TR61,2,2009,65.8,3.7
TR61,2,2010,72.9,10.8
TR61,2,2011,80.9,10.9
TR61,2,2012,83.7,3.5
TR61,2,2013,90,7.5
TR61,2,2014,96.3,7
TR61,2,2015,100,3.8
TR61,2,2016,94.2,-5.8
TR61,2,2017,104.3,10.7
TR61,2,2018,116.8,12
TR61,2,2019,120.5,3.2
TR61,2,2020,96.7,-19.8
TR61,2,2021,118.8,22.9
TR61,2,2022,140.2,18
TR61,2,2023,148.4,5.8
TR62,2,2008,68.3,NA
TR62,2,2009,69.1,1.2
TR62,2,2010,73.6,6.5
TR62,2,2011,80.3,9.1
TR62,2,2012,84.5,5.3
TR62,2,2013,90.2,6.7
TR62,2,2014,94.3,4.6
TR62,2,2015,100,6
TR62,2,2016,105.5,5.5
TR62,2,2017,111.4,5.6
TR62,2,2018,113.1,1.6
TR62,2,2019,115.8,2.3
TR62,2,2020,124.1,7.2
TR62,2,2021,138.3,11.4
TR62,2,2022,148.1,7.1
TR62,2,2023,155.5,5
TR63,2,2008,69.1,NA
TR63,2,2009,69.6,0.8
TR63,2,2010,73.9,6.2
TR63,2,2011,79.8,7.9
TR63,2,2012,81.1,1.7
TR63,2,2013,89.4,10.3
TR63,2,2014,93.2,4.2
TR63,2,2015,100,7.3
TR63,2,2016,105,5
TR63,2,2017,110.2,5
TR63,2,2018,111.3,1
TR63,2,2019,108.3,-2.6
TR63,2,2020,113.6,4.9
TR63,2,2021,128.3,12.9
TR63,2,2022,126,-1.8
TR63,2,2023,129.3,2.6
TR7,1,2008,68.2,NA
TR7,1,2009,69.5,1.8
TR7,1,2010,75.5,8.7
TR7,1,2011,82.5,9.2
TR7,1,2012,84.5,2.5
TR7,1,2013,90.8,7.5
TR7,1,2014,95.2,4.9
TR7,1,2015,100,5
TR7,1,2016,102.9,2.9
TR7,1,2017,108.8,5.7
TR7,1,2018,112.1,3.1
TR7,1,2019,111.7,-0.4
TR7,1,2020,117.1,4.9
TR7,1,2021,125.9,7.5
TR7,1,2022,132.8,5.5
TR7,1,2023,139.2,4.8
TR71,2,2008,64.6,NA
TR71,2,2009,67.5,4.4
TR71,2,2010,73.6,9
TR71,2,2011,80.6,9.5
TR71,2,2012,81.9,1.7
TR71,2,2013,88.1,7.6
TR71,2,2014,93.2,5.7
TR71,2,2015,100,7.3
TR71,2,2016,101.4,1.4
TR71,2,2017,109.8,8.3
TR71,2,2018,114.8,4.5
TR71,2,2019,113,-1.5
TR71,2,2020,118.1,4.5
TR71,2,2021,126.7,7.2
TR71,2,2022,138,8.9
TR71,2,2023,144.6,4.9
TR72,2,2008,70.4,NA
TR72,2,2009,70.7,0.4
TR72,2,2010,76.7,8.5
TR72,2,2011,83.6,9
TR72,2,2012,86,2.9
TR72,2,2013,92.5,7.5
TR72,2,2014,96.5,4.4
TR72,2,2015,100,3.6
TR72,2,2016,103.8,3.8
TR72,2,2017,108.2,4.3
TR72,2,2018,110.6,2.2
TR72,2,2019,110.9,0.3
TR72,2,2020,116.6,5.1
TR72,2,2021,125.4,7.6
TR72,2,2022,129.8,3.4
TR72,2,2023,136,4.8
TR8,1,2008,72.2,NA
TR8,1,2009,72.2,0.1
TR8,1,2010,78.1,8.1
TR8,1,2011,84.6,8.3
TR8,1,2012,85.8,1.4
TR8,1,2013,90.8,5.8
TR8,1,2014,95.4,5
TR8,1,2015,100,4.9
TR8,1,2016,102.8,2.8
TR8,1,2017,107.8,4.9
TR8,1,2018,107.2,-0.5
TR8,1,2019,106.1,-1
TR8,1,2020,111.9,5.5
TR8,1,2021,117.6,5.1
TR8,1,2022,120.6,2.6
TR8,1,2023,129.5,7.4
TR81,2,2008,70.8,NA
TR81,2,2009,69.2,-2.3
TR81,2,2010,76.2,10.1
TR81,2,2011,85.7,12.5
TR81,2,2012,83.4,-2.8
TR81,2,2013,91.2,9.4
TR81,2,2014,99.2,8.7
TR81,2,2015,100,0.8
TR81,2,2016,100.7,0.7
TR81,2,2017,107.2,6.4
TR81,2,2018,104.8,-2.2
TR81,2,2019,95.7,-8.7
TR81,2,2020,101.5,6.1
TR81,2,2021,110,8.4
TR81,2,2022,109.2,-0.7
TR81,2,2023,109.1,-0.1
TR82,2,2008,72.7,NA
TR82,2,2009,73.7,1.3
TR82,2,2010,80,8.6
TR82,2,2011,85.5,6.9
TR82,2,2012,87.4,2.2
TR82,2,2013,92.8,6.2
TR82,2,2014,96.9,4.4
TR82,2,2015,100,3.2
TR82,2,2016,104.6,4.6
TR82,2,2017,108.3,3.5
TR82,2,2018,111,2.5
TR82,2,2019,114,2.7
TR82,2,2020,122.6,7.5
TR82,2,2021,129.3,5.4
TR82,2,2022,132.5,2.5
TR82,2,2023,143.8,8.5
TR83,2,2008,72.6,NA
TR83,2,2009,73,0.6
TR83,2,2010,78.3,7.3
TR83,2,2011,83.9,7.1
TR83,2,2012,86.4,3
TR83,2,2013,90,4.1
TR83,2,2014,93.3,3.7
TR83,2,2015,100,7.2
TR83,2,2016,103,3
TR83,2,2017,107.9,4.8
TR83,2,2018,107.1,-0.7
TR83,2,2019,108.6,1.4
TR83,2,2020,113.6,4.6
TR83,2,2021,117.6,3.5
TR83,2,2022,122.5,4.2
TR83,2,2023,135.7,10.7
TR9,1,2008,67.4,NA
TR9,1,2009,67,-0.5
TR9,1,2010,72,7.5
TR9,1,2011,77.7,7.9
TR9,1,2012,82.1,5.6
TR9,1,2013,86.2,5
TR9,1,2014,90,4.4
TR9,1,2015,100,11.1
TR9,1,2016,97.8,-2.2
TR9,1,2017,103.8,6.1
TR9,1,2018,104.4,0.5
TR9,1,2019,109.5,4.8
TR9,1,2020,112,2.3
TR9,1,2021,113.1,1
TR9,1,2022,110.2,-2.5
TR9,1,2023,114.9,4.2
TR90,2,2008,67.4,NA
TR90,2,2009,67,-0.5
TR90,2,2010,72,7.5
TR90,2,2011,77.7,7.9
TR90,2,2012,82.1,5.6
TR90,2,2013,86.2,5
TR90,2,2014,90,4.4
TR90,2,2015,100,11.1
TR90,2,2016,97.8,-2.2
TR90,2,2017,103.8,6.1
TR90,2,2018,104.4,0.5
TR90,2,2019,109.5,4.8
TR90,2,2020,112,2.3
TR90,2,2021,113.1,1
TR90,2,2022,110.2,-2.5
TR90,2,2023,114.9,4.2
TRA,1,2008,66.8,NA
TRA,1,2009,69.8,4.6
TRA,1,2010,79,13.2
TRA,1,2011,84.2,6.5
TRA,1,2012,90.4,7.4
TRA,1,2013,95.8,6
TRA,1,2014,95.2,-0.6
TRA,1,2015,100,5.1
TRA,1,2016,106.1,6.1
TRA,1,2017,113.5,7
TRA,1,2018,114.6,0.9
TRA,1,2019,113.9,-0.7
TRA,1,2020,121.2,6.4
TRA,1,2021,125,3.2
TRA,1,2022,124.1,-0.7
TRA,1,2023,131.1,5.6
TRA1,2,2008,68.8,NA
TRA1,2,2009,71.7,4.2
TRA1,2,2010,79.4,10.8
TRA1,2,2011,83.3,4.9
TRA1,2,2012,89.8,7.8
TRA1,2,2013,96.8,7.8
TRA1,2,2014,97.7,0.9
TRA1,2,2015,100,2.3
TRA1,2,2016,106.1,6.1
TRA1,2,2017,114.3,7.7
TRA1,2,2018,115.6,1.1
TRA1,2,2019,114.9,-0.6
TRA1,2,2020,120.7,5
TRA1,2,2021,125.9,4.3
TRA1,2,2022,122.5,-2.7
TRA1,2,2023,128.5,4.9
TRA2,2,2008,63.9,NA
TRA2,2,2009,67.2,5.1
TRA2,2,2010,78.5,16.8
TRA2,2,2011,85.3,8.7
TRA2,2,2012,91.2,6.9
TRA2,2,2013,94.3,3.4
TRA2,2,2014,91.6,-2.8
TRA2,2,2015,100,9.1
TRA2,2,2016,106.1,6.1
TRA2,2,2017,112.4,5.9
TRA2,2,2018,113.2,0.7
TRA2,2,2019,112.4,-0.7
TRA2,2,2020,121.8,8.4
TRA2,2,2021,123.8,1.6
TRA2,2,2022,126.4,2.1
TRA2,2,2023,134.7,6.6
TRB,1,2008,66.4,NA
TRB,1,2009,69,4
TRB,1,2010,74.9,8.5
TRB,1,2011,83.2,11
TRB,1,2012,90.9,9.3
TRB,1,2013,94.4,3.8
TRB,1,2014,96.4,2.1
TRB,1,2015,100,3.7
TRB,1,2016,104.7,4.7
TRB,1,2017,113.5,8.3
TRB,1,2018,117.9,3.9
TRB,1,2019,120.2,2
TRB,1,2020,128.2,6.6
TRB,1,2021,134.3,4.8
TRB,1,2022,134.1,-0.1
TRB,1,2023,145.3,8.3
TRB1,2,2008,67.1,NA
TRB1,2,2009,69.3,3.4
TRB1,2,2010,74.4,7.4
TRB1,2,2011,83.4,12.1
TRB1,2,2012,86.2,3.3
TRB1,2,2013,93.7,8.8
TRB1,2,2014,95.2,1.5
TRB1,2,2015,100,5.1
TRB1,2,2016,103.7,3.7
TRB1,2,2017,112.4,8.4
TRB1,2,2018,115,2.3
TRB1,2,2019,116.9,1.6
TRB1,2,2020,125.4,7.3
TRB1,2,2021,133.3,6.3
TRB1,2,2022,129.9,-2.6
TRB1,2,2023,141.2,8.7
TRB2,2,2008,65.5,NA
TRB2,2,2009,68.7,4.8
TRB2,2,2010,75.5,10
TRB2,2,2011,82.9,9.7
TRB2,2,2012,96.8,16.8
TRB2,2,2013,95.2,-1.6
TRB2,2,2014,98,2.9
TRB2,2,2015,100,2.1
TRB2,2,2016,106,6
TRB2,2,2017,114.8,8.2
TRB2,2,2018,121.5,5.9
TRB2,2,2019,124.5,2.4
TRB2,2,2020,131.6,5.7
TRB2,2,2021,135.6,3
TRB2,2,2022,139.6,3
TRB2,2,2023,150.7,7.9
TRC,1,2008,58.3,NA
TRC,1,2009,59.9,2.6
TRC,1,2010,66.9,11.7
TRC,1,2011,74.2,11
TRC,1,2012,79.9,7.6
TRC,1,2013,89.6,12.2
TRC,1,2014,93.1,3.9
TRC,1,2015,100,7.4
TRC,1,2016,102,2
TRC,1,2017,110.9,8.7
TRC,1,2018,113.7,2.5
TRC,1,2019,117.3,3.2
TRC,1,2020,128.1,9.2
TRC,1,2021,139.8,9.1
TRC,1,2022,147.8,5.7
TRC,1,2023,153.9,4.1
TRC1,2,2008,54.1,NA
TRC1,2,2009,53.8,-0.5
TRC1,2,2010,59.7,11
TRC1,2,2011,67.1,12.3
TRC1,2,2012,75.1,12
TRC1,2,2013,85.1,13.4
TRC1,2,2014,90.9,6.7
TRC1,2,2015,100,10.1
TRC1,2,2016,101.7,1.7
TRC1,2,2017,108.6,6.7
TRC1,2,2018,111.8,2.9
TRC1,2,2019,114.8,2.7
TRC1,2,2020,129.9,13.2
TRC1,2,2021,144.1,10.9
TRC1,2,2022,151.6,5.3
TRC1,2,2023,152.8,0.7
TRC2,2,2008,62.2,NA
TRC2,2,2009,64.5,3.7
TRC2,2,2010,71.8,11.3
TRC2,2,2011,79,10.1
TRC2,2,2012,82.9,4.9
TRC2,2,2013,92.8,11.9
TRC2,2,2014,93,0.3
TRC2,2,2015,100,7.5
TRC2,2,2016,102,2
TRC2,2,2017,109.4,7.3
TRC2,2,2018,108.9,-0.5
TRC2,2,2019,112,2.9
TRC2,2,2020,119,6.2
TRC2,2,2021,126.7,6.4
TRC2,2,2022,137.2,8.3
TRC2,2,2023,146.9,7.1
