geo,geo_label,NUTS_level,Country_code,year,total_employment,total_employment_pct_diff,population,employed_pct
BE,Belgium,0,BE,2008,4437400,NA,10666866,41.59984760284792
BE,Belgium,0,BE,2009,4415200,-0.5002929643484924,10753080,41.05986377856391
BE,Belgium,0,BE,2010,4478300,1.4291538322159811,10839905,41.31309268854294
BE,Belgium,0,BE,2011,4500100,0.4867918629837215,11000638,40.90762735761326
BE,Belgium,0,BE,2012,4513300,0.29332681495966756,11075889,40.74887352157466
BE,Belgium,0,BE,2013,4518600,0.1174307048057962,11137974,40.56931718461544
BE,Belgium,0,BE,2014,4535100,0.3651573496215642,11180840,40.561353172033584
BE,Belgium,0,BE,2015,4539900,0.10584110603955811,11237274,40.40036756245331
BE,Belgium,0,BE,2016,4578100,0.8414282252913059,11311117,40.474340421021196
BE,Belgium,0,BE,2017,4629000,1.1118149450645465,11351727,40.77793625586662
BE,Belgium,0,BE,2018,4744100,2.4864981637502703,11398589,41.620063676302394
BE,Belgium,0,BE,2019,4819500,1.5893425518011848,11455519,42.07142426283785
BE,Belgium,0,BE,2020,4789800,-0.6162464985994398,11522440,41.56932038700136
BE,Belgium,0,BE,2021,4847600,1.2067309699778697,11554767,41.953247521131324
BE,Belgium,0,BE,2022,4984200,2.8178892647908245,11617623,42.9020635288303
BE,Belgium,0,BE,2023,5021700,0.7523775129408933,11742796,42.764091277750204
BE,Belgium,0,BE,2024,5056300,0.689009697911066,11817096,42.78800815361067
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,1,BE,2008,396400,NA,1048491,37.80671460222358
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,1,BE,2009,403000,1.6649848637739657,1068532,37.7152953772091
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,1,BE,2010,409700,1.662531017369727,1089538,37.603094155504444
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,1,BE,2011,411300,0.3905296558457408,1136778,36.181206884721554
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,1,BE,2012,419800,2.0666180403598347,1151317,36.46259023361941
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,1,BE,2013,411600,-1.953311100524059,1165208,35.32416529924271
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,1,BE,2014,429500,4.348882410106899,1172751,36.62329002490725
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,1,BE,2015,433500,0.9313154831199069,1184101,36.61005268976211
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,1,BE,2016,443700,2.3529411764705883,1201285,36.935448290788614
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,1,BE,2017,451700,1.803020058598152,1199095,37.67007618245427
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,1,BE,2018,461800,2.235997343369493,1205492,38.30801033934692
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,1,BE,2019,466900,1.1043741879601559,1215290,38.41881361650306
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,1,BE,2020,469400,0.5354465624330691,1223364,38.369610353091964
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,1,BE,2021,478800,2.0025564550489987,1226329,39.043356228222606
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,1,BE,2022,508200,6.140350877192982,1228655,41.36230268057347
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,1,BE,2023,526500,3.600944510035419,1253178,42.01318567673547
BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,1,BE,2024,512600,-2.640075973409307,1264371,40.54189790812981
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,2008,396400,NA,1048491,37.80671460222358
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,2009,403000,1.6649848637739657,1068532,37.7152953772091
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,2010,409700,1.662531017369727,1089538,37.603094155504444
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,2011,411300,0.3905296558457408,1136778,36.181206884721554
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,2012,419800,2.0666180403598347,1151317,36.46259023361941
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,2013,411600,-1.953311100524059,1165208,35.32416529924271
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,2014,429500,4.348882410106899,1172751,36.62329002490725
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,2015,433500,0.9313154831199069,1184101,36.61005268976211
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,2016,443700,2.3529411764705883,1201285,36.935448290788614
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,2017,451700,1.803020058598152,1199095,37.67007618245427
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,2018,461800,2.235997343369493,1205492,38.30801033934692
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,2019,466900,1.1043741879601559,1215290,38.41881361650306
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,2020,469400,0.5354465624330691,1223364,38.369610353091964
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,2021,478800,2.0025564550489987,1226329,39.043356228222606
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,2022,508200,6.140350877192982,1228655,41.36230268057347
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,2023,526500,3.600944510035419,1253178,42.01318567673547
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,2024,512600,-2.640075973409307,1264371,40.54189790812981
BE2,Vlaams Gewest,1,BE,2008,2725100,NA,6161600,44.227148792521426
BE2,Vlaams Gewest,1,BE,2009,2711100,-0.5137426149499101,6208877,43.664901076313804
BE2,Vlaams Gewest,1,BE,2010,2746400,1.3020545166168713,6251983,43.92846237745688
BE2,Vlaams Gewest,1,BE,2011,2755800,0.3422662394407224,6325740,43.564863557465216
BE2,Vlaams Gewest,1,BE,2012,2749600,-0.22498004209304012,6365555,43.19497671452057
BE2,Vlaams Gewest,1,BE,2013,2766800,0.6255455338958394,6396242,43.25664976403332
BE2,Vlaams Gewest,1,BE,2014,2776800,0.3614283648980772,6421947,43.239223244913106
BE2,Vlaams Gewest,1,BE,2015,2780700,0.1404494382022472,6453009,43.09152520940231
BE2,Vlaams Gewest,1,BE,2016,2789500,0.31646707663537954,6491999,42.96827525697401
BE2,Vlaams Gewest,1,BE,2017,2825200,1.2797992471769133,6526061,43.2910449350688
BE2,Vlaams Gewest,1,BE,2018,2912300,3.082967577516636,6559294,44.3995954442658
BE2,Vlaams Gewest,1,BE,2019,2963000,1.7408920784259863,6596233,44.91957758314481
BE2,Vlaams Gewest,1,BE,2020,2930600,-1.0934863314208572,6639005,44.142156844286156
BE2,Vlaams Gewest,1,BE,2021,2965100,1.1772333310584864,6664709,44.489564360574484
BE2,Vlaams Gewest,1,BE,2022,3058900,3.1634683484536774,6709787,45.58863045876121
BE2,Vlaams Gewest,1,BE,2023,3077000,0.591715976331361,6787969,45.330201124960944
BE2,Vlaams Gewest,1,BE,2024,3090300,0.4322391940201495,6838869,45.18729632048808
BE21,Prov. Antwerpen,2,BE,2008,744300,NA,1715707,43.38153309393737
BE21,Prov. Antwerpen,2,BE,2009,734200,-1.3569797124815262,1731174,42.410526036088804
BE21,Prov. Antwerpen,2,BE,2010,748200,1.9068373740125308,1744862,42.880181928427575
BE21,Prov. Antwerpen,2,BE,2011,744500,-0.49452018176958035,1773267,41.98465318533532
BE21,Prov. Antwerpen,2,BE,2012,750600,0.819341840161182,1787490,41.99184331101153
BE21,Prov. Antwerpen,2,BE,2013,752600,0.2664535038635758,1798605,41.843539854498346
BE21,Prov. Antwerpen,2,BE,2014,755400,0.3720435822482062,1806634,41.812564138613574
BE21,Prov. Antwerpen,2,BE,2015,764500,1.2046597828964787,1817033,42.07408451029783
BE21,Prov. Antwerpen,2,BE,2016,754900,-1.2557226945716153,1828927,41.27556758689658
BE21,Prov. Antwerpen,2,BE,2017,772000,2.265200688832958,1838863,41.982464163996994
BE21,Prov. Antwerpen,2,BE,2018,804700,4.2357512953367875,1849523,43.508515438845585
BE21,Prov. Antwerpen,2,BE,2019,824900,2.510252267925935,1860470,44.338258612071144
BE21,Prov. Antwerpen,2,BE,2020,808600,-1.975997090556431,1873095,43.16919323365873
BE21,Prov. Antwerpen,2,BE,2021,810000,0.17313875834776157,1879318,43.100741864868
BE21,Prov. Antwerpen,2,BE,2022,858100,5.938271604938271,1890627,45.38705942525945
BE21,Prov. Antwerpen,2,BE,2023,863300,0.6059899778580585,1915921,45.059269145230935
BE21,Prov. Antwerpen,2,BE,2024,870000,0.7760917409938607,1932876,45.010647346234315
BE22,Prov. Limburg (BE),2,BE,2008,362700,NA,826690,43.87376162769599
BE22,Prov. Limburg (BE),2,BE,2009,364600,0.5238489109456851,833160,43.76110230928033
BE22,Prov. Limburg (BE),2,BE,2010,368600,1.0970927043335161,838505,43.9591892713818
BE22,Prov. Limburg (BE),2,BE,2011,374000,1.465002712967987,846851,44.163613197599105
BE22,Prov. Limburg (BE),2,BE,2012,368000,-1.6042780748663104,851558,43.2149072640971
BE22,Prov. Limburg (BE),2,BE,2013,368400,0.10869565217391304,855213,43.076987838117525
BE22,Prov. Limburg (BE),2,BE,2014,366600,-0.4885993485342019,857844,42.73504273504273
BE22,Prov. Limburg (BE),2,BE,2015,363900,-0.7364975450081833,861380,42.24616313357635
BE22,Prov. Limburg (BE),2,BE,2016,369500,1.5388843088760649,866970,42.61969849014383
BE22,Prov. Limburg (BE),2,BE,2017,380100,2.8687415426251692,869664,43.70653493763108
BE22,Prov. Limburg (BE),2,BE,2018,382600,0.6577216521967904,872739,43.83899424684814
BE22,Prov. Limburg (BE),2,BE,2019,386400,0.9932043910088865,875842,44.11754631543132
BE22,Prov. Limburg (BE),2,BE,2020,378700,-1.9927536231884055,880602,43.00467180406131
BE22,Prov. Limburg (BE),2,BE,2021,385600,1.8220227092685504,883228,43.65803620356239
BE22,Prov. Limburg (BE),2,BE,2022,401100,4.019709543568465,888913,45.122526051480854
BE22,Prov. Limburg (BE),2,BE,2023,408400,1.8199950137122913,898619,45.44751446386066
BE22,Prov. Limburg (BE),2,BE,2024,403700,-1.1508325171400589,904311,44.641721708571495
BE23,Prov. Oost-Vlaanderen,2,BE,2008,643600,NA,1408484,45.694519781552366
BE23,Prov. Oost-Vlaanderen,2,BE,2009,640100,-0.5438160348042262,1420415,45.064294589961385
BE23,Prov. Oost-Vlaanderen,2,BE,2010,643800,0.5780346820809248,1432326,44.947868013287476
BE23,Prov. Oost-Vlaanderen,2,BE,2011,644100,0.046598322460391424,1448928,44.45355462797323
BE23,Prov. Oost-Vlaanderen,2,BE,2012,645600,0.2328830926874709,1457428,44.2972139961631
BE23,Prov. Oost-Vlaanderen,2,BE,2013,655900,1.5954151177199505,1463614,44.81372820976022
BE23,Prov. Oost-Vlaanderen,2,BE,2014,656900,0.15246226558926665,1471126,44.65287133800911
BE23,Prov. Oost-Vlaanderen,2,BE,2015,652900,-0.6089206880803775,1479049,44.143229872708744
BE23,Prov. Oost-Vlaanderen,2,BE,2016,660900,1.2253024965538368,1489084,44.382989811185936
BE23,Prov. Oost-Vlaanderen,2,BE,2017,658900,-0.3026176426085641,1498483,43.971136142351966
BE23,Prov. Oost-Vlaanderen,2,BE,2018,683500,3.733495219304902,1506232,45.37813563913129
BE23,Prov. Oost-Vlaanderen,2,BE,2019,697000,1.9751280175566936,1516283,45.9676722617084
BE23,Prov. Oost-Vlaanderen,2,BE,2020,704100,1.0186513629842182,1526486,46.12554586154082
BE23,Prov. Oost-Vlaanderen,2,BE,2021,729200,3.564834540548217,1533876,47.53969682034271
BE23,Prov. Oost-Vlaanderen,2,BE,2022,743500,1.96105320899616,1545469,48.10837357462363
BE23,Prov. Oost-Vlaanderen,2,BE,2023,738500,-0.6724949562878278,1563346,47.23842322812736
BE23,Prov. Oost-Vlaanderen,2,BE,2024,742800,0.5822613405551794,1575007,47.16169515437074
BE24,Prov. Vlaams-Brabant,2,BE,2008,475100,NA,1060232,44.81094703800677
BE24,Prov. Vlaams-Brabant,2,BE,2009,476500,0.29467480530414647,1068838,44.581124548341286
BE24,Prov. Vlaams-Brabant,2,BE,2010,479500,0.6295907660020986,1076924,44.524961835747
BE24,Prov. Vlaams-Brabant,2,BE,2011,486000,1.3555787278415017,1088692,44.640724833102475
BE24,Prov. Vlaams-Brabant,2,BE,2012,484300,-0.3497942386831276,1096284,44.17650900679021
BE24,Prov. Vlaams-Brabant,2,BE,2013,484000,-0.06194507536650836,1102907,43.88402648636739
BE24,Prov. Vlaams-Brabant,2,BE,2014,488500,0.9297520661157025,1108408,44.072218894125626
BE24,Prov. Vlaams-Brabant,2,BE,2015,488300,-0.04094165813715455,1114590,43.80983141783077
BE24,Prov. Vlaams-Brabant,2,BE,2016,491000,0.5529387671513414,1122600,43.737751647960096
BE24,Prov. Vlaams-Brabant,2,BE,2017,494800,0.7739307535641547,1130644,43.76266977050248
BE24,Prov. Vlaams-Brabant,2,BE,2018,509700,3.011317704122878,1138546,44.76762467216959
BE24,Prov. Vlaams-Brabant,2,BE,2019,515700.00000000006,1.177163037080647,1146643,44.97476546754309
BE24,Prov. Vlaams-Brabant,2,BE,2020,508300,-1.4349427961993517,1156470,43.95271818551281
BE24,Prov. Vlaams-Brabant,2,BE,2021,505200,-0.60987605744639,1163186,43.43243470949616
BE24,Prov. Vlaams-Brabant,2,BE,2022,510400,1.0292953285827395,1173956,43.47692758502022
BE24,Prov. Vlaams-Brabant,2,BE,2023,510200,-0.03918495297805642,1188079,42.94327229081568
BE24,Prov. Vlaams-Brabant,2,BE,2024,520500,2.0188161505292044,1197691,43.458621631121886
BE25,Prov. West-Vlaanderen,2,BE,2008,499400,NA,1150487,43.40770473721128
BE25,Prov. West-Vlaanderen,2,BE,2009,495800,-0.7208650380456548,1155290,42.91563157302495
BE25,Prov. West-Vlaanderen,2,BE,2010,506300,2.117789431222267,1159366,43.67041986741029
BE25,Prov. West-Vlaanderen,2,BE,2011,507300,0.19751135690302193,1168002,43.433144806258895
BE25,Prov. West-Vlaanderen,2,BE,2012,501100,-1.2221565148827125,1172795,42.726989797876016
BE25,Prov. West-Vlaanderen,2,BE,2013,505900,0.9578926362003591,1175903,43.02225608744939
BE25,Prov. West-Vlaanderen,2,BE,2014,509400,0.6918363312907689,1177935,43.2451705739281
BE25,Prov. West-Vlaanderen,2,BE,2015,511200,0.35335689045936397,1180957,43.28692746645306
BE25,Prov. West-Vlaanderen,2,BE,2016,513200.00000000006,0.39123630672927584,1184418,43.32929759595009
BE25,Prov. West-Vlaanderen,2,BE,2017,519500,1.227591582229139,1188407,43.71398014316644
BE25,Prov. West-Vlaanderen,2,BE,2018,531800,2.3676612127045233,1192254,44.604589290537085
BE25,Prov. West-Vlaanderen,2,BE,2019,539000,1.3538924407672057,1196995,45.02942785893007
BE25,Prov. West-Vlaanderen,2,BE,2020,530900,-1.50278293135436,1202352,44.155122626319084
BE25,Prov. West-Vlaanderen,2,BE,2021,535100,0.7911094368054248,1205101,44.40291726585573
BE25,Prov. West-Vlaanderen,2,BE,2022,545800,1.999626238086339,1210822,45.076815584784555
BE25,Prov. West-Vlaanderen,2,BE,2023,556600,1.9787467936973249,1222004,45.548132412005195
BE25,Prov. West-Vlaanderen,2,BE,2024,553300,-0.592885375494071,1228984,45.020927855854914
BE3,Région wallonne,1,BE,2008,1315900,NA,3456775,38.06727368717952
BE3,Région wallonne,1,BE,2009,1301100,-1.1247055247359223,3475671,37.434498259472775
BE3,Région wallonne,1,BE,2010,1322200,1.621704711398048,3498384,37.79459316072793
BE3,Région wallonne,1,BE,2011,1333000,0.8168204507638783,3538120,37.675375623212325
BE3,Région wallonne,1,BE,2012,1343900,0.8177044261065266,3559017,37.760426544745364
BE3,Région wallonne,1,BE,2013,1340200,-0.27531810402559714,3576524,37.472137751626995
BE3,Région wallonne,1,BE,2014,1328800,-0.8506193105506641,3586142,37.053747453391416
BE3,Région wallonne,1,BE,2015,1325700,-0.2332931968693558,3600164,36.82332249308643
BE3,Région wallonne,1,BE,2016,1344900,1.4482914686580675,3617833,37.17418686821642
BE3,Région wallonne,1,BE,2017,1352100,0.5353557885344635,3626571,37.28315259786724
BE3,Région wallonne,1,BE,2018,1370000,1.3238665779158345,3633803,37.70154848790647
BE3,Région wallonne,1,BE,2019,1389500,1.4233576642335766,3643996,38.131216389919196
BE3,Région wallonne,1,BE,2020,1389800,0.021590500179920834,3660071,37.97194098147276
BE3,Région wallonne,1,BE,2021,1403800,1.0073391854943157,3663729,38.31615275038083
BE3,Région wallonne,1,BE,2022,1417100,0.9474284086052144,3679181,38.51672423835631
BE3,Région wallonne,1,BE,2023,1418200,0.07762331522122645,3701649,38.31265471145427
BE3,Région wallonne,1,BE,2024,1453400,2.482019461288958,3713856,39.134527563804305
BE31,Prov. Brabant wallon,2,BE,2008,157400,NA,373492,42.14280359418676
BE31,Prov. Brabant wallon,2,BE,2009,154300,-1.9695044472681067,375645,41.076015919285496
BE31,Prov. Brabant wallon,2,BE,2010,157400,2.0090732339598185,379515,41.473986535446556
BE31,Prov. Brabant wallon,2,BE,2011,157400,0,383648,41.02719159229294
BE31,Prov. Brabant wallon,2,BE,2012,159500,1.3341804320203303,386683,41.24825761670412
BE31,Prov. Brabant wallon,2,BE,2013,161500,1.2539184952978055,389308,41.48386367606111
BE31,Prov. Brabant wallon,2,BE,2014,160700,-0.49535603715170284,391609,41.035829105051214
BE31,Prov. Brabant wallon,2,BE,2015,162800,1.3067828251400124,394344,41.28375225691275
BE31,Prov. Brabant wallon,2,BE,2016,163300,0.3071253071253071,397745,41.056455769399996
BE31,Prov. Brabant wallon,2,BE,2017,168000,2.8781383955909368,399735,42.027843446283164
BE31,Prov. Brabant wallon,2,BE,2018,168800,0.4761904761904762,401508,42.04150353168554
BE31,Prov. Brabant wallon,2,BE,2019,172000,1.8957345971563981,404270,42.54582333588938
BE31,Prov. Brabant wallon,2,BE,2020,168600,-1.9767441860465116,406794,41.44603902712429
BE31,Prov. Brabant wallon,2,BE,2021,173500,2.906287069988138,408325,42.490663074756625
BE31,Prov. Brabant wallon,2,BE,2022,180200,3.861671469740634,410619,43.88496392032517
BE31,Prov. Brabant wallon,2,BE,2023,182000,0.9988901220865706,413959,43.96570674873598
BE31,Prov. Brabant wallon,2,BE,2024,180400,-0.8791208791208791,415265,43.44213935679626
BE32,Prov. Hainaut,2,BE,2008,468200,NA,1300097,36.01269751410856
BE32,Prov. Hainaut,2,BE,2009,453500,-3.139683895771038,1304436,34.7659831528722
BE32,Prov. Hainaut,2,BE,2010,462900,2.0727673649393608,1309880,35.339115033438176
BE32,Prov. Hainaut,2,BE,2011,469000,1.3177792179736443,1319745,35.53716816506219
BE32,Prov. Hainaut,2,BE,2012,470700,0.36247334754797444,1325819,35.50258368600842
BE32,Prov. Hainaut,2,BE,2013,468400,-0.4886339494370087,1331455,35.17955920402868
BE32,Prov. Hainaut,2,BE,2014,459700,-1.8573868488471392,1334423,34.4493462717594
BE32,Prov. Hainaut,2,BE,2015,462500,0.6090928866652164,1337780,34.572201707306135
BE32,Prov. Hainaut,2,BE,2016,476300,2.9837837837837835,1341267,35.511199485262814
BE32,Prov. Hainaut,2,BE,2017,470000,-1.3226957799706067,1342053,35.02097160097254
BE32,Prov. Hainaut,2,BE,2018,473100,0.6595744680851063,1343756,35.20728465584526
BE32,Prov. Hainaut,2,BE,2019,480400,1.543014161910801,1346082,35.688761903063856
BE32,Prov. Hainaut,2,BE,2020,474500,-1.228143213988343,1350295,35.14046930485561
BE32,Prov. Hainaut,2,BE,2021,482200,1.6227608008429928,1349861,35.722196581722116
BE32,Prov. Hainaut,2,BE,2022,483300,0.22812111157196183,1354667,35.67666444963965
BE32,Prov. Hainaut,2,BE,2023,494700,2.3587833643699563,1361026,36.34757895881489
BE32,Prov. Hainaut,2,BE,2024,509500,2.9917121487770366,1364549,37.33834402428934
BE33,Prov. Liège,2,BE,2008,400500,NA,1053722,38.00812738084618
BE33,Prov. Liège,2,BE,2009,401400,0.22471910112359553,1060035,37.86667421358729
BE33,Prov. Liège,2,BE,2010,402300,0.2242152466367713,1067685,37.67965270655671
BE33,Prov. Liège,2,BE,2011,408100,1.4417101665423813,1082136,37.71245019110352
BE33,Prov. Liège,2,BE,2012,409300,0.294045577064445,1088074,37.61692678990583
BE33,Prov. Liège,2,BE,2013,410200,0.21988761299780113,1093191,37.52317756000553
BE33,Prov. Liège,2,BE,2014,400100,-2.462213554363725,1095661,36.51676932919945
BE33,Prov. Liège,2,BE,2015,402800,0.6748312921769558,1098903,36.654736587305706
BE33,Prov. Liège,2,BE,2016,402600,-0.04965243296921549,1103490,36.48424543946932
BE33,Prov. Liège,2,BE,2017,400400,-0.546448087431694,1106039,36.20125510944912
BE33,Prov. Liège,2,BE,2018,413400,3.2467532467532463,1108371,37.297980549833945
BE33,Prov. Liège,2,BE,2019,420900,1.8142235123367199,1110068,37.91659610041907
BE33,Prov. Liège,2,BE,2020,424600,0.8790686623901164,1113943,38.116851580377094
BE33,Prov. Liège,2,BE,2021,425300,0.16486104569006124,1113324,38.20091904962077
BE33,Prov. Liège,2,BE,2022,424800,-0.11756407241946862,1116087,38.061548965268834
BE33,Prov. Liège,2,BE,2023,414500,-2.4246704331450095,1122360,36.93110944794896
BE33,Prov. Liège,2,BE,2024,425500,2.6537997587454765,1126993,37.755336546012266
BE34,Prov. Luxembourg (BE),2,BE,2008,107200,NA,264084,40.59314460550431
BE34,Prov. Luxembourg (BE),2,BE,2009,107900,0.6529850746268656,266950,40.419554223637384
BE34,Prov. Luxembourg (BE),2,BE,2010,111800,3.614457831325301,269023,41.557785022098486
BE34,Prov. Luxembourg (BE),2,BE,2011,111800,0,273205,40.92165223916107
BE34,Prov. Luxembourg (BE),2,BE,2012,113200,1.2522361359570662,275713,41.057186277034454
BE34,Prov. Luxembourg (BE),2,BE,2013,115300,1.8551236749116609,277690,41.52112067413302
BE34,Prov. Luxembourg (BE),2,BE,2014,113700,-1.3876843018213356,278219,40.86708671945482
BE34,Prov. Luxembourg (BE),2,BE,2015,112600,-0.9674582233948988,280261,40.17683516436465
BE34,Prov. Luxembourg (BE),2,BE,2016,114800,1.9538188277087036,283257,40.52856593129208
BE34,Prov. Luxembourg (BE),2,BE,2017,118900,3.571428571428571,284617,41.77543857183513
BE34,Prov. Luxembourg (BE),2,BE,2018,119400,0.42052144659377627,285010,41.893266902915684
BE34,Prov. Luxembourg (BE),2,BE,2019,121800,2.0100502512562812,286685,42.48565498718105
BE34,Prov. Luxembourg (BE),2,BE,2020,123600,1.477832512315271,289606,42.67867378438292
BE34,Prov. Luxembourg (BE),2,BE,2021,126500,2.3462783171521036,291730,43.36201282007335
BE34,Prov. Luxembourg (BE),2,BE,2022,128900,1.8972332015810278,294400,43.78396739130435
BE34,Prov. Luxembourg (BE),2,BE,2023,125200,-2.8704422032583397,297654,42.062260208161156
BE34,Prov. Luxembourg (BE),2,BE,2024,128400,2.5559105431309903,298691,42.98756909314308
BE35,Prov. Namur,2,BE,2008,182600,NA,465380,39.236752761184405
BE35,Prov. Namur,2,BE,2009,184000,0.7667031763417306,468605,39.26547945497807
BE35,Prov. Namur,2,BE,2010,187900,2.119565217391304,472281,39.785636093766215
BE35,Prov. Namur,2,BE,2011,186800,-0.5854177754124534,479386,38.96651132907511
BE35,Prov. Namur,2,BE,2012,191100,2.3019271948608138,482728,39.587510979267826
BE35,Prov. Namur,2,BE,2013,184900,-3.2443746729461016,484880,38.133146345487546
BE35,Prov. Namur,2,BE,2014,194600,5.246078961600865,486230,40.02221171050737
BE35,Prov. Namur,2,BE,2015,185000,-4.933196300102774,488876,37.84190674117772
BE35,Prov. Namur,2,BE,2016,187900,1.5675675675675675,492074,38.18531359104525
BE35,Prov. Namur,2,BE,2017,194800,3.6721660457690266,494127,39.42306330153989
BE35,Prov. Namur,2,BE,2018,195300,0.25667351129363447,495158,39.44195590094475
BE35,Prov. Namur,2,BE,2019,194600,-0.35842293906810035,496891,39.16351875964749
BE35,Prov. Namur,2,BE,2020,198300,1.9013360739979446,499433,39.705025498915774
BE35,Prov. Namur,2,BE,2021,196300,-1.0085728693898133,500489,39.221641234872294
BE35,Prov. Namur,2,BE,2022,199900,1.8339276617422313,503408,39.70934113085211
BE35,Prov. Namur,2,BE,2023,201900,1.0005002501250626,506650,39.84999506562716
BE35,Prov. Namur,2,BE,2024,209700,3.863298662704309,508358,41.25045735485622
BG,Bulgaria,0,BG,2008,3353800,NA,7518002,44.6102568208947
BG,Bulgaria,0,BG,2009,3249900,-3.097978412546962,7467119,43.52280980120981
BG,Bulgaria,0,BG,2010,3072800,-5.449398443029016,7421766,41.40254489295405
BG,Bulgaria,0,BG,2011,2962200,-3.599323092944546,7369431,40.1957763089172
BG,Bulgaria,0,BG,2012,2931000,-1.0532712173384646,7327224,40.00150670977167
BG,Bulgaria,0,BG,2013,2932100,0.037529853292391675,7202556,40.709159359538475
BG,Bulgaria,0,BG,2014,2977700,1.555199345179223,7117453,41.83659519774841
BG,Bulgaria,0,BG,2015,3028500,1.7060147093394231,7029690,43.08155836174853
BG,Bulgaria,0,BG,2016,3014000,-0.4787848770018161,6938759,43.437162178424124
BG,Bulgaria,0,BG,2017,3146200,4.3861977438619775,6849518,45.93315909236241
BG,Bulgaria,0,BG,2018,3148000,0.05721187464242578,6757418,46.58584092326389
BG,Bulgaria,0,BG,2019,3039900,-3.4339263024142315,6664177,45.61553512159116
BG,Bulgaria,0,BG,2020,2927700,-3.690910885226488,6569275,44.56656175909823
BG,Bulgaria,0,BG,2021,2873500,-1.8512825767667451,6532117,43.99033268999928
BG,Bulgaria,0,BG,2022,2934900,2.1367670088741955,6482484,45.27431151391966
BG,Bulgaria,0,BG,2023,2924000,-0.3713925517053392,6447710,45.34943414018311
BG,Bulgaria,0,BG,2024,2925400,0.047879616963064295,6445481,45.386837692951076
BG3,Северна и Югоизточна България,1,BG,2008,1630100,NA,3878688,42.02709782276894
BG3,Северна и Югоизточна България,1,BG,2009,1570500,-3.656217409974848,3836745,40.933134727483846
BG3,Северна и Югоизточна България,1,BG,2010,1463600,-6.8067494428525945,3798246,38.53357576102233
BG3,Северна и Югоизточна България,1,BG,2011,1411300,-3.573380705110686,3755275,37.58180159908395
BG3,Северна и Югоизточна България,1,BG,2012,1387800,-1.6651314390987035,3724884,37.25753607360659
BG3,Северна и Югоизточна България,1,BG,2013,1376700,-0.799827064418504,3641949,37.80118831977054
BG3,Северна и Югоизточна България,1,BG,2014,1395300,1.3510568751361953,3584425,38.92674557286036
BG3,Северна и Югоизточна България,1,BG,2015,1433600,2.7449294058625386,3525100,40.66834983404726
BG3,Северна и Югоизточна България,1,BG,2016,1420500,-0.9137834821428572,3464319,41.003729737359635
BG3,Северна и Югоизточна България,1,BG,2017,1466500,3.2382963745160156,3404606,43.07400033954002
BG3,Северна и Югоизточна България,1,BG,2018,1462200,-0.2932151380838732,3343117,43.73762569482312
BG3,Северна и Югоизточна България,1,BG,2019,1394300,-4.6436875940363835,3280592,42.501475343474596
