NUTS_label,NUTS_level,year,Turnover_Catering,Turnover_Accomodation,Turnover_Catering_pct_diff,Turnover_Accomodation_pct_diff
ΚΕΡΚΥΡΑΣ,3,2023,233510,507571,14.237770722137697,16.469327532480644
ΚΕΡΚΥΡΑΣ,3,2024,243900,576448,4.449488244614792,13.569924207647796
ΚΕΦΑΛΛΗΝΙΑΣ,3,2019,46293,66439,NA,NA
ΚΕΦΑΛΛΗΝΙΑΣ,3,2020,21006,21833,-54.62380921521613,-67.138277216695
ΚΕΦΑΛΛΗΝΙΑΣ,3,2021,36479,43094,73.65990669332572,97.38011267347592
ΚΕΦΑΛΛΗΝΙΑΣ,3,2022,68761,92920,88.49475040434223,115.62166426880773
ΚΕΦΑΛΛΗΝΙΑΣ,3,2023,75480,101763,9.771527464696558,9.516788635385277
ΚΕΦΑΛΛΗΝΙΑΣ,3,2024,75940,109407,0.6094329623741388,7.51157100321335
ΚΙΛΚΙΣ,3,2019,17135,3910,NA,NA
ΚΙΛΚΙΣ,3,2020,13225,2493,-22.818791946308725,-36.24040920716112
ΚΙΛΚΙΣ,3,2021,14075,1944,6.427221172022684,-22.021660649819495
ΚΙΛΚΙΣ,3,2022,21516,2903,52.86678507992896,49.331275720164605
ΚΙΛΚΙΣ,3,2023,24683,NA,14.719278676333891,NA
ΚΙΛΚΙΣ,3,2024,27346,5377,10.788802009480209,NA
ΚΟΖΑΝΗΣ,3,2019,37798,13532,NA,NA
ΚΟΖΑΝΗΣ,3,2020,30466,6752,-19.397851738187207,-50.103458468814665
ΚΟΖΑΝΗΣ,3,2021,37286,10769,22.385610188406748,59.49348341232228
ΚΟΖΑΝΗΣ,3,2022,55500,14990,48.84943410395323,39.195839910855234
ΚΟΖΑΝΗΣ,3,2023,63681,17420,14.74054054054054,16.210807204803203
ΚΟΖΑΝΗΣ,3,2024,63277,18158,-0.6344121480504389,4.236509758897818
ΚΟΡΙΝΘΙΑΣ,3,2019,76101,16311,NA,NA
ΚΟΡΙΝΘΙΑΣ,3,2020,69670,8243,-8.450611687100038,-49.46355220403409
ΚΟΡΙΝΘΙΑΣ,3,2021,83885,12593,20.403329984211283,52.7720490112823
ΚΟΡΙΝΘΙΑΣ,3,2022,121269,22965,44.565774572331165,82.36321766060509
ΚΟΡΙΝΘΙΑΣ,3,2023,149846,30974,23.564967139169944,34.87480949270629
ΚΟΡΙΝΘΙΑΣ,3,2024,138523,34548,-7.556424595918476,11.538709885710595
ΚΩ,3,2019,48520,324232,NA,NA
ΚΩ,3,2020,23678,89952,-51.199505358615006,-72.25690246490167
ΚΩ,3,2021,44857,221564,89.44589914688741,146.31358946993953
ΚΩ,3,2022,83925,409161,87.09454488708562,84.6694408838981
ΚΩ,3,2023,96623,446349,15.130175752159666,9.088842778270656
ΚΩ,3,2024,108640,496001,12.43699740227482,11.124030747240388
ΛΑΚΩΝΙΑΣ,3,2019,41572,22413,NA,NA
ΛΑΚΩΝΙΑΣ,3,2020,35129,14526,-15.498412392956798,-35.18939900950341
ΛΑΚΩΝΙΑΣ,3,2021,40994,21933,16.69560761763785,50.99132589838909
ΛΑΚΩΝΙΑΣ,3,2022,59153,32273,44.29672635019759,47.143573610541196
ΛΑΚΩΝΙΑΣ,3,2023,71403,36943,20.709008841478877,14.470300250983795
ΛΑΚΩΝΙΑΣ,3,2024,75124,41482,5.211265633096648,12.286495411850689
ΛΑΡΙΣΑΣ,3,2019,89997,12584,NA,NA
ΛΑΡΙΣΑΣ,3,2020,71068,7841,-21.03292331966621,-37.69071837253655
ΛΑΡΙΣΑΣ,3,2021,88862,10189,25.037991782518155,29.945160056115295
ΛΑΡΙΣΑΣ,3,2022,129044,13457,45.21842857464383,32.073805083914024
ΛΑΡΙΣΑΣ,3,2023,150588,16866,16.695080747651964,25.332540685145275
ΛΑΡΙΣΑΣ,3,2024,159072,18115,5.63391505299227,7.405431044705324
ΛΑΣΙΘΙΟΥ,3,2019,50697,224783,NA,NA
ΛΑΣΙΘΙΟΥ,3,2020,30161,68164,-40.50732784977415,-69.67564273098944
ΛΑΣΙΘΙΟΥ,3,2021,47655,211246,58.00205563476012,209.90845607652133
ΛΑΣΙΘΙΟΥ,3,2022,73836,295658,54.93862134088763,39.95909981727465
ΛΑΣΙΘΙΟΥ,3,2023,85816,331327,16.22514762446503,12.064276968659735
ΛΑΣΙΘΙΟΥ,3,2024,91449,378043,6.564044001118672,14.099665888985804
ΛΕΣΒΟΥ,3,2019,54890,20349,NA,NA
ΛΕΣΒΟΥ,3,2020,NA,NA,NA,NA
ΛΕΣΒΟΥ,3,2021,NA,NA,NA,NA
ΛΕΣΒΟΥ,3,2022,60976,21040,NA,NA
ΛΕΣΒΟΥ,3,2023,78650,27664,28.985174494883232,31.482889733840302
ΛΕΣΒΟΥ,3,2024,85927,34902,9.252383979656708,26.16396761133603
ΛΕΥΚΑΔΑΣ,3,2019,36510,36190,NA,NA
ΛΕΥΚΑΔΑΣ,3,2020,21973,16473,-39.81648863325116,-54.48190107764576
ΛΕΥΚΑΔΑΣ,3,2021,37404,33636,70.22709689163975,104.18867237297395
ΛΕΥΚΑΔΑΣ,3,2022,56589,51348,51.29130574270132,52.6578665715305
ΛΕΥΚΑΔΑΣ,3,2023,62874,55932,11.10639877007899,8.927319467165226
ΛΕΥΚΑΔΑΣ,3,2024,67048,57399,6.638674173744313,2.622827719373525
ΛΗΜΝΟΥ,3,2019,8125,5134,NA,NA
ΛΗΜΝΟΥ,3,2020,6294,3474,-22.535384615384615,-32.33346318659914
ΛΗΜΝΟΥ,3,2021,7991,NA,26.962186209088017,NA
ΛΗΜΝΟΥ,3,2022,11883,7282,48.7047928920035,NA
ΛΗΜΝΟΥ,3,2023,15263,NA,28.443995624000674,NA
ΛΗΜΝΟΥ,3,2024,19049,14614,24.80508419052611,NA
ΜΑΓΝΗΣΙΑΣ,3,2019,77956,35871,NA,NA
ΜΑΓΝΗΣΙΑΣ,3,2020,64078,21090,-17.802350043614346,-41.2059881241114
ΜΑΓΝΗΣΙΑΣ,3,2021,81123,29672,26.600393270701332,40.69227121858701
ΜΑΓΝΗΣΙΑΣ,3,2022,117149,41378,44.40910715826584,39.451334591534106
ΜΑΓΝΗΣΙΑΣ,3,2023,131276,45086,12.059001784052787,8.961283773986176
ΜΑΓΝΗΣΙΑΣ,3,2024,139327,45580,6.132880343703342,1.095683804285144
ΜΕΣΣΗΝΙΑΣ,3,2019,91228,42906,NA,NA
ΜΕΣΣΗΝΙΑΣ,3,2020,71231,22203,-21.91980532292717,-48.25199272828975
ΜΕΣΣΗΝΙΑΣ,3,2021,91959,35666,29.09968974182589,60.63595009683376
ΜΕΣΣΗΝΙΑΣ,3,2022,136352,52664,48.27477462782327,47.65883474457466
ΜΕΣΣΗΝΙΑΣ,3,2023,155507,58630,14.048198779629196,11.328421692237582
ΜΕΣΣΗΝΙΑΣ,3,2024,163596,64704,5.201695100542097,10.359884018420603
ΜΗΛΟΥ,3,2019,23211,31334,NA,NA
ΜΗΛΟΥ,3,2020,16461,15553,-29.08103916246607,-50.363822046339436
ΜΗΛΟΥ,3,2021,32347,35328,96.50689508535326,127.14588825307014
ΜΗΛΟΥ,3,2022,44590,51468,37.84895044362692,45.68614130434783
ΜΗΛΟΥ,3,2023,48826,60290,9.499887867234806,17.140747649024636
ΜΗΛΟΥ,3,2024,52175,65161,6.859050505878016,8.079283463260905
ΜΥΚΟΝΟΥ,3,2019,131048,261827,NA,NA
ΜΥΚΟΝΟΥ,3,2020,49292,55097,-62.386301202612785,-78.95671569395058
ΜΥΚΟΝΟΥ,3,2021,147454,223302,199.14387730260486,305.2888542025882
ΜΥΚΟΝΟΥ,3,2022,233691,377723,58.48400179038886,69.1534334667849
ΜΥΚΟΝΟΥ,3,2023,197347,339903,-15.552160759293255,-10.012628301691981
ΜΥΚΟΝΟΥ,3,2024,182634,314077,-7.455395825626941,-7.598050031920872
ΝΑΞΟΥ,3,2019,40249,54170,NA,NA
ΝΑΞΟΥ,3,2020,19927,16951,-50.49069542100425,-68.70777182942588
ΝΑΞΟΥ,3,2021,38970,44613,95.56380789883073,163.18801250663677
ΝΑΞΟΥ,3,2022,62720,74782,60.94431614062099,67.62378678860422
ΝΑΞΟΥ,3,2023,69388,82932,10.631377551020408,10.898344521408895
ΝΑΞΟΥ,3,2024,78121,85726,12.585749697354009,3.3690252254859403
ΞΑΝΘΗΣ,3,2019,32687,6141,NA,NA
ΞΑΝΘΗΣ,3,2020,24916,3279,-23.77397742221678,-46.604787493893504
ΞΑΝΘΗΣ,3,2021,32779,4422,31.55803499759191,34.85818847209515
ΞΑΝΘΗΣ,3,2022,45313,6457,38.23789621403947,46.01990049751244
ΞΑΝΘΗΣ,3,2023,49848,6477,10.008165427140113,0.30974136595942386
ΞΑΝΘΗΣ,3,2024,50496,6539,1.2999518536350505,0.9572332870155936
ΠΑΡΟΥ,3,2019,50451,49124,NA,NA
ΠΑΡΟΥ,3,2020,25255,16980,-49.94152742264772,-65.43441087859296
ΠΑΡΟΥ,3,2021,57790,47751,128.82597505444465,181.21908127208482
ΠΑΡΟΥ,3,2022,91882,75797,58.99290534694583,58.733848505790455
ΠΑΡΟΥ,3,2023,104346,89077,13.565224962451842,17.520482340989748
ΠΑΡΟΥ,3,2024,108845,92801,4.311617119966266,4.180652693736879
ΠΕΛΛΑΣ,3,2019,29740,7658,NA,NA
ΠΕΛΛΑΣ,3,2020,24329,6555,-18.19435104236718,-14.403238443457822
ΠΕΛΛΑΣ,3,2021,29928,7388,23.01368736898352,12.70785659801678
ΠΕΛΛΑΣ,3,2022,46239,9046,54.50080192461909,22.441797509474824
ΠΕΛΛΑΣ,3,2023,54047,11737,16.886178334306535,29.74795489719213
ΠΕΛΛΑΣ,3,2024,56479,12239,4.499787222232501,4.277072505751043
ΠΙΕΡΙΑΣ,3,2019,70120,65516,NA,NA
ΠΙΕΡΙΑΣ,3,2020,46943,21820,-33.05333713633771,-66.69515843458088
ΠΙΕΡΙΑΣ,3,2021,63072,45808,34.35869032656626,109.93583868010998
ΠΙΕΡΙΑΣ,3,2022,95274,73830,51.05593607305936,61.17272092210968
ΠΙΕΡΙΑΣ,3,2023,112669,83183,18.257866784222347,12.668292022213192
ΠΙΕΡΙΑΣ,3,2024,113991,89420,1.1733484809486194,7.497926258971184
ΠΡΕΒΕΖΑΣ,3,2019,37445,31349,NA,NA
ΠΡΕΒΕΖΑΣ,3,2020,25501,14420,-31.89744959273601,-54.001722542983835
ΠΡΕΒΕΖΑΣ,3,2021,35928,28318,40.888592604211595,96.38002773925103
ΠΡΕΒΕΖΑΣ,3,2022,53381,43176,48.57771097751058,52.46839466063987
ΠΡΕΒΕΖΑΣ,3,2023,63662,50978,19.259661677375846,18.070224198628868
ΠΡΕΒΕΖΑΣ,3,2024,67669,57117,6.294178630894411,12.042449684177488
ΡΕΘΥΜΝΟΥ,3,2019,79883,246731,NA,NA
ΡΕΘΥΜΝΟΥ,3,2020,45418,66210,-43.14434860984189,-73.16510693832554
ΡΕΘΥΜΝΟΥ,3,2021,72940,184883,60.597120084547974,179.23727533605197
ΡΕΘΥΜΝΟΥ,3,2022,118318,311043,62.21277762544557,68.23775036103913
ΡΕΘΥΜΝΟΥ,3,2023,129561,348693,9.502358052029276,12.104435721106086
ΡΕΘΥΜΝΟΥ,3,2024,140923,374827,8.769614312949113,7.494845035604386
ΡΟΔΟΠΗΣ,3,2019,33266,5977,NA,NA
ΡΟΔΟΠΗΣ,3,2020,27693,2641,-16.75284073829135,-55.81395348837209
ΡΟΔΟΠΗΣ,3,2021,32680,3542,18.00816090708843,34.11586520257478
ΡΟΔΟΠΗΣ,3,2022,44387,5663,35.82313341493268,59.88142292490119
ΡΟΔΟΠΗΣ,3,2023,48885,6466,10.133597674994931,14.179763376302311
ΡΟΔΟΠΗΣ,3,2024,50718,7415,3.749616446762811,14.676770801113518
ΡΟΔΟΥ,3,2019,144652,814992,NA,NA
ΡΟΔΟΥ,3,2020,74633,225749,-48.40513784807676,-72.30046429903607
ΡΟΔΟΥ,3,2021,129950,604741,74.11868744389211,167.88202827033564
ΡΟΔΟΥ,3,2022,228815,1051481,76.07926125432859,73.87294726172031
ΡΟΔΟΥ,3,2023,246534,1087198,7.743810501933877,3.3968279027390893
ΡΟΔΟΥ,3,2024,288283,1347443,16.934378219637047,23.937222106736765
ΣΑΜΟΥ,3,2019,23516,45920,NA,NA
ΣΑΜΟΥ,3,2020,11383,14547,-51.5946589556047,-68.3209930313589
ΣΑΜΟΥ,3,2021,19905,30240,74.86602828779759,107.87791297174675
ΣΑΜΟΥ,3,2022,34056,54689,71.0926902788244,80.84986772486774
ΣΑΜΟΥ,3,2023,41011,59493,20.422245712943386,8.784216204355538
ΣΑΜΟΥ,3,2024,47262,68562,15.242252078710589,15.243810196157531
ΣΕΡΡΩΝ,3,2019,35099,7778,NA,NA
ΣΕΡΡΩΝ,3,2020,28970,5439,-17.462035955440324,-30.071997942915917
ΣΕΡΡΩΝ,3,2021,35448,4472,22.361063168795305,-17.77900349328921
ΣΕΡΡΩΝ,3,2022,54007,7063,52.355563078311896,57.93828264758497
ΣΕΡΡΩΝ,3,2023,61750,8420,14.3370303849501,19.21279909386946
ΣΕΡΡΩΝ,3,2024,57694,8552,-6.568421052631579,1.5676959619952493
ΣΠΟΡΑΔΩΝ,3,2019,37078,58731,NA,NA
ΣΠΟΡΑΔΩΝ,3,2020,16536,16504,-55.402125249474075,-71.89899712247365
ΣΠΟΡΑΔΩΝ,3,2021,30895,42060,86.8347847121432,154.84730974309258
ΣΠΟΡΑΔΩΝ,3,2022,56095,77786,81.56659653665642,84.94056110318593
ΣΠΟΡΑΔΩΝ,3,2023,59695,85127,6.417684285586951,9.437430900161983
ΣΠΟΡΑΔΩΝ,3,2024,60564,95026,1.455733310997571,11.628507993938468
ΣΥΡΟΥ,3,2019,19920,10160,NA,NA
ΣΥΡΟΥ,3,2020,15355,5605,-22.916666666666664,-44.832677165354326
ΣΥΡΟΥ,3,2021,26332,10770,71.48811462064474,92.14986619090098
ΣΥΡΟΥ,3,2022,34079,15608,29.420476986176514,44.92107706592387
ΣΥΡΟΥ,3,2023,35781,17196,4.994278001115056,10.174269605330599
ΣΥΡΟΥ,3,2024,36931,19241,3.213996254995668,11.892300535008141
ΤΗΝΟΥ,3,2019,12656,7196,NA,NA
ΤΗΝΟΥ,3,2020,8079,3899,-36.164664981036665,-45.81712062256809
ΤΗΝΟΥ,3,2021,14992,7631,85.56752073276395,95.71685047448064
ΤΗΝΟΥ,3,2022,21553,11212,43.76334044823906,46.92700825579871
ΤΗΝΟΥ,3,2023,24734,13176,14.758966269196863,17.516946129147343
ΤΗΝΟΥ,3,2024,27711,13398,12.036063717959085,1.6848816029143898
ΤΡΙΚΑΛΩΝ,3,2019,43964,18951,NA,NA
ΤΡΙΚΑΛΩΝ,3,2020,29743,6761,-32.34692020744245,-64.32378238615377
ΤΡΙΚΑΛΩΝ,3,2021,37905,10874,27.44175100023535,60.8341961248336
ΤΡΙΚΑΛΩΝ,3,2022,59929,18502,58.10315261838808,70.14897921647967
ΤΡΙΚΑΛΩΝ,3,2023,67918,24635,13.330774750120977,33.147767808885526
ΤΡΙΚΑΛΩΝ,3,2024,70250,25122,3.4335522247416006,1.976862187943982
ΦΘΙΩΤΙΔΑΣ,3,2019,46381,12466,NA,NA
ΦΘΙΩΤΙΔΑΣ,3,2020,38578,6601,-16.82369935965158,-47.0479704797048
ΦΘΙΩΤΙΔΑΣ,3,2021,44718,8512,15.915806936595988,28.950159066808055
ΦΘΙΩΤΙΔΑΣ,3,2022,61160,11967,36.768191779596584,40.589755639097746
ΦΘΙΩΤΙΔΑΣ,3,2023,74050,14374,21.0758665794637,20.113645859446812
ΦΘΙΩΤΙΔΑΣ,3,2024,79120,15424,6.846725185685348,7.304855989981912
ΦΛΩΡΙΝΑΣ,3,2019,11527,2161,NA,NA
ΦΛΩΡΙΝΑΣ,3,2020,9826,1545,-14.756658280558687,-28.50532161036557
ΦΛΩΡΙΝΑΣ,3,2021,12173,1456,23.885609607164664,-5.760517799352751
ΦΛΩΡΙΝΑΣ,3,2022,18464,2644,51.67994742462828,81.5934065934066
ΦΛΩΡΙΝΑΣ,3,2023,21033,3993,13.913561525129984,51.021180030257185
ΦΛΩΡΙΝΑΣ,3,2024,22211,4471,5.600722673893405,11.970949161031806
ΦΩΚΙΔΑΣ,3,2019,17529,8681,NA,NA
ΦΩΚΙΔΑΣ,3,2020,12734,3376,-27.35466940498602,-61.11047114387743
ΦΩΚΙΔΑΣ,3,2021,16196,5411,27.187058269200566,60.27843601895735
ΦΩΚΙΔΑΣ,3,2022,25053,9731,54.68634230674241,79.83736832378489
ΦΩΚΙΔΑΣ,3,2023,28479,11574,13.675008980960365,18.939471791182818
ΦΩΚΙΔΑΣ,3,2024,31002,12060,8.85915938059623,4.199066874027993
ΧΑΛΚΙΔΙΚΗΣ,3,2019,108052,219460,NA,NA
ΧΑΛΚΙΔΙΚΗΣ,3,2020,71751,58070,-33.59586125198978,-73.53959719311037
ΧΑΛΚΙΔΙΚΗΣ,3,2021,118471,170093,65.11407506515589,192.9102806957121
ΧΑΛΚΙΔΙΚΗΣ,3,2022,172366,245892,45.492145757189526,44.563268329678465
ΧΑΛΚΙΔΙΚΗΣ,3,2023,195301,299656,13.305988419990022,21.864883770110456
ΧΑΛΚΙΔΙΚΗΣ,3,2024,204550,325509,4.735766841951654,8.62755960167659
ΧΑΝΙΩΝ,3,2019,152035,348904,NA,NA
ΧΑΝΙΩΝ,3,2020,83234,92608,-45.25339559969744,-73.4574553458831
ΧΑΝΙΩΝ,3,2021,142479,253528,71.17884518345868,173.76468555632343
ΧΑΝΙΩΝ,3,2022,232313,452993,63.05069519016837,78.67572812470416
ΧΑΝΙΩΝ,3,2023,263235,501118,13.310490588128946,10.62378447349076
ΧΑΝΙΩΝ,3,2024,277510,544219,5.422911087051494,8.60096823502648
ΧΙΟΥ,3,2019,29591,9692,NA,NA
ΧΙΟΥ,3,2020,25783,5208,-12.868777668885809,-46.26496079240611
ΧΙΟΥ,3,2021,29012,7363,12.523755963231586,41.37864823348694
ΧΙΟΥ,3,2022,39749,10235,37.00882393492348,39.005840010865136
ΧΙΟΥ,3,2023,49936,12390,25.62831769352688,21.055202735710797
ΧΙΟΥ,3,2024,56685,15666,13.515299583466838,26.440677966101696
