geo,geo_label,NUTS_level,Country_code,year,education_level,education_level_pct,education_level_pct_diff
NL36,Zuid-Holland,2,NL,2023,low,19.7,NA
NL36,Zuid-Holland,2,NL,2024,low,20.1,2.030456852791889
NL4,Zuid-Nederland,1,NL,2008,low,31.2,NA
NL4,Zuid-Nederland,1,NL,2009,low,31.4,0.6410256410256387
NL4,Zuid-Nederland,1,NL,2010,low,29.9,-4.777070063694268
NL4,Zuid-Nederland,1,NL,2011,low,29.5,-1.3377926421404636
NL4,Zuid-Nederland,1,NL,2012,low,28.9,-2.0338983050847506
NL4,Zuid-Nederland,1,NL,2013,low,26.6,-7.9584775086505095
NL4,Zuid-Nederland,1,NL,2014,low,26.8,0.7518796992481176
NL4,Zuid-Nederland,1,NL,2015,low,25.8,-3.731343283582089
NL4,Zuid-Nederland,1,NL,2016,low,25,-3.1007751937984525
NL4,Zuid-Nederland,1,NL,2017,low,24.3,-2.799999999999997
NL4,Zuid-Nederland,1,NL,2018,low,23,-5.34979423868313
NL4,Zuid-Nederland,1,NL,2019,low,22.3,-3.0434782608695623
NL4,Zuid-Nederland,1,NL,2020,low,20.8,-6.726457399103139
NL4,Zuid-Nederland,1,NL,2021,low,19.9,-4.326923076923087
NL4,Zuid-Nederland,1,NL,2022,low,20.4,2.512562814070352
NL4,Zuid-Nederland,1,NL,2023,low,22,7.843137254901968
NL4,Zuid-Nederland,1,NL,2024,low,21.3,-3.1818181818181785
NL41,Noord-Brabant,2,NL,2008,low,30.1,NA
NL41,Noord-Brabant,2,NL,2009,low,30.2,0.33222591362125536
NL41,Noord-Brabant,2,NL,2010,low,28.6,-5.298013245033106
NL41,Noord-Brabant,2,NL,2011,low,28.8,0.6993006993006968
NL41,Noord-Brabant,2,NL,2012,low,27.9,-3.1250000000000075
NL41,Noord-Brabant,2,NL,2013,low,25.9,-7.168458781362008
NL41,Noord-Brabant,2,NL,2014,low,25.9,0
NL41,Noord-Brabant,2,NL,2015,low,25.2,-2.7027027027027
NL41,Noord-Brabant,2,NL,2016,low,24.7,-1.984126984126984
NL41,Noord-Brabant,2,NL,2017,low,23.5,-4.858299595141697
NL41,Noord-Brabant,2,NL,2018,low,22.2,-5.531914893617024
NL41,Noord-Brabant,2,NL,2019,low,20.9,-5.855855855855859
NL41,Noord-Brabant,2,NL,2020,low,19.4,-7.177033492822966
NL41,Noord-Brabant,2,NL,2021,low,19.7,1.5463917525773232
NL41,Noord-Brabant,2,NL,2022,low,19.8,0.5076142131979768
NL41,Noord-Brabant,2,NL,2023,low,21,6.060606060606057
NL41,Noord-Brabant,2,NL,2024,low,20.4,-2.857142857142864
NL42,Limburg (NL),2,NL,2008,low,33.7,NA
NL42,Limburg (NL),2,NL,2009,low,34.1,1.1869436201780372
NL42,Limburg (NL),2,NL,2010,low,32.6,-4.39882697947214
NL42,Limburg (NL),2,NL,2011,low,31,-4.907975460122704
NL42,Limburg (NL),2,NL,2012,low,31.3,0.9677419354838732
NL42,Limburg (NL),2,NL,2013,low,28.2,-9.90415335463259
NL42,Limburg (NL),2,NL,2014,low,28.8,2.1276595744680904
NL42,Limburg (NL),2,NL,2015,low,27.2,-5.55555555555556
NL42,Limburg (NL),2,NL,2016,low,25.8,-5.147058823529407
NL42,Limburg (NL),2,NL,2017,low,26,0.7751937984496096
NL42,Limburg (NL),2,NL,2018,low,24.9,-4.230769230769236
NL42,Limburg (NL),2,NL,2019,low,25.3,1.6064257028112534
NL42,Limburg (NL),2,NL,2020,low,24.3,-3.9525691699604746
NL42,Limburg (NL),2,NL,2021,low,20.5,-15.637860082304531
NL42,Limburg (NL),2,NL,2022,low,21.8,6.341463414634149
NL42,Limburg (NL),2,NL,2023,low,24.5,12.385321100917428
NL42,Limburg (NL),2,NL,2024,low,23.5,-4.081632653061225
AT,Austria,0,AT,2008,low,19.1,NA
AT,Austria,0,AT,2009,low,18.4,-3.6649214659686007
AT,Austria,0,AT,2010,low,17.6,-4.347826086956506
AT,Austria,0,AT,2011,low,17.6,0
AT,Austria,0,AT,2012,low,17.1,-2.840909090909091
AT,Austria,0,AT,2013,low,17,-0.5847953216374352
AT,Austria,0,AT,2014,low,16.1,-5.294117647058815
AT,Austria,0,AT,2015,low,15.4,-4.347826086956528
AT,Austria,0,AT,2016,low,15.5,0.649350649350647
AT,Austria,0,AT,2017,low,15,-3.225806451612903
AT,Austria,0,AT,2018,low,14.7,-2.000000000000005
AT,Austria,0,AT,2019,low,14.4,-2.040816326530605
AT,Austria,0,AT,2020,low,14.3,-0.694444444444442
AT,Austria,0,AT,2021,low,14.1,-1.398601398601406
AT,Austria,0,AT,2022,low,14.1,0
AT,Austria,0,AT,2023,low,14,-0.7092198581560258
AT,Austria,0,AT,2024,low,13.8,-1.4285714285714235
AT1,Ostösterreich,1,AT,2008,low,18.5,NA
AT1,Ostösterreich,1,AT,2009,low,18,-2.7027027027027026
AT1,Ostösterreich,1,AT,2010,low,17,-5.555555555555555
AT1,Ostösterreich,1,AT,2011,low,17.8,4.70588235294118
AT1,Ostösterreich,1,AT,2012,low,17.4,-2.2471910112359668
AT1,Ostösterreich,1,AT,2013,low,17.1,-1.7241379310344664
AT1,Ostösterreich,1,AT,2014,low,16.4,-4.093567251462005
AT1,Ostösterreich,1,AT,2015,low,15.6,-4.8780487804877986
AT1,Ostösterreich,1,AT,2016,low,15.9,1.9230769230769278
AT1,Ostösterreich,1,AT,2017,low,15.2,-4.402515723270447
AT1,Ostösterreich,1,AT,2018,low,15.2,0
AT1,Ostösterreich,1,AT,2019,low,15.2,0
AT1,Ostösterreich,1,AT,2020,low,14.8,-2.631578947368412
AT1,Ostösterreich,1,AT,2021,low,14.8,0
AT1,Ostösterreich,1,AT,2022,low,14.7,-0.6756756756756852
AT1,Ostösterreich,1,AT,2023,low,14.4,-2.040816326530605
AT1,Ostösterreich,1,AT,2024,low,14.3,-0.694444444444442
AT11,Burgenland,2,AT,2008,low,21.1,NA
AT11,Burgenland,2,AT,2009,low,19.6,-7.109004739336493
AT11,Burgenland,2,AT,2010,low,19.7,0.5102040816326422
AT11,Burgenland,2,AT,2011,low,19.7,0
AT11,Burgenland,2,AT,2012,low,18.8,-4.568527918781719
AT11,Burgenland,2,AT,2013,low,18.5,-1.5957446808510676
AT11,Burgenland,2,AT,2014,low,16.8,-9.189189189189186
AT11,Burgenland,2,AT,2015,low,15.3,-8.928571428571429
AT11,Burgenland,2,AT,2016,low,16.5,7.843137254901955
AT11,Burgenland,2,AT,2017,low,14.8,-10.3030303030303
AT11,Burgenland,2,AT,2018,low,15.1,2.0270270270270196
AT11,Burgenland,2,AT,2019,low,15.1,0
AT11,Burgenland,2,AT,2020,low,13.2,-12.582781456953645
AT11,Burgenland,2,AT,2021,low,13,-1.5151515151515098
AT11,Burgenland,2,AT,2022,low,13.4,3.0769230769230793
AT11,Burgenland,2,AT,2023,low,12.8,-4.477611940298504
AT11,Burgenland,2,AT,2024,low,11.8,-7.8125
AT12,Niederösterreich,2,AT,2008,low,17.1,NA
AT12,Niederösterreich,2,AT,2009,low,16.2,-5.263157894736854
AT12,Niederösterreich,2,AT,2010,low,15.6,-3.7037037037037015
AT12,Niederösterreich,2,AT,2011,low,16.7,7.05128205128205
AT12,Niederösterreich,2,AT,2012,low,16.7,0
AT12,Niederösterreich,2,AT,2013,low,16,-4.191616766467062
AT12,Niederösterreich,2,AT,2014,low,15.5,-3.125
AT12,Niederösterreich,2,AT,2015,low,13.9,-10.322580645161288
AT12,Niederösterreich,2,AT,2016,low,14.7,5.755395683453229
AT12,Niederösterreich,2,AT,2017,low,14.2,-3.4013605442176873
AT12,Niederösterreich,2,AT,2018,low,13.5,-4.929577464788728
AT12,Niederösterreich,2,AT,2019,low,13.1,-2.9629629629629655
AT12,Niederösterreich,2,AT,2020,low,12.9,-1.526717557251903
AT12,Niederösterreich,2,AT,2021,low,12.8,-0.7751937984496096
AT12,Niederösterreich,2,AT,2022,low,13.1,2.3437499999999916
AT12,Niederösterreich,2,AT,2023,low,11.9,-9.160305343511444
AT12,Niederösterreich,2,AT,2024,low,12.3,3.3613445378151288
AT13,Wien,2,AT,2008,low,19.5,NA
AT13,Wien,2,AT,2009,low,19.4,-0.5128205128205201
AT13,Wien,2,AT,2010,low,17.9,-7.731958762886598
AT13,Wien,2,AT,2011,low,18.3,2.234636871508392
AT13,Wien,2,AT,2012,low,17.9,-2.1857923497267873
AT13,Wien,2,AT,2013,low,17.8,-0.5586592178770831
AT13,Wien,2,AT,2014,low,17.2,-3.37078651685394
AT13,Wien,2,AT,2015,low,17.1,-0.5813953488371969
AT13,Wien,2,AT,2016,low,16.9,-1.1695906432748704
AT13,Wien,2,AT,2017,low,16.2,-4.142011834319523
AT13,Wien,2,AT,2018,low,16.6,2.469135802469149
AT13,Wien,2,AT,2019,low,16.9,1.807228915662633
AT13,Wien,2,AT,2020,low,16.7,-1.1834319526627177
AT13,Wien,2,AT,2021,low,16.6,-0.5988023952095681
AT13,Wien,2,AT,2022,low,16.3,-1.8072289156626546
AT13,Wien,2,AT,2023,low,16.7,2.453987730061341
AT13,Wien,2,AT,2024,low,16.3,-2.3952095808383147
AT2,Südösterreich,1,AT,2008,low,16.6,NA
AT2,Südösterreich,1,AT,2009,low,15.5,-6.626506024096393
AT2,Südösterreich,1,AT,2010,low,15.3,-1.2903225806451568
AT2,Südösterreich,1,AT,2011,low,14.1,-7.843137254901968
AT2,Südösterreich,1,AT,2012,low,13.9,-1.4184397163120517
AT2,Südösterreich,1,AT,2013,low,15,7.913669064748198
AT2,Südösterreich,1,AT,2014,low,13.7,-8.666666666666671
AT2,Südösterreich,1,AT,2015,low,12.6,-8.029197080291969
AT2,Südösterreich,1,AT,2016,low,13,3.174603174603177
AT2,Südösterreich,1,AT,2017,low,13.5,3.8461538461538463
AT2,Südösterreich,1,AT,2018,low,12.6,-6.66666666666667
AT2,Südösterreich,1,AT,2019,low,12.1,-3.968253968253968
AT2,Südösterreich,1,AT,2020,low,12.8,5.785123966942158
AT2,Südösterreich,1,AT,2021,low,12.2,-4.687500000000011
AT2,Südösterreich,1,AT,2022,low,12.4,1.6393442622950907
AT2,Südösterreich,1,AT,2023,low,12.3,-0.8064516129032229
AT2,Südösterreich,1,AT,2024,low,11.8,-4.0650406504065035
AT21,Kärnten,2,AT,2008,low,13.7,NA
AT21,Kärnten,2,AT,2009,low,12.8,-6.569343065693421
AT21,Kärnten,2,AT,2010,low,12.9,0.7812499999999972
AT21,Kärnten,2,AT,2011,low,12.2,-5.426356589147295
AT21,Kärnten,2,AT,2012,low,12,-1.6393442622950762
AT21,Kärnten,2,AT,2013,low,13.2,9.999999999999993
AT21,Kärnten,2,AT,2014,low,11.6,-12.12121212121212
AT21,Kärnten,2,AT,2015,low,11.7,0.8620689655172384
AT21,Kärnten,2,AT,2016,low,10.6,-9.401709401709399
AT21,Kärnten,2,AT,2017,low,11.6,9.433962264150944
AT21,Kärnten,2,AT,2018,low,11.1,-4.310344827586207
AT21,Kärnten,2,AT,2019,low,11.1,0
AT21,Kärnten,2,AT,2020,low,10,-9.909909909909906
AT21,Kärnten,2,AT,2021,low,10.4,4.0000000000000036
AT21,Kärnten,2,AT,2022,low,10.3,-0.9615384615384581
AT21,Kärnten,2,AT,2023,low,11.2,8.737864077669888
AT21,Kärnten,2,AT,2024,low,9.8,-12.499999999999988
AT22,Steiermark,2,AT,2008,low,17.9,NA
AT22,Steiermark,2,AT,2009,low,16.7,-6.703910614525137
AT22,Steiermark,2,AT,2010,low,16.4,-1.796407185628747
AT22,Steiermark,2,AT,2011,low,15,-8.53658536585365
AT22,Steiermark,2,AT,2012,low,14.7,-2.000000000000005
AT22,Steiermark,2,AT,2013,low,15.9,8.163265306122456
AT22,Steiermark,2,AT,2014,low,14.6,-8.176100628930822
AT22,Steiermark,2,AT,2015,low,13.1,-10.273972602739727
AT22,Steiermark,2,AT,2016,low,14,6.870229007633591
AT22,Steiermark,2,AT,2017,low,14.3,2.142857142857148
AT22,Steiermark,2,AT,2018,low,13.3,-6.9930069930069925
AT22,Steiermark,2,AT,2019,low,12.6,-5.2631578947368505
AT22,Steiermark,2,AT,2020,low,14.1,11.904761904761905
AT22,Steiermark,2,AT,2021,low,13.1,-7.092198581560284
AT22,Steiermark,2,AT,2022,low,13.3,1.5267175572519165
AT22,Steiermark,2,AT,2023,low,12.9,-3.0075187969924837
AT22,Steiermark,2,AT,2024,low,12.7,-1.5503875968992331
AT3,Westösterreich,1,AT,2008,low,21.3,NA
AT3,Westösterreich,1,AT,2009,low,20.5,-3.7558685446009425
AT3,Westösterreich,1,AT,2010,low,19.8,-3.4146341463414602
AT3,Westösterreich,1,AT,2011,low,19.6,-1.0101010101010066
AT3,Westösterreich,1,AT,2012,low,18.5,-5.612244897959191
AT3,Westösterreich,1,AT,2013,low,18.1,-2.1621621621621547
AT3,Westösterreich,1,AT,2014,low,17.2,-4.9723756906077465
AT3,Westösterreich,1,AT,2015,low,16.7,-2.9069767441860463
AT3,Westösterreich,1,AT,2016,low,16.3,-2.3952095808383147
AT3,Westösterreich,1,AT,2017,low,15.7,-3.680981595092033
AT3,Westösterreich,1,AT,2018,low,15.3,-2.5477707006369337
AT3,Westösterreich,1,AT,2019,low,14.8,-3.2679738562091507
AT3,Westösterreich,1,AT,2020,low,14.6,-1.3513513513513586
AT3,Westösterreich,1,AT,2021,low,14.2,-2.739726027397263
AT3,Westösterreich,1,AT,2022,low,14.1,-0.7042253521126736
AT3,Westösterreich,1,AT,2023,low,14.4,2.1276595744680904
AT3,Westösterreich,1,AT,2024,low,14.2,-1.3888888888888962
AT31,Oberösterreich,2,AT,2008,low,22,NA
AT31,Oberösterreich,2,AT,2009,low,21.6,-1.818181818181812
AT31,Oberösterreich,2,AT,2010,low,20.1,-6.944444444444444
AT31,Oberösterreich,2,AT,2011,low,20.1,0
AT31,Oberösterreich,2,AT,2012,low,19,-5.472636815920405
AT31,Oberösterreich,2,AT,2013,low,18.4,-3.157894736842113
AT31,Oberösterreich,2,AT,2014,low,17.3,-5.978260869565206
AT31,Oberösterreich,2,AT,2015,low,16.5,-4.624277456647403
AT31,Oberösterreich,2,AT,2016,low,15.7,-4.848484848484853
AT31,Oberösterreich,2,AT,2017,low,15.7,0
AT31,Oberösterreich,2,AT,2018,low,15.5,-1.2738853503184668
AT31,Oberösterreich,2,AT,2019,low,13.6,-12.258064516129034
AT31,Oberösterreich,2,AT,2020,low,14.1,3.6764705882352944
AT31,Oberösterreich,2,AT,2021,low,14.2,0.7092198581560258
AT31,Oberösterreich,2,AT,2022,low,14.7,3.5211267605633805
AT31,Oberösterreich,2,AT,2023,low,15,2.040816326530617
AT31,Oberösterreich,2,AT,2024,low,14.4,-3.9999999999999973
AT32,Salzburg,2,AT,2008,low,16.4,NA
AT32,Salzburg,2,AT,2009,low,15,-8.53658536585365
AT32,Salzburg,2,AT,2010,low,14.9,-0.6666666666666643
AT32,Salzburg,2,AT,2011,low,14.2,-4.697986577181215
AT32,Salzburg,2,AT,2012,low,14.4,1.4084507042253596
AT32,Salzburg,2,AT,2013,low,14.9,3.4722222222222223
AT32,Salzburg,2,AT,2014,low,14.6,-2.013422818791951
AT32,Salzburg,2,AT,2015,low,13.6,-6.8493150684931505
AT32,Salzburg,2,AT,2016,low,13.8,1.4705882352941255
AT32,Salzburg,2,AT,2017,low,13.7,-0.7246376811594305
AT32,Salzburg,2,AT,2018,low,12.4,-9.489051094890504
AT32,Salzburg,2,AT,2019,low,13.3,7.258064516129036
AT32,Salzburg,2,AT,2020,low,12,-9.774436090225569
AT32,Salzburg,2,AT,2021,low,12,0
AT32,Salzburg,2,AT,2022,low,10.8,-9.999999999999993
AT32,Salzburg,2,AT,2023,low,11,1.8518518518518452
AT32,Salzburg,2,AT,2024,low,11.5,4.545454545454546
AT33,Tirol,2,AT,2008,low,22.2,NA
AT33,Tirol,2,AT,2009,low,21.3,-4.054054054054048
AT33,Tirol,2,AT,2010,low,21,-1.4084507042253553
AT33,Tirol,2,AT,2011,low,20.9,-0.476190476190483
AT33,Tirol,2,AT,2012,low,19.6,-6.220095693779891
AT33,Tirol,2,AT,2013,low,18.8,-4.081632653061227
AT33,Tirol,2,AT,2014,low,17.7,-5.8510638297872415
AT33,Tirol,2,AT,2015,low,17.6,-0.5649717514124173
AT33,Tirol,2,AT,2016,low,17.9,1.7045454545454382
AT33,Tirol,2,AT,2017,low,15.7,-12.290502793296087
AT33,Tirol,2,AT,2018,low,15.3,-2.5477707006369337
AT33,Tirol,2,AT,2019,low,16.2,5.88235294117646
AT33,Tirol,2,AT,2020,low,15.8,-2.469135802469127
AT33,Tirol,2,AT,2021,low,14.3,-9.493670886075948
AT33,Tirol,2,AT,2022,low,14.5,1.3986013986013937
AT33,Tirol,2,AT,2023,low,14.7,1.3793103448275814
AT33,Tirol,2,AT,2024,low,14,-4.761904761904757
AT34,Vorarlberg,2,AT,2008,low,24,NA
AT34,Vorarlberg,2,AT,2009,low,22.6,-5.833333333333327
AT34,Vorarlberg,2,AT,2010,low,23,1.7699115044247724
AT34,Vorarlberg,2,AT,2011,low,22.7,-1.3043478260869596
AT34,Vorarlberg,2,AT,2012,low,20.7,-8.81057268722467
AT34,Vorarlberg,2,AT,2013,low,20,-3.3816425120772915
AT34,Vorarlberg,2,AT,2014,low,19.9,-0.5000000000000071
AT34,Vorarlberg,2,AT,2015,low,19.7,-1.0050251256281373
AT34,Vorarlberg,2,AT,2016,low,19.6,-0.5076142131979587
AT34,Vorarlberg,2,AT,2017,low,18.4,-6.122448979591851
AT34,Vorarlberg,2,AT,2018,low,18.6,1.086956521739146
AT34,Vorarlberg,2,AT,2019,low,19.2,3.2258064516128915
AT34,Vorarlberg,2,AT,2020,low,17.8,-7.29166666666666
AT34,Vorarlberg,2,AT,2021,low,17.3,-2.8089887640449436
AT34,Vorarlberg,2,AT,2022,low,16.3,-5.780346820809249
AT34,Vorarlberg,2,AT,2023,low,16.2,-0.6134969325153461
AT34,Vorarlberg,2,AT,2024,low,17.3,6.790123456790133
PL,Poland,0,PL,2008,low,12.9,NA
PL,Poland,0,PL,2009,low,12,-6.976744186046514
PL,Poland,0,PL,2010,low,11.5,-4.166666666666666
PL,Poland,0,PL,2011,low,11.1,-3.4782608695652204
PL,Poland,0,PL,2012,low,10.4,-6.3063063063063005
PL,Poland,0,PL,2013,low,9.9,-4.8076923076923075
PL,Poland,0,PL,2014,low,9.5,-4.040404040404043
PL,Poland,0,PL,2015,low,9.2,-3.157894736842113
PL,Poland,0,PL,2016,low,8.7,-5.434782608695652
PL,Poland,0,PL,2017,low,7.9,-9.195402298850563
PL,Poland,0,PL,2018,low,7.6,-3.797468354430389
PL,Poland,0,PL,2019,low,7.3,-3.947368421052629
PL,Poland,0,PL,2020,low,6.7,-8.219178082191776
PL,Poland,0,PL,2021,low,6.7,0
PL,Poland,0,PL,2022,low,6.5,-2.9850746268656745
PL,Poland,0,PL,2023,low,5.7,-12.307692307692305
PL,Poland,0,PL,2024,low,5.2,-8.771929824561402
PL2,Makroregion południowy,1,PL,2008,low,9.9,NA
PL2,Makroregion południowy,1,PL,2009,low,8.6,-13.131313131313139
PL2,Makroregion południowy,1,PL,2010,low,8.1,-5.813953488372093
PL2,Makroregion południowy,1,PL,2011,low,8.1,0
PL2,Makroregion południowy,1,PL,2012,low,7.6,-6.17283950617284
PL2,Makroregion południowy,1,PL,2013,low,7.1,-6.578947368421052
PL2,Makroregion południowy,1,PL,2014,low,6.8,-4.225352112676054
PL2,Makroregion południowy,1,PL,2015,low,6.7,-1.4705882352941124
PL2,Makroregion południowy,1,PL,2016,low,6.7,0
PL2,Makroregion południowy,1,PL,2017,low,6,-10.447761194029853
PL2,Makroregion południowy,1,PL,2018,low,5.3,-11.66666666666667
PL2,Makroregion południowy,1,PL,2019,low,5.3,0
PL2,Makroregion południowy,1,PL,2020,low,5.1,-3.7735849056603805
PL2,Makroregion południowy,1,PL,2021,low,5.6,9.803921568627452
PL2,Makroregion południowy,1,PL,2022,low,5.5,-1.7857142857142794
PL2,Makroregion południowy,1,PL,2023,low,4.4,-19.999999999999993
PL2,Makroregion południowy,1,PL,2024,low,4.1,-6.818181818181834
PL21,Małopolskie,2,PL,2008,low,11.9,NA
PL21,Małopolskie,2,PL,2009,low,10.1,-15.126050420168072
PL21,Małopolskie,2,PL,2010,low,9,-10.891089108910888
PL21,Małopolskie,2,PL,2011,low,9.1,1.1111111111111072
PL21,Małopolskie,2,PL,2012,low,8.8,-3.296703296703285
PL21,Małopolskie,2,PL,2013,low,8.1,-7.954545454545466
PL21,Małopolskie,2,PL,2014,low,7.8,-3.7037037037037015
PL21,Małopolskie,2,PL,2015,low,7.6,-2.5641025641025665
PL21,Małopolskie,2,PL,2016,low,7.5,-1.315789473684206
PL21,Małopolskie,2,PL,2017,low,6.3,-16.000000000000004
PL21,Małopolskie,2,PL,2018,low,5.1,-19.04761904761905
PL21,Małopolskie,2,PL,2019,low,5.9,15.686274509803935
PL21,Małopolskie,2,PL,2020,low,6.2,5.0847457627118615
PL21,Małopolskie,2,PL,2021,low,6.7,8.064516129032258
PL21,Małopolskie,2,PL,2022,low,6.5,-2.9850746268656745
PL21,Małopolskie,2,PL,2023,low,4.6,-29.230769230769237
PL21,Małopolskie,2,PL,2024,low,4.1,-10.869565217391305
PL22,Śląskie,2,PL,2008,low,8.7,NA
PL22,Śląskie,2,PL,2009,low,7.6,-12.643678160919535
PL22,Śląskie,2,PL,2010,low,7.5,-1.315789473684206
PL22,Śląskie,2,PL,2011,low,7.5,0
PL22,Śląskie,2,PL,2012,low,6.8,-9.333333333333336
PL22,Śląskie,2,PL,2013,low,6.5,-4.411764705882351
PL22,Śląskie,2,PL,2014,low,6.2,-4.615384615384613
PL22,Śląskie,2,PL,2015,low,6.2,0
PL22,Śląskie,2,PL,2016,low,6.1,-1.6129032258064602
PL22,Śląskie,2,PL,2017,low,5.7,-6.55737704918032
PL22,Śląskie,2,PL,2018,low,5.4,-5.263157894736839
PL22,Śląskie,2,PL,2019,low,4.9,-9.25925925925926
PL22,Śląskie,2,PL,2020,low,4.3,-12.244897959183684
PL22,Śląskie,2,PL,2021,low,4.8,11.627906976744185
PL22,Śląskie,2,PL,2022,low,4.7,-2.083333333333326
PL22,Śląskie,2,PL,2023,low,4.2,-10.638297872340425
PL22,Śląskie,2,PL,2024,low,4.1,-2.380952380952394
PL4,Makroregion północno-zachodni,1,PL,2008,low,13,NA
PL4,Makroregion północno-zachodni,1,PL,2009,low,12.9,-0.7692307692307665
PL4,Makroregion północno-zachodni,1,PL,2010,low,12.2,-5.426356589147295
PL4,Makroregion północno-zachodni,1,PL,2011,low,11.4,-6.55737704918032
PL4,Makroregion północno-zachodni,1,PL,2012,low,10.6,-7.0175438596491295
PL4,Makroregion północno-zachodni,1,PL,2013,low,10.3,-2.830188679245273
PL4,Makroregion północno-zachodni,1,PL,2014,low,10.2,-0.9708737864077808
PL4,Makroregion północno-zachodni,1,PL,2015,low,10,-1.9607843137254832
PL4,Makroregion północno-zachodni,1,PL,2016,low,9.6,-4.0000000000000036
PL4,Makroregion północno-zachodni,1,PL,2017,low,8.3,-13.541666666666657
PL4,Makroregion północno-zachodni,1,PL,2018,low,8.3,0
PL4,Makroregion północno-zachodni,1,PL,2019,low,8.3,0
PL4,Makroregion północno-zachodni,1,PL,2020,low,7,-15.662650602409645
PL4,Makroregion północno-zachodni,1,PL,2021,low,6.3,-10.000000000000002
PL4,Makroregion północno-zachodni,1,PL,2022,low,6.1,-3.174603174603177
PL4,Makroregion północno-zachodni,1,PL,2023,low,5.7,-6.55737704918032
PL4,Makroregion północno-zachodni,1,PL,2024,low,5.5,-3.5087719298245648
PL41,Wielkopolskie,2,PL,2008,low,11.7,NA
PL41,Wielkopolskie,2,PL,2009,low,12.3,5.12820512820514
PL41,Wielkopolskie,2,PL,2010,low,11.4,-7.317073170731709
PL41,Wielkopolskie,2,PL,2011,low,9.9,-13.157894736842104
PL41,Wielkopolskie,2,PL,2012,low,9.1,-8.080808080808087
PL41,Wielkopolskie,2,PL,2013,low,8.8,-3.296703296703285
PL41,Wielkopolskie,2,PL,2014,low,8.8,0
PL41,Wielkopolskie,2,PL,2015,low,8.4,-4.545454545454549
PL41,Wielkopolskie,2,PL,2016,low,8.3,-1.1904761904761862
PL41,Wielkopolskie,2,PL,2017,low,6.9,-16.867469879518072
PL41,Wielkopolskie,2,PL,2018,low,7,1.4492753623188355
PL41,Wielkopolskie,2,PL,2019,low,7,0
PL41,Wielkopolskie,2,PL,2020,low,5.9,-15.714285714285708
PL41,Wielkopolskie,2,PL,2021,low,5.3,-10.169491525423737
PL41,Wielkopolskie,2,PL,2022,low,5.1,-3.7735849056603805
PL41,Wielkopolskie,2,PL,2023,low,4.9,-3.9215686274509665
PL41,Wielkopolskie,2,PL,2024,low,4.6,-6.122448979591851
PL42,Zachodniopomorskie,2,PL,2008,low,15.8,NA
PL42,Zachodniopomorskie,2,PL,2009,low,14.1,-10.759493670886082
PL42,Zachodniopomorskie,2,PL,2010,low,14.2,0.7092198581560258
PL42,Zachodniopomorskie,2,PL,2011,low,14.6,2.8169014084507067
PL42,Zachodniopomorskie,2,PL,2012,low,13.2,-9.589041095890414
PL42,Zachodniopomorskie,2,PL,2013,low,12.8,-3.0303030303030196
PL42,Zachodniopomorskie,2,PL,2014,low,13.5,5.468749999999995
PL42,Zachodniopomorskie,2,PL,2015,low,13.2,-2.2222222222222276
PL42,Zachodniopomorskie,2,PL,2016,low,12.3,-6.818181818181808
PL42,Zachodniopomorskie,2,PL,2017,low,10.9,-11.382113821138214
PL42,Zachodniopomorskie,2,PL,2018,low,10.3,-5.5045871559633
PL42,Zachodniopomorskie,2,PL,2019,low,10.5,1.941747572815527
PL42,Zachodniopomorskie,2,PL,2020,low,9.1,-13.333333333333336
PL42,Zachodniopomorskie,2,PL,2021,low,8.3,-8.79120879120878
PL42,Zachodniopomorskie,2,PL,2022,low,8,-3.6144578313253093
PL42,Zachodniopomorskie,2,PL,2023,low,7.6,-5.000000000000004
PL42,Zachodniopomorskie,2,PL,2024,low,6.8,-10.526315789473681
PL43,Lubuskie,2,PL,2008,low,12.8,NA
PL43,Lubuskie,2,PL,2009,low,12.7,-0.7812500000000111
PL43,Lubuskie,2,PL,2010,low,11.7,-7.874015748031496
PL43,Lubuskie,2,PL,2011,low,11.5,-1.7094017094017033
PL43,Lubuskie,2,PL,2012,low,11.8,2.6086956521739193
PL43,Lubuskie,2,PL,2013,low,11.2,-5.084745762711876
PL43,Lubuskie,2,PL,2014,low,9.9,-11.607142857142847
PL43,Lubuskie,2,PL,2015,low,10,1.0101010101010066
PL43,Lubuskie,2,PL,2016,low,9.7,-3.000000000000007
PL43,Lubuskie,2,PL,2017,low,8.9,-8.247422680412361
PL43,Lubuskie,2,PL,2018,low,9.4,5.617977528089887
PL43,Lubuskie,2,PL,2019,low,9.4,0
PL43,Lubuskie,2,PL,2020,low,7.4,-21.27659574468085
PL43,Lubuskie,2,PL,2021,low,6.6,-10.81081081081082
PL43,Lubuskie,2,PL,2022,low,6.1,-7.575757575757576
PL43,Lubuskie,2,PL,2023,low,5.6,-8.196721311475411
PL43,Lubuskie,2,PL,2024,low,6.4,14.285714285714299
PL5,Makroregion południowo-zachodni,1,PL,2008,low,11.9,NA
PL5,Makroregion południowo-zachodni,1,PL,2009,low,11,-7.563025210084036
PL5,Makroregion południowo-zachodni,1,PL,2010,low,10.9,-0.909090909090906
PL5,Makroregion południowo-zachodni,1,PL,2011,low,10.8,-0.9174311926605472
PL5,Makroregion południowo-zachodni,1,PL,2012,low,10.6,-1.8518518518518614
PL5,Makroregion południowo-zachodni,1,PL,2013,low,9.7,-8.490566037735853
