NUTS_label,year,GVA_GHI,GVA_total,GVA_GHI_pct,GVA_GHI_pct_diff,NUTS_level
Lakonia,2010,270.081672,1149.534368,23.49487579652773,-10.753422654280595,3
Lakonia,2011,244.030784,1073.471066,22.732870193634078,-9.645559362502766,3
Lakonia,2012,224.793074,1002.649374,22.419908676869127,-7.883312787291631,3
Lakonia,2013,225.96601,987.246821,22.8885021651541,0.5217847592582062,3
Lakonia,2014,229.641089,984.660727,23.321849110368753,1.6263857559816106,3
Lakonia,2015,218.674327,1011.899233,21.6102868614389,-4.775609647104568,3
Lakonia,2016,213.391995,959.912773,22.230352694765113,-2.4156159858674204,3
Lakonia,2017,221.177283,1026.810662,21.540220722795723,3.648350539109951,3
Lakonia,2018,228.767394,1012.701586,22.589812948115593,3.4316865172812556,3
Lakonia,2019,233.459321,1042.4639320000001,22.394954284135363,2.050959674786518,3
Lakonia,2020,188.314522,949.34761,19.836203305973456,-19.337329863989446,3
Lakonia,2021,221.348215,992.893401,22.293250693082207,17.5417661097852,3
Lakonia,2022,266.980537,1180.073134,22.62406704362783,20.615626830331575,3
Larisa,2000,559.763017,2609.210138,21.453351297686854,NA,3
Larisa,2001,562.139453,2773.733001,20.266530801534778,0.424543231301044,3
Larisa,2002,567.275093,3188.64303,17.79048603631244,0.9135882515614799,3
Larisa,2003,622.972013,3682.842789,16.91552012105179,9.818326361809786,3
Larisa,2004,690.723774,3978.991622,17.359266859999433,10.87557058522308,3
Larisa,2005,696.583611,3828.639379,18.194025136468724,0.8483618518102389,3
Larisa,2006,727.224603,4132.326762,17.598429284136078,4.398752930177679,3
Larisa,2007,789.635722,4368.299329,18.076502147135713,8.582096747351105,3
Larisa,2008,866.128918,4547.382475,19.046757618513272,9.687149893150353,3
Larisa,2009,787.37455,4511.457539,17.452775365686534,-9.092684283288184,3
Larisa,2010,694.269351,4112.45659,16.8821077087649,-11.82476611671027,3
Larisa,2011,555.171566,3608.35187,15.385738032250165,-20.03513258933996,3
Larisa,2012,499.897029,3496.470511,14.297189907002192,-9.95629826618318,3
Larisa,2013,485.470316,3346.348933,14.507462482843238,-2.8859369356243865,3
Larisa,2014,490.523687,3379.590471,14.51429370538073,1.0409227574688562,3
Larisa,2015,479.22346,3487.742053,13.740220828194373,-2.3037066913345625,3
Larisa,2016,478.578241,3358.387319,14.250239640093161,-0.13463844194939817,3
Larisa,2017,500.962352,3383.827504,14.804606659406124,4.677210345632914,3
Larisa,2018,520.836227,3487.447181,14.934598288328885,3.967139430868848,3
Larisa,2019,515.713736,3590.276715,14.36417794331488,-0.983512807760196,3
Larisa,2020,417.187384,3413.351016,12.222223323779016,-19.10485316218144,3
Larisa,2021,466.89596,3875.394673,12.04770092844683,11.915167597685551,3
Larisa,2022,555.332492,4068.905333,13.648203793194517,18.94137871743418,3
Lasithi,2000,253.8784,718.245552,35.34702015112514,NA,3
Lasithi,2001,286.904225,805.548367,35.61601472404202,13.008521008482802,3
Lasithi,2002,251.532788,841.080527,29.905910305304218,-12.328656714623142,3
Lasithi,2003,271.808704,917.851969,29.61356658592078,8.060943529954418,3
Lasithi,2004,297.890244,1013.472672,29.393021857426067,9.595549964433818,3
Lasithi,2005,311.371567,1080.252086,28.82397275926205,4.525600710844372,3
Lasithi,2006,305.465132,1154.083216,26.468206777907078,-1.8969089107612847,3
Lasithi,2007,309.345669,1217.571237,25.406781927783,1.2703698699071173,3
Lasithi,2008,361.880232,1266.706075,28.56860317812875,16.982478910994548,3
Lasithi,2009,382.934901,1280.267834,29.910530502323002,5.818131839818221,3
Lasithi,2010,355.359414,1160.323577,30.625889281572366,-7.201090035927544,3
Lasithi,2011,321.226652,1034.146161,31.062016580845775,-9.605137968850887,3
Lasithi,2012,304.649161,954.709863,31.91013027169281,-5.160683553741988,3
Lasithi,2013,333.17244,992.953027,33.55369598968955,9.36266455038752,3
Lasithi,2014,339.669974,1008.638136,33.67609867965571,1.9502015232712617,3
Lasithi,2015,340.061795,1042.210363,32.62890171434613,0.11535344010124166,3
Lasithi,2016,324.134265,998.095453,32.47527719174972,-4.683716381606463,3
Lasithi,2017,349.228722,1031.470969,33.857348630817356,7.741994509590022,3
Lasithi,2018,367.312207,1031.997333,35.592360101574016,5.178120773239263,3
Lasithi,2019,385.698061,1122.776814,34.3521576319263,5.005511292468425,3
Lasithi,2020,266.511475,1007.87084,26.44301873045558,-30.901525844072104,3
Lasithi,2021,316.47134,1100.940074,28.745555500598478,18.74585887905951,3
Lasithi,2022,404.142888,1297.000915,31.15979976004874,27.702839694741403,3
Lefkada,2000,62.989013,171.916764,36.63925002683275,NA,3
Lefkada,2001,66.392179,194.069622,34.21049534480981,5.402793023602384,3
Lefkada,2002,62.780781,200.411925,31.325870953038347,-5.439493106560038,3
Lefkada,2003,69.025223,221.950586,31.09936506317672,9.946422934751322,3
Lefkada,2004,77.656433,244.37575,31.777470964283488,12.504428996919012,3
Lefkada,2005,109.027131,263.560016,41.367098338619,40.396779491532904,3
Lefkada,2006,109.482009,287.086055,38.13560676083692,0.4172154176926915,3
Lefkada,2007,124.092516,299.338354,41.455601776977765,13.34512138884846,3
Lefkada,2008,124.563829,306.356632,40.659746187573965,0.37980775569091935,3
Lefkada,2009,124.599575,328.114944,37.97436760454288,0.0286969341637717,3
Lefkada,2010,133.681451,334.502851,39.96421872051548,7.288849901775353,3
Lefkada,2011,117.412246,289.80635,40.5140349754241,-12.170128973241031,3
Lefkada,2012,117.01676,270.435945,43.26967703941871,-0.33683539279198454,3
Lefkada,2013,122.928592,267.11956,46.02006382460348,5.052124157257464,3
Lefkada,2014,127.218742,262.073666,48.54312298588596,3.489952931373371,3
Lefkada,2015,120.688638,256.012898,47.14162409114247,-5.1329732532648435,3
Lefkada,2016,115.963187,250.649955,46.264994142927335,-3.9154066847618187,3
Lefkada,2017,120.273725,250.592184,47.99580061922442,3.717160688244963,3
Lefkada,2018,129.56844,263.061002,49.25414220082687,7.727968016289519,3
Lefkada,2019,133.543797,270.925216,49.29175621659374,3.0681522444817597,3
Lefkada,2020,89.243395,221.340717,40.31946593902106,-33.17293876255443,3
Lefkada,2021,108.853372,257.516338,42.27047217485672,21.973589193911756,3
Lefkada,2022,140.037896,301.667829,46.42122312618227,28.64819291036753,3
"Lesvos, Limnos",2000,283.911788,826.547082,34.349136810575544,NA,3
"Lesvos, Limnos",2001,280.891888,910.89452000000006,30.83692807812698,-1.0636754540110913,3
"Lesvos, Limnos",2002,294.058062,930.950439,31.58686538843772,4.687274557391281,3
"Lesvos, Limnos",2003,316.266817,1154.375142,27.39723037106078,7.552506756301752,3
"Lesvos, Limnos",2004,327.949352,1169.371714,28.044919171013913,3.693885786316929,3
"Lesvos, Limnos",2005,346.93934,1263.101477,27.46725788208385,5.790524629547077,3
"Lesvos, Limnos",2006,352.00397,1391.518436,25.296392839167527,1.459802742462116,3
"Lesvos, Limnos",2007,407.27815,1450.458281,28.07927365682019,15.702714943811571,3
"Lesvos, Limnos",2008,462.899953,1537.39165,30.109435874716763,13.656957290736074,3
"Lesvos, Limnos",2009,407.380512,1531.881869,26.593467828295054,-11.993831634716104,3
"Lesvos, Limnos",2010,359.428368,1432.843246,25.08497485704727,-11.770848773443545,3
"Lesvos, Limnos",2011,307.031,1302.478824,23.572820866068838,-14.577972320760162,3
"Lesvos, Limnos",2012,277.488587,1186.216955,23.392734847564203,-9.621964231624823,3
"Lesvos, Limnos",2013,282.257393,1166.283645,24.20143626381728,1.7185593294328834,3
"Lesvos, Limnos",2014,281.578377,1158.556732,24.304237265439323,-0.24056624089913214,3
"Lesvos, Limnos",2015,265.309851,1138.88129,23.29565454534774,-5.777619067674365,3
"Lesvos, Limnos",2016,250.671905,1102.91943,22.728034177437607,-5.5173021072632435,3
"Lesvos, Limnos",2017,256.728644,1110.647289,23.11522717812171,2.4162017678047985,3
"Lesvos, Limnos",2018,267.389979,1128.432787,23.695693893374973,4.152764114626808,3
"Lesvos, Limnos",2019,266.144976,1153.385578,23.075108712691048,-0.4656131859002828,3
"Lesvos, Limnos",2020,196.879043,1041.136012,18.910021431474604,-26.025639875313665,3
"Lesvos, Limnos",2021,235.696681,1108.033321,21.27162392438558,19.716490596716287,3
"Lesvos, Limnos",2022,291.063239,1245.83841,23.36284037028526,23.490597222283327,3
Magnisia,2000,548.566587,1751.38718,31.3218341018118,NA,3
Magnisia,2001,631.6749,1925.869434,32.79946650838221,15.150086601975257,3
Magnisia,2002,642.862065,2201.312989,29.20357387669964,1.7710320609541474,3
Magnisia,2003,727.623777,2499.17653,29.114541060450815,13.185054246434651,3
Magnisia,2004,779.955878,2642.197794,29.519208583519084,7.192192263942464,3
Magnisia,2005,857.252692,2688.899071,31.88117773722122,9.910408547494791,3
Magnisia,2006,889.033301,3008.253627,29.553136511517952,3.707262665557197,3
Magnisia,2007,927.704174,3044.150631,30.474975993393933,4.349766533661028,3
Magnisia,2008,1091.02059,3219.455146,33.88836124508629,17.604363608263782,3
Magnisia,2009,889.819841,3047.234281,29.200900191631835,-18.44151713030458,3
Magnisia,2010,785.350309,2741.733908,28.644293551188774,-11.740526248840967,3
Magnisia,2011,723.418253,2539.819502,28.483057651551185,-7.885914768259165,3
Magnisia,2012,637.042526,2345.163948,27.16409343335172,-11.939942991734284,3
Magnisia,2013,653.121375,2265.40052,28.830282735169494,2.5239836186383564,3
Magnisia,2014,633.595093,2178.707035,29.081243270507,-2.989686564767525,3
Magnisia,2015,613.889193,2206.800619,27.818063295549578,-3.1101724457326316,3
Magnisia,2016,602.433306,2166.695222,27.804247680202806,-1.866116414921147,3
Magnisia,2017,628.84252,2183.441331,28.800522875143834,4.383757295118743,3
Magnisia,2018,659.944869,2228.923803,29.6082292320515,4.945967871256543,3
Magnisia,2019,690.117674,2304.380682,29.94807582751642,4.57201903027447,3
Magnisia,2020,553.441068,2135.605659,25.914946688198487,-19.804826212869894,3
Magnisia,2021,647.410586,2373.69251,27.27440825939161,16.979137153587597,3
Magnisia,2022,804.15122,2653.585415,30.304327701469525,24.210390962003824,3
Messinia,2000,277.290622,1336.293538,20.750726851153868,NA,3
Messinia,2001,276.836545,1461.571399,18.941020957950478,-0.16375490693658723,3
Messinia,2002,320.406738,1510.117256,21.217341681711105,15.738598746057903,3
Messinia,2003,354.70148,1646.574169,21.54178576816967,10.70350212173128,3
Messinia,2004,368.510624,1728.15653,21.32391468034438,3.893173493383789,3
