geo,NUTS_label,NUTS_label_el,NUTS_level,year,GFCF_GHI,GFCF_Total,GFCF_pct,GFCF_pct_diff
EL52,Kentriki Makedonia,Κεντρική Μακεδονία,2,2006,793.2909972249072,8946.21858982444,8.867333044233995,15.443594247981308
EL52,Kentriki Makedonia,Κεντρική Μακεδονία,2,2007,1294.5515785598557,10766.974836490925,12.023354732588604,63.18747888082174
EL52,Kentriki Makedonia,Κεντρική Μακεδονία,2,2008,457.2494477542332,8121.005569116158,5.6304535671436255,-64.67893166042039
EL52,Kentriki Makedonia,Κεντρική Μακεδονία,2,2009,481.3167275614229,6427.017255814565,7.488959627826928,5.263490185804583
EL52,Kentriki Makedonia,Κεντρική Μακεδονία,2,2010,592.720520329533,5451.331012176972,10.872950459356382,23.145630805838415
EL52,Kentriki Makedonia,Κεντρική Μακεδονία,2,2011,581.812059568072,4292.671572416766,13.55361223781005,-1.8404054503455138
EL52,Kentriki Makedonia,Κεντρική Μακεδονία,2,2012,261.3089893120496,4458.861131639065,5.860442422345483,-55.08704486014929
EL52,Kentriki Makedonia,Κεντρική Μακεδονία,2,2013,314.68070182043164,3169.8593801811285,9.927276389227416,20.424751803944506
EL52,Kentriki Makedonia,Κεντρική Μακεδονία,2,2014,432.3233213273297,2854.901535969508,15.143195514114824,37.38475820930045
EL52,Kentriki Makedonia,Κεντρική Μακεδονία,2,2015,420.8964895942889,2744.537900294865,15.335787111887543,-2.6431217492403376
EL52,Kentriki Makedonia,Κεντρική Μακεδονία,2,2016,600.4477231894099,2951.687509704061,20.342523428220602,42.6592376116499
EL52,Kentriki Makedonia,Κεντρική Μακεδονία,2,2017,567.8528337135463,3051.621491044641,18.608232881436322,-5.428430855350523
EL52,Kentriki Makedonia,Κεντρική Μακεδονία,2,2018,488.2294546383184,2815.4469752163245,17.34109926189625,-14.021833536432426
EL52,Kentriki Makedonia,Κεντρική Μακεδονία,2,2019,501.74249205911553,2790.347032218688,17.981365266246655,2.7677636595702024
EL52,Kentriki Makedonia,Κεντρική Μακεδονία,2,2020,435.9655181882155,2837.0569898320164,15.366822723361269,-13.109707651220845
EL52,Kentriki Makedonia,Κεντρική Μακεδονία,2,2021,580.2077502989206,3732.4940591432287,15.544773577807215,33.085697398763685
EL52,Kentriki Makedonia,Κεντρική Μακεδονία,2,2022,744.2203238910702,4585.917486644178,16.22838452847231,28.267904644095328
EL43,Kriti,Κρήτη,2,2000,121.5540040531493,1543.4677342678815,7.875383550586915,NA
EL43,Kriti,Κρήτη,2,2001,131.84664547722875,1573.5373915568875,8.378996659671188,8.467546177729371
EL43,Kriti,Κρήτη,2,2002,197.46559172272543,1642.3832500800554,12.0231128582869,49.76914354398932
EL43,Kriti,Κρήτη,2,2003,203.62907874679985,2141.5188373490864,9.508628885042421,3.1212967131655907
EL43,Kriti,Κρήτη,2,2004,184.67569962866972,2534.1396181187624,7.287510850162436,-9.307795936992616
EL43,Kriti,Κρήτη,2,2005,188.45269004867092,2228.2238633279776,8.457529476737864,2.0452016305316025
